r/a,Te,TD,TT,THe
0.9043640573770492,7.124901154430059,7.127765100539351,7.127765100539351,7.127765100539351
0.9079436475409837,7.049398250425589,7.051712523970935,7.051712523970935,7.051712523970935
0.9114891803278689,6.972218536477299,6.974047671171929,6.974047671171929,6.974047671171929
0.9150002049180329,6.895933400000001,6.8972399000000015,6.8972399000000015,6.8972399000000015
0.9184761885245902,6.815497799999998,6.8164463999999985,6.8164463999999985,6.8164463999999985
0.921916106557377,6.733605400000002,6.734256200000002,6.734256200000002,6.734256200000002
0.925318524590164,6.650331699999998,6.650743099999998,6.650743099999998,6.650743099999998
0.9286817622950819,6.5657526000000015,6.565981100000002,6.565981100000002,6.565981100000002
0.9320041803278688,6.479944500000002,6.480044700000001,6.480044700000001,6.480044700000001
0.9352851229508198,6.3929839999999984,6.393008799999998,6.393008799999998,6.393008799999998
0.9385251639344262,6.304948099999998,6.304948099999998,6.304948099999998,6.304948099999998
0.9417239754098361,6.2137602999999935,6.2137602999999935,6.2137602999999935,6.2137602999999935
0.9448859426229508,6.1151782999999975,6.1151782999999975,6.1151782999999975,6.1151782999999975
0.9480036475409837,6.005261000000003,6.005261000000003,6.005261000000003,6.005261000000003
0.9510779098360655,5.881722200000002,5.881722200000002,5.881722200000002,5.881722200000002
0.9541100409836065,5.741259499999996,5.741259499999996,5.741259499999996,5.741259499999996
0.9570999180327868,5.5786767000000035,5.5786767000000035,5.5786767000000035,5.5786767000000035
0.9600477049180328,5.391582600000004,5.391582600000004,5.391582600000004,5.391582600000004
0.9629569262295082,5.178388300000005,5.178388300000005,5.178388300000005,5.178388300000005
0.9658382786885247,4.929290599999994,4.929290599999994,4.929290599999994,4.929290599999994
0.9687103278688525,4.6324267,4.6324267,4.6324267,4.6324267
0.9715990983606557,4.285563599999984,4.285563599999984,4.285563599999984,4.285563599999984
0.9745367213114754,3.8917268,3.8917268,3.8917268,3.8917268
0.9775461885245901,3.4593268,3.4593268,3.4593268,3.4593268
0.9806188114754097,2.998918300000011,2.998918300000011,2.998918300000011,2.998918300000011
0.9837048770491803,2.521214,2.521214,2.521214,2.521214
0.9867208606557377,2.0512251,2.0512251,2.0512251,2.0512251
0.9895599590163934,1.6127744000000281,1.6127744000000281,1.6127744000000281,1.6127744000000281
0.9921341393442623,1.2052348,1.2052348,1.2052348,1.2052348
0.9944104918032787,0.84110034,0.84110034,0.84110034,0.84110034
0.9963830327868852,0.5417661099999758,0.5417661099999758,0.5417661099999758,0.5417661099999758
0.9980970901639344,0.2879189,0.2879189,0.2879189,0.2879189
0.9995716803278689,0.055062258999999995,0.055062258999999995,0.055062258999999995,0.055062258999999995
