@TEAV,TDAV,TTAV,TAAV [keV]  vs t@
X,TEAV,TDAV,TTAV,TAAV
 0.4224000E+01, 0.5940420E+01, 0.5039743E+01, 0.5025414E+01, 0.5079489E+01,
 0.4226000E+01, 0.5942816E+01, 0.5041551E+01, 0.5027204E+01, 0.5081327E+01,
 0.4228000E+01, 0.5945214E+01, 0.5043360E+01, 0.5028996E+01, 0.5083166E+01,
 0.4230000E+01, 0.5947614E+01, 0.5045170E+01, 0.5030788E+01, 0.5085006E+01,
 0.4232000E+01, 0.5950016E+01, 0.5046981E+01, 0.5032582E+01, 0.5086848E+01,
 0.4234000E+01, 0.5952420E+01, 0.5048794E+01, 0.5034378E+01, 0.5088692E+01,
 0.4236000E+01, 0.5954825E+01, 0.5050609E+01, 0.5036174E+01, 0.5090536E+01,
 0.4238000E+01, 0.5957233E+01, 0.5052424E+01, 0.5037972E+01, 0.5092382E+01,
 0.4240000E+01, 0.5959643E+01, 0.5054241E+01, 0.5039772E+01, 0.5094230E+01,
 0.4242000E+01, 0.5962056E+01, 0.5056060E+01, 0.5041573E+01, 0.5096079E+01,
 0.4244000E+01, 0.5964469E+01, 0.5057880E+01, 0.5043375E+01, 0.5097930E+01,
 0.4246000E+01, 0.5966886E+01, 0.5059701E+01, 0.5045179E+01, 0.5099782E+01,
 0.4248000E+01, 0.5969304E+01, 0.5061524E+01, 0.5046984E+01, 0.5101635E+01,
 0.4250000E+01, 0.5971724E+01, 0.5063348E+01, 0.5048790E+01, 0.5103490E+01,
 0.4252000E+01, 0.5974145E+01, 0.5065174E+01, 0.5050598E+01, 0.5105347E+01,
 0.4254000E+01, 0.5976570E+01, 0.5067001E+01, 0.5052408E+01, 0.5107205E+01,
 0.4256000E+01, 0.5978996E+01, 0.5068830E+01, 0.5054218E+01, 0.5109064E+01,
 0.4258000E+01, 0.5981424E+01, 0.5070660E+01, 0.5056030E+01, 0.5110925E+01,
 0.4260000E+01, 0.5983854E+01, 0.5072491E+01, 0.5057844E+01, 0.5112787E+01,
 0.4262000E+01, 0.5986286E+01, 0.5074324E+01, 0.5059659E+01, 0.5114651E+01,
 0.4264000E+01, 0.5988720E+01, 0.5076158E+01, 0.5061475E+01, 0.5116516E+01,
 0.4266000E+01, 0.5991157E+01, 0.5077994E+01, 0.5063293E+01, 0.5118382E+01,
 0.4268000E+01, 0.5993595E+01, 0.5079831E+01, 0.5065111E+01, 0.5120251E+01,
 0.4270000E+01, 0.5996035E+01, 0.5081669E+01, 0.5066932E+01, 0.5122120E+01,
 0.4272000E+01, 0.5998477E+01, 0.5083509E+01, 0.5068754E+01, 0.5123991E+01,
 0.4274000E+01, 0.6000921E+01, 0.5085351E+01, 0.5070577E+01, 0.5125864E+01,
 0.4276000E+01, 0.6003368E+01, 0.5087193E+01, 0.5072401E+01, 0.5127738E+01,
 0.4278000E+01, 0.6005816E+01, 0.5089037E+01, 0.5074227E+01, 0.5129612E+01,
 0.4280000E+01, 0.6008266E+01, 0.5090883E+01, 0.5076055E+01, 0.5131489E+01,
 0.4282000E+01, 0.6010719E+01, 0.5092730E+01, 0.5077883E+01, 0.5133368E+01,
 0.4284000E+01, 0.6013173E+01, 0.5094578E+01, 0.5079713E+01, 0.5135247E+01,
 0.4286000E+01, 0.6015630E+01, 0.5096428E+01, 0.5081545E+01, 0.5137129E+01,
 0.4288000E+01, 0.6018088E+01, 0.5098279E+01, 0.5083378E+01, 0.5139011E+01,
 0.4290000E+01, 0.6020549E+01, 0.5100132E+01, 0.5085212E+01, 0.5140895E+01,
 0.4292000E+01, 0.6023011E+01, 0.5101986E+01, 0.5087048E+01, 0.5142781E+01,
 0.4294000E+01, 0.6025476E+01, 0.5103842E+01, 0.5088885E+01, 0.5144668E+01,
 0.4296000E+01, 0.6027942E+01, 0.5105699E+01, 0.5090724E+01, 0.5146557E+01,
 0.4298000E+01, 0.6030411E+01, 0.5107558E+01, 0.5092564E+01, 0.5148447E+01,
 0.4300000E+01, 0.6032882E+01, 0.5109417E+01, 0.5094405E+01, 0.5150338E+01,
 0.4302000E+01, 0.6035355E+01, 0.5111279E+01, 0.5096248E+01, 0.5152231E+01,
 0.4304000E+01, 0.6037829E+01, 0.5113142E+01, 0.5098092E+01, 0.5154126E+01,
 0.4306000E+01, 0.6040306E+01, 0.5115006E+01, 0.5099937E+01, 0.5156022E+01,
 0.4308000E+01, 0.6042785E+01, 0.5116872E+01, 0.5101784E+01, 0.5157919E+01,
 0.4310000E+01, 0.6045266E+01, 0.5118739E+01, 0.5103633E+01, 0.5159818E+01,
 0.4312000E+01, 0.6047749E+01, 0.5120607E+01, 0.5105483E+01, 0.5161718E+01,
 0.4314000E+01, 0.6050233E+01, 0.5122477E+01, 0.5107334E+01, 0.5163620E+01,
 0.4316000E+01, 0.6052721E+01, 0.5124349E+01, 0.5109186E+01, 0.5165523E+01,
 0.4318000E+01, 0.6055210E+01, 0.5126222E+01, 0.5111040E+01, 0.5167428E+01,
 0.4320000E+01, 0.6057701E+01, 0.5128096E+01, 0.5112895E+01, 0.5169334E+01,
 0.4322000E+01, 0.6060194E+01, 0.5129972E+01, 0.5114752E+01, 0.5171242E+01,
 0.4324000E+01, 0.6062689E+01, 0.5131849E+01, 0.5116611E+01, 0.5173151E+01,
 0.4326000E+01, 0.6065186E+01, 0.5133728E+01, 0.5118470E+01, 0.5175062E+01,
 0.4328000E+01, 0.6067685E+01, 0.5135608E+01, 0.5120331E+01, 0.5176974E+01,
 0.4330000E+01, 0.6070186E+01, 0.5137489E+01, 0.5122194E+01, 0.5178888E+01,
 0.4332000E+01, 0.6072690E+01, 0.5139372E+01, 0.5124058E+01, 0.5180803E+01,
 0.4334000E+01, 0.6075195E+01, 0.5141256E+01, 0.5125923E+01, 0.5182719E+01,
 0.4336000E+01, 0.6077702E+01, 0.5143143E+01, 0.5127790E+01, 0.5184638E+01,
 0.4338000E+01, 0.6080212E+01, 0.5145030E+01, 0.5129658E+01, 0.5186557E+01,
 0.4340000E+01, 0.6082723E+01, 0.5146919E+01, 0.5131527E+01, 0.5188478E+01,
 0.4342000E+01, 0.6085237E+01, 0.5148809E+01, 0.5133399E+01, 0.5190401E+01,
 0.4344000E+01, 0.6087752E+01, 0.5150701E+01, 0.5135271E+01, 0.5192325E+01,
 0.4346000E+01, 0.6090270E+01, 0.5152594E+01, 0.5137145E+01, 0.5194251E+01,
 0.4348000E+01, 0.6092789E+01, 0.5154489E+01, 0.5139020E+01, 0.5196178E+01,
 0.4350000E+01, 0.6095311E+01, 0.5156384E+01, 0.5140897E+01, 0.5198106E+01,
 0.4352000E+01, 0.6097835E+01, 0.5158282E+01, 0.5142775E+01, 0.5200037E+01,
 0.4354000E+01, 0.6100360E+01, 0.5160181E+01, 0.5144654E+01, 0.5201968E+01,
 0.4356000E+01, 0.6102888E+01, 0.5162082E+01, 0.5146535E+01, 0.5203901E+01,
 0.4358000E+01, 0.6105418E+01, 0.5163984E+01, 0.5148418E+01, 0.5205836E+01,
 0.4360000E+01, 0.6107950E+01, 0.5165887E+01, 0.5150301E+01, 0.5207772E+01,
 0.4362000E+01, 0.6110484E+01, 0.5167792E+01, 0.5152187E+01, 0.5209710E+01,
 0.4364000E+01, 0.6113019E+01, 0.5169698E+01, 0.5154074E+01, 0.5211649E+01,
 0.4366000E+01, 0.6115558E+01, 0.5171606E+01, 0.5155962E+01, 0.5213589E+01,
 0.4368000E+01, 0.6118098E+01, 0.5173515E+01, 0.5157851E+01, 0.5215531E+01,
 0.4370000E+01, 0.6120640E+01, 0.5175426E+01, 0.5159742E+01, 0.5217475E+01,
 0.4372000E+01, 0.6123184E+01, 0.5177339E+01, 0.5161634E+01, 0.5219420E+01,
 0.4374000E+01, 0.6125730E+01, 0.5179252E+01, 0.5163528E+01, 0.5221367E+01,
 0.4376000E+01, 0.6128278E+01, 0.5181167E+01, 0.5165424E+01, 0.5223315E+01,
 0.4378000E+01, 0.6130828E+01, 0.5183084E+01, 0.5167320E+01, 0.5225265E+01,
 0.4380000E+01, 0.6133381E+01, 0.5185002E+01, 0.5169219E+01, 0.5227216E+01,
 0.4382000E+01, 0.6135935E+01, 0.5186922E+01, 0.5171118E+01, 0.5229169E+01,
 0.4384000E+01, 0.6138492E+01, 0.5188843E+01, 0.5173019E+01, 0.5231123E+01,
 0.4386000E+01, 0.6141050E+01, 0.5190765E+01, 0.5174922E+01, 0.5233078E+01,
 0.4388000E+01, 0.6143610E+01, 0.5192689E+01, 0.5176826E+01, 0.5235036E+01,
 0.4390000E+01, 0.6146173E+01, 0.5194615E+01, 0.5178731E+01, 0.5236995E+01,
 0.4392000E+01, 0.6148737E+01, 0.5196542E+01, 0.5180638E+01, 0.5238955E+01,
 0.4394000E+01, 0.6151304E+01, 0.5198470E+01, 0.5182546E+01, 0.5240917E+01,
 0.4396000E+01, 0.6153873E+01, 0.5200400E+01, 0.5184456E+01, 0.5242880E+01,
 0.4398000E+01, 0.6156444E+01, 0.5202332E+01, 0.5186367E+01, 0.5244845E+01,
 0.4400000E+01, 0.6159017E+01, 0.5204265E+01, 0.5188280E+01, 0.5246811E+01,
 0.4402000E+01, 0.6161591E+01, 0.5206199E+01, 0.5190194E+01, 0.5248779E+01,
 0.4404000E+01, 0.6164168E+01, 0.5208135E+01, 0.5192109E+01, 0.5250749E+01,
 0.4406000E+01, 0.6166747E+01, 0.5210072E+01, 0.5194026E+01, 0.5252719E+01,
 0.4408000E+01, 0.6169328E+01, 0.5212011E+01, 0.5195944E+01, 0.5254692E+01,
 0.4410000E+01, 0.6171911E+01, 0.5213952E+01, 0.5197864E+01, 0.5256666E+01,
 0.4412000E+01, 0.6174496E+01, 0.5215893E+01, 0.5199785E+01, 0.5258641E+01,
 0.4414000E+01, 0.6177083E+01, 0.5217836E+01, 0.5201708E+01, 0.5260618E+01,
 0.4416000E+01, 0.6179673E+01, 0.5219781E+01, 0.5203632E+01, 0.5262597E+01,
 0.4418000E+01, 0.6182264E+01, 0.5221727E+01, 0.5205558E+01, 0.5264577E+01,
 0.4420000E+01, 0.6184857E+01, 0.5223675E+01, 0.5207485E+01, 0.5266558E+01,
 0.4422000E+01, 0.6187452E+01, 0.5225625E+01, 0.5209414E+01, 0.5268541E+01,
 0.4424000E+01, 0.6190050E+01, 0.5227575E+01, 0.5211343E+01, 0.5270526E+01,
 0.4426000E+01, 0.6192649E+01, 0.5229527E+01, 0.5213275E+01, 0.5272512E+01,
 0.4428000E+01, 0.6195251E+01, 0.5231481E+01, 0.5215208E+01, 0.5274500E+01,
 0.4430000E+01, 0.6197855E+01, 0.5233437E+01, 0.5217142E+01, 0.5276489E+01,
 0.4432000E+01, 0.6200460E+01, 0.5235393E+01, 0.5219078E+01, 0.5278480E+01,
 0.4434000E+01, 0.6203068E+01, 0.5237351E+01, 0.5221015E+01, 0.5280472E+01,
 0.4436000E+01, 0.6205678E+01, 0.5239311E+01, 0.5222954E+01, 0.5282466E+01,
 0.4438000E+01, 0.6208289E+01, 0.5241272E+01, 0.5224894E+01, 0.5284461E+01,
 0.4440000E+01, 0.6210903E+01, 0.5243235E+01, 0.5226836E+01, 0.5286458E+01,
 0.4442000E+01, 0.6213519E+01, 0.5245199E+01, 0.5228779E+01, 0.5288457E+01,
 0.4444000E+01, 0.6216137E+01, 0.5247165E+01, 0.5230723E+01, 0.5290457E+01,
 0.4446000E+01, 0.6218757E+01, 0.5249132E+01, 0.5232669E+01, 0.5292458E+01,
 0.4448000E+01, 0.6221379E+01, 0.5251101E+01, 0.5234617E+01, 0.5294461E+01,
 0.4450000E+01, 0.6224003E+01, 0.5253071E+01, 0.5236566E+01, 0.5296466E+01,
 0.4452000E+01, 0.6226629E+01, 0.5255043E+01, 0.5238516E+01, 0.5298472E+01,
 0.4454000E+01, 0.6229258E+01, 0.5257016E+01, 0.5240468E+01, 0.5300480E+01,
 0.4456000E+01, 0.6231888E+01, 0.5258990E+01, 0.5242421E+01, 0.5302489E+01,
 0.4458000E+01, 0.6234520E+01, 0.5260967E+01, 0.5244376E+01, 0.5304500E+01,
 0.4460000E+01, 0.6237154E+01, 0.5262944E+01, 0.5246332E+01, 0.5306512E+01,
 0.4462000E+01, 0.6239791E+01, 0.5264924E+01, 0.5248290E+01, 0.5308526E+01,
 0.4464000E+01, 0.6242430E+01, 0.5266904E+01, 0.5250249E+01, 0.5310542E+01,
 0.4466000E+01, 0.6245070E+01, 0.5268887E+01, 0.5252210E+01, 0.5312559E+01,
 0.4468000E+01, 0.6247713E+01, 0.5270870E+01, 0.5254172E+01, 0.5314577E+01,
 0.4470000E+01, 0.6250358E+01, 0.5272855E+01, 0.5256135E+01, 0.5316597E+01,
 0.4472000E+01, 0.6253004E+01, 0.5274842E+01, 0.5258101E+01, 0.5318619E+01,
 0.4474000E+01, 0.6255653E+01, 0.5276830E+01, 0.5260067E+01, 0.5320642E+01,
 0.4476000E+01, 0.6258304E+01, 0.5278820E+01, 0.5262035E+01, 0.5322667E+01,
 0.4478000E+01, 0.6260957E+01, 0.5280811E+01, 0.5264005E+01, 0.5324693E+01,
 0.4480000E+01, 0.6263612E+01, 0.5282804E+01, 0.5265976E+01, 0.5326721E+01,
 0.4482000E+01, 0.6266269E+01, 0.5284799E+01, 0.5267948E+01, 0.5328750E+01,
 0.4484000E+01, 0.6268928E+01, 0.5286795E+01, 0.5269922E+01, 0.5330781E+01,
 0.4486000E+01, 0.6271589E+01, 0.5288792E+01, 0.5271898E+01, 0.5332814E+01,
 0.4488000E+01, 0.6274252E+01, 0.5290791E+01, 0.5273874E+01, 0.5334848E+01,
 0.4490000E+01, 0.6276917E+01, 0.5292791E+01, 0.5275853E+01, 0.5336884E+01,
 0.4492000E+01, 0.6279585E+01, 0.5294793E+01, 0.5277833E+01, 0.5338921E+01,
 0.4494000E+01, 0.6282254E+01, 0.5296796E+01, 0.5279814E+01, 0.5340960E+01,
 0.4496000E+01, 0.6284925E+01, 0.5298801E+01, 0.5281797E+01, 0.5343000E+01,
 0.4498000E+01, 0.6287599E+01, 0.5300808E+01, 0.5283781E+01, 0.5345042E+01,
 0.4500000E+01, 0.6290275E+01, 0.5302816E+01, 0.5285767E+01, 0.5347085E+01,
 0.4502000E+01, 0.6292953E+01, 0.5304825E+01, 0.5287754E+01, 0.5349130E+01,
 0.4504000E+01, 0.6295632E+01, 0.5306837E+01, 0.5289743E+01, 0.5351177E+01,
 0.4506000E+01, 0.6298314E+01, 0.5308849E+01, 0.5291733E+01, 0.5353225E+01,
 0.4508000E+01, 0.6300997E+01, 0.5310863E+01, 0.5293725E+01, 0.5355275E+01,
 0.4510000E+01, 0.6303683E+01, 0.5312879E+01, 0.5295718E+01, 0.5357326E+01,
 0.4512000E+01, 0.6306371E+01, 0.5314896E+01, 0.5297713E+01, 0.5359379E+01,
 0.4514000E+01, 0.6309061E+01, 0.5316915E+01, 0.5299709E+01, 0.5361434E+01,
 0.4516000E+01, 0.6311753E+01, 0.5318935E+01, 0.5301707E+01, 0.5363490E+01,
 0.4518000E+01, 0.6314447E+01, 0.5320957E+01, 0.5303706E+01, 0.5365547E+01,
 0.4520000E+01, 0.6317143E+01, 0.5322980E+01, 0.5305707E+01, 0.5367606E+01,
 0.4522000E+01, 0.6319841E+01, 0.5325005E+01, 0.5307709E+01, 0.5369667E+01,
 0.4524000E+01, 0.6322542E+01, 0.5327032E+01, 0.5309712E+01, 0.5371729E+01,
 0.4526000E+01, 0.6325244E+01, 0.5329059E+01, 0.5311718E+01, 0.5373793E+01,
 0.4528000E+01, 0.6327948E+01, 0.5331089E+01, 0.5313724E+01, 0.5375859E+01,
 0.4530000E+01, 0.6330655E+01, 0.5333120E+01, 0.5315732E+01, 0.5377926E+01,
 0.4532000E+01, 0.6333363E+01, 0.5335152E+01, 0.5317742E+01, 0.5379994E+01,
 0.4534000E+01, 0.6336073E+01, 0.5337186E+01, 0.5319753E+01, 0.5382065E+01,
 0.4536000E+01, 0.6338786E+01, 0.5339222E+01, 0.5321766E+01, 0.5384136E+01,
 0.4538000E+01, 0.6341501E+01, 0.5341259E+01, 0.5323780E+01, 0.5386210E+01,
 0.4540000E+01, 0.6344217E+01, 0.5343298E+01, 0.5325796E+01, 0.5388285E+01,
 0.4542000E+01, 0.6346936E+01, 0.5345338E+01, 0.5327813E+01, 0.5390361E+01,
 0.4544000E+01, 0.6349657E+01, 0.5347380E+01, 0.5329832E+01, 0.5392439E+01,
 0.4546000E+01, 0.6352379E+01, 0.5349423E+01, 0.5331851E+01, 0.5394519E+01,
 0.4548000E+01, 0.6355104E+01, 0.5351468E+01, 0.5333873E+01, 0.5396601E+01,
 0.4550000E+01, 0.6357831E+01, 0.5353514E+01, 0.5335896E+01, 0.5398684E+01,
 0.4552000E+01, 0.6360560E+01, 0.5355562E+01, 0.5337921E+01, 0.5400768E+01,
 0.4554000E+01, 0.6363291E+01, 0.5357612E+01, 0.5339947E+01, 0.5402854E+01,
 0.4556000E+01, 0.6366024E+01, 0.5359663E+01, 0.5341975E+01, 0.5404942E+01,
 0.4558000E+01, 0.6368760E+01, 0.5361715E+01, 0.5344004E+01, 0.5407031E+01,
 0.4560000E+01, 0.6371497E+01, 0.5363770E+01, 0.5346035E+01, 0.5409122E+01,
 0.4562000E+01, 0.6374236E+01, 0.5365825E+01, 0.5348067E+01, 0.5411214E+01,
 0.4564000E+01, 0.6376977E+01, 0.5367883E+01, 0.5350101E+01, 0.5413308E+01,
 0.4566000E+01, 0.6379721E+01, 0.5369941E+01, 0.5352136E+01, 0.5415404E+01,
 0.4568000E+01, 0.6382466E+01, 0.5372002E+01, 0.5354172E+01, 0.5417501E+01,
 0.4570000E+01, 0.6385213E+01, 0.5374063E+01, 0.5356211E+01, 0.5419600E+01,
 0.4572000E+01, 0.6387963E+01, 0.5376127E+01, 0.5358250E+01, 0.5421700E+01,
 0.4574000E+01, 0.6390715E+01, 0.5378192E+01, 0.5360291E+01, 0.5423802E+01,
 0.4576000E+01, 0.6393468E+01, 0.5380259E+01, 0.5362334E+01, 0.5425906E+01,
 0.4578000E+01, 0.6396224E+01, 0.5382327E+01, 0.5364378E+01, 0.5428011E+01,
 0.4580000E+01, 0.6398982E+01, 0.5384397E+01, 0.5366425E+01, 0.5430118E+01,
 0.4582000E+01, 0.6401742E+01, 0.5386467E+01, 0.5368472E+01, 0.5432227E+01,
 0.4584000E+01, 0.6404503E+01, 0.5388540E+01, 0.5370521E+01, 0.5434337E+01,
 0.4586000E+01, 0.6407267E+01, 0.5390615E+01, 0.5372571E+01, 0.5436448E+01,
 0.4588000E+01, 0.6410033E+01, 0.5392691E+01, 0.5374623E+01, 0.5438561E+01,
 0.4590000E+01, 0.6412801E+01, 0.5394768E+01, 0.5376676E+01, 0.5440676E+01,
 0.4592000E+01, 0.6415571E+01, 0.5396847E+01, 0.5378731E+01, 0.5442793E+01,
 0.4594000E+01, 0.6418344E+01, 0.5398928E+01, 0.5380787E+01, 0.5444911E+01,
 0.4596000E+01, 0.6421117E+01, 0.5401010E+01, 0.5382845E+01, 0.5447031E+01,
 0.4598000E+01, 0.6423893E+01, 0.5403094E+01, 0.5384905E+01, 0.5449152E+01,
 0.4600000E+01, 0.6426672E+01, 0.5405179E+01, 0.5386966E+01, 0.5451274E+01,
 0.4602000E+01, 0.6429452E+01, 0.5407266E+01, 0.5389028E+01, 0.5453399E+01,
 0.4604000E+01, 0.6432235E+01, 0.5409354E+01, 0.5391092E+01, 0.5455525E+01,
 0.4606000E+01, 0.6435019E+01, 0.5411444E+01, 0.5393157E+01, 0.5457653E+01,
 0.4608000E+01, 0.6437805E+01, 0.5413536E+01, 0.5395225E+01, 0.5459782E+01,
 0.4610000E+01, 0.6440594E+01, 0.5415629E+01, 0.5397293E+01, 0.5461913E+01,
 0.4612000E+01, 0.6443384E+01, 0.5417724E+01, 0.5399364E+01, 0.5464046E+01,
 0.4614000E+01, 0.6446177E+01, 0.5419820E+01, 0.5401435E+01, 0.5466180E+01,
 0.4616000E+01, 0.6448972E+01, 0.5421918E+01, 0.5403508E+01, 0.5468316E+01,
 0.4618000E+01, 0.6451768E+01, 0.5424017E+01, 0.5405583E+01, 0.5470453E+01,
 0.4620000E+01, 0.6454567E+01, 0.5426118E+01, 0.5407659E+01, 0.5472592E+01,
 0.4622000E+01, 0.6457368E+01, 0.5428221E+01, 0.5409737E+01, 0.5474733E+01,
 0.4624000E+01, 0.6460171E+01, 0.5430325E+01, 0.5411816E+01, 0.5476875E+01,
 0.4626000E+01, 0.6462976E+01, 0.5432431E+01, 0.5413897E+01, 0.5479019E+01,
 0.4628000E+01, 0.6465782E+01, 0.5434538E+01, 0.5415979E+01, 0.5481164E+01,
 0.4630000E+01, 0.6468591E+01, 0.5436647E+01, 0.5418063E+01, 0.5483312E+01,
 0.4632000E+01, 0.6471402E+01, 0.5438757E+01, 0.5420149E+01, 0.5485460E+01,
 0.4634000E+01, 0.6474216E+01, 0.5440869E+01, 0.5422235E+01, 0.5487611E+01,
 0.4636000E+01, 0.6477030E+01, 0.5442983E+01, 0.5424324E+01, 0.5489763E+01,
 0.4638000E+01, 0.6479847E+01, 0.5445098E+01, 0.5426414E+01, 0.5491917E+01,
 0.4640000E+01, 0.6482667E+01, 0.5447215E+01, 0.5428505E+01, 0.5494072E+01,
 0.4642000E+01, 0.6485488E+01, 0.5449333E+01, 0.5430599E+01, 0.5496229E+01,
 0.4644000E+01, 0.6488311E+01, 0.5451453E+01, 0.5432693E+01, 0.5498387E+01,
 0.4646000E+01, 0.6491137E+01, 0.5453575E+01, 0.5434790E+01, 0.5500547E+01,
 0.4648000E+01, 0.6493964E+01, 0.5455698E+01, 0.5436887E+01, 0.5502709E+01,
 0.4650000E+01, 0.6496793E+01, 0.5457823E+01, 0.5438986E+01, 0.5504873E+01,
 0.4652000E+01, 0.6499625E+01, 0.5459949E+01, 0.5441087E+01, 0.5507038E+01,
 0.4654000E+01, 0.6502458E+01, 0.5462077E+01, 0.5443190E+01, 0.5509204E+01,
 0.4656000E+01, 0.6505294E+01, 0.5464206E+01, 0.5445293E+01, 0.5511373E+01,
 0.4658000E+01, 0.6508131E+01, 0.5466337E+01, 0.5447399E+01, 0.5513543E+01,
 0.4660000E+01, 0.6510971E+01, 0.5468470E+01, 0.5449506E+01, 0.5515714E+01,
 0.4662000E+01, 0.6513813E+01, 0.5470604E+01, 0.5451614E+01, 0.5517888E+01,
 0.4664000E+01, 0.6516656E+01, 0.5472740E+01, 0.5453724E+01, 0.5520062E+01,
 0.4666000E+01, 0.6519502E+01, 0.5474877E+01, 0.5455836E+01, 0.5522239E+01,
 0.4668000E+01, 0.6522349E+01, 0.5477016E+01, 0.5457949E+01, 0.5524417E+01,
 0.4670000E+01, 0.6525199E+01, 0.5479157E+01, 0.5460064E+01, 0.5526597E+01,
 0.4672000E+01, 0.6528051E+01, 0.5481299E+01, 0.5462180E+01, 0.5528778E+01,
 0.4674000E+01, 0.6530905E+01, 0.5483443E+01, 0.5464298E+01, 0.5530962E+01,
 0.4676000E+01, 0.6533761E+01, 0.5485589E+01, 0.5466417E+01, 0.5533146E+01,
 0.4678000E+01, 0.6536619E+01, 0.5487736E+01, 0.5468538E+01, 0.5535333E+01,
 0.4680000E+01, 0.6539479E+01, 0.5489884E+01, 0.5470661E+01, 0.5537520E+01,
 0.4682000E+01, 0.6542341E+01, 0.5492034E+01, 0.5472785E+01, 0.5539710E+01,
 0.4684000E+01, 0.6545205E+01, 0.5494186E+01, 0.5474910E+01, 0.5541902E+01,
 0.4686000E+01, 0.6548071E+01, 0.5496340E+01, 0.5477037E+01, 0.5544095E+01,
 0.4688000E+01, 0.6550939E+01, 0.5498495E+01, 0.5479166E+01, 0.5546289E+01,
 0.4690000E+01, 0.6553809E+01, 0.5500651E+01, 0.5481297E+01, 0.5548485E+01,
 0.4692000E+01, 0.6556681E+01, 0.5502810E+01, 0.5483428E+01, 0.5550683E+01,
 0.4694000E+01, 0.6559556E+01, 0.5504969E+01, 0.5485561E+01, 0.5552883E+01,
 0.4696000E+01, 0.6562432E+01, 0.5507131E+01, 0.5487696E+01, 0.5555084E+01,
 0.4698000E+01, 0.6565310E+01, 0.5509294E+01, 0.5489833E+01, 0.5557287E+01,
 0.4700000E+01, 0.6568190E+01, 0.5511458E+01, 0.5491971E+01, 0.5559491E+01,
 0.4702000E+01, 0.6571073E+01, 0.5513625E+01, 0.5494111E+01, 0.5561697E+01,
 0.4704000E+01, 0.6573957E+01, 0.5515792E+01, 0.5496252E+01, 0.5563905E+01,
 0.4706000E+01, 0.6576843E+01, 0.5517962E+01, 0.5498394E+01, 0.5566114E+01,
 0.4708000E+01, 0.6579732E+01, 0.5520133E+01, 0.5500538E+01, 0.5568326E+01,
 0.4710000E+01, 0.6582622E+01, 0.5522305E+01, 0.5502684E+01, 0.5570539E+01,
 0.4712000E+01, 0.6585515E+01, 0.5524480E+01, 0.5504832E+01, 0.5572753E+01,
 0.4714000E+01, 0.6588409E+01, 0.5526656E+01, 0.5506980E+01, 0.5574969E+01,
 0.4716000E+01, 0.6591306E+01, 0.5528833E+01, 0.5509131E+01, 0.5577187E+01,
 0.4718000E+01, 0.6594204E+01, 0.5531013E+01, 0.5511283E+01, 0.5579406E+01,
 0.4720000E+01, 0.6597105E+01, 0.5533193E+01, 0.5513437E+01, 0.5581627E+01,
 0.4722000E+01, 0.6600008E+01, 0.5535376E+01, 0.5515592E+01, 0.5583850E+01,
 0.4724000E+01, 0.6602912E+01, 0.5537560E+01, 0.5517749E+01, 0.5586074E+01,
 0.4726000E+01, 0.6605819E+01, 0.5539745E+01, 0.5519907E+01, 0.5588301E+01,
 0.4728000E+01, 0.6608727E+01, 0.5541932E+01, 0.5522067E+01, 0.5590528E+01,
 0.4730000E+01, 0.6611638E+01, 0.5544121E+01, 0.5524228E+01, 0.5592758E+01,
 0.4732000E+01, 0.6614551E+01, 0.5546311E+01, 0.5526392E+01, 0.5594989E+01,
 0.4734000E+01, 0.6617465E+01, 0.5548503E+01, 0.5528556E+01, 0.5597221E+01,
 0.4736000E+01, 0.6620382E+01, 0.5550697E+01, 0.5530722E+01, 0.5599456E+01,
 0.4738000E+01, 0.6623301E+01, 0.5552893E+01, 0.5532890E+01, 0.5601692E+01,
 0.4740000E+01, 0.6626222E+01, 0.5555089E+01, 0.5535059E+01, 0.5603930E+01,
 0.4742000E+01, 0.6629145E+01, 0.5557288E+01, 0.5537230E+01, 0.5606169E+01,
 0.4744000E+01, 0.6632070E+01, 0.5559488E+01, 0.5539402E+01, 0.5608410E+01,
 0.4746000E+01, 0.6634996E+01, 0.5561690E+01, 0.5541576E+01, 0.5610653E+01,
 0.4748000E+01, 0.6637926E+01, 0.5563893E+01, 0.5543752E+01, 0.5612897E+01,
 0.4750000E+01, 0.6640856E+01, 0.5566098E+01, 0.5545929E+01, 0.5615143E+01,
 0.4752000E+01, 0.6643789E+01, 0.5568305E+01, 0.5548108E+01, 0.5617391E+01,
 0.4754000E+01, 0.6646724E+01, 0.5570513E+01, 0.5550289E+01, 0.5619641E+01,
 0.4756000E+01, 0.6649661E+01, 0.5572723E+01, 0.5552470E+01, 0.5621892E+01,
 0.4758000E+01, 0.6652600E+01, 0.5574935E+01, 0.5554654E+01, 0.5624145E+01,
 0.4760000E+01, 0.6655541E+01, 0.5577148E+01, 0.5556839E+01, 0.5626399E+01,
 0.4762000E+01, 0.6658484E+01, 0.5579363E+01, 0.5559026E+01, 0.5628655E+01,
 0.4764000E+01, 0.6661429E+01, 0.5581579E+01, 0.5561214E+01, 0.5630913E+01,
 0.4766000E+01, 0.6664376E+01, 0.5583797E+01, 0.5563404E+01, 0.5633173E+01,
 0.4768000E+01, 0.6667325E+01, 0.5586017E+01, 0.5565595E+01, 0.5635434E+01,
