@TA [keV]  vs r@
X,TA_1,TA_2,TA_3,TA_4,TA_5,TA_6,TA_7,TA_8,TA_9,TA_10,TA_11,TA_12,TA_13,TA_14,TA_15,TA_16,TA_17,TA_18,TA_19,TA_20,TA_21,TA_22,TA_23,TA_24,TA_25,TA_26,TA_27,TA_28,TA_29,TA_30,TA_31,TA_32,TA_33,TA_34,TA_35,TA_36,TA_37,TA_38,TA_39,TA_40,TA_41,TA_42,TA_43,TA_44,TA_45,TA_46,TA_47,TA_48,TA_49,TA_50,TA_51,TA_52,TA_53,TA_54,TA_55,TA_56,TA_57,TA_58,TA_59,TA_60,TA_61,TA_62,TA_63,TA_64,TA_65,TA_66,TA_67,TA_68,TA_69,TA_70,TA_71,TA_72,TA_73,TA_74,TA_75,TA_76,TA_77,TA_78,TA_79,TA_80,TA_81,TA_82,TA_83,TA_84,TA_85,TA_86,TA_87,TA_88,TA_89,TA_90,TA_91,TA_92,TA_93,TA_94,TA_95,TA_96,TA_97,TA_98,TA_99,TA_100,TA_101,TA_102,TA_103
 0.4500000E+00, 0.8177500E+00, 0.1197053E+01, 0.1392111E+01, 0.1506402E+01, 0.1578969E+01, 0.1624461E+01, 0.1651750E+01, 0.1669492E+01, 0.1681643E+01, 0.1689894E+01, 0.1695871E+01, 0.1700587E+01, 0.1704538E+01, 0.1707770E+01, 0.1710448E+01, 0.1712754E+01, 0.1712754E+01, 0.3002107E+01, 0.3502579E+01, 0.3934468E+01, 0.4366650E+01, 0.4723503E+01, 0.4983612E+01, 0.5161150E+01, 0.5278202E+01, 0.5353929E+01, 0.5402402E+01, 0.5433239E+01, 0.5452786E+01, 0.5465148E+01, 0.5472956E+01, 0.5477884E+01, 0.5480992E+01, 0.5482952E+01, 0.5484188E+01, 0.5484966E+01, 0.5485457E+01, 0.5485457E+01, 0.5485766E+01, 0.5485961E+01, 0.5486084E+01, 0.5486162E+01, 0.5486210E+01, 0.5486241E+01, 0.5486261E+01, 0.5486273E+01, 0.5486280E+01, 0.5486286E+01, 0.5486289E+01, 0.5486290E+01, 0.5486292E+01, 0.5486292E+01, 0.5486293E+01, 0.5486293E+01, 0.5486293E+01, 0.5486293E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01, 0.5486294E+01,
 0.4700000E+00, 0.8011900E+00, 0.1095840E+01, 0.1279675E+01, 0.1388785E+01, 0.1458411E+01, 0.1502245E+01, 0.1528610E+01, 0.1545552E+01, 0.1557079E+01, 0.1564899E+01, 0.1570507E+01, 0.1574887E+01, 0.1578536E+01, 0.1581527E+01, 0.1583998E+01, 0.1586118E+01, 0.1586118E+01, 0.2860068E+01, 0.3331191E+01, 0.3716876E+01, 0.4108507E+01, 0.4435529E+01, 0.4675210E+01, 0.4839270E+01, 0.4947605E+01, 0.5017755E+01, 0.5062683E+01, 0.5091275E+01, 0.5109401E+01, 0.5120867E+01, 0.5128109E+01, 0.5132680E+01, 0.5135563E+01, 0.5137382E+01, 0.5138527E+01, 0.5139250E+01, 0.5139705E+01, 0.5139705E+01, 0.5139992E+01, 0.5140173E+01, 0.5140287E+01, 0.5140359E+01, 0.5140404E+01, 0.5140433E+01, 0.5140451E+01, 0.5140462E+01, 0.5140470E+01, 0.5140474E+01, 0.5140477E+01, 0.5140479E+01, 0.5140480E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01, 0.5140481E+01,
 0.4900000E+00, 0.7839100E+00, 0.1007801E+01, 0.1178024E+01, 0.1281268E+01, 0.1347574E+01, 0.1389477E+01, 0.1414757E+01, 0.1430843E+01, 0.1441718E+01, 0.1449088E+01, 0.1454329E+01, 0.1458383E+01, 0.1461743E+01, 0.1464501E+01, 0.1466774E+01, 0.1468717E+01, 0.1468717E+01, 0.2699879E+01, 0.3148134E+01, 0.3497013E+01, 0.3854341E+01, 0.4155132E+01, 0.4376459E+01, 0.4528259E+01, 0.4628611E+01, 0.4693634E+01, 0.4735294E+01, 0.4761812E+01, 0.4778626E+01, 0.4789263E+01, 0.4795982E+01, 0.4800223E+01, 0.4802898E+01, 0.4804585E+01, 0.4805648E+01, 0.4806319E+01, 0.4806741E+01, 0.4806741E+01, 0.4807007E+01, 0.4807175E+01, 0.4807281E+01, 0.4807348E+01, 0.4807390E+01, 0.4807416E+01, 0.4807433E+01, 0.4807443E+01, 0.4807450E+01, 0.4807454E+01, 0.4807457E+01, 0.4807458E+01, 0.4807459E+01, 0.4807460E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01, 0.4807461E+01,
 0.5100000E+00, 0.7659100E+00, 0.9317831E+00, 0.1086290E+01, 0.1183101E+01, 0.1245775E+01, 0.1285526E+01, 0.1309586E+01, 0.1324769E+01, 0.1334970E+01, 0.1341878E+01, 0.1346754E+01, 0.1350494E+01, 0.1353576E+01, 0.1356109E+01, 0.1358193E+01, 0.1359969E+01, 0.1359969E+01, 0.2526219E+01, 0.2955131E+01, 0.3273868E+01, 0.3601852E+01, 0.3879510E+01, 0.4084367E+01, 0.4225061E+01, 0.4318138E+01, 0.4378473E+01, 0.4417140E+01, 0.4441756E+01, 0.4457366E+01, 0.4467241E+01, 0.4473480E+01, 0.4477417E+01, 0.4479900E+01, 0.4481467E+01, 0.4482454E+01, 0.4483077E+01, 0.4483469E+01, 0.4483469E+01, 0.4483716E+01, 0.4483872E+01, 0.4483970E+01, 0.4484032E+01, 0.4484071E+01, 0.4484096E+01, 0.4484111E+01, 0.4484121E+01, 0.4484127E+01, 0.4484131E+01, 0.4484133E+01, 0.4484135E+01, 0.4484136E+01, 0.4484136E+01, 0.4484137E+01, 0.4484137E+01, 0.4484137E+01, 0.4484137E+01, 0.4484137E+01, 0.4484137E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01, 0.4484138E+01,
 0.5300000E+00, 0.7471900E+00, 0.8663696E+00, 0.1003533E+01, 0.1093481E+01, 0.1152282E+01, 0.1189712E+01, 0.1212443E+01, 0.1226688E+01, 0.1236203E+01, 0.1242641E+01, 0.1247158E+01, 0.1250594E+01, 0.1253412E+01, 0.1255730E+01, 0.1257634E+01, 0.1259252E+01, 0.1259252E+01, 0.2347365E+01, 0.2758332E+01, 0.3051408E+01, 0.3353656E+01, 0.3610549E+01, 0.3800428E+01, 0.3930945E+01, 0.4017329E+01, 0.4073339E+01, 0.4109240E+01, 0.4132097E+01, 0.4146592E+01, 0.4155763E+01, 0.4161556E+01, 0.4165212E+01, 0.4167519E+01, 0.4168973E+01, 0.4169890E+01, 0.4170468E+01, 0.4170832E+01, 0.4170832E+01, 0.4171062E+01, 0.4171206E+01, 0.4171298E+01, 0.4171355E+01, 0.4171391E+01, 0.4171414E+01, 0.4171429E+01, 0.4171438E+01, 0.4171443E+01, 0.4171447E+01, 0.4171449E+01, 0.4171451E+01, 0.4171452E+01, 0.4171452E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01, 0.4171453E+01,
 0.5500000E+00, 0.7277500E+00, 0.8098914E+00, 0.9287305E+00, 0.1011524E+01, 0.1066278E+01, 0.1101262E+01, 0.1122579E+01, 0.1135862E+01, 0.1144687E+01, 0.1150654E+01, 0.1154817E+01, 0.1157963E+01, 0.1160529E+01, 0.1162641E+01, 0.1164375E+01, 0.1165845E+01, 0.1165845E+01, 0.2169238E+01, 0.2562292E+01, 0.2832655E+01, 0.3111747E+01, 0.3349660E+01, 0.3525725E+01, 0.3646811E+01, 0.3726972E+01, 0.3778955E+01, 0.3812276E+01, 0.3833492E+01, 0.3846947E+01, 0.3855460E+01, 0.3860837E+01, 0.3864231E+01, 0.3866372E+01, 0.3867722E+01, 0.3868573E+01, 0.3869110E+01, 0.3869448E+01, 0.3869448E+01, 0.3869661E+01, 0.3869796E+01, 0.3869880E+01, 0.3869934E+01, 0.3869967E+01, 0.3869988E+01, 0.3870002E+01, 0.3870010E+01, 0.3870016E+01, 0.3870019E+01, 0.3870021E+01, 0.3870022E+01, 0.3870023E+01, 0.3870024E+01, 0.3870024E+01, 0.3870024E+01, 0.3870024E+01, 0.3870024E+01, 0.3870024E+01, 0.3870024E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01, 0.3870025E+01,
 0.5700000E+00, 0.7075900E+00, 0.7605610E+00, 0.8609210E+00, 0.9364063E+00, 0.9870031E+00, 0.1019459E+01, 0.1039303E+01, 0.1051612E+01, 0.1059750E+01, 0.1065246E+01, 0.1069066E+01, 0.1071933E+01, 0.1074261E+01, 0.1076177E+01, 0.1077749E+01, 0.1079079E+01, 0.1079079E+01, 0.1995827E+01, 0.2370264E+01, 0.2619861E+01, 0.2877650E+01, 0.3097936E+01, 0.3261103E+01, 0.3373355E+01, 0.3447678E+01, 0.3495879E+01, 0.3526777E+01, 0.3546451E+01, 0.3558927E+01, 0.3566821E+01, 0.3571808E+01, 0.3574955E+01, 0.3576940E+01, 0.3578192E+01, 0.3578981E+01, 0.3579479E+01, 0.3579792E+01, 0.3579792E+01, 0.3579990E+01, 0.3580115E+01, 0.3580193E+01, 0.3580243E+01, 0.3580274E+01, 0.3580294E+01, 0.3580306E+01, 0.3580314E+01, 0.3580319E+01, 0.3580322E+01, 0.3580324E+01, 0.3580325E+01, 0.3580326E+01, 0.3580326E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01, 0.3580327E+01,
 0.5900000E+00, 0.6867100E+00, 0.7165563E+00, 0.7991993E+00, 0.8673630E+00, 0.9137543E+00, 0.9436407E+00, 0.9619761E+00, 0.9733077E+00, 0.9807660E+00, 0.9857997E+00, 0.9892845E+00, 0.9918864E+00, 0.9939883E+00, 0.9957200E+00, 0.9971395E+00, 0.9983374E+00, 0.9983374E+00, 0.1829604E+01, 0.2184425E+01, 0.2414581E+01, 0.2652429E+01, 0.2856124E+01, 0.3007120E+01, 0.3111026E+01, 0.3179830E+01, 0.3224453E+01, 0.3253058E+01, 0.3271271E+01, 0.3282822E+01, 0.3290130E+01, 0.3294747E+01, 0.3297660E+01, 0.3299498E+01, 0.3300658E+01, 0.3301388E+01, 0.3301849E+01, 0.3302139E+01, 0.3302139E+01, 0.3302322E+01, 0.3302437E+01, 0.3302510E+01, 0.3302556E+01, 0.3302585E+01, 0.3302603E+01, 0.3302614E+01, 0.3302622E+01, 0.3302626E+01, 0.3302629E+01, 0.3302631E+01, 0.3302632E+01, 0.3302633E+01, 0.3302633E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01, 0.3302634E+01,
 0.6100000E+00, 0.6651100E+00, 0.6762369E+00, 0.7427361E+00, 0.8036974E+00, 0.8458933E+00, 0.8732033E+00, 0.8900160E+00, 0.9003774E+00, 0.9071702E+00, 0.9117512E+00, 0.9149130E+00, 0.9172618E+00, 0.9191514E+00, 0.9207083E+00, 0.9219841E+00, 0.9230587E+00, 0.9230587E+00, 0.1671952E+01, 0.2006142E+01, 0.2217825E+01, 0.2436772E+01, 0.2624700E+01, 0.2764118E+01, 0.2860083E+01, 0.2923634E+01, 0.2964852E+01, 0.2991274E+01, 0.3008098E+01, 0.3018768E+01, 0.3025518E+01, 0.3029783E+01, 0.3032474E+01, 0.3034172E+01, 0.3035242E+01, 0.3035917E+01, 0.3036343E+01, 0.3036611E+01, 0.3036611E+01, 0.3036780E+01, 0.3036886E+01, 0.3036954E+01, 0.3036996E+01, 0.3037023E+01, 0.3037040E+01, 0.3037050E+01, 0.3037057E+01, 0.3037061E+01, 0.3037064E+01, 0.3037065E+01, 0.3037066E+01, 0.3037067E+01, 0.3037067E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01, 0.3037068E+01,
 0.6300000E+00, 0.6427900E+00, 0.6383395E+00, 0.6907976E+00, 0.7447937E+00, 0.7828569E+00, 0.8076158E+00, 0.8229113E+00, 0.8323181E+00, 0.8384637E+00, 0.8426054E+00, 0.8454567E+00, 0.8475657E+00, 0.8492556E+00, 0.8506481E+00, 0.8517890E+00, 0.8527483E+00, 0.8527483E+00, 0.1523507E+01, 0.1836199E+01, 0.2030193E+01, 0.2231091E+01, 0.2403932E+01, 0.2532273E+01, 0.2620642E+01, 0.2679171E+01, 0.2717133E+01, 0.2741469E+01, 0.2756965E+01, 0.2766793E+01, 0.2773010E+01, 0.2776938E+01, 0.2779418E+01, 0.2780981E+01, 0.2781967E+01, 0.2782589E+01, 0.2782981E+01, 0.2783228E+01, 0.2783228E+01, 0.2783384E+01, 0.2783482E+01, 0.2783544E+01, 0.2783582E+01, 0.2783607E+01, 0.2783623E+01, 0.2783632E+01, 0.2783638E+01, 0.2783642E+01, 0.2783645E+01, 0.2783646E+01, 0.2783647E+01, 0.2783648E+01, 0.2783648E+01, 0.2783648E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01, 0.2783649E+01,
 0.6500000E+00, 0.6197500E+00, 0.6020458E+00, 0.6427515E+00, 0.6901147E+00, 0.7241532E+00, 0.7464133E+00, 0.7602139E+00, 0.7686893E+00, 0.7742096E+00, 0.7779278E+00, 0.7804823E+00, 0.7823643E+00, 0.7838671E+00, 0.7851054E+00, 0.7861198E+00, 0.7869716E+00, 0.7869716E+00, 0.1384405E+01, 0.1674960E+01, 0.1851967E+01, 0.2035561E+01, 0.2193913E+01, 0.2311617E+01, 0.2392695E+01, 0.2446407E+01, 0.2481247E+01, 0.2503584E+01, 0.2517807E+01, 0.2526827E+01, 0.2532534E+01, 0.2536139E+01, 0.2538415E+01, 0.2539850E+01, 0.2540755E+01, 0.2541326E+01, 0.2541686E+01, 0.2541912E+01, 0.2541912E+01, 0.2542055E+01, 0.2542145E+01, 0.2542202E+01, 0.2542238E+01, 0.2542260E+01, 0.2542275E+01, 0.2542284E+01, 0.2542289E+01, 0.2542293E+01, 0.2542295E+01, 0.2542296E+01, 0.2542297E+01, 0.2542298E+01, 0.2542298E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01, 0.2542299E+01,
 0.6700000E+00, 0.5959900E+00, 0.5669208E+00, 0.5980759E+00, 0.6392086E+00, 0.6693673E+00, 0.6892034E+00, 0.7015458E+00, 0.7091191E+00, 0.7140393E+00, 0.7173516E+00, 0.7196236E+00, 0.7212917E+00, 0.7226195E+00, 0.7237136E+00, 0.7246099E+00, 0.7253614E+00, 0.7253614E+00, 0.1254498E+01, 0.1522532E+01, 0.1683235E+01, 0.1850226E+01, 0.1994642E+01, 0.2102116E+01, 0.2176187E+01, 0.2225269E+01, 0.2257111E+01, 0.2277527E+01, 0.2290528E+01, 0.2298773E+01, 0.2303990E+01, 0.2307286E+01, 0.2309366E+01, 0.2310678E+01, 0.2311505E+01, 0.2312027E+01, 0.2312356E+01, 0.2312563E+01, 0.2312563E+01, 0.2312694E+01, 0.2312776E+01, 0.2312828E+01, 0.2312860E+01, 0.2312881E+01, 0.2312894E+01, 0.2312902E+01, 0.2312907E+01, 0.2312911E+01, 0.2312913E+01, 0.2312914E+01, 0.2312915E+01, 0.2312915E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01, 0.2312916E+01,
