@TE0,TD0,TT0,TA0 [keV]  vs t@
X,TE0,TD0,TT0,TA0
 0.1822000E+02, 0.1601828E+02, 0.1440280E+02, 0.1345894E+02, 0.1389941E+02,
 0.1824000E+02, 0.1606519E+02, 0.1444276E+02, 0.1349591E+02, 0.1393819E+02,
 0.1826000E+02, 0.1611188E+02, 0.1448251E+02, 0.1353269E+02, 0.1397676E+02,
 0.1828000E+02, 0.1615835E+02, 0.1452205E+02, 0.1356928E+02, 0.1401514E+02,
 0.1830000E+02, 0.1620461E+02, 0.1456138E+02, 0.1360567E+02, 0.1405332E+02,
 0.1832000E+02, 0.1625065E+02, 0.1460051E+02, 0.1364187E+02, 0.1409130E+02,
 0.1834000E+02, 0.1629647E+02, 0.1463942E+02, 0.1367788E+02, 0.1412908E+02,
 0.1836000E+02, 0.1634208E+02, 0.1467812E+02, 0.1371368E+02, 0.1416666E+02,
 0.1838000E+02, 0.1638746E+02, 0.1471661E+02, 0.1374930E+02, 0.1420405E+02,
 0.1840000E+02, 0.1643262E+02, 0.1475488E+02, 0.1378471E+02, 0.1424123E+02,
 0.1842000E+02, 0.1647756E+02, 0.1479295E+02, 0.1381993E+02, 0.1427821E+02,
 0.1844000E+02, 0.1652228E+02, 0.1483080E+02, 0.1385496E+02, 0.1431499E+02,
 0.1846000E+02, 0.1656678E+02, 0.1486844E+02, 0.1388979E+02, 0.1435157E+02,
 0.1848000E+02, 0.1661105E+02, 0.1490587E+02, 0.1392442E+02, 0.1438795E+02,
 0.1850000E+02, 0.1665510E+02, 0.1494309E+02, 0.1395886E+02, 0.1442413E+02,
 0.1852000E+02, 0.1669893E+02, 0.1498010E+02, 0.1399310E+02, 0.1446011E+02,
 0.1854000E+02, 0.1674253E+02, 0.1501689E+02, 0.1402714E+02, 0.1449589E+02,
 0.1856000E+02, 0.1678591E+02, 0.1505347E+02, 0.1406099E+02, 0.1453146E+02,
 0.1858000E+02, 0.1682907E+02, 0.1508984E+02, 0.1409464E+02, 0.1456684E+02,
 0.1860000E+02, 0.1687199E+02, 0.1512599E+02, 0.1412809E+02, 0.1460201E+02,
 0.1862000E+02, 0.1691470E+02, 0.1516194E+02, 0.1416135E+02, 0.1463698E+02,
 0.1864000E+02, 0.1695717E+02, 0.1519767E+02, 0.1419441E+02, 0.1467175E+02,
 0.1866000E+02, 0.1699942E+02, 0.1523319E+02, 0.1422728E+02, 0.1470632E+02,
 0.1868000E+02, 0.1704145E+02, 0.1526850E+02, 0.1425995E+02, 0.1474069E+02,
 0.1870000E+02, 0.1708325E+02, 0.1530360E+02, 0.1429243E+02, 0.1477486E+02,
 0.1872000E+02, 0.1712482E+02, 0.1533849E+02, 0.1432471E+02, 0.1480883E+02,
 0.1874000E+02, 0.1716616E+02, 0.1537316E+02, 0.1435679E+02, 0.1484259E+02,
 0.1876000E+02, 0.1720728E+02, 0.1540763E+02, 0.1438868E+02, 0.1487616E+02,
 0.1878000E+02, 0.1724817E+02, 0.1544189E+02, 0.1442038E+02, 0.1490953E+02,
 0.1880000E+02, 0.1728884E+02, 0.1547593E+02, 0.1445188E+02, 0.1494270E+02,
 0.1882000E+02, 0.1732928E+02, 0.1550977E+02, 0.1448319E+02, 0.1497567E+02,
 0.1884000E+02, 0.1736949E+02, 0.1554340E+02, 0.1451431E+02, 0.1500844E+02,
 0.1886000E+02, 0.1740948E+02, 0.1557682E+02, 0.1454523E+02, 0.1504101E+02,
 0.1888000E+02, 0.1744924E+02, 0.1561003E+02, 0.1457596E+02, 0.1507339E+02,
 0.1890000E+02, 0.1748877E+02, 0.1564304E+02, 0.1460650E+02, 0.1510556E+02,
 0.1892000E+02, 0.1752808E+02, 0.1567584E+02, 0.1463685E+02, 0.1513754E+02,
 0.1894000E+02, 0.1756716E+02, 0.1570843E+02, 0.1466701E+02, 0.1516933E+02,
 0.1896000E+02, 0.1760602E+02, 0.1574082E+02, 0.1469697E+02, 0.1520091E+02,
 0.1898000E+02, 0.1764465E+02, 0.1577300E+02, 0.1472675E+02, 0.1523230E+02,
 0.1900000E+02, 0.1768305E+02, 0.1580498E+02, 0.1475633E+02, 0.1526350E+02,
 0.1902000E+02, 0.1772123E+02, 0.1583675E+02, 0.1478573E+02, 0.1529450E+02,
 0.1904000E+02, 0.1775919E+02, 0.1586832E+02, 0.1481494E+02, 0.1532530E+02,
 0.1906000E+02, 0.1779692E+02, 0.1589968E+02, 0.1484396E+02, 0.1535592E+02,
 0.1908000E+02, 0.1783443E+02, 0.1593084E+02, 0.1487279E+02, 0.1538634E+02,
 0.1910000E+02, 0.1787171E+02, 0.1596180E+02, 0.1490144E+02, 0.1541656E+02,
 0.1912000E+02, 0.1790877E+02, 0.1599256E+02, 0.1492990E+02, 0.1544659E+02,
 0.1914000E+02, 0.1794561E+02, 0.1602312E+02, 0.1495818E+02, 0.1547644E+02,
 0.1916000E+02, 0.1798223E+02, 0.1605348E+02, 0.1498627E+02, 0.1550609E+02,
 0.1918000E+02, 0.1801862E+02, 0.1608364E+02, 0.1501417E+02, 0.1553555E+02,
 0.1920000E+02, 0.1805479E+02, 0.1611360E+02, 0.1504189E+02, 0.1556482E+02,
 0.1922000E+02, 0.1809074E+02, 0.1614337E+02, 0.1506943E+02, 0.1559390E+02,
 0.1924000E+02, 0.1812647E+02, 0.1617293E+02, 0.1509679E+02, 0.1562279E+02,
 0.1926000E+02, 0.1816198E+02, 0.1620230E+02, 0.1512396E+02, 0.1565149E+02,
 0.1928000E+02, 0.1819728E+02, 0.1623148E+02, 0.1515095E+02, 0.1568001E+02,
 0.1930000E+02, 0.1823235E+02, 0.1626045E+02, 0.1517776E+02, 0.1570833E+02,
 0.1932000E+02, 0.1826720E+02, 0.1628924E+02, 0.1520440E+02, 0.1573648E+02,
 0.1934000E+02, 0.1830183E+02, 0.1631783E+02, 0.1523085E+02, 0.1576443E+02,
 0.1936000E+02, 0.1833625E+02, 0.1634623E+02, 0.1525712E+02, 0.1579221E+02,
 0.1938000E+02, 0.1837045E+02, 0.1637443E+02, 0.1528322E+02, 0.1581979E+02,
 0.1940000E+02, 0.1840443E+02, 0.1640245E+02, 0.1530914E+02, 0.1584720E+02,
 0.1942000E+02, 0.1843820E+02, 0.1643027E+02, 0.1533488E+02, 0.1587442E+02,
 0.1944000E+02, 0.1847175E+02, 0.1645790E+02, 0.1536045E+02, 0.1590146E+02,
 0.1946000E+02, 0.1850509E+02, 0.1648535E+02, 0.1538584E+02, 0.1592832E+02,
 0.1948000E+02, 0.1853821E+02, 0.1651261E+02, 0.1541106E+02, 0.1595499E+02,
 0.1950000E+02, 0.1857112E+02, 0.1653967E+02, 0.1543610E+02, 0.1598149E+02,
 0.1952000E+02, 0.1860382E+02, 0.1656656E+02, 0.1546097E+02, 0.1600781E+02,
 0.1954000E+02, 0.1863630E+02, 0.1659325E+02, 0.1548567E+02, 0.1603395E+02,
 0.1956000E+02, 0.1866858E+02, 0.1661976E+02, 0.1551020E+02, 0.1605991E+02,
 0.1958000E+02, 0.1870064E+02, 0.1664609E+02, 0.1553456E+02, 0.1608569E+02,
 0.1960000E+02, 0.1873249E+02, 0.1667223E+02, 0.1555874E+02, 0.1611130E+02,
 0.1962000E+02, 0.1876414E+02, 0.1669819E+02, 0.1558276E+02, 0.1613673E+02,
 0.1964000E+02, 0.1879557E+02, 0.1672397E+02, 0.1560661E+02, 0.1616199E+02,
 0.1966000E+02, 0.1882680E+02, 0.1674957E+02, 0.1563029E+02, 0.1618707E+02,
 0.1968000E+02, 0.1885782E+02, 0.1677499E+02, 0.1565381E+02, 0.1621198E+02,
 0.1970000E+02, 0.1888863E+02, 0.1680022E+02, 0.1567716E+02, 0.1623671E+02,
 0.1972000E+02, 0.1891924E+02, 0.1682528E+02, 0.1570034E+02, 0.1626128E+02,
 0.1974000E+02, 0.1894964E+02, 0.1685016E+02, 0.1572336E+02, 0.1628567E+02,
 0.1976000E+02, 0.1897984E+02, 0.1687487E+02, 0.1574622E+02, 0.1630989E+02,
 0.1978000E+02, 0.1900983E+02, 0.1689940E+02, 0.1576891E+02, 0.1633395E+02,
 0.1980000E+02, 0.1903962E+02, 0.1692375E+02, 0.1579144E+02, 0.1635783E+02,
 0.1982000E+02, 0.1906921E+02, 0.1694793E+02, 0.1581381E+02, 0.1638154E+02,
 0.1984000E+02, 0.1909860E+02, 0.1697193E+02, 0.1583601E+02, 0.1640509E+02,
 0.1986000E+02, 0.1912779E+02, 0.1699576E+02, 0.1585806E+02, 0.1642847E+02,
 0.1988000E+02, 0.1915677E+02, 0.1701942E+02, 0.1587995E+02, 0.1645169E+02,
 0.1990000E+02, 0.1918556E+02, 0.1704291E+02, 0.1590168E+02, 0.1647474E+02,
 0.1992000E+02, 0.1921415E+02, 0.1706623E+02, 0.1592325E+02, 0.1649763E+02,
 0.1994000E+02, 0.1924255E+02, 0.1708938E+02, 0.1594467E+02, 0.1652035E+02,
 0.1996000E+02, 0.1927074E+02, 0.1711236E+02, 0.1596593E+02, 0.1654291E+02,
 0.1998000E+02, 0.1929874E+02, 0.1713518E+02, 0.1598703E+02, 0.1656531E+02,
 0.2000000E+02, 0.1932655E+02, 0.1715782E+02, 0.1600798E+02, 0.1658755E+02,
 0.2002000E+02, 0.1935416E+02, 0.1718030E+02, 0.1602878E+02, 0.1660962E+02,
 0.2004000E+02, 0.1938158E+02, 0.1720262E+02, 0.1604942E+02, 0.1663154E+02,
 0.2006000E+02, 0.1940881E+02, 0.1722477E+02, 0.1606991E+02, 0.1665330E+02,
 0.2008000E+02, 0.1943584E+02, 0.1724676E+02, 0.1609026E+02, 0.1667490E+02,
 0.2010000E+02, 0.1946268E+02, 0.1726858E+02, 0.1611045E+02, 0.1669634E+02,
 0.2012000E+02, 0.1948934E+02, 0.1729025E+02, 0.1613049E+02, 0.1671763E+02,
 0.2014000E+02, 0.1951580E+02, 0.1731175E+02, 0.1615038E+02, 0.1673876E+02,
 0.2016000E+02, 0.1954208E+02, 0.1733309E+02, 0.1617012E+02, 0.1675974E+02,
 0.2018000E+02, 0.1956817E+02, 0.1735428E+02, 0.1618972E+02, 0.1678056E+02,
 0.2020000E+02, 0.1959407E+02, 0.1737530E+02, 0.1620917E+02, 0.1680123E+02,
 0.2022000E+02, 0.1961979E+02, 0.1739617E+02, 0.1622847E+02, 0.1682175E+02,
 0.2024000E+02, 0.1964532E+02, 0.1741688E+02, 0.1624763E+02, 0.1684211E+02,
 0.2026000E+02, 0.1967067E+02, 0.1743744E+02, 0.1626665E+02, 0.1686233E+02,
 0.2028000E+02, 0.1969584E+02, 0.1745784E+02, 0.1628552E+02, 0.1688239E+02,
 0.2030000E+02, 0.1972082E+02, 0.1747809E+02, 0.1630425E+02, 0.1690231E+02,
 0.2032000E+02, 0.1974562E+02, 0.1749819E+02, 0.1632284E+02, 0.1692208E+02,
 0.2034000E+02, 0.1977025E+02, 0.1751813E+02, 0.1634128E+02, 0.1694170E+02,
 0.2036000E+02, 0.1979469E+02, 0.1753792E+02, 0.1635959E+02, 0.1696117E+02,
 0.2038000E+02, 0.1981896E+02, 0.1755756E+02, 0.1637776E+02, 0.1698050E+02,
 0.2040000E+02, 0.1984304E+02, 0.1757705E+02, 0.1639579E+02, 0.1699969E+02,
 0.2042000E+02, 0.1986695E+02, 0.1759640E+02, 0.1641368E+02, 0.1701872E+02,
 0.2044000E+02, 0.1989069E+02, 0.1761559E+02, 0.1643144E+02, 0.1703762E+02,
 0.2046000E+02, 0.1991425E+02, 0.1763464E+02, 0.1644905E+02, 0.1705637E+02,
 0.2048000E+02, 0.1993763E+02, 0.1765354E+02, 0.1646654E+02, 0.1707498E+02,
 0.2050000E+02, 0.1996085E+02, 0.1767230E+02, 0.1648389E+02, 0.1709345E+02,
 0.2052000E+02, 0.1998389E+02, 0.1769091E+02, 0.1650110E+02, 0.1711178E+02,
 0.2054000E+02, 0.2000676E+02, 0.1770938E+02, 0.1651819E+02, 0.1712997E+02,
 0.2056000E+02, 0.2002946E+02, 0.1772771E+02, 0.1653514E+02, 0.1714803E+02,
 0.2058000E+02, 0.2005198E+02, 0.1774590E+02, 0.1655196E+02, 0.1716594E+02,
 0.2060000E+02, 0.2007435E+02, 0.1776394E+02, 0.1656865E+02, 0.1718372E+02,
 0.2062000E+02, 0.2009654E+02, 0.1778184E+02, 0.1658521E+02, 0.1720136E+02,
 0.2064000E+02, 0.2011857E+02, 0.1779961E+02, 0.1660164E+02, 0.1721886E+02,
 0.2066000E+02, 0.2014043E+02, 0.1781723E+02, 0.1661794E+02, 0.1723624E+02,
 0.2068000E+02, 0.2016212E+02, 0.1783472E+02, 0.1663412E+02, 0.1725347E+02,
 0.2070000E+02, 0.2018365E+02, 0.1785208E+02, 0.1665017E+02, 0.1727058E+02,
 0.2072000E+02, 0.2020502E+02, 0.1786929E+02, 0.1666609E+02, 0.1728755E+02,
 0.2074000E+02, 0.2022623E+02, 0.1788637E+02, 0.1668189E+02, 0.1730439E+02,
 0.2076000E+02, 0.2024727E+02, 0.1790332E+02, 0.1669756E+02, 0.1732110E+02,
 0.2078000E+02, 0.2026816E+02, 0.1792014E+02, 0.1671311E+02, 0.1733768E+02,
 0.2080000E+02, 0.2028889E+02, 0.1793682E+02, 0.1672854E+02, 0.1735414E+02,
 0.2082000E+02, 0.2030945E+02, 0.1795337E+02, 0.1674385E+02, 0.1737046E+02,
 0.2084000E+02, 0.2032986E+02, 0.1796979E+02, 0.1675903E+02, 0.1738665E+02,
 0.2086000E+02, 0.2035011E+02, 0.1798607E+02, 0.1677410E+02, 0.1740272E+02,
 0.2088000E+02, 0.2037021E+02, 0.1800224E+02, 0.1678904E+02, 0.1741867E+02,
 0.2090000E+02, 0.2039016E+02, 0.1801827E+02, 0.1680387E+02, 0.1743449E+02,
 0.2092000E+02, 0.2040994E+02, 0.1803417E+02, 0.1681858E+02, 0.1745018E+02,
 0.2094000E+02, 0.2042958E+02, 0.1804995E+02, 0.1683317E+02, 0.1746575E+02,
 0.2096000E+02, 0.2044906E+02, 0.1806560E+02, 0.1684765E+02, 0.1748120E+02,
 0.2098000E+02, 0.2046840E+02, 0.1808113E+02, 0.1686201E+02, 0.1749653E+02,
 0.2100000E+02, 0.2048758E+02, 0.1809653E+02, 0.1687625E+02, 0.1751173E+02,
 0.2102000E+02, 0.2050661E+02, 0.1811181E+02, 0.1689038E+02, 0.1752682E+02,
 0.2104000E+02, 0.2052550E+02, 0.1812697E+02, 0.1690440E+02, 0.1754178E+02,
 0.2106000E+02, 0.2054423E+02, 0.1814201E+02, 0.1691830E+02, 0.1755663E+02,
 0.2108000E+02, 0.2056282E+02, 0.1815692E+02, 0.1693209E+02, 0.1757136E+02,
 0.2110000E+02, 0.2058127E+02, 0.1817171E+02, 0.1694578E+02, 0.1758597E+02,
 0.2112000E+02, 0.2059957E+02, 0.1818639E+02, 0.1695935E+02, 0.1760047E+02,
 0.2114000E+02, 0.2061772E+02, 0.1820095E+02, 0.1697281E+02, 0.1761485E+02,
 0.2116000E+02, 0.2063573E+02, 0.1821539E+02, 0.1698616E+02, 0.1762911E+02,
 0.2118000E+02, 0.2065361E+02, 0.1822971E+02, 0.1699940E+02, 0.1764326E+02,
 0.2120000E+02, 0.2067134E+02, 0.1824391E+02, 0.1701254E+02, 0.1765730E+02,
 0.2122000E+02, 0.2068892E+02, 0.1825801E+02, 0.1702557E+02, 0.1767122E+02,
 0.2124000E+02, 0.2070638E+02, 0.1827198E+02, 0.1703850E+02, 0.1768503E+02,
 0.2126000E+02, 0.2072369E+02, 0.1828584E+02, 0.1705132E+02, 0.1769873E+02,
 0.2128000E+02, 0.2074086E+02, 0.1829959E+02, 0.1706403E+02, 0.1771233E+02,
 0.2130000E+02, 0.2075790E+02, 0.1831323E+02, 0.1707664E+02, 0.1772581E+02,
 0.2132000E+02, 0.2077480E+02, 0.1832676E+02, 0.1708915E+02, 0.1773918E+02,
 0.2134000E+02, 0.2079156E+02, 0.1834017E+02, 0.1710155E+02, 0.1775244E+02,
 0.2136000E+02, 0.2080820E+02, 0.1835348E+02, 0.1711386E+02, 0.1776560E+02,
 0.2138000E+02, 0.2082470E+02, 0.1836668E+02, 0.1712606E+02, 0.1777865E+02,
 0.2140000E+02, 0.2084106E+02, 0.1837977E+02, 0.1713816E+02, 0.1779159E+02,
 0.2142000E+02, 0.2085730E+02, 0.1839275E+02, 0.1715017E+02, 0.1780443E+02,
 0.2144000E+02, 0.2087340E+02, 0.1840562E+02, 0.1716207E+02, 0.1781717E+02,
 0.2146000E+02, 0.2088938E+02, 0.1841839E+02, 0.1717388E+02, 0.1782980E+02,
 0.2148000E+02, 0.2090522E+02, 0.1843105E+02, 0.1718559E+02, 0.1784232E+02,
 0.2150000E+02, 0.2092094E+02, 0.1844361E+02, 0.1719720E+02, 0.1785475E+02,
 0.2152000E+02, 0.2093653E+02, 0.1845607E+02, 0.1720871E+02, 0.1786707E+02,
 0.2154000E+02, 0.2095200E+02, 0.1846842E+02, 0.1722013E+02, 0.1787929E+02,
 0.2156000E+02, 0.2096734E+02, 0.1848067E+02, 0.1723146E+02, 0.1789142E+02,
 0.2158000E+02, 0.2098255E+02, 0.1849282E+02, 0.1724269E+02, 0.1790344E+02,
 0.2160000E+02, 0.2099764E+02, 0.1850486E+02, 0.1725383E+02, 0.1791536E+02,
 0.2162000E+02, 0.2101261E+02, 0.1851681E+02, 0.1726488E+02, 0.1792719E+02,
 0.2164000E+02, 0.2102746E+02, 0.1852866E+02, 0.1727583E+02, 0.1793892E+02,
 0.2166000E+02, 0.2104218E+02, 0.1854041E+02, 0.1728670E+02, 0.1795055E+02,
 0.2168000E+02, 0.2105679E+02, 0.1855206E+02, 0.1729747E+02, 0.1796208E+02,
 0.2170000E+02, 0.2107128E+02, 0.1856361E+02, 0.1730815E+02, 0.1797352E+02,
 0.2172000E+02, 0.2108564E+02, 0.1857507E+02, 0.1731874E+02, 0.1798487E+02,
 0.2174000E+02, 0.2109989E+02, 0.1858643E+02, 0.1732925E+02, 0.1799612E+02,
 0.2176000E+02, 0.2111402E+02, 0.1859770E+02, 0.1733966E+02, 0.1800728E+02,
 0.2178000E+02, 0.2112804E+02, 0.1860887E+02, 0.1734999E+02, 0.1801835E+02,
 0.2180000E+02, 0.2114194E+02, 0.1861995E+02, 0.1736024E+02, 0.1802932E+02,
 0.2182000E+02, 0.2115573E+02, 0.1863094E+02, 0.1737039E+02, 0.1804020E+02,
 0.2184000E+02, 0.2116940E+02, 0.1864183E+02, 0.1738047E+02, 0.1805099E+02,
 0.2186000E+02, 0.2118296E+02, 0.1865263E+02, 0.1739045E+02, 0.1806170E+02,
 0.2188000E+02, 0.2119641E+02, 0.1866335E+02, 0.1740035E+02, 0.1807231E+02,
 0.2190000E+02, 0.2120975E+02, 0.1867397E+02, 0.1741017E+02, 0.1808283E+02,
 0.2192000E+02, 0.2122297E+02, 0.1868450E+02, 0.1741991E+02, 0.1809327E+02,
 0.2194000E+02, 0.2123609E+02, 0.1869494E+02, 0.1742957E+02, 0.1810362E+02,
 0.2196000E+02, 0.2124909E+02, 0.1870530E+02, 0.1743914E+02, 0.1811388E+02,
 0.2198000E+02, 0.2126199E+02, 0.1871556E+02, 0.1744863E+02, 0.1812406E+02,
 0.2200000E+02, 0.2127479E+02, 0.1872574E+02, 0.1745804E+02, 0.1813415E+02,
 0.2202000E+02, 0.2128747E+02, 0.1873584E+02, 0.1746737E+02, 0.1814416E+02,
 0.2204000E+02, 0.2130005E+02, 0.1874585E+02, 0.1747663E+02, 0.1815408E+02,
 0.2206000E+02, 0.2131253E+02, 0.1875577E+02, 0.1748580E+02, 0.1816392E+02,
 0.2208000E+02, 0.2132490E+02, 0.1876561E+02, 0.1749489E+02, 0.1817367E+02,
 0.2210000E+02, 0.2133717E+02, 0.1877536E+02, 0.1750391E+02, 0.1818335E+02,
 0.2212000E+02, 0.2134933E+02, 0.1878504E+02, 0.1751286E+02, 0.1819294E+02,
 0.2214000E+02, 0.2136139E+02, 0.1879463E+02, 0.1752172E+02, 0.1820245E+02,
 0.2216000E+02, 0.2137335E+02, 0.1880414E+02, 0.1753051E+02, 0.1821188E+02,
 0.2218000E+02, 0.2138522E+02, 0.1881356E+02, 0.1753923E+02, 0.1822124E+02,
 0.2220000E+02, 0.2139698E+02, 0.1882291E+02, 0.1754787E+02, 0.1823051E+02,
 0.2222000E+02, 0.2140864E+02, 0.1883218E+02, 0.1755643E+02, 0.1823970E+02,
 0.2224000E+02, 0.2142020E+02, 0.1884137E+02, 0.1756493E+02, 0.1824882E+02,
 0.2226000E+02, 0.2143167E+02, 0.1885048E+02, 0.1757335E+02, 0.1825785E+02,
 0.2228000E+02, 0.2144304E+02, 0.1885951E+02, 0.1758170E+02, 0.1826682E+02,
 0.2230000E+02, 0.2145432E+02, 0.1886847E+02, 0.1758998E+02, 0.1827570E+02,
 0.2232000E+02, 0.2146550E+02, 0.1887734E+02, 0.1759818E+02, 0.1828451E+02,
 0.2234000E+02, 0.2147658E+02, 0.1888615E+02, 0.1760632E+02, 0.1829325E+02,
 0.2236000E+02, 0.2148757E+02, 0.1889487E+02, 0.1761439E+02, 0.1830191E+02,
 0.2238000E+02, 0.2149847E+02, 0.1890352E+02, 0.1762238E+02, 0.1831049E+02,
 0.2240000E+02, 0.2150928E+02, 0.1891210E+02, 0.1763031E+02, 0.1831901E+02,
 0.2242000E+02, 0.2151999E+02, 0.1892061E+02, 0.1763817E+02, 0.1832745E+02,
 0.2244000E+02, 0.2153061E+02, 0.1892904E+02, 0.1764597E+02, 0.1833582E+02,
 0.2246000E+02, 0.2154115E+02, 0.1893740E+02, 0.1765369E+02, 0.1834411E+02,
 0.2248000E+02, 0.2155159E+02, 0.1894568E+02, 0.1766135E+02, 0.1835234E+02,
 0.2250000E+02, 0.2156194E+02, 0.1895390E+02, 0.1766894E+02, 0.1836050E+02,
 0.2252000E+02, 0.2157221E+02, 0.1896204E+02, 0.1767647E+02, 0.1836858E+02,
 0.2254000E+02, 0.2158239E+02, 0.1897011E+02, 0.1768393E+02, 0.1837660E+02,
 0.2256000E+02, 0.2159248E+02, 0.1897812E+02, 0.1769133E+02, 0.1838455E+02,
 0.2258000E+02, 0.2160249E+02, 0.1898605E+02, 0.1769866E+02, 0.1839243E+02,
 0.2260000E+02, 0.2161241E+02, 0.1899392E+02, 0.1770593E+02, 0.1840024E+02,
 0.2262000E+02, 0.2162224E+02, 0.1900171E+02, 0.1771314E+02, 0.1840798E+02,
 0.2264000E+02, 0.2163199E+02, 0.1900944E+02, 0.1772029E+02, 0.1841566E+02,
 0.2266000E+02, 0.2164166E+02, 0.1901711E+02, 0.1772737E+02, 0.1842327E+02,
 0.2268000E+02, 0.2165125E+02, 0.1902470E+02, 0.1773439E+02, 0.1843082E+02,
 0.2270000E+02, 0.2166075E+02, 0.1903224E+02, 0.1774135E+02, 0.1843830E+02,
 0.2272000E+02, 0.2167017E+02, 0.1903970E+02, 0.1774825E+02, 0.1844572E+02,
 0.2274000E+02, 0.2167951E+02, 0.1904710E+02, 0.1775509E+02, 0.1845307E+02,
 0.2276000E+02, 0.2168877E+02, 0.1905444E+02, 0.1776187E+02, 0.1846036E+02,
 0.2278000E+02, 0.2169795E+02, 0.1906171E+02, 0.1776859E+02, 0.1846759E+02,
 0.2280000E+02, 0.2170705E+02, 0.1906892E+02, 0.1777526E+02, 0.1847475E+02,
 0.2282000E+02, 0.2171607E+02, 0.1907607E+02, 0.1778186E+02, 0.1848186E+02,
 0.2284000E+02, 0.2172502E+02, 0.1908315E+02, 0.1778841E+02, 0.1848890E+02,
 0.2286000E+02, 0.2173389E+02, 0.1909017E+02, 0.1779490E+02, 0.1849587E+02,
 0.2288000E+02, 0.2174268E+02, 0.1909714E+02, 0.1780133E+02, 0.1850279E+02,
 0.2290000E+02, 0.2175140E+02, 0.1910404E+02, 0.1780771E+02, 0.1850965E+02,
 0.2292000E+02, 0.2176004E+02, 0.1911088E+02, 0.1781403E+02, 0.1851645E+02,
 0.2294000E+02, 0.2176860E+02, 0.1911766E+02, 0.1782030E+02, 0.1852319E+02,
 0.2296000E+02, 0.2177709E+02, 0.1912438E+02, 0.1782651E+02, 0.1852988E+02,
 0.2298000E+02, 0.2178551E+02, 0.1913104E+02, 0.1783267E+02, 0.1853650E+02,
 0.2300000E+02, 0.2179386E+02, 0.1913765E+02, 0.1783877E+02, 0.1854307E+02,
 0.2302000E+02, 0.2180213E+02, 0.1914419E+02, 0.1784482E+02, 0.1854958E+02,
 0.2304000E+02, 0.2181033E+02, 0.1915068E+02, 0.1785082E+02, 0.1855603E+02,
 0.2306000E+02, 0.2181846E+02, 0.1915711E+02, 0.1785677E+02, 0.1856242E+02,
 0.2308000E+02, 0.2182652E+02, 0.1916349E+02, 0.1786266E+02, 0.1856877E+02,
 0.2310000E+02, 0.2183451E+02, 0.1916981E+02, 0.1786850E+02, 0.1857505E+02,
 0.2312000E+02, 0.2184243E+02, 0.1917607E+02, 0.1787429E+02, 0.1858128E+02,
 0.2314000E+02, 0.2185028E+02, 0.1918229E+02, 0.1788003E+02, 0.1858746E+02,
 0.2316000E+02, 0.2185807E+02, 0.1918844E+02, 0.1788572E+02, 0.1859358E+02,
 0.2318000E+02, 0.2186578E+02, 0.1919454E+02, 0.1789135E+02, 0.1859965E+02,
 0.2320000E+02, 0.2187343E+02, 0.1920059E+02, 0.1789694E+02, 0.1860566E+02,
 0.2322000E+02, 0.2188101E+02, 0.1920658E+02, 0.1790248E+02, 0.1861163E+02,
 0.2324000E+02, 0.2188853E+02, 0.1921253E+02, 0.1790797E+02, 0.1861754E+02,
 0.2326000E+02, 0.2189598E+02, 0.1921841E+02, 0.1791341E+02, 0.1862340E+02,
 0.2328000E+02, 0.2190336E+02, 0.1922425E+02, 0.1791881E+02, 0.1862920E+02,
 0.2330000E+02, 0.2191068E+02, 0.1923004E+02, 0.1792416E+02, 0.1863496E+02,
 0.2332000E+02, 0.2191794E+02, 0.1923577E+02, 0.1792945E+02, 0.1864067E+02,
 0.2334000E+02, 0.2192513E+02, 0.1924146E+02, 0.1793471E+02, 0.1864632E+02,
 0.2336000E+02, 0.2193226E+02, 0.1924709E+02, 0.1793991E+02, 0.1865193E+02,
 0.2338000E+02, 0.2193933E+02, 0.1925268E+02, 0.1794508E+02, 0.1865749E+02,
 0.2340000E+02, 0.2194633E+02, 0.1925821E+02, 0.1795019E+02, 0.1866300E+02,
 0.2342000E+02, 0.2195328E+02, 0.1926370E+02, 0.1795526E+02, 0.1866846E+02,
 0.2344000E+02, 0.2196016E+02, 0.1926914E+02, 0.1796029E+02, 0.1867387E+02,
 0.2346000E+02, 0.2196698E+02, 0.1927453E+02, 0.1796527E+02, 0.1867923E+02,
 0.2348000E+02, 0.2197375E+02, 0.1927987E+02, 0.1797020E+02, 0.1868455E+02,
 0.2350000E+02, 0.2198045E+02, 0.1928516E+02, 0.1797510E+02, 0.1868982E+02,
 0.2352000E+02, 0.2198709E+02, 0.1929041E+02, 0.1797994E+02, 0.1869504E+02,
 0.2354000E+02, 0.2199368E+02, 0.1929561E+02, 0.1798475E+02, 0.1870022E+02,
 0.2356000E+02, 0.2200021E+02, 0.1930077E+02, 0.1798952E+02, 0.1870535E+02,
 0.2358000E+02, 0.2200668E+02, 0.1930588E+02, 0.1799424E+02, 0.1871044E+02,
 0.2360000E+02, 0.2201309E+02, 0.1931094E+02, 0.1799892E+02, 0.1871548E+02,
 0.2362000E+02, 0.2201945E+02, 0.1931596E+02, 0.1800356E+02, 0.1872048E+02,
 0.2364000E+02, 0.2202575E+02, 0.1932094E+02, 0.1800815E+02, 0.1872544E+02,
 0.2366000E+02, 0.2203200E+02, 0.1932587E+02, 0.1801271E+02, 0.1873034E+02,
