@WF,WB,WI,WE [MJ]  vs t@
X,WF,WB,WI,WE
 0.5340000E+01, 0.5054142E+02, 0.5053401E+02, 0.5053401E+02, 0.2604334E+02,
 0.5360000E+01, 0.5057146E+02, 0.5056403E+02, 0.5056403E+02, 0.2605868E+02,
 0.5380000E+01, 0.5060135E+02, 0.5059388E+02, 0.5059388E+02, 0.2607394E+02,
 0.5400000E+01, 0.5063107E+02, 0.5062357E+02, 0.5062357E+02, 0.2608912E+02,
 0.5420000E+01, 0.5066063E+02, 0.5065309E+02, 0.5065309E+02, 0.2610421E+02,
 0.5440000E+01, 0.5069003E+02, 0.5068245E+02, 0.5068245E+02, 0.2611923E+02,
 0.5460000E+01, 0.5071927E+02, 0.5071166E+02, 0.5071166E+02, 0.2613416E+02,
 0.5480000E+01, 0.5074835E+02, 0.5074071E+02, 0.5074071E+02, 0.2614901E+02,
 0.5500000E+01, 0.5077728E+02, 0.5076960E+02, 0.5076960E+02, 0.2616378E+02,
 0.5520000E+01, 0.5080605E+02, 0.5079833E+02, 0.5079833E+02, 0.2617847E+02,
 0.5540000E+01, 0.5083466E+02, 0.5082691E+02, 0.5082691E+02, 0.2619308E+02,
 0.5560000E+01, 0.5086313E+02, 0.5085534E+02, 0.5085534E+02, 0.2620761E+02,
 0.5580000E+01, 0.5089144E+02, 0.5088362E+02, 0.5088362E+02, 0.2622207E+02,
 0.5600000E+01, 0.5091960E+02, 0.5091174E+02, 0.5091174E+02, 0.2623645E+02,
 0.5620000E+01, 0.5094761E+02, 0.5093972E+02, 0.5093972E+02, 0.2625075E+02,
 0.5640000E+01, 0.5097548E+02, 0.5096755E+02, 0.5096755E+02, 0.2626498E+02,
 0.5660000E+01, 0.5100319E+02, 0.5099523E+02, 0.5099523E+02, 0.2627913E+02,
 0.5680000E+01, 0.5103077E+02, 0.5102277E+02, 0.5102277E+02, 0.2629321E+02,
 0.5700000E+01, 0.5105819E+02, 0.5105016E+02, 0.5105016E+02, 0.2630721E+02,
 0.5720000E+01, 0.5108548E+02, 0.5107741E+02, 0.5107741E+02, 0.2632114E+02,
 0.5740000E+01, 0.5111262E+02, 0.5110452E+02, 0.5110452E+02, 0.2633500E+02,
 0.5760000E+01, 0.5113962E+02, 0.5113148E+02, 0.5113148E+02, 0.2634879E+02,
 0.5780000E+01, 0.5116648E+02, 0.5115831E+02, 0.5115831E+02, 0.2636250E+02,
 0.5800000E+01, 0.5119321E+02, 0.5118500E+02, 0.5118500E+02, 0.2637615E+02,
 0.5820000E+01, 0.5121979E+02, 0.5121155E+02, 0.5121155E+02, 0.2638972E+02,
 0.5840000E+01, 0.5124624E+02, 0.5123796E+02, 0.5123796E+02, 0.2640322E+02,
 0.5860000E+01, 0.5127256E+02, 0.5126424E+02, 0.5126424E+02, 0.2641666E+02,
 0.5880000E+01, 0.5129873E+02, 0.5129039E+02, 0.5129039E+02, 0.2643003E+02,
 0.5900000E+01, 0.5132478E+02, 0.5131640E+02, 0.5131640E+02, 0.2644332E+02,
 0.5920000E+01, 0.5135069E+02, 0.5134228E+02, 0.5134228E+02, 0.2645655E+02,
 0.5940000E+01, 0.5137648E+02, 0.5136803E+02, 0.5136803E+02, 0.2646972E+02,
 0.5960000E+01, 0.5140213E+02, 0.5139365E+02, 0.5139365E+02, 0.2648281E+02,
 0.5980000E+01, 0.5142765E+02, 0.5141914E+02, 0.5141914E+02, 0.2649584E+02,
 0.6000000E+01, 0.5145305E+02, 0.5144450E+02, 0.5144450E+02, 0.2650881E+02,
 0.6020000E+01, 0.5147832E+02, 0.5146973E+02, 0.5146973E+02, 0.2652171E+02,
 0.6040000E+01, 0.5150346E+02, 0.5149484E+02, 0.5149484E+02, 0.2653455E+02,
 0.6060000E+01, 0.5152848E+02, 0.5151982E+02, 0.5151982E+02, 0.2654732E+02,
 0.6080000E+01, 0.5155338E+02, 0.5154468E+02, 0.5154468E+02, 0.2656003E+02,
 0.6100000E+01, 0.5157814E+02, 0.5156942E+02, 0.5156942E+02, 0.2657267E+02,
 0.6120000E+01, 0.5160279E+02, 0.5159403E+02, 0.5159403E+02, 0.2658526E+02,
 0.6140000E+01, 0.5162732E+02, 0.5161852E+02, 0.5161852E+02, 0.2659778E+02,
 0.6160000E+01, 0.5165173E+02, 0.5164289E+02, 0.5164289E+02, 0.2661024E+02,
 0.6180000E+01, 0.5167602E+02, 0.5166715E+02, 0.5166715E+02, 0.2662264E+02,
 0.6200000E+01, 0.5170019E+02, 0.5169128E+02, 0.5169128E+02, 0.2663498E+02,
 0.6220000E+01, 0.5172424E+02, 0.5171531E+02, 0.5171531E+02, 0.2664725E+02,
 0.6240000E+01, 0.5174818E+02, 0.5173920E+02, 0.5173920E+02, 0.2665947E+02,
 0.6260000E+01, 0.5177200E+02, 0.5176299E+02, 0.5176299E+02, 0.2667163E+02,
 0.6280000E+01, 0.5179570E+02, 0.5178666E+02, 0.5178666E+02, 0.2668373E+02,
 0.6300000E+01, 0.5181930E+02, 0.5181022E+02, 0.5181022E+02, 0.2669578E+02,
 0.6320000E+01, 0.5184278E+02, 0.5183367E+02, 0.5183367E+02, 0.2670776E+02,
 0.6340000E+01, 0.5186615E+02, 0.5185700E+02, 0.5185700E+02, 0.2671969E+02,
 0.6360000E+01, 0.5188940E+02, 0.5188022E+02, 0.5188022E+02, 0.2673156E+02,
 0.6380000E+01, 0.5191255E+02, 0.5190333E+02, 0.5190333E+02, 0.2674338E+02,
 0.6400000E+01, 0.5193559E+02, 0.5192633E+02, 0.5192633E+02, 0.2675514E+02,
 0.6420000E+01, 0.5195851E+02, 0.5194923E+02, 0.5194923E+02, 0.2676684E+02,
 0.6440000E+01, 0.5198133E+02, 0.5197201E+02, 0.5197201E+02, 0.2677849E+02,
 0.6460000E+01, 0.5200404E+02, 0.5199469E+02, 0.5199469E+02, 0.2679008E+02,
 0.6480000E+01, 0.5202665E+02, 0.5201727E+02, 0.5201727E+02, 0.2680162E+02,
 0.6500000E+01, 0.5204915E+02, 0.5203973E+02, 0.5203973E+02, 0.2681311E+02,
 0.6520000E+01, 0.5207155E+02, 0.5206210E+02, 0.5206210E+02, 0.2682454E+02,
 0.6540000E+01, 0.5209385E+02, 0.5208435E+02, 0.5208435E+02, 0.2683592E+02,
 0.6560000E+01, 0.5211604E+02, 0.5210651E+02, 0.5210651E+02, 0.2684725E+02,
 0.6580000E+01, 0.5213812E+02, 0.5212856E+02, 0.5212856E+02, 0.2685852E+02,
 0.6600000E+01, 0.5216011E+02, 0.5215052E+02, 0.5215052E+02, 0.2686975E+02,
 0.6620000E+01, 0.5218200E+02, 0.5217237E+02, 0.5217237E+02, 0.2688092E+02,
 0.6640000E+01, 0.5220378E+02, 0.5219412E+02, 0.5219412E+02, 0.2689204E+02,
 0.6660000E+01, 0.5222547E+02, 0.5221577E+02, 0.5221577E+02, 0.2690310E+02,
 0.6680000E+01, 0.5224706E+02, 0.5223732E+02, 0.5223732E+02, 0.2691412E+02,
 0.6700000E+01, 0.5226855E+02, 0.5225878E+02, 0.5225878E+02, 0.2692509E+02,
 0.6720000E+01, 0.5228994E+02, 0.5228014E+02, 0.5228014E+02, 0.2693601E+02,
 0.6740000E+01, 0.5231124E+02, 0.5230140E+02, 0.5230140E+02, 0.2694688E+02,
 0.6760000E+01, 0.5233244E+02, 0.5232257E+02, 0.5232257E+02, 0.2695770E+02,
 0.6780000E+01, 0.5235355E+02, 0.5234364E+02, 0.5234364E+02, 0.2696848E+02,
 0.6800000E+01, 0.5237456E+02, 0.5236462E+02, 0.5236462E+02, 0.2697920E+02,
 0.6820000E+01, 0.5239548E+02, 0.5238551E+02, 0.5238551E+02, 0.2698988E+02,
 0.6840000E+01, 0.5241631E+02, 0.5240630E+02, 0.5240630E+02, 0.2700051E+02,
 0.6860000E+01, 0.5243704E+02, 0.5242700E+02, 0.5242700E+02, 0.2701109E+02,
 0.6880000E+01, 0.5245768E+02, 0.5244761E+02, 0.5244761E+02, 0.2702162E+02,
 0.6900000E+01, 0.5247823E+02, 0.5246812E+02, 0.5246812E+02, 0.2703211E+02,
 0.6920000E+01, 0.5249870E+02, 0.5248855E+02, 0.5248855E+02, 0.2704255E+02,
 0.6940000E+01, 0.5251907E+02, 0.5250889E+02, 0.5250889E+02, 0.2705295E+02,
 0.6960000E+01, 0.5253935E+02, 0.5252914E+02, 0.5252914E+02, 0.2706330E+02,
 0.6980000E+01, 0.5255954E+02, 0.5254930E+02, 0.5254930E+02, 0.2707361E+02,
 0.7000000E+01, 0.5257965E+02, 0.5256937E+02, 0.5256937E+02, 0.2708387E+02,
 0.7020000E+01, 0.5259967E+02, 0.5258936E+02, 0.5258936E+02, 0.2709409E+02,
 0.7040000E+01, 0.5261961E+02, 0.5260926E+02, 0.5260926E+02, 0.2710426E+02,
 0.7060000E+01, 0.5263945E+02, 0.5262907E+02, 0.5262907E+02, 0.2711439E+02,
 0.7080000E+01, 0.5265922E+02, 0.5264880E+02, 0.5264880E+02, 0.2712448E+02,
 0.7100000E+01, 0.5267890E+02, 0.5266845E+02, 0.5266845E+02, 0.2713452E+02,
 0.7120000E+01, 0.5269849E+02, 0.5268801E+02, 0.5268801E+02, 0.2714452E+02,
 0.7140000E+01, 0.5271800E+02, 0.5270749E+02, 0.5270749E+02, 0.2715448E+02,
 0.7160000E+01, 0.5273743E+02, 0.5272688E+02, 0.5272688E+02, 0.2716439E+02,
 0.7180000E+01, 0.5275678E+02, 0.5274619E+02, 0.5274619E+02, 0.2717426E+02,
 0.7200000E+01, 0.5277604E+02, 0.5276542E+02, 0.5276542E+02, 0.2718410E+02,
 0.7220000E+01, 0.5279523E+02, 0.5278457E+02, 0.5278457E+02, 0.2719389E+02,
 0.7240000E+01, 0.5281433E+02, 0.5280364E+02, 0.5280364E+02, 0.2720363E+02,
 0.7260000E+01, 0.5283335E+02, 0.5282263E+02, 0.5282263E+02, 0.2721334E+02,
 0.7280000E+01, 0.5285230E+02, 0.5284154E+02, 0.5284154E+02, 0.2722301E+02,
 0.7300000E+01, 0.5287116E+02, 0.5286037E+02, 0.5286037E+02, 0.2723264E+02,
 0.7320000E+01, 0.5288995E+02, 0.5287913E+02, 0.5287913E+02, 0.2724222E+02,
 0.7340000E+01, 0.5290866E+02, 0.5289780E+02, 0.5289780E+02, 0.2725177E+02,
 0.7360000E+01, 0.5292729E+02, 0.5291640E+02, 0.5291640E+02, 0.2726128E+02,
 0.7380000E+01, 0.5294585E+02, 0.5293492E+02, 0.5293492E+02, 0.2727075E+02,
 0.7400000E+01, 0.5296433E+02, 0.5295337E+02, 0.5295337E+02, 0.2728018E+02,
 0.7420000E+01, 0.5298273E+02, 0.5297174E+02, 0.5297174E+02, 0.2728957E+02,
 0.7440000E+01, 0.5300106E+02, 0.5299004E+02, 0.5299004E+02, 0.2729892E+02,
 0.7460000E+01, 0.5301931E+02, 0.5300826E+02, 0.5300826E+02, 0.2730823E+02,
 0.7480000E+01, 0.5303749E+02, 0.5302640E+02, 0.5302640E+02, 0.2731751E+02,
 0.7500000E+01, 0.5305560E+02, 0.5304448E+02, 0.5304448E+02, 0.2732675E+02,
 0.7520000E+01, 0.5307364E+02, 0.5306248E+02, 0.5306248E+02, 0.2733595E+02,
 0.7540000E+01, 0.5309160E+02, 0.5308041E+02, 0.5308041E+02, 0.2734512E+02,
 0.7560000E+01, 0.5310949E+02, 0.5309826E+02, 0.5309826E+02, 0.2735424E+02,
 0.7580000E+01, 0.5312731E+02, 0.5311605E+02, 0.5311605E+02, 0.2736334E+02,
 0.7600000E+01, 0.5314505E+02, 0.5313376E+02, 0.5313376E+02, 0.2737239E+02,
 0.7620000E+01, 0.5316273E+02, 0.5315140E+02, 0.5315140E+02, 0.2738141E+02,
 0.7640000E+01, 0.5318034E+02, 0.5316898E+02, 0.5316898E+02, 0.2739039E+02,
 0.7660000E+01, 0.5319788E+02, 0.5318648E+02, 0.5318648E+02, 0.2739934E+02,
 0.7680000E+01, 0.5321534E+02, 0.5320391E+02, 0.5320391E+02, 0.2740825E+02,
 0.7700000E+01, 0.5323274E+02, 0.5322128E+02, 0.5322128E+02, 0.2741713E+02,
 0.7720000E+01, 0.5325007E+02, 0.5323858E+02, 0.5323858E+02, 0.2742597E+02,
 0.7740000E+01, 0.5326734E+02, 0.5325581E+02, 0.5325581E+02, 0.2743478E+02,
 0.7760000E+01, 0.5328453E+02, 0.5327297E+02, 0.5327297E+02, 0.2744356E+02,
 0.7780000E+01, 0.5330166E+02, 0.5329007E+02, 0.5329007E+02, 0.2745230E+02,
 0.7800000E+01, 0.5331873E+02, 0.5330710E+02, 0.5330710E+02, 0.2746100E+02,
 0.7820000E+01, 0.5333572E+02, 0.5332406E+02, 0.5332406E+02, 0.2746967E+02,
 0.7840000E+01, 0.5335266E+02, 0.5334096E+02, 0.5334096E+02, 0.2747831E+02,
 0.7860000E+01, 0.5336952E+02, 0.5335779E+02, 0.5335779E+02, 0.2748692E+02,
 0.7880000E+01, 0.5338633E+02, 0.5337456E+02, 0.5337456E+02, 0.2749549E+02,
 0.7900000E+01, 0.5340306E+02, 0.5339127E+02, 0.5339127E+02, 0.2750403E+02,
 0.7920000E+01, 0.5341974E+02, 0.5340791E+02, 0.5340791E+02, 0.2751254E+02,
 0.7940000E+01, 0.5343635E+02, 0.5342449E+02, 0.5342449E+02, 0.2752101E+02,
 0.7960000E+01, 0.5345290E+02, 0.5344100E+02, 0.5344100E+02, 0.2752945E+02,
 0.7980000E+01, 0.5346938E+02, 0.5345745E+02, 0.5345745E+02, 0.2753786E+02,
 0.8000000E+01, 0.5348581E+02, 0.5347385E+02, 0.5347385E+02, 0.2754624E+02,
 0.8020000E+01, 0.5350217E+02, 0.5349017E+02, 0.5349017E+02, 0.2755459E+02,
 0.8040000E+01, 0.5351847E+02, 0.5350644E+02, 0.5350644E+02, 0.2756290E+02,
 0.8060000E+01, 0.5353471E+02, 0.5352265E+02, 0.5352265E+02, 0.2757119E+02,
 0.8080000E+01, 0.5355089E+02, 0.5353880E+02, 0.5353880E+02, 0.2757944E+02,
 0.8100000E+01, 0.5356701E+02, 0.5355488E+02, 0.5355488E+02, 0.2758767E+02,
 0.8120000E+01, 0.5358307E+02, 0.5357091E+02, 0.5357091E+02, 0.2759586E+02,
 0.8140000E+01, 0.5359908E+02, 0.5358688E+02, 0.5358688E+02, 0.2760402E+02,
 0.8160000E+01, 0.5361502E+02, 0.5360279E+02, 0.5360279E+02, 0.2761216E+02,
 0.8180000E+01, 0.5363090E+02, 0.5361864E+02, 0.5361864E+02, 0.2762026E+02,
 0.8200000E+01, 0.5364673E+02, 0.5363443E+02, 0.5363443E+02, 0.2762833E+02,
 0.8220000E+01, 0.5366250E+02, 0.5365017E+02, 0.5365017E+02, 0.2763638E+02,
 0.8240000E+01, 0.5367821E+02, 0.5366585E+02, 0.5366585E+02, 0.2764439E+02,
 0.8260000E+01, 0.5369386E+02, 0.5368147E+02, 0.5368147E+02, 0.2765238E+02,
 0.8280000E+01, 0.5370946E+02, 0.5369703E+02, 0.5369703E+02, 0.2766033E+02,
 0.8300000E+01, 0.5372500E+02, 0.5371254E+02, 0.5371254E+02, 0.2766826E+02,
 0.8320000E+01, 0.5374049E+02, 0.5372800E+02, 0.5372800E+02, 0.2767616E+02,
 0.8340000E+01, 0.5375592E+02, 0.5374340E+02, 0.5374340E+02, 0.2768403E+02,
 0.8360000E+01, 0.5377130E+02, 0.5375874E+02, 0.5375874E+02, 0.2769188E+02,
 0.8380000E+01, 0.5378662E+02, 0.5377402E+02, 0.5377402E+02, 0.2769969E+02,
 0.8400000E+01, 0.5380189E+02, 0.5378926E+02, 0.5378926E+02, 0.2770748E+02,
 0.8420000E+01, 0.5381710E+02, 0.5380444E+02, 0.5380444E+02, 0.2771524E+02,
 0.8440000E+01, 0.5383226E+02, 0.5381957E+02, 0.5381957E+02, 0.2772297E+02,
 0.8460000E+01, 0.5384737E+02, 0.5383464E+02, 0.5383464E+02, 0.2773067E+02,
 0.8480000E+01, 0.5386242E+02, 0.5384966E+02, 0.5384966E+02, 0.2773835E+02,
 0.8500000E+01, 0.5387742E+02, 0.5386463E+02, 0.5386463E+02, 0.2774600E+02,
 0.8520000E+01, 0.5389237E+02, 0.5387954E+02, 0.5387954E+02, 0.2775363E+02,
 0.8540000E+01, 0.5390726E+02, 0.5389441E+02, 0.5389441E+02, 0.2776123E+02,
 0.8560000E+01, 0.5392211E+02, 0.5390922E+02, 0.5390922E+02, 0.2776880E+02,
 0.8580000E+01, 0.5393690E+02, 0.5392398E+02, 0.5392398E+02, 0.2777634E+02,
 0.8600000E+01, 0.5395164E+02, 0.5393869E+02, 0.5393869E+02, 0.2778386E+02,
 0.8620000E+01, 0.5396634E+02, 0.5395335E+02, 0.5395335E+02, 0.2779136E+02,
 0.8640000E+01, 0.5398098E+02, 0.5396795E+02, 0.5396795E+02, 0.2779882E+02,
 0.8660000E+01, 0.5399556E+02, 0.5398251E+02, 0.5398251E+02, 0.2780626E+02,
 0.8680000E+01, 0.5401011E+02, 0.5399702E+02, 0.5399702E+02, 0.2781368E+02,
 0.8700000E+01, 0.5402460E+02, 0.5401148E+02, 0.5401148E+02, 0.2782107E+02,
 0.8720000E+01, 0.5403904E+02, 0.5402589E+02, 0.5402589E+02, 0.2782844E+02,
 0.8740000E+01, 0.5405343E+02, 0.5404025E+02, 0.5404025E+02, 0.2783578E+02,
 0.8760000E+01, 0.5406778E+02, 0.5405456E+02, 0.5405456E+02, 0.2784310E+02,
 0.8780000E+01, 0.5408207E+02, 0.5406882E+02, 0.5406882E+02, 0.2785039E+02,
 0.8800000E+01, 0.5409632E+02, 0.5408303E+02, 0.5408303E+02, 0.2785765E+02,
 0.8820000E+01, 0.5411052E+02, 0.5409720E+02, 0.5409720E+02, 0.2786489E+02,
 0.8840000E+01, 0.5412467E+02, 0.5411132E+02, 0.5411132E+02, 0.2787211E+02,
 0.8860000E+01, 0.5413877E+02, 0.5412539E+02, 0.5412539E+02, 0.2787931E+02,
 0.8880000E+01, 0.5415283E+02, 0.5413942E+02, 0.5413942E+02, 0.2788648E+02,
 0.8900000E+01, 0.5416684E+02, 0.5415340E+02, 0.5415340E+02, 0.2789362E+02,
 0.8920000E+01, 0.5418081E+02, 0.5416733E+02, 0.5416733E+02, 0.2790075E+02,
 0.8940000E+01, 0.5419473E+02, 0.5418121E+02, 0.5418121E+02, 0.2790784E+02,
 0.8960000E+01, 0.5420860E+02, 0.5419505E+02, 0.5419505E+02, 0.2791492E+02,
 0.8980000E+01, 0.5422242E+02, 0.5420885E+02, 0.5420885E+02, 0.2792197E+02,
 0.9000000E+01, 0.5423621E+02, 0.5422260E+02, 0.5422260E+02, 0.2792900E+02,
 0.9020000E+01, 0.5424994E+02, 0.5423630E+02, 0.5423630E+02, 0.2793600E+02,
 0.9040000E+01, 0.5426363E+02, 0.5424996E+02, 0.5424996E+02, 0.2794299E+02,
 0.9060000E+01, 0.5427728E+02, 0.5426357E+02, 0.5426357E+02, 0.2794995E+02,
 0.9080000E+01, 0.5429088E+02, 0.5427714E+02, 0.5427714E+02, 0.2795688E+02,
 0.9100000E+01, 0.5430444E+02, 0.5429067E+02, 0.5429067E+02, 0.2796380E+02,
 0.9120000E+01, 0.5431795E+02, 0.5430415E+02, 0.5430415E+02, 0.2797069E+02,
 0.9140000E+01, 0.5433142E+02, 0.5431758E+02, 0.5431758E+02, 0.2797756E+02,
 0.9160000E+01, 0.5434485E+02, 0.5433098E+02, 0.5433098E+02, 0.2798441E+02,
 0.9180000E+01, 0.5435823E+02, 0.5434433E+02, 0.5434433E+02, 0.2799123E+02,
 0.9200000E+01, 0.5437157E+02, 0.5435764E+02, 0.5435764E+02, 0.2799804E+02,
 0.9220000E+01, 0.5438487E+02, 0.5437090E+02, 0.5437090E+02, 0.2800482E+02,
 0.9240000E+01, 0.5439813E+02, 0.5438413E+02, 0.5438413E+02, 0.2801158E+02,
 0.9260000E+01, 0.5441134E+02, 0.5439731E+02, 0.5439731E+02, 0.2801832E+02,
 0.9280000E+01, 0.5442451E+02, 0.5441045E+02, 0.5441045E+02, 0.2802503E+02,
 0.9300000E+01, 0.5443764E+02, 0.5442355E+02, 0.5442355E+02, 0.2803173E+02,
 0.9320000E+01, 0.5445073E+02, 0.5443660E+02, 0.5443660E+02, 0.2803840E+02,
 0.9340000E+01, 0.5446378E+02, 0.5444962E+02, 0.5444962E+02, 0.2804506E+02,
 0.9360000E+01, 0.5447678E+02, 0.5446259E+02, 0.5446259E+02, 0.2805169E+02,
 0.9380000E+01, 0.5448975E+02, 0.5447552E+02, 0.5447552E+02, 0.2805830E+02,
 0.9400000E+01, 0.5450267E+02, 0.5448841E+02, 0.5448841E+02, 0.2806489E+02,
 0.9420000E+01, 0.5451556E+02, 0.5450127E+02, 0.5450127E+02, 0.2807146E+02,
 0.9440000E+01, 0.5452840E+02, 0.5451408E+02, 0.5451408E+02, 0.2807801E+02,
 0.9460000E+01, 0.5454120E+02, 0.5452685E+02, 0.5452685E+02, 0.2808454E+02,
 0.9480000E+01, 0.5455397E+02, 0.5453958E+02, 0.5453958E+02, 0.2809105E+02,
 0.9500000E+01, 0.5456670E+02, 0.5455228E+02, 0.5455228E+02, 0.2809754E+02,
 0.9520000E+01, 0.5457938E+02, 0.5456493E+02, 0.5456493E+02, 0.2810401E+02,
 0.9540000E+01, 0.5459203E+02, 0.5457755E+02, 0.5457755E+02, 0.2811046E+02,
 0.9560000E+01, 0.5460464E+02, 0.5459012E+02, 0.5459012E+02, 0.2811689E+02,
 0.9580000E+01, 0.5461721E+02, 0.5460266E+02, 0.5460266E+02, 0.2812330E+02,
 0.9600000E+01, 0.5462974E+02, 0.5461516E+02, 0.5461516E+02, 0.2812969E+02,
 0.9620000E+01, 0.5464223E+02, 0.5462762E+02, 0.5462762E+02, 0.2813606E+02,
 0.9640000E+01, 0.5465469E+02, 0.5464004E+02, 0.5464004E+02, 0.2814241E+02,
 0.9660000E+01, 0.5466710E+02, 0.5465243E+02, 0.5465243E+02, 0.2814874E+02,
 0.9680000E+01, 0.5467948E+02, 0.5466478E+02, 0.5466478E+02, 0.2815506E+02,
 0.9700000E+01, 0.5469183E+02, 0.5467709E+02, 0.5467709E+02, 0.2816135E+02,
 0.9720000E+01, 0.5470413E+02, 0.5468936E+02, 0.5468936E+02, 0.2816763E+02,
 0.9740000E+01, 0.5471640E+02, 0.5470160E+02, 0.5470160E+02, 0.2817388E+02,
 0.9760000E+01, 0.5472863E+02, 0.5471380E+02, 0.5471380E+02, 0.2818012E+02,
 0.9780000E+01, 0.5474083E+02, 0.5472596E+02, 0.5472596E+02, 0.2818634E+02,
 0.9800000E+01, 0.5475299E+02, 0.5473809E+02, 0.5473809E+02, 0.2819254E+02,
 0.9820000E+01, 0.5476511E+02, 0.5475018E+02, 0.5475018E+02, 0.2819872E+02,
 0.9840000E+01, 0.5477719E+02, 0.5476223E+02, 0.5476223E+02, 0.2820488E+02,
 0.9860000E+01, 0.5478925E+02, 0.5477425E+02, 0.5477425E+02, 0.2821103E+02,
 0.9880000E+01, 0.5480126E+02, 0.5478624E+02, 0.5478624E+02, 0.2821715E+02,
 0.9900000E+01, 0.5481324E+02, 0.5479819E+02, 0.5479819E+02, 0.2822326E+02,
 0.9920000E+01, 0.5482519E+02, 0.5481010E+02, 0.5481010E+02, 0.2822935E+02,
 0.9940000E+01, 0.5483710E+02, 0.5482198E+02, 0.5482198E+02, 0.2823543E+02,
 0.9960000E+01, 0.5484897E+02, 0.5483382E+02, 0.5483382E+02, 0.2824148E+02,
 0.9980000E+01, 0.5486081E+02, 0.5484563E+02, 0.5484563E+02, 0.2824752E+02,
 0.1000000E+02, 0.5487262E+02, 0.5485740E+02, 0.5485740E+02, 0.2825354E+02,
 0.1002000E+02, 0.5488439E+02, 0.5486914E+02, 0.5486914E+02, 0.2825954E+02,
 0.1004000E+02, 0.5489613E+02, 0.5488085E+02, 0.5488085E+02, 0.2826552E+02,
 0.1006000E+02, 0.5490783E+02, 0.5489252E+02, 0.5489252E+02, 0.2827149E+02,
 0.1008000E+02, 0.5491949E+02, 0.5490416E+02, 0.5490416E+02, 0.2827744E+02,
 0.1010000E+02, 0.5493113E+02, 0.5491576E+02, 0.5491576E+02, 0.2828337E+02,
 0.1012000E+02, 0.5494273E+02, 0.5492733E+02, 0.5492733E+02, 0.2828929E+02,
 0.1014000E+02, 0.5495430E+02, 0.5493887E+02, 0.5493887E+02, 0.2829519E+02,
 0.1016000E+02, 0.5496584E+02, 0.5495037E+02, 0.5495037E+02, 0.2830107E+02,
 0.1018000E+02, 0.5497734E+02, 0.5496184E+02, 0.5496184E+02, 0.2830693E+02,
 0.1020000E+02, 0.5498880E+02, 0.5497327E+02, 0.5497327E+02, 0.2831278E+02,
 0.1022000E+02, 0.5500024E+02, 0.5498468E+02, 0.5498468E+02, 0.2831861E+02,
 0.1024000E+02, 0.5501164E+02, 0.5499605E+02, 0.5499605E+02, 0.2832442E+02,
 0.1026000E+02, 0.5502301E+02, 0.5500739E+02, 0.5500739E+02, 0.2833022E+02,
 0.1028000E+02, 0.5503435E+02, 0.5501870E+02, 0.5501870E+02, 0.2833600E+02,
 0.1030000E+02, 0.5504566E+02, 0.5502997E+02, 0.5502997E+02, 0.2834177E+02,
 0.1032000E+02, 0.5505693E+02, 0.5504121E+02, 0.5504121E+02, 0.2834752E+02,
 0.1034000E+02, 0.5506817E+02, 0.5505243E+02, 0.5505243E+02, 0.2835325E+02,
 0.1036000E+02, 0.5507938E+02, 0.5506360E+02, 0.5506360E+02, 0.2835896E+02,
 0.1038000E+02, 0.5509056E+02, 0.5507475E+02, 0.5507475E+02, 0.2836466E+02,
 0.1040000E+02, 0.5510171E+02, 0.5508587E+02, 0.5508587E+02, 0.2837035E+02,
 0.1042000E+02, 0.5511282E+02, 0.5509695E+02, 0.5509695E+02, 0.2837601E+02,
 0.1044000E+02, 0.5512391E+02, 0.5510800E+02, 0.5510800E+02, 0.2838166E+02,
 0.1046000E+02, 0.5513496E+02, 0.5511903E+02, 0.5511903E+02, 0.2838730E+02,
 0.1048000E+02, 0.5514598E+02, 0.5513002E+02, 0.5513002E+02, 0.2839292E+02,
 0.1050000E+02, 0.5515697E+02, 0.5514098E+02, 0.5514098E+02, 0.2839852E+02,
 0.1052000E+02, 0.5516793E+02, 0.5515191E+02, 0.5515191E+02, 0.2840411E+02,
 0.1054000E+02, 0.5517887E+02, 0.5516280E+02, 0.5516280E+02, 0.2840969E+02,
 0.1056000E+02, 0.5518977E+02, 0.5517367E+02, 0.5517367E+02, 0.2841524E+02,
 0.1058000E+02, 0.5520063E+02, 0.5518451E+02, 0.5518451E+02, 0.2842078E+02,
 0.1060000E+02, 0.5521148E+02, 0.5519532E+02, 0.5519532E+02, 0.2842631E+02,
 0.1062000E+02, 0.5522228E+02, 0.5520610E+02, 0.5520610E+02, 0.2843182E+02,
 0.1064000E+02, 0.5523306E+02, 0.5521685E+02, 0.5521685E+02, 0.2843732E+02,
 0.1066000E+02, 0.5524381E+02, 0.5522757E+02, 0.5522757E+02, 0.2844280E+02,
 0.1068000E+02, 0.5525453E+02, 0.5523825E+02, 0.5523825E+02, 0.2844826E+02,
 0.1070000E+02, 0.5526522E+02, 0.5524892E+02, 0.5524892E+02, 0.2845371E+02,
 0.1072000E+02, 0.5527589E+02, 0.5525955E+02, 0.5525955E+02, 0.2845915E+02,
 0.1074000E+02, 0.5528652E+02, 0.5527015E+02, 0.5527015E+02, 0.2846457E+02,
 0.1076000E+02, 0.5529712E+02, 0.5528072E+02, 0.5528072E+02, 0.2846998E+02,
 0.1078000E+02, 0.5530769E+02, 0.5529126E+02, 0.5529126E+02, 0.2847537E+02,
