@TT [keV]  vs r@
X,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,TT_20,TT_21,TT_22,TT_23,TT_24,TT_25,TT_26,TT_27,TT_28,TT_29,TT_30,TT_31,TT_32,TT_33,TT_34,TT_35,TT_36,TT_37,TT_38,TT_39,TT_40,TT_41,TT_42,TT_43,TT_44,TT_45,TT_46,TT_47,TT_48,TT_49,TT_50,TT_51,TT_52,TT_53,TT_54,TT_55,TT_56,TT_57,TT_58,TT_59,TT_60,TT_61,TT_62,TT_63,TT_64,TT_65,TT_66,TT_67,TT_68,TT_69,TT_70,TT_71,TT_72,TT_73,TT_74,TT_75,TT_76,TT_77,TT_78,TT_79,TT_80,TT_81,TT_82,TT_83,TT_84,TT_85,TT_86,TT_87,TT_88,TT_89,TT_90,TT_91,TT_92,TT_93,TT_94,TT_95,TT_96,TT_97,TT_98,TT_99,TT_100,TT_101,TT_102,TT_103
 0.4500000E+00, 0.3997625E+01, 0.3850779E+01, 0.3785041E+01, 0.3763657E+01, 0.3756548E+01, 0.3763864E+01, 0.3788656E+01, 0.3825158E+01, 0.3868634E+01, 0.3916016E+01, 0.3965156E+01, 0.4014543E+01, 0.4063141E+01, 0.4110261E+01, 0.4155468E+01, 0.4198505E+01, 0.4198505E+01, 0.4239225E+01, 0.4277593E+01, 0.4313616E+01, 0.4347324E+01, 0.4378735E+01, 0.4407815E+01, 0.4434443E+01, 0.4458344E+01, 0.4478996E+01, 0.4495704E+01, 0.4517024E+01, 0.4554523E+01, 0.4583026E+01, 0.4605712E+01, 0.4634417E+01, 0.4662539E+01, 0.4687850E+01, 0.4715477E+01, 0.4744622E+01, 0.4773090E+01, 0.4773090E+01, 0.4803222E+01, 0.4835084E+01, 0.4867665E+01, 0.4902311E+01, 0.4938567E+01, 0.4976731E+01, 0.5016872E+01, 0.5059002E+01, 0.5103184E+01, 0.5149450E+01, 0.5197832E+01, 0.5248325E+01, 0.5300922E+01, 0.5355664E+01, 0.5412634E+01, 0.5471916E+01, 0.5533520E+01, 0.5597375E+01, 0.5663395E+01, 0.5731482E+01, 0.5801530E+01, 0.5873410E+01, 0.5946976E+01, 0.6022066E+01, 0.6098510E+01, 0.6176141E+01, 0.6254794E+01, 0.6334314E+01, 0.6414559E+01, 0.6495398E+01, 0.6576711E+01, 0.6658391E+01, 0.6740338E+01, 0.6822465E+01, 0.6904699E+01, 0.6986989E+01, 0.7069349E+01, 0.7163577E+01, 0.7354331E+01, 0.7555685E+01, 0.7736746E+01, 0.7899487E+01, 0.8048461E+01, 0.8187184E+01, 0.8318123E+01, 0.8442984E+01, 0.8562955E+01, 0.8678863E+01, 0.8791280E+01, 0.8900601E+01, 0.9007093E+01, 0.9110935E+01, 0.9212239E+01, 0.9311074E+01, 0.9407480E+01, 0.9501476E+01, 0.9593067E+01, 0.9682254E+01, 0.9769032E+01, 0.9853400E+01, 0.9935357E+01, 0.1001491E+02, 0.1009207E+02, 0.1016686E+02, 0.1023933E+02,
 0.4700000E+00, 0.3906545E+01, 0.3744201E+01, 0.3621893E+01, 0.3566827E+01, 0.3546123E+01, 0.3545236E+01, 0.3562837E+01, 0.3593785E+01, 0.3633117E+01, 0.3677340E+01, 0.3724001E+01, 0.3771392E+01, 0.3818347E+01, 0.3864090E+01, 0.3908128E+01, 0.3950168E+01, 0.3950168E+01, 0.3990024E+01, 0.4027643E+01, 0.4063043E+01, 0.4096265E+01, 0.4127352E+01, 0.4156312E+01, 0.4183093E+01, 0.4207527E+01, 0.4229269E+01, 0.4247797E+01, 0.4267517E+01, 0.4298849E+01, 0.4325393E+01, 0.4346971E+01, 0.4372395E+01, 0.4398280E+01, 0.4422190E+01, 0.4447530E+01, 0.4474472E+01, 0.4501193E+01, 0.4501193E+01, 0.4529149E+01, 0.4558806E+01, 0.4589288E+01, 0.4621583E+01, 0.4655506E+01, 0.4691210E+01, 0.4728834E+01, 0.4768368E+01, 0.4809881E+01, 0.4853398E+01, 0.4898952E+01, 0.4946538E+01, 0.4996146E+01, 0.5047803E+01, 0.5101577E+01, 0.5157540E+01, 0.5215709E+01, 0.5276021E+01, 0.5338392E+01, 0.5402726E+01, 0.5468918E+01, 0.5536843E+01, 0.5606357E+01, 0.5677304E+01, 0.5749518E+01, 0.5822834E+01, 0.5897091E+01, 0.5972138E+01, 0.6047834E+01, 0.6124052E+01, 0.6200675E+01, 0.6277602E+01, 0.6354737E+01, 0.6432001E+01, 0.6509326E+01, 0.6586674E+01, 0.6664079E+01, 0.6756828E+01, 0.6952286E+01, 0.7153449E+01, 0.7332578E+01, 0.7492638E+01, 0.7638506E+01, 0.7773860E+01, 0.7901266E+01, 0.8022501E+01, 0.8138802E+01, 0.8251030E+01, 0.8359785E+01, 0.8465483E+01, 0.8568403E+01, 0.8668737E+01, 0.8766606E+01, 0.8862088E+01, 0.8955225E+01, 0.9046042E+01, 0.9134547E+01, 0.9220742E+01, 0.9304626E+01, 0.9386196E+01, 0.9465454E+01, 0.9542404E+01, 0.9617060E+01, 0.9689444E+01, 0.9759603E+01,
 0.4900000E+00, 0.3811505E+01, 0.3627711E+01, 0.3456698E+01, 0.3369218E+01, 0.3334371E+01, 0.3325825E+01, 0.3337056E+01, 0.3362860E+01, 0.3398150E+01, 0.3439148E+01, 0.3483172E+01, 0.3528358E+01, 0.3573430E+01, 0.3617540E+01, 0.3660146E+01, 0.3700918E+01, 0.3700918E+01, 0.3739647E+01, 0.3776256E+01, 0.3810763E+01, 0.3843217E+01, 0.3873675E+01, 0.3902173E+01, 0.3928702E+01, 0.3953172E+01, 0.3975361E+01, 0.3994888E+01, 0.4013860E+01, 0.4040537E+01, 0.4065046E+01, 0.4085629E+01, 0.4108504E+01, 0.4132349E+01, 0.4154924E+01, 0.4178369E+01, 0.4203347E+01, 0.4228445E+01, 0.4228445E+01, 0.4254507E+01, 0.4282170E+01, 0.4310742E+01, 0.4340923E+01, 0.4372709E+01, 0.4406171E+01, 0.4441478E+01, 0.4478614E+01, 0.4517653E+01, 0.4558613E+01, 0.4601526E+01, 0.4646391E+01, 0.4693195E+01, 0.4741954E+01, 0.4792724E+01, 0.4845568E+01, 0.4900505E+01, 0.4957480E+01, 0.5016414E+01, 0.5077211E+01, 0.5139768E+01, 0.5203964E+01, 0.5269659E+01, 0.5336700E+01, 0.5404928E+01, 0.5474179E+01, 0.5544297E+01, 0.5615132E+01, 0.5686548E+01, 0.5758421E+01, 0.5830637E+01, 0.5903098E+01, 0.5975715E+01, 0.6048413E+01, 0.6121133E+01, 0.6193847E+01, 0.6266608E+01, 0.6359247E+01, 0.6560434E+01, 0.6761412E+01, 0.6938608E+01, 0.7096063E+01, 0.7238964E+01, 0.7371131E+01, 0.7495215E+01, 0.7613053E+01, 0.7725924E+01, 0.7834719E+01, 0.7940062E+01, 0.8042383E+01, 0.8141978E+01, 0.8239047E+01, 0.8333720E+01, 0.8426079E+01, 0.8516173E+01, 0.8604031E+01, 0.8689663E+01, 0.8773073E+01, 0.8854261E+01, 0.8933228E+01, 0.9009972E+01, 0.9084499E+01, 0.9156824E+01, 0.9226970E+01, 0.9294982E+01,
 0.5100000E+00, 0.3712505E+01, 0.3501462E+01, 0.3290548E+01, 0.3173998E+01, 0.3125554E+01, 0.3109908E+01, 0.3115486E+01, 0.3136541E+01, 0.3167912E+01, 0.3205646E+01, 0.3246902E+01, 0.3289696E+01, 0.3332671E+01, 0.3374916E+01, 0.3415847E+01, 0.3455109E+01, 0.3455109E+01, 0.3492470E+01, 0.3527832E+01, 0.3561207E+01, 0.3592646E+01, 0.3622215E+01, 0.3649965E+01, 0.3675918E+01, 0.3700035E+01, 0.3722179E+01, 0.3742080E+01, 0.3760616E+01, 0.3783815E+01, 0.3806335E+01, 0.3825926E+01, 0.3846766E+01, 0.3868750E+01, 0.3890019E+01, 0.3911823E+01, 0.3935019E+01, 0.3958572E+01, 0.3958572E+01, 0.3982923E+01, 0.4008745E+01, 0.4035528E+01, 0.4063757E+01, 0.4093540E+01, 0.4124905E+01, 0.4158029E+01, 0.4192903E+01, 0.4229595E+01, 0.4268125E+01, 0.4308522E+01, 0.4350787E+01, 0.4394907E+01, 0.4440890E+01, 0.4488782E+01, 0.4538639E+01, 0.4590479E+01, 0.4644258E+01, 0.4699898E+01, 0.4757307E+01, 0.4816382E+01, 0.4877008E+01, 0.4939049E+01, 0.5002357E+01, 0.5066775E+01, 0.5132146E+01, 0.5198316E+01, 0.5265139E+01, 0.5332483E+01, 0.5400225E+01, 0.5468256E+01, 0.5536482E+01, 0.5604817E+01, 0.5673194E+01, 0.5741559E+01, 0.5809893E+01, 0.5878273E+01, 0.5972238E+01, 0.6179931E+01, 0.6380659E+01, 0.6555876E+01, 0.6710761E+01, 0.6850791E+01, 0.6979913E+01, 0.7100847E+01, 0.7215481E+01, 0.7325128E+01, 0.7430704E+01, 0.7532851E+01, 0.7632014E+01, 0.7728501E+01, 0.7822519E+01, 0.7914206E+01, 0.8003649E+01, 0.8090902E+01, 0.8175997E+01, 0.8258945E+01, 0.8339756E+01, 0.8418428E+01, 0.8494964E+01, 0.8569362E+01, 0.8641630E+01, 0.8711781E+01, 0.8779837E+01, 0.8845848E+01,
 0.5300000E+00, 0.3609545E+01, 0.3366081E+01, 0.3123344E+01, 0.2982413E+01, 0.2921777E+01, 0.2899725E+01, 0.2900336E+01, 0.2917057E+01, 0.2944679E+01, 0.2979159E+01, 0.3017563E+01, 0.3057825E+01, 0.3098527E+01, 0.3138714E+01, 0.3177769E+01, 0.3215312E+01, 0.3215312E+01, 0.3251098E+01, 0.3285010E+01, 0.3317050E+01, 0.3347269E+01, 0.3375733E+01, 0.3402505E+01, 0.3427624E+01, 0.3451088E+01, 0.3472817E+01, 0.3492622E+01, 0.3510756E+01, 0.3531337E+01, 0.3551978E+01, 0.3570541E+01, 0.3589690E+01, 0.3609971E+01, 0.3629946E+01, 0.3650272E+01, 0.3671821E+01, 0.3693884E+01, 0.3693884E+01, 0.3716640E+01, 0.3740732E+01, 0.3765806E+01, 0.3792194E+01, 0.3820065E+01, 0.3849431E+01, 0.3880464E+01, 0.3913164E+01, 0.3947597E+01, 0.3983780E+01, 0.4021741E+01, 0.4061485E+01, 0.4102998E+01, 0.4146285E+01, 0.4191380E+01, 0.4238334E+01, 0.4287168E+01, 0.4337842E+01, 0.4390283E+01, 0.4444402E+01, 0.4500100E+01, 0.4557264E+01, 0.4615765E+01, 0.4675458E+01, 0.4736193E+01, 0.4797817E+01, 0.4860180E+01, 0.4923140E+01, 0.4986567E+01, 0.5050343E+01, 0.5114363E+01, 0.5178534E+01, 0.5242777E+01, 0.5307027E+01, 0.5371240E+01, 0.5435405E+01, 0.5499622E+01, 0.5596421E+01, 0.5811130E+01, 0.6011464E+01, 0.6184609E+01, 0.6336913E+01, 0.6474129E+01, 0.6600305E+01, 0.6718223E+01, 0.6829808E+01, 0.6936399E+01, 0.7038933E+01, 0.7138068E+01, 0.7234260E+01, 0.7327823E+01, 0.7418975E+01, 0.7507857E+01, 0.7594563E+01, 0.7679151E+01, 0.7761652E+01, 0.7842085E+01, 0.7920457E+01, 0.7996771E+01, 0.8071026E+01, 0.8143226E+01, 0.8213375E+01, 0.8281487E+01, 0.8347588E+01, 0.8411725E+01,
 0.5500000E+00, 0.3502625E+01, 0.3222740E+01, 0.2954996E+01, 0.2794995E+01, 0.2724141E+01, 0.2696531E+01, 0.2692858E+01, 0.2705690E+01, 0.2729780E+01, 0.2761075E+01, 0.2796597E+01, 0.2834240E+01, 0.2872545E+01, 0.2910528E+01, 0.2947548E+01, 0.2983209E+01, 0.2983209E+01, 0.3017254E+01, 0.3049553E+01, 0.3080095E+01, 0.3108928E+01, 0.3136118E+01, 0.3161731E+01, 0.3185820E+01, 0.3208402E+01, 0.3229438E+01, 0.3248801E+01, 0.3266445E+01, 0.3285005E+01, 0.3303903E+01, 0.3321397E+01, 0.3339083E+01, 0.3357792E+01, 0.3376485E+01, 0.3395434E+01, 0.3415440E+01, 0.3436052E+01, 0.3436052E+01, 0.3457293E+01, 0.3479735E+01, 0.3503158E+01, 0.3527782E+01, 0.3553808E+01, 0.3581244E+01, 0.3610253E+01, 0.3640844E+01, 0.3673076E+01, 0.3706970E+01, 0.3742553E+01, 0.3779829E+01, 0.3818788E+01, 0.3859429E+01, 0.3901782E+01, 0.3945891E+01, 0.3991777E+01, 0.4039408E+01, 0.4088713E+01, 0.4139608E+01, 0.4191999E+01, 0.4245776E+01, 0.4300815E+01, 0.4356978E+01, 0.4414120E+01, 0.4472093E+01, 0.4530751E+01, 0.4589957E+01, 0.4649586E+01, 0.4709521E+01, 0.4769662E+01, 0.4829921E+01, 0.4890221E+01, 0.4950503E+01, 0.5010729E+01, 0.5070897E+01, 0.5131133E+01, 0.5232354E+01, 0.5454336E+01, 0.5654066E+01, 0.5825008E+01, 0.5974686E+01, 0.6109106E+01, 0.6232404E+01, 0.6347406E+01, 0.6456064E+01, 0.6559737E+01, 0.6659378E+01, 0.6755652E+01, 0.6849028E+01, 0.6939826E+01, 0.7028269E+01, 0.7114503E+01, 0.7198626E+01, 0.7280698E+01, 0.7360754E+01, 0.7438814E+01, 0.7514887E+01, 0.7588977E+01, 0.7661084E+01, 0.7731211E+01, 0.7799365E+01, 0.7865558E+01, 0.7929817E+01, 0.7992192E+01,
 0.5700000E+00, 0.3391745E+01, 0.3074132E+01, 0.2786826E+01, 0.2613046E+01, 0.2534212E+01, 0.2502001E+01, 0.2494726E+01, 0.2504132E+01, 0.2524960E+01, 0.2553197E+01, 0.2585875E+01, 0.2620874E+01, 0.2656721E+01, 0.2692415E+01, 0.2727301E+01, 0.2760972E+01, 0.2760972E+01, 0.2793165E+01, 0.2823738E+01, 0.2852670E+01, 0.2880003E+01, 0.2905800E+01, 0.2930129E+01, 0.2953048E+01, 0.2974588E+01, 0.2994739E+01, 0.3013415E+01, 0.3030446E+01, 0.3047391E+01, 0.3064692E+01, 0.3081095E+01, 0.3097472E+01, 0.3114726E+01, 0.3132159E+01, 0.3149805E+01, 0.3168359E+01, 0.3187561E+01, 0.3187561E+01, 0.3207349E+01, 0.3228215E+01, 0.3250041E+01, 0.3272970E+01, 0.3297214E+01, 0.3322785E+01, 0.3349833E+01, 0.3378376E+01, 0.3408469E+01, 0.3440134E+01, 0.3473394E+01, 0.3508259E+01, 0.3544717E+01, 0.3582768E+01, 0.3622435E+01, 0.3663758E+01, 0.3706759E+01, 0.3751409E+01, 0.3797644E+01, 0.3845384E+01, 0.3894539E+01, 0.3945004E+01, 0.3996661E+01, 0.4049377E+01, 0.4103015E+01, 0.4157431E+01, 0.4212485E+01, 0.4268045E+01, 0.4323990E+01, 0.4380208E+01, 0.4436600E+01, 0.4493083E+01, 0.4549586E+01, 0.4606053E+01, 0.4662451E+01, 0.4718791E+01, 0.4775221E+01, 0.4882577E+01, 0.5111942E+01, 0.5310879E+01, 0.5479525E+01, 0.5626565E+01, 0.5758237E+01, 0.5878747E+01, 0.5990951E+01, 0.6096819E+01, 0.6197726E+01, 0.6294632E+01, 0.6388213E+01, 0.6478940E+01, 0.6567142E+01, 0.6653043E+01, 0.6736796E+01, 0.6818499E+01, 0.6898216E+01, 0.6975985E+01, 0.7051826E+01, 0.7125749E+01, 0.7197760E+01, 0.7267859E+01, 0.7336051E+01, 0.7402341E+01, 0.7466743E+01, 0.7529284E+01, 0.7590015E+01,
 0.5900000E+00, 0.3276905E+01, 0.2921974E+01, 0.2619444E+01, 0.2436827E+01, 0.2352308E+01, 0.2316508E+01, 0.2306299E+01, 0.2312749E+01, 0.2330610E+01, 0.2355958E+01, 0.2385873E+01, 0.2418253E+01, 0.2451628E+01, 0.2484994E+01, 0.2517692E+01, 0.2549308E+01, 0.2549308E+01, 0.2579580E+01, 0.2608355E+01, 0.2635604E+01, 0.2661361E+01, 0.2685686E+01, 0.2708647E+01, 0.2730301E+01, 0.2750692E+01, 0.2769824E+01, 0.2787643E+01, 0.2803943E+01, 0.2819540E+01, 0.2835380E+01, 0.2850684E+01, 0.2865859E+01, 0.2881759E+01, 0.2897959E+01, 0.2914361E+01, 0.2931537E+01, 0.2949373E+01, 0.2949373E+01, 0.2967762E+01, 0.2987117E+01, 0.3007396E+01, 0.3028692E+01, 0.3051214E+01, 0.3074980E+01, 0.3100128E+01, 0.3126683E+01, 0.3154695E+01, 0.3184186E+01, 0.3215182E+01, 0.3247690E+01, 0.3281703E+01, 0.3317219E+01, 0.3354256E+01, 0.3392851E+01, 0.3433026E+01, 0.3474757E+01, 0.3517985E+01, 0.3562635E+01, 0.3608621E+01, 0.3655845E+01, 0.3704193E+01, 0.3753541E+01, 0.3803756E+01, 0.3854701E+01, 0.3906244E+01, 0.3958256E+01, 0.4010620E+01, 0.4063231E+01, 0.4115993E+01, 0.4168826E+01, 0.4221663E+01, 0.4274453E+01, 0.4327169E+01, 0.4379833E+01, 0.4432622E+01, 0.4547926E+01, 0.4784608E+01, 0.4982555E+01, 0.5148823E+01, 0.5293221E+01, 0.5422199E+01, 0.5540010E+01, 0.5649533E+01, 0.5752748E+01, 0.5851035E+01, 0.5945362E+01, 0.6036409E+01, 0.6124651E+01, 0.6210419E+01, 0.6293942E+01, 0.6375374E+01, 0.6454817E+01, 0.6532336E+01, 0.6607970E+01, 0.6681741E+01, 0.6753661E+01, 0.6823734E+01, 0.6891964E+01, 0.6958353E+01, 0.7022908E+01, 0.7085644E+01, 0.7146586E+01, 0.7205791E+01,
 0.6100000E+00, 0.3158105E+01, 0.2767324E+01, 0.2453089E+01, 0.2266070E+01, 0.2178074E+01, 0.2139705E+01, 0.2127206E+01, 0.2131155E+01, 0.2146356E+01, 0.2169007E+01, 0.2196270E+01, 0.2226086E+01, 0.2257007E+01, 0.2288039E+01, 0.2318527E+01, 0.2348057E+01, 0.2348057E+01, 0.2376367E+01, 0.2403301E+01, 0.2428821E+01, 0.2452956E+01, 0.2475760E+01, 0.2497297E+01, 0.2517628E+01, 0.2536797E+01, 0.2554821E+01, 0.2571668E+01, 0.2587139E+01, 0.2601554E+01, 0.2616054E+01, 0.2630266E+01, 0.2644311E+01, 0.2658942E+01, 0.2673942E+01, 0.2689143E+01, 0.2705007E+01, 0.2721518E+01, 0.2721518E+01, 0.2738554E+01, 0.2756456E+01, 0.2775236E+01, 0.2794955E+01, 0.2815810E+01, 0.2837828E+01, 0.2861132E+01, 0.2885754E+01, 0.2911740E+01, 0.2939114E+01, 0.2967899E+01, 0.2998105E+01, 0.3029726E+01, 0.3062758E+01, 0.3097220E+01, 0.3133142E+01, 0.3170547E+01, 0.3209417E+01, 0.3249696E+01, 0.3291316E+01, 0.3334194E+01, 0.3378239E+01, 0.3423343E+01, 0.3469391E+01, 0.3516254E+01, 0.3563805E+01, 0.3611915E+01, 0.3660464E+01, 0.3709338E+01, 0.3758436E+01, 0.3807669E+01, 0.3856959E+01, 0.3906244E+01, 0.3955478E+01, 0.4004641E+01, 0.4053762E+01, 0.4103053E+01, 0.4228199E+01, 0.4471940E+01, 0.4668672E+01, 0.4832468E+01, 0.4974214E+01, 0.5100537E+01, 0.5215728E+01, 0.5322672E+01, 0.5423352E+01, 0.5519151E+01, 0.5611038E+01, 0.5699695E+01, 0.5785597E+01, 0.5869080E+01, 0.5950372E+01, 0.6029630E+01, 0.6106956E+01, 0.6182419E+01, 0.6256057E+01, 0.6327895E+01, 0.6397943E+01, 0.6466208E+01, 0.6532693E+01, 0.6597402E+01, 0.6660340E+01, 0.6721522E+01, 0.6780977E+01, 0.6838762E+01,
 0.6300000E+00, 0.3035345E+01, 0.2611120E+01, 0.2288091E+01, 0.2100532E+01, 0.2011086E+01, 0.1971135E+01, 0.1956950E+01, 0.1958833E+01, 0.1971676E+01, 0.1991832E+01, 0.2016573E+01, 0.2043904E+01, 0.2072414E+01, 0.2101132E+01, 0.2129414E+01, 0.2156850E+01, 0.2156850E+01, 0.2183183E+01, 0.2208258E+01, 0.2232028E+01, 0.2254517E+01, 0.2275773E+01, 0.2295858E+01, 0.2314829E+01, 0.2332734E+01, 0.2349595E+01, 0.2365397E+01, 0.2379961E+01, 0.2393299E+01, 0.2406561E+01, 0.2419697E+01, 0.2432666E+01, 0.2446100E+01, 0.2459934E+01, 0.2473974E+01, 0.2488583E+01, 0.2503811E+01, 0.2503811E+01, 0.2519538E+01, 0.2536041E+01, 0.2553369E+01, 0.2571562E+01, 0.2590804E+01, 0.2611128E+01, 0.2632644E+01, 0.2655388E+01, 0.2679405E+01, 0.2704716E+01, 0.2731345E+01, 0.2759303E+01, 0.2788585E+01, 0.2819189E+01, 0.2851129E+01, 0.2884433E+01, 0.2919126E+01, 0.2955190E+01, 0.2992578E+01, 0.3031224E+01, 0.3071054E+01, 0.3111980E+01, 0.3153904E+01, 0.3196714E+01, 0.3240293E+01, 0.3284518E+01, 0.3329268E+01, 0.3374428E+01, 0.3419892E+01, 0.3465563E+01, 0.3511356E+01, 0.3557199E+01, 0.3603033E+01, 0.3648818E+01, 0.3694539E+01, 0.3740237E+01, 0.3786158E+01, 0.3923105E+01, 0.4173474E+01, 0.4368742E+01, 0.4529972E+01, 0.4669048E+01, 0.4792752E+01, 0.4905391E+01, 0.5009846E+01, 0.5108099E+01, 0.5201527E+01, 0.5291099E+01, 0.5377493E+01, 0.5461189E+01, 0.5542519E+01, 0.5621714E+01, 0.5698930E+01, 0.5774272E+01, 0.5847808E+01, 0.5919578E+01, 0.5989606E+01, 0.6057905E+01, 0.6124480E+01, 0.6189335E+01, 0.6252473E+01, 0.6313903E+01, 0.6373637E+01, 0.6431705E+01, 0.6488168E+01,
 0.6500000E+00, 0.2908625E+01, 0.2454519E+01, 0.2125120E+01, 0.1940283E+01, 0.1851172E+01, 0.1810552E+01, 0.1795236E+01, 0.1795456E+01, 0.1806233E+01, 0.1824103E+01, 0.1846464E+01, 0.1871406E+01, 0.1897570E+01, 0.1924016E+01, 0.1950118E+01, 0.1975477E+01, 0.1975477E+01, 0.1999844E+01, 0.2023062E+01, 0.2045083E+01, 0.2065923E+01, 0.2085627E+01, 0.2104251E+01, 0.2121850E+01, 0.2138472E+01, 0.2154144E+01, 0.2168858E+01, 0.2182465E+01, 0.2194793E+01, 0.2206903E+01, 0.2218989E+01, 0.2230925E+01, 0.2243227E+01, 0.2255935E+01, 0.2268853E+01, 0.2282259E+01, 0.2296250E+01, 0.2296250E+01, 0.2310711E+01, 0.2325867E+01, 0.2341793E+01, 0.2358514E+01, 0.2376198E+01, 0.2394884E+01, 0.2414671E+01, 0.2435597E+01, 0.2457703E+01, 0.2481011E+01, 0.2505544E+01, 0.2531314E+01, 0.2558317E+01, 0.2586552E+01, 0.2616030E+01, 0.2646780E+01, 0.2678821E+01, 0.2712144E+01, 0.2746704E+01, 0.2782441E+01, 0.2819287E+01, 0.2857160E+01, 0.2895969E+01, 0.2935610E+01, 0.2975973E+01, 0.3016943E+01, 0.3058407E+01, 0.3100256E+01, 0.3142391E+01, 0.3184719E+01, 0.3227160E+01, 0.3269648E+01, 0.3312129E+01, 0.3354566E+01, 0.3396952E+01, 0.3439340E+01, 0.3482013E+01, 0.3632794E+01, 0.3889238E+01, 0.4082807E+01, 0.4241396E+01, 0.4377805E+01, 0.4498935E+01, 0.4609095E+01, 0.4711157E+01, 0.4807090E+01, 0.4898266E+01, 0.4985647E+01, 0.5069910E+01, 0.5151529E+01, 0.5230838E+01, 0.5308067E+01, 0.5383373E+01, 0.5456861E+01, 0.5528597E+01, 0.5598624E+01, 0.5666965E+01, 0.5733634E+01, 0.5798636E+01, 0.5861975E+01, 0.5923654E+01, 0.5983681E+01, 0.6042071E+01, 0.6098853E+01, 0.6154092E+01,
 0.6700000E+00, 0.2777945E+01, 0.2298894E+01, 0.1965132E+01, 0.1785686E+01, 0.1698419E+01, 0.1657941E+01, 0.1641992E+01, 0.1640915E+01, 0.1649904E+01, 0.1665692E+01, 0.1685825E+01, 0.1708491E+01, 0.1732392E+01, 0.1756629E+01, 0.1780601E+01, 0.1803921E+01, 0.1803921E+01, 0.1826351E+01, 0.1847739E+01, 0.1868032E+01, 0.1887241E+01, 0.1905407E+01, 0.1922582E+01, 0.1938818E+01, 0.1954159E+01, 0.1968636E+01, 0.1982247E+01, 0.1994871E+01, 0.2006234E+01, 0.2017271E+01, 0.2028341E+01, 0.2039286E+01, 0.2050516E+01, 0.2062141E+01, 0.2073977E+01, 0.2086235E+01, 0.2099036E+01, 0.2099036E+01, 0.2112280E+01, 0.2126145E+01, 0.2140722E+01, 0.2156028E+01, 0.2172215E+01, 0.2189325E+01, 0.2207446E+01, 0.2226619E+01, 0.2246881E+01, 0.2268254E+01, 0.2290760E+01, 0.2314411E+01, 0.2339205E+01, 0.2365141E+01, 0.2392230E+01, 0.2420497E+01, 0.2449962E+01, 0.2480618E+01, 0.2512425E+01, 0.2545330E+01, 0.2579268E+01, 0.2614165E+01, 0.2649937E+01, 0.2686488E+01, 0.2723716E+01, 0.2761513E+01, 0.2799775E+01, 0.2838400E+01, 0.2877293E+01, 0.2916369E+01, 0.2955554E+01, 0.2994786E+01, 0.3034014E+01, 0.3073210E+01, 0.3112372E+01, 0.3151566E+01, 0.3191115E+01, 0.3357841E+01, 0.3619751E+01, 0.3811438E+01, 0.3967361E+01, 0.4101143E+01, 0.4219777E+01, 0.4327560E+01, 0.4427346E+01, 0.4521088E+01, 0.4610147E+01, 0.4695476E+01, 0.4777747E+01, 0.4857434E+01, 0.4934866E+01, 0.5010273E+01, 0.5083811E+01, 0.5155584E+01, 0.5225659E+01, 0.5294078E+01, 0.5360866E+01, 0.5426034E+01, 0.5489590E+01, 0.5551536E+01, 0.5611875E+01, 0.5670616E+01, 0.5727773E+01, 0.5783378E+01, 0.5837498E+01,
