@AJOH [MA/m^2]  vs r@
X,AJOH_1,AJOH_2,AJOH_3,AJOH_4,AJOH_5,AJOH_6,AJOH_7,AJOH_8,AJOH_9,AJOH_10,AJOH_11,AJOH_12,AJOH_13,AJOH_14,AJOH_15,AJOH_16,AJOH_17,AJOH_18,AJOH_19,AJOH_20,AJOH_21,AJOH_22,AJOH_23,AJOH_24,AJOH_25,AJOH_26,AJOH_27,AJOH_28,AJOH_29,AJOH_30,AJOH_31,AJOH_32,AJOH_33,AJOH_34,AJOH_35,AJOH_36,AJOH_37,AJOH_38,AJOH_39,AJOH_40,AJOH_41,AJOH_42,AJOH_43,AJOH_44,AJOH_45,AJOH_46,AJOH_47,AJOH_48,AJOH_49,AJOH_50,AJOH_51,AJOH_52,AJOH_53,AJOH_54,AJOH_55,AJOH_56,AJOH_57,AJOH_58,AJOH_59,AJOH_60,AJOH_61,AJOH_62,AJOH_63,AJOH_64,AJOH_65,AJOH_66,AJOH_67,AJOH_68,AJOH_69,AJOH_70,AJOH_71,AJOH_72,AJOH_73,AJOH_74,AJOH_75,AJOH_76,AJOH_77,AJOH_78,AJOH_79,AJOH_80,AJOH_81,AJOH_82,AJOH_83,AJOH_84,AJOH_85,AJOH_86,AJOH_87,AJOH_88,AJOH_89,AJOH_90,AJOH_91,AJOH_92,AJOH_93,AJOH_94,AJOH_95,AJOH_96,AJOH_97,AJOH_98,AJOH_99,AJOH_100,AJOH_101,AJOH_102,AJOH_103
 0.4500000E+00, 0.2849761E+00, 0.2812775E+00, 0.2597230E+00, 0.2466893E+00, 0.2400972E+00, 0.2366339E+00, 0.2338216E+00, 0.2312133E+00, 0.2288197E+00, 0.2266347E+00, 0.2246310E+00, 0.2227796E+00, 0.2210572E+00, 0.2194450E+00, 0.2179280E+00, 0.2164964E+00, 0.2164964E+00, 0.2151512E+00, 0.2138751E+00, 0.2126560E+00, 0.2114864E+00, 0.2103597E+00, 0.2092697E+00, 0.2082090E+00, 0.2071688E+00, 0.2061387E+00, 0.2051230E+00, 0.2047094E+00, 0.2044283E+00, 0.2036404E+00, 0.2029066E+00, 0.2022521E+00, 0.2014198E+00, 0.2005617E+00, 0.1997138E+00, 0.1987731E+00, 0.1977925E+00, 0.1977925E+00, 0.1967697E+00, 0.1956676E+00, 0.1945110E+00, 0.1932727E+00, 0.1919599E+00, 0.1905624E+00, 0.1890829E+00, 0.1875184E+00, 0.1858701E+00, 0.1841356E+00, 0.1823151E+00, 0.1804097E+00, 0.1784198E+00, 0.1763432E+00, 0.1741766E+00, 0.1719178E+00, 0.1695694E+00, 0.1671364E+00, 0.1646229E+00, 0.1620335E+00, 0.1593732E+00, 0.1566479E+00, 0.1538644E+00, 0.1510300E+00, 0.1481522E+00, 0.1452386E+00, 0.1422962E+00, 0.1393321E+00, 0.1363528E+00, 0.1333644E+00, 0.1303728E+00, 0.1273834E+00, 0.1244016E+00, 0.1214322E+00, 0.1184800E+00, 0.1155498E+00, 0.1126469E+00, 0.1104044E+00, 0.1083047E+00, 0.1048517E+00, 0.1011629E+00, 0.9752250E-01, 0.9399565E-01, 0.9059285E-01, 0.8730976E-01, 0.8413854E-01, 0.8107135E-01, 0.7810141E-01, 0.7522320E-01, 0.7243236E-01, 0.6972552E-01, 0.6710005E-01, 0.6455390E-01, 0.6208545E-01, 0.5969335E-01, 0.5737647E-01, 0.5513375E-01, 0.5296423E-01, 0.5086691E-01, 0.4884081E-01, 0.4688487E-01, 0.4499799E-01, 0.4317898E-01, 0.4142661E-01, 0.3973961E-01,
 0.4700000E+00, 0.2673198E+00, 0.2639461E+00, 0.2473687E+00, 0.2357768E+00, 0.2297802E+00, 0.2266075E+00, 0.2240837E+00, 0.2217140E+00, 0.2194968E+00, 0.2174403E+00, 0.2155317E+00, 0.2137531E+00, 0.2120883E+00, 0.2105236E+00, 0.2090478E+00, 0.2076528E+00, 0.2076528E+00, 0.2063397E+00, 0.2050955E+00, 0.2039092E+00, 0.2027741E+00, 0.2016844E+00, 0.2006347E+00, 0.1996193E+00, 0.1986316E+00, 0.1976642E+00, 0.1967190E+00, 0.1961813E+00, 0.1958371E+00, 0.1951021E+00, 0.1943713E+00, 0.1937085E+00, 0.1929102E+00, 0.1920804E+00, 0.1912526E+00, 0.1903484E+00, 0.1894054E+00, 0.1894054E+00, 0.1884213E+00, 0.1873657E+00, 0.1862583E+00, 0.1850750E+00, 0.1838211E+00, 0.1824877E+00, 0.1810758E+00, 0.1795832E+00, 0.1780102E+00, 0.1763549E+00, 0.1746169E+00, 0.1727971E+00, 0.1708959E+00, 0.1689116E+00, 0.1668407E+00, 0.1646811E+00, 0.1624346E+00, 0.1601056E+00, 0.1576981E+00, 0.1552162E+00, 0.1526647E+00, 0.1500492E+00, 0.1473761E+00, 0.1446525E+00, 0.1418855E+00, 0.1390824E+00, 0.1362504E+00, 0.1333961E+00, 0.1305261E+00, 0.1276464E+00, 0.1247626E+00, 0.1218803E+00, 0.1190046E+00, 0.1161403E+00, 0.1132923E+00, 0.1104651E+00, 0.1076646E+00, 0.1057699E+00, 0.1039156E+00, 0.1004451E+00, 0.9674177E-01, 0.9311356E-01, 0.8961994E-01, 0.8626456E-01, 0.8303805E-01, 0.7992911E-01, 0.7692752E-01, 0.7402485E-01, 0.7121444E-01, 0.6849116E-01, 0.6585106E-01, 0.6329110E-01, 0.6080899E-01, 0.5840289E-01, 0.5607134E-01, 0.5381312E-01, 0.5162712E-01, 0.4951234E-01, 0.4746780E-01, 0.4549250E-01, 0.4358541E-01, 0.4174545E-01, 0.3997150E-01, 0.3826236E-01, 0.3661685E-01,
 0.4900000E+00, 0.2399015E+00, 0.2353584E+00, 0.2232379E+00, 0.2135116E+00, 0.2082931E+00, 0.2054809E+00, 0.2032615E+00, 0.2011388E+00, 0.1991066E+00, 0.1971872E+00, 0.1953821E+00, 0.1936841E+00, 0.1920840E+00, 0.1905735E+00, 0.1891449E+00, 0.1877921E+00, 0.1877921E+00, 0.1865165E+00, 0.1853085E+00, 0.1841584E+00, 0.1830602E+00, 0.1820087E+00, 0.1809992E+00, 0.1800271E+00, 0.1790873E+00, 0.1781746E+00, 0.1772900E+00, 0.1766884E+00, 0.1762923E+00, 0.1756004E+00, 0.1748874E+00, 0.1742282E+00, 0.1734647E+00, 0.1726683E+00, 0.1718684E+00, 0.1710040E+00, 0.1701024E+00, 0.1701024E+00, 0.1691621E+00, 0.1681563E+00, 0.1671016E+00, 0.1659766E+00, 0.1647845E+00, 0.1635182E+00, 0.1621768E+00, 0.1607590E+00, 0.1592642E+00, 0.1576908E+00, 0.1560384E+00, 0.1543072E+00, 0.1524979E+00, 0.1506088E+00, 0.1486369E+00, 0.1465799E+00, 0.1444388E+00, 0.1422176E+00, 0.1399200E+00, 0.1375499E+00, 0.1351117E+00, 0.1326107E+00, 0.1300531E+00, 0.1274454E+00, 0.1247947E+00, 0.1221080E+00, 0.1193921E+00, 0.1166537E+00, 0.1138990E+00, 0.1111340E+00, 0.1083644E+00, 0.1055954E+00, 0.1028321E+00, 0.1000794E+00, 0.9734175E-01, 0.9462406E-01, 0.9193236E-01, 0.9042426E-01, 0.8879723E-01, 0.8532854E-01, 0.8163619E-01, 0.7804396E-01, 0.7460468E-01, 0.7131547E-01, 0.6816246E-01, 0.6513125E-01, 0.6220958E-01, 0.5938763E-01, 0.5665778E-01, 0.5401423E-01, 0.5145255E-01, 0.4896942E-01, 0.4656227E-01, 0.4422913E-01, 0.4196845E-01, 0.3977890E-01, 0.3765937E-01, 0.3560882E-01, 0.3362627E-01, 0.3171075E-01, 0.2986124E-01, 0.2807670E-01, 0.2635603E-01, 0.2469812E-01, 0.2310187E-01,
 0.5100000E+00, 0.2237892E+00, 0.2179442E+00, 0.2094161E+00, 0.2017748E+00, 0.1974557E+00, 0.1950508E+00, 0.1931397E+00, 0.1912620E+00, 0.1894139E+00, 0.1876314E+00, 0.1859301E+00, 0.1843129E+00, 0.1827779E+00, 0.1813218E+00, 0.1799405E+00, 0.1786299E+00, 0.1786299E+00, 0.1773918E+00, 0.1762196E+00, 0.1751050E+00, 0.1740423E+00, 0.1730269E+00, 0.1720548E+00, 0.1711219E+00, 0.1702242E+00, 0.1693581E+00, 0.1685243E+00, 0.1678939E+00, 0.1674579E+00, 0.1668012E+00, 0.1661120E+00, 0.1654637E+00, 0.1647337E+00, 0.1639716E+00, 0.1632029E+00, 0.1623781E+00, 0.1615180E+00, 0.1615180E+00, 0.1606218E+00, 0.1596653E+00, 0.1586624E+00, 0.1575947E+00, 0.1564630E+00, 0.1552620E+00, 0.1539893E+00, 0.1526441E+00, 0.1512252E+00, 0.1497315E+00, 0.1481619E+00, 0.1465168E+00, 0.1447965E+00, 0.1429998E+00, 0.1411238E+00, 0.1391661E+00, 0.1371274E+00, 0.1350109E+00, 0.1328202E+00, 0.1305589E+00, 0.1282311E+00, 0.1258419E+00, 0.1233969E+00, 0.1209026E+00, 0.1183657E+00, 0.1157929E+00, 0.1131908E+00, 0.1105660E+00, 0.1079245E+00, 0.1052723E+00, 0.1026148E+00, 0.9995721E-01, 0.9730448E-01, 0.9466134E-01, 0.9203240E-01, 0.8942240E-01, 0.8683785E-01, 0.8574953E-01, 0.8430371E-01, 0.8083372E-01, 0.7715771E-01, 0.7360713E-01, 0.7022677E-01, 0.6700721E-01, 0.6393024E-01, 0.6097865E-01, 0.5813830E-01, 0.5539811E-01, 0.5274959E-01, 0.5018635E-01, 0.4770356E-01, 0.4529758E-01, 0.4296568E-01, 0.4070575E-01, 0.3851612E-01, 0.3639543E-01, 0.3434254E-01, 0.3235639E-01, 0.3043601E-01, 0.2858044E-01, 0.2678868E-01, 0.2505973E-01, 0.2339254E-01, 0.2178604E-01, 0.2023925E-01,
 0.5300000E+00, 0.2099274E+00, 0.2029548E+00, 0.1972115E+00, 0.1916876E+00, 0.1883272E+00, 0.1863561E+00, 0.1847491E+00, 0.1831090E+00, 0.1814400E+00, 0.1797914E+00, 0.1781918E+00, 0.1766538E+00, 0.1751828E+00, 0.1737801E+00, 0.1724451E+00, 0.1711759E+00, 0.1711759E+00, 0.1699749E+00, 0.1688376E+00, 0.1677571E+00, 0.1667283E+00, 0.1657471E+00, 0.1648097E+00, 0.1639126E+00, 0.1630525E+00, 0.1622268E+00, 0.1614362E+00, 0.1607973E+00, 0.1603338E+00, 0.1597068E+00, 0.1590439E+00, 0.1584119E+00, 0.1577144E+00, 0.1569864E+00, 0.1562500E+00, 0.1554643E+00, 0.1546448E+00, 0.1546448E+00, 0.1537921E+00, 0.1528836E+00, 0.1519310E+00, 0.1509186E+00, 0.1498453E+00, 0.1487071E+00, 0.1475006E+00, 0.1462252E+00, 0.1448794E+00, 0.1434622E+00, 0.1419723E+00, 0.1404100E+00, 0.1387756E+00, 0.1370678E+00, 0.1352842E+00, 0.1334223E+00, 0.1314823E+00, 0.1294671E+00, 0.1273799E+00, 0.1252240E+00, 0.1230034E+00, 0.1207228E+00, 0.1183875E+00, 0.1160038E+00, 0.1135778E+00, 0.1111163E+00, 0.1086256E+00, 0.1061120E+00, 0.1035816E+00, 0.1010399E+00, 0.9849243E-01, 0.9594423E-01, 0.9340013E-01, 0.9086477E-01, 0.8834268E-01, 0.8583865E-01, 0.8335961E-01, 0.8272754E-01, 0.8141458E-01, 0.7794182E-01, 0.7428877E-01, 0.7078629E-01, 0.6747000E-01, 0.6432406E-01, 0.6132619E-01, 0.5845661E-01, 0.5569948E-01, 0.5304258E-01, 0.5047666E-01, 0.4799481E-01, 0.4559185E-01, 0.4326389E-01, 0.4100801E-01, 0.3882201E-01, 0.3670413E-01, 0.3465299E-01, 0.3266738E-01, 0.3074628E-01, 0.2888870E-01, 0.2709370E-01, 0.2536031E-01, 0.2368757E-01, 0.2207446E-01, 0.2051999E-01, 0.1902326E-01,
 0.5500000E+00, 0.1972456E+00, 0.1896895E+00, 0.1861117E+00, 0.1826147E+00, 0.1802230E+00, 0.1786960E+00, 0.1773832E+00, 0.1759686E+00, 0.1744692E+00, 0.1729472E+00, 0.1714431E+00, 0.1699791E+00, 0.1685672E+00, 0.1672136E+00, 0.1659208E+00, 0.1646892E+00, 0.1646892E+00, 0.1635217E+00, 0.1624158E+00, 0.1613659E+00, 0.1603673E+00, 0.1594162E+00, 0.1585093E+00, 0.1576433E+00, 0.1568154E+00, 0.1560235E+00, 0.1552685E+00, 0.1546315E+00, 0.1541497E+00, 0.1535478E+00, 0.1529104E+00, 0.1522966E+00, 0.1516291E+00, 0.1509329E+00, 0.1502276E+00, 0.1494783E+00, 0.1486965E+00, 0.1486965E+00, 0.1478842E+00, 0.1470201E+00, 0.1461138E+00, 0.1451524E+00, 0.1441329E+00, 0.1430524E+00, 0.1419066E+00, 0.1406953E+00, 0.1394167E+00, 0.1380697E+00, 0.1366531E+00, 0.1351669E+00, 0.1336112E+00, 0.1319852E+00, 0.1302865E+00, 0.1285127E+00, 0.1266637E+00, 0.1247418E+00, 0.1227500E+00, 0.1206914E+00, 0.1185698E+00, 0.1163895E+00, 0.1141558E+00, 0.1118743E+00, 0.1095512E+00, 0.1071929E+00, 0.1048055E+00, 0.1023951E+00, 0.9996765E-01, 0.9752866E-01, 0.9508338E-01, 0.9263678E-01, 0.9019359E-01, 0.8775836E-01, 0.8533557E-01, 0.8293001E-01, 0.8054914E-01, 0.8040317E-01, 0.7915621E-01, 0.7566407E-01, 0.7202661E-01, 0.6856590E-01, 0.6530712E-01, 0.6222793E-01, 0.5930206E-01, 0.5650725E-01, 0.5382604E-01, 0.5124515E-01, 0.4875461E-01, 0.4634701E-01, 0.4401683E-01, 0.4175997E-01, 0.3957335E-01, 0.3745465E-01, 0.3540206E-01, 0.3341414E-01, 0.3148970E-01, 0.2962767E-01, 0.2782710E-01, 0.2608704E-01, 0.2440659E-01, 0.2278478E-01, 0.2122067E-01, 0.1971330E-01, 0.1826187E-01,
 0.5700000E+00, 0.1862305E+00, 0.1787801E+00, 0.1769291E+00, 0.1753027E+00, 0.1738525E+00, 0.1727680E+00, 0.1717365E+00, 0.1705336E+00, 0.1691931E+00, 0.1677893E+00, 0.1663739E+00, 0.1649779E+00, 0.1636198E+00, 0.1623103E+00, 0.1610551E+00, 0.1598568E+00, 0.1598568E+00, 0.1587188E+00, 0.1576405E+00, 0.1566172E+00, 0.1556448E+00, 0.1547199E+00, 0.1538392E+00, 0.1529998E+00, 0.1521992E+00, 0.1514356E+00, 0.1507097E+00, 0.1500793E+00, 0.1495862E+00, 0.1490056E+00, 0.1483918E+00, 0.1477965E+00, 0.1471565E+00, 0.1464892E+00, 0.1458127E+00, 0.1450966E+00, 0.1443491E+00, 0.1443491E+00, 0.1435734E+00, 0.1427497E+00, 0.1418853E+00, 0.1409699E+00, 0.1399990E+00, 0.1389705E+00, 0.1378797E+00, 0.1367262E+00, 0.1355082E+00, 0.1342246E+00, 0.1328742E+00, 0.1314568E+00, 0.1299724E+00, 0.1284203E+00, 0.1267984E+00, 0.1251043E+00, 0.1233376E+00, 0.1215003E+00, 0.1195951E+00, 0.1176249E+00, 0.1155932E+00, 0.1135042E+00, 0.1113628E+00, 0.1091745E+00, 0.1069451E+00, 0.1046807E+00, 0.1023875E+00, 0.1000713E+00, 0.9773790E-01, 0.9539263E-01, 0.9304065E-01, 0.9068684E-01, 0.8833581E-01, 0.8599204E-01, 0.8365993E-01, 0.8134431E-01, 0.7905324E-01, 0.7941908E-01, 0.7816264E-01, 0.7462980E-01, 0.7099618E-01, 0.6756693E-01, 0.6435556E-01, 0.6133303E-01, 0.5846915E-01, 0.5573917E-01, 0.5312407E-01, 0.5060951E-01, 0.4818482E-01, 0.4584213E-01, 0.4357557E-01, 0.4138082E-01, 0.3925468E-01, 0.3719471E-01, 0.3519904E-01, 0.3326621E-01, 0.3139498E-01, 0.2958432E-01, 0.2783325E-01, 0.2614088E-01, 0.2450629E-01, 0.2292859E-01, 0.2140684E-01, 0.1994016E-01, 0.1852784E-01,
 0.5900000E+00, 0.1756848E+00, 0.1687946E+00, 0.1683522E+00, 0.1684002E+00, 0.1678327E+00, 0.1671767E+00, 0.1664105E+00, 0.1654052E+00, 0.1642137E+00, 0.1629210E+00, 0.1615891E+00, 0.1602572E+00, 0.1589496E+00, 0.1576815E+00, 0.1564614E+00, 0.1552942E+00, 0.1552942E+00, 0.1541839E+00, 0.1531312E+00, 0.1521326E+00, 0.1511844E+00, 0.1502835E+00, 0.1494267E+00, 0.1486113E+00, 0.1478350E+00, 0.1470961E+00, 0.1463954E+00, 0.1457747E+00, 0.1452759E+00, 0.1447146E+00, 0.1441232E+00, 0.1435466E+00, 0.1429325E+00, 0.1422924E+00, 0.1416430E+00, 0.1409580E+00, 0.1402425E+00, 0.1402425E+00, 0.1395009E+00, 0.1387146E+00, 0.1378892E+00, 0.1370163E+00, 0.1360904E+00, 0.1351100E+00, 0.1340700E+00, 0.1329701E+00, 0.1318082E+00, 0.1305834E+00, 0.1292944E+00, 0.1279407E+00, 0.1265225E+00, 0.1250391E+00, 0.1234886E+00, 0.1218687E+00, 0.1201789E+00, 0.1184205E+00, 0.1165962E+00, 0.1147087E+00, 0.1127613E+00, 0.1107580E+00, 0.1087034E+00, 0.1066028E+00, 0.1044618E+00, 0.1022862E+00, 0.1000820E+00, 0.9785486E-01, 0.9561043E-01, 0.9335396E-01, 0.9109046E-01, 0.8882468E-01, 0.8656116E-01, 0.8430425E-01, 0.8205832E-01, 0.7982823E-01, 0.7762264E-01, 0.7852900E-01, 0.7719971E-01, 0.7361765E-01, 0.6998675E-01, 0.6658798E-01, 0.6342234E-01, 0.6045426E-01, 0.5764974E-01, 0.5498170E-01, 0.5242964E-01, 0.4997825E-01, 0.4761621E-01, 0.4533520E-01, 0.4312906E-01, 0.4099329E-01, 0.3892452E-01, 0.3692024E-01, 0.3497854E-01, 0.3309789E-01, 0.3127709E-01, 0.2951506E-01, 0.2781088E-01, 0.2616363E-01, 0.2457246E-01, 0.2303648E-01, 0.2155481E-01, 0.2012662E-01, 0.1875128E-01,
 0.6100000E+00, 0.1655144E+00, 0.1595186E+00, 0.1602581E+00, 0.1617732E+00, 0.1620097E+00, 0.1617583E+00, 0.1612393E+00, 0.1604167E+00, 0.1593636E+00, 0.1581751E+00, 0.1569220E+00, 0.1556507E+00, 0.1543912E+00, 0.1531624E+00, 0.1519760E+00, 0.1508383E+00, 0.1508383E+00, 0.1497545E+00, 0.1487263E+00, 0.1477511E+00, 0.1468258E+00, 0.1459474E+00, 0.1451129E+00, 0.1443197E+00, 0.1435655E+00, 0.1428490E+00, 0.1421706E+00, 0.1415612E+00, 0.1410610E+00, 0.1405178E+00, 0.1399477E+00, 0.1393897E+00, 0.1388001E+00, 0.1381856E+00, 0.1375618E+00, 0.1369060E+00, 0.1362206E+00, 0.1362206E+00, 0.1355107E+00, 0.1347593E+00, 0.1339702E+00, 0.1331368E+00, 0.1322527E+00, 0.1313169E+00, 0.1303242E+00, 0.1292742E+00, 0.1281645E+00, 0.1269944E+00, 0.1257626E+00, 0.1244684E+00, 0.1231121E+00, 0.1216929E+00, 0.1202092E+00, 0.1186589E+00, 0.1170410E+00, 0.1153569E+00, 0.1136087E+00, 0.1117992E+00, 0.1099314E+00, 0.1080091E+00, 0.1060368E+00, 0.1040193E+00, 0.1019622E+00, 0.9987105E-01, 0.9775162E-01, 0.9560948E-01, 0.9345004E-01, 0.9127846E-01, 0.8909960E-01, 0.8691812E-01, 0.8473843E-01, 0.8256481E-01, 0.8040155E-01, 0.7825355E-01, 0.7613020E-01, 0.7760406E-01, 0.7614454E-01, 0.7250968E-01, 0.6888382E-01, 0.6551739E-01, 0.6239844E-01, 0.5948498E-01, 0.5673946E-01, 0.5413264E-01, 0.5164265E-01, 0.4925329E-01, 0.4695265E-01, 0.4473202E-01, 0.4258499E-01, 0.4050686E-01, 0.3849416E-01, 0.3654429E-01, 0.3465530E-01, 0.3282564E-01, 0.3105408E-01, 0.2933957E-01, 0.2768119E-01, 0.2607804E-01, 0.2452930E-01, 0.2303411E-01, 0.2159163E-01, 0.2020107E-01, 0.1886191E-01,
 0.6300000E+00, 0.1550882E+00, 0.1503657E+00, 0.1521372E+00, 0.1549221E+00, 0.1558754E+00, 0.1559990E+00, 0.1557073E+00, 0.1550519E+00, 0.1541265E+00, 0.1530349E+00, 0.1518554E+00, 0.1506410E+00, 0.1494267E+00, 0.1482351E+00, 0.1470802E+00, 0.1459705E+00, 0.1459705E+00, 0.1449116E+00, 0.1439064E+00, 0.1429532E+00, 0.1420493E+00, 0.1411918E+00, 0.1403780E+00, 0.1396052E+00, 0.1388712E+00, 0.1381748E+00, 0.1375162E+00, 0.1369185E+00, 0.1364198E+00, 0.1358933E+00, 0.1353431E+00, 0.1348031E+00, 0.1342362E+00, 0.1336455E+00, 0.1330456E+00, 0.1324166E+00, 0.1317591E+00, 0.1317591E+00, 0.1310783E+00, 0.1303591E+00, 0.1296033E+00, 0.1288061E+00, 0.1279605E+00, 0.1270657E+00, 0.1261164E+00, 0.1251120E+00, 0.1240504E+00, 0.1229306E+00, 0.1217513E+00, 0.1205120E+00, 0.1192126E+00, 0.1178527E+00, 0.1164307E+00, 0.1149445E+00, 0.1133932E+00, 0.1117778E+00, 0.1101003E+00, 0.1083632E+00, 0.1065694E+00, 0.1047226E+00, 0.1028269E+00, 0.1008871E+00, 0.9890841E-01, 0.9689634E-01, 0.9485637E-01, 0.9279396E-01, 0.9071434E-01, 0.8862254E-01, 0.8652332E-01, 0.8442118E-01, 0.8232046E-01, 0.8022532E-01, 0.7814001E-01, 0.7606945E-01, 0.7402384E-01, 0.7608350E-01, 0.7443296E-01, 0.7073805E-01, 0.6711564E-01, 0.6377991E-01, 0.6070540E-01, 0.5784388E-01, 0.5515436E-01, 0.5260556E-01, 0.5017431E-01, 0.4784361E-01, 0.4560100E-01, 0.4343739E-01, 0.4134614E-01, 0.3932239E-01, 0.3736256E-01, 0.3546399E-01, 0.3362467E-01, 0.3184304E-01, 0.3011787E-01, 0.2844811E-01, 0.2683284E-01, 0.2527121E-01, 0.2376239E-01, 0.2230557E-01, 0.2089995E-01, 0.1954479E-01, 0.1823965E-01,
 0.6500000E+00, 0.1438442E+00, 0.1408985E+00, 0.1436156E+00, 0.1474915E+00, 0.1490737E+00, 0.1495390E+00, 0.1494541E+00, 0.1489504E+00, 0.1481416E+00, 0.1471392E+00, 0.1460280E+00, 0.1448666E+00, 0.1436945E+00, 0.1425374E+00, 0.1414121E+00, 0.1403283E+00, 0.1403283E+00, 0.1392928E+00, 0.1383090E+00, 0.1373761E+00, 0.1364918E+00, 0.1356535E+00, 0.1348585E+00, 0.1341041E+00, 0.1333884E+00, 0.1327099E+00, 0.1320688E+00, 0.1314826E+00, 0.1309869E+00, 0.1304758E+00, 0.1299437E+00, 0.1294204E+00, 0.1288744E+00, 0.1283054E+00, 0.1277272E+00, 0.1271227E+00, 0.1264905E+00, 0.1264905E+00, 0.1258361E+00, 0.1251459E+00, 0.1244204E+00, 0.1236557E+00, 0.1228450E+00, 0.1219870E+00, 0.1210769E+00, 0.1201138E+00, 0.1190955E+00, 0.1180212E+00, 0.1168895E+00, 0.1156998E+00, 0.1144520E+00, 0.1131457E+00, 0.1117796E+00, 0.1103516E+00, 0.1088608E+00, 0.1073078E+00, 0.1056945E+00, 0.1040232E+00, 0.1022969E+00, 0.1005189E+00, 0.9869319E-01, 0.9682438E-01, 0.9491748E-01, 0.9297778E-01, 0.9101064E-01, 0.8902133E-01, 0.8701497E-01, 0.8499643E-01, 0.8297037E-01, 0.8094116E-01, 0.7891304E-01, 0.7689008E-01, 0.7487647E-01, 0.7287718E-01, 0.7090322E-01, 0.7355197E-01, 0.7164145E-01, 0.6787197E-01, 0.6424482E-01, 0.6093231E-01, 0.5789484E-01, 0.5507786E-01, 0.5243697E-01, 0.4993891E-01, 0.4755923E-01, 0.4528011E-01, 0.4308858E-01, 0.4097519E-01, 0.3893307E-01, 0.3695718E-01, 0.3504385E-01, 0.3319036E-01, 0.3139466E-01, 0.2965517E-01, 0.2797064E-01, 0.2634005E-01, 0.2476247E-01, 0.2323708E-01, 0.2176308E-01, 0.2033969E-01, 0.1896615E-01, 0.1764174E-01, 0.1636614E-01,
 0.6700000E+00, 0.1327958E+00, 0.1320425E+00, 0.1356544E+00, 0.1404544E+00, 0.1425766E+00, 0.1433465E+00, 0.1434469E+00, 0.1430794E+00, 0.1423767E+00, 0.1414567E+00, 0.1404094E+00, 0.1392981E+00, 0.1381662E+00, 0.1370425E+00, 0.1359457E+00, 0.1348871E+00, 0.1348871E+00, 0.1338741E+00, 0.1329111E+00, 0.1319978E+00, 0.1311324E+00, 0.1303124E+00, 0.1295352E+00, 0.1287983E+00, 0.1280996E+00, 0.1274377E+00, 0.1268127E+00, 0.1262380E+00, 0.1257464E+00, 0.1252498E+00, 0.1247348E+00, 0.1242272E+00, 0.1237006E+00, 0.1231517E+00, 0.1225935E+00, 0.1220115E+00, 0.1214027E+00, 0.1214027E+00, 0.1207725E+00, 0.1201090E+00, 0.1194112E+00, 0.1186764E+00, 0.1178974E+00, 0.1170732E+00, 0.1161989E+00, 0.1152735E+00, 0.1142950E+00, 0.1132622E+00, 0.1121740E+00, 0.1110298E+00, 0.1098293E+00, 0.1085722E+00, 0.1072573E+00, 0.1058827E+00, 0.1044474E+00, 0.1029517E+00, 0.1013975E+00, 0.9978697E-01, 0.9812283E-01, 0.9640830E-01, 0.9464724E-01, 0.9284405E-01, 0.9100359E-01, 0.8913095E-01, 0.8723134E-01, 0.8530988E-01, 0.8337154E-01, 0.8142110E-01, 0.7946305E-01, 0.7750170E-01, 0.7554115E-01, 0.7358538E-01, 0.7163852E-01, 0.6970559E-01, 0.6779847E-01, 0.7102787E-01, 0.6879427E-01, 0.6493961E-01, 0.6130232E-01, 0.5800799E-01, 0.5500238E-01, 0.5222464E-01, 0.4962702E-01, 0.4717432E-01, 0.4484087E-01, 0.4260806E-01, 0.4046240E-01, 0.3839412E-01, 0.3639609E-01, 0.3446315E-01, 0.3259153E-01, 0.3077842E-01, 0.2902176E-01, 0.2731995E-01, 0.2567174E-01, 0.2407609E-01, 0.2253211E-01, 0.2103899E-01, 0.1959596E-01, 0.1820226E-01, 0.1685716E-01, 0.1556002E-01, 0.1431055E-01,
