@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.5256000E+01, 0.2381593E+02, 0.2048688E+02, 0.7444984E+01, 0.6177909E+01,
 0.5258000E+01, 0.2384158E+02, 0.2050499E+02, 0.7448398E+01, 0.6180545E+01,
 0.5260000E+01, 0.2386721E+02, 0.2052310E+02, 0.7451813E+01, 0.6183183E+01,
 0.5262000E+01, 0.2389282E+02, 0.2054120E+02, 0.7455230E+01, 0.6185823E+01,
 0.5264000E+01, 0.2391841E+02, 0.2055930E+02, 0.7458649E+01, 0.6188465E+01,
 0.5266000E+01, 0.2394398E+02, 0.2057739E+02, 0.7462070E+01, 0.6191108E+01,
 0.5268000E+01, 0.2396952E+02, 0.2059548E+02, 0.7465492E+01, 0.6193753E+01,
 0.5270000E+01, 0.2399504E+02, 0.2061356E+02, 0.7468916E+01, 0.6196400E+01,
 0.5272000E+01, 0.2402055E+02, 0.2063163E+02, 0.7472342E+01, 0.6199048E+01,
 0.5274000E+01, 0.2404602E+02, 0.2064970E+02, 0.7475769E+01, 0.6201698E+01,
 0.5276000E+01, 0.2407148E+02, 0.2066776E+02, 0.7479198E+01, 0.6204350E+01,
 0.5278000E+01, 0.2409691E+02, 0.2068582E+02, 0.7482629E+01, 0.6207004E+01,
 0.5280000E+01, 0.2412232E+02, 0.2070387E+02, 0.7486062E+01, 0.6209660E+01,
 0.5282000E+01, 0.2414771E+02, 0.2072192E+02, 0.7489496E+01, 0.6212317E+01,
 0.5284000E+01, 0.2417307E+02, 0.2073996E+02, 0.7492932E+01, 0.6214976E+01,
 0.5286000E+01, 0.2419841E+02, 0.2075799E+02, 0.7496370E+01, 0.6217636E+01,
 0.5288000E+01, 0.2422372E+02, 0.2077602E+02, 0.7499809E+01, 0.6220299E+01,
 0.5290000E+01, 0.2424901E+02, 0.2079405E+02, 0.7503250E+01, 0.6222963E+01,
 0.5292000E+01, 0.2427427E+02, 0.2081207E+02, 0.7506693E+01, 0.6225629E+01,
 0.5294000E+01, 0.2429951E+02, 0.2083009E+02, 0.7510138E+01, 0.6228296E+01,
 0.5296000E+01, 0.2432473E+02, 0.2084810E+02, 0.7513584E+01, 0.6230966E+01,
 0.5298000E+01, 0.2434992E+02, 0.2086610E+02, 0.7517032E+01, 0.6233637E+01,
 0.5300000E+01, 0.2437509E+02, 0.2088411E+02, 0.7520481E+01, 0.6236310E+01,
 0.5302000E+01, 0.2440023E+02, 0.2090210E+02, 0.7523932E+01, 0.6238985E+01,
 0.5304000E+01, 0.2442534E+02, 0.2092009E+02, 0.7527386E+01, 0.6241661E+01,
 0.5306000E+01, 0.2445043E+02, 0.2093808E+02, 0.7530840E+01, 0.6244339E+01,
 0.5308000E+01, 0.2447549E+02, 0.2095606E+02, 0.7534297E+01, 0.6247019E+01,
 0.5310000E+01, 0.2450053E+02, 0.2097404E+02, 0.7537755E+01, 0.6249700E+01,
 0.5312000E+01, 0.2452555E+02, 0.2099202E+02, 0.7541214E+01, 0.6252384E+01,
 0.5314000E+01, 0.2455053E+02, 0.2100999E+02, 0.7544676E+01, 0.6255069E+01,
 0.5316000E+01, 0.2457549E+02, 0.2102795E+02, 0.7548139E+01, 0.6257755E+01,
 0.5318000E+01, 0.2460043E+02, 0.2104591E+02, 0.7551603E+01, 0.6260444E+01,
 0.5320000E+01, 0.2462534E+02, 0.2106387E+02, 0.7555070E+01, 0.6263134E+01,
 0.5322000E+01, 0.2465022E+02, 0.2108183E+02, 0.7558538E+01, 0.6265826E+01,
 0.5324000E+01, 0.2467508E+02, 0.2109977E+02, 0.7562008E+01, 0.6268520E+01,
 0.5326000E+01, 0.2469991E+02, 0.2111772E+02, 0.7565479E+01, 0.6271215E+01,
 0.5328000E+01, 0.2472471E+02, 0.2113566E+02, 0.7568952E+01, 0.6273913E+01,
 0.5330000E+01, 0.2474949E+02, 0.2115360E+02, 0.7572427E+01, 0.6276612E+01,
 0.5332000E+01, 0.2477425E+02, 0.2117153E+02, 0.7575903E+01, 0.6279313E+01,
 0.5334000E+01, 0.2479897E+02, 0.2118946E+02, 0.7579381E+01, 0.6282015E+01,
 0.5336000E+01, 0.2482367E+02, 0.2120739E+02, 0.7582861E+01, 0.6284719E+01,
 0.5338000E+01, 0.2484835E+02, 0.2122531E+02, 0.7586342E+01, 0.6287426E+01,
 0.5340000E+01, 0.2487300E+02, 0.2124323E+02, 0.7589826E+01, 0.6290133E+01,
 0.5342000E+01, 0.2489762E+02, 0.2126114E+02, 0.7593310E+01, 0.6292842E+01,
 0.5344000E+01, 0.2492222E+02, 0.2127906E+02, 0.7596797E+01, 0.6295554E+01,
 0.5346000E+01, 0.2494679E+02, 0.2129696E+02, 0.7600285E+01, 0.6298267E+01,
 0.5348000E+01, 0.2497133E+02, 0.2131487E+02, 0.7603774E+01, 0.6300982E+01,
 0.5350000E+01, 0.2499585E+02, 0.2133277E+02, 0.7607265E+01, 0.6303698E+01,
 0.5352000E+01, 0.2502034E+02, 0.2135067E+02, 0.7610758E+01, 0.6306416E+01,
 0.5354000E+01, 0.2504481E+02, 0.2136857E+02, 0.7614253E+01, 0.6309136E+01,
 0.5356000E+01, 0.2506925E+02, 0.2138646E+02, 0.7617749E+01, 0.6311858E+01,
 0.5358000E+01, 0.2509367E+02, 0.2140435E+02, 0.7621247E+01, 0.6314581E+01,
 0.5360000E+01, 0.2511806E+02, 0.2142224E+02, 0.7624746E+01, 0.6317306E+01,
 0.5362000E+01, 0.2514242E+02, 0.2144012E+02, 0.7628247E+01, 0.6320033E+01,
 0.5364000E+01, 0.2516676E+02, 0.2145800E+02, 0.7631750E+01, 0.6322762E+01,
 0.5366000E+01, 0.2519107E+02, 0.2147588E+02, 0.7635254E+01, 0.6325492E+01,
 0.5368000E+01, 0.2521536E+02, 0.2149375E+02, 0.7638761E+01, 0.6328224E+01,
 0.5370000E+01, 0.2523962E+02, 0.2151162E+02, 0.7642268E+01, 0.6330958E+01,
 0.5372000E+01, 0.2526386E+02, 0.2152949E+02, 0.7645777E+01, 0.6333694E+01,
 0.5374000E+01, 0.2528807E+02, 0.2154736E+02, 0.7649288E+01, 0.6336431E+01,
 0.5376000E+01, 0.2531226E+02, 0.2156522E+02, 0.7652801E+01, 0.6339170E+01,
 0.5378000E+01, 0.2533642E+02, 0.2158309E+02, 0.7656314E+01, 0.6341911E+01,
 0.5380000E+01, 0.2536056E+02, 0.2160094E+02, 0.7659830E+01, 0.6344654E+01,
 0.5382000E+01, 0.2538467E+02, 0.2161880E+02, 0.7663348E+01, 0.6347398E+01,
 0.5384000E+01, 0.2540876E+02, 0.2163666E+02, 0.7666866E+01, 0.6350144E+01,
 0.5386000E+01, 0.2543282E+02, 0.2165451E+02, 0.7670387E+01, 0.6352892E+01,
 0.5388000E+01, 0.2545686E+02, 0.2167236E+02, 0.7673909E+01, 0.6355641E+01,
 0.5390000E+01, 0.2548087E+02, 0.2169021E+02, 0.7677433E+01, 0.6358393E+01,
 0.5392000E+01, 0.2550486E+02, 0.2170805E+02, 0.7680958E+01, 0.6361145E+01,
 0.5394000E+01, 0.2552883E+02, 0.2172589E+02, 0.7684485E+01, 0.6363900E+01,
 0.5396000E+01, 0.2555277E+02, 0.2174374E+02, 0.7688014E+01, 0.6366657E+01,
 0.5398000E+01, 0.2557668E+02, 0.2176158E+02, 0.7691544E+01, 0.6369415E+01,
 0.5400000E+01, 0.2560058E+02, 0.2177941E+02, 0.7695076E+01, 0.6372175E+01,
 0.5402000E+01, 0.2562444E+02, 0.2179725E+02, 0.7698609E+01, 0.6374937E+01,
 0.5404000E+01, 0.2564829E+02, 0.2181508E+02, 0.7702144E+01, 0.6377700E+01,
 0.5406000E+01, 0.2567211E+02, 0.2183291E+02, 0.7705680E+01, 0.6380466E+01,
 0.5408000E+01, 0.2569591E+02, 0.2185074E+02, 0.7709218E+01, 0.6383233E+01,
 0.5410000E+01, 0.2571968E+02, 0.2186857E+02, 0.7712758E+01, 0.6386001E+01,
 0.5412000E+01, 0.2574343E+02, 0.2188640E+02, 0.7716299E+01, 0.6388772E+01,
 0.5414000E+01, 0.2576716E+02, 0.2190422E+02, 0.7719842E+01, 0.6391544E+01,
 0.5416000E+01, 0.2579087E+02, 0.2192205E+02, 0.7723386E+01, 0.6394318E+01,
 0.5418000E+01, 0.2581455E+02, 0.2193987E+02, 0.7726932E+01, 0.6397094E+01,
 0.5420000E+01, 0.2583821E+02, 0.2195769E+02, 0.7730480E+01, 0.6399871E+01,
 0.5422000E+01, 0.2586185E+02, 0.2197551E+02, 0.7734029E+01, 0.6402650E+01,
 0.5424000E+01, 0.2588546E+02, 0.2199333E+02, 0.7737579E+01, 0.6405431E+01,
 0.5426000E+01, 0.2590905E+02, 0.2201114E+02, 0.7741132E+01, 0.6408214E+01,
 0.5428000E+01, 0.2593262E+02, 0.2202896E+02, 0.7744686E+01, 0.6410998E+01,
 0.5430000E+01, 0.2595617E+02, 0.2204677E+02, 0.7748241E+01, 0.6413785E+01,
 0.5432000E+01, 0.2597969E+02, 0.2206459E+02, 0.7751798E+01, 0.6416572E+01,
 0.5434000E+01, 0.2600319E+02, 0.2208240E+02, 0.7755356E+01, 0.6419362E+01,
 0.5436000E+01, 0.2602667E+02, 0.2210021E+02, 0.7758916E+01, 0.6422153E+01,
 0.5438000E+01, 0.2605013E+02, 0.2211802E+02, 0.7762478E+01, 0.6424946E+01,
 0.5440000E+01, 0.2607357E+02, 0.2213583E+02, 0.7766041E+01, 0.6427741E+01,
 0.5442000E+01, 0.2609698E+02, 0.2215363E+02, 0.7769606E+01, 0.6430538E+01,
 0.5444000E+01, 0.2612038E+02, 0.2217144E+02, 0.7773172E+01, 0.6433336E+01,
 0.5446000E+01, 0.2614375E+02, 0.2218925E+02, 0.7776740E+01, 0.6436136E+01,
 0.5448000E+01, 0.2616710E+02, 0.2220705E+02, 0.7780309E+01, 0.6438938E+01,
 0.5450000E+01, 0.2619043E+02, 0.2222486E+02, 0.7783880E+01, 0.6441741E+01,
 0.5452000E+01, 0.2621374E+02, 0.2224266E+02, 0.7787452E+01, 0.6444547E+01,
 0.5454000E+01, 0.2623703E+02, 0.2226046E+02, 0.7791026E+01, 0.6447354E+01,
 0.5456000E+01, 0.2626029E+02, 0.2227826E+02, 0.7794602E+01, 0.6450162E+01,
 0.5458000E+01, 0.2628354E+02, 0.2229606E+02, 0.7798179E+01, 0.6452973E+01,
 0.5460000E+01, 0.2630677E+02, 0.2231387E+02, 0.7801757E+01, 0.6455785E+01,
 0.5462000E+01, 0.2632997E+02, 0.2233167E+02, 0.7805337E+01, 0.6458599E+01,
 0.5464000E+01, 0.2635316E+02, 0.2234947E+02, 0.7808919E+01, 0.6461415E+01,
 0.5466000E+01, 0.2637632E+02, 0.2236727E+02, 0.7812502E+01, 0.6464232E+01,
 0.5468000E+01, 0.2639947E+02, 0.2238507E+02, 0.7816087E+01, 0.6467052E+01,
 0.5470000E+01, 0.2642259E+02, 0.2240286E+02, 0.7819673E+01, 0.6469872E+01,
 0.5472000E+01, 0.2644570E+02, 0.2242066E+02, 0.7823260E+01, 0.6472695E+01,
 0.5474000E+01, 0.2646878E+02, 0.2243846E+02, 0.7826849E+01, 0.6475520E+01,
 0.5476000E+01, 0.2649185E+02, 0.2245626E+02, 0.7830441E+01, 0.6478346E+01,
 0.5478000E+01, 0.2651489E+02, 0.2247406E+02, 0.7834033E+01, 0.6481174E+01,
 0.5480000E+01, 0.2653792E+02, 0.2249186E+02, 0.7837626E+01, 0.6484004E+01,
 0.5482000E+01, 0.2656092E+02, 0.2250965E+02, 0.7841221E+01, 0.6486835E+01,
 0.5484000E+01, 0.2658391E+02, 0.2252745E+02, 0.7844818E+01, 0.6489668E+01,
 0.5486000E+01, 0.2660688E+02, 0.2254525E+02, 0.7848416E+01, 0.6492503E+01,
 0.5488000E+01, 0.2662983E+02, 0.2256305E+02, 0.7852016E+01, 0.6495339E+01,
 0.5490000E+01, 0.2665276E+02, 0.2258084E+02, 0.7855618E+01, 0.6498178E+01,
 0.5492000E+01, 0.2667567E+02, 0.2259864E+02, 0.7859220E+01, 0.6501018E+01,
 0.5494000E+01, 0.2669857E+02, 0.2261644E+02, 0.7862824E+01, 0.6503860E+01,
 0.5496000E+01, 0.2672144E+02, 0.2263424E+02, 0.7866430E+01, 0.6506703E+01,
 0.5498000E+01, 0.2674430E+02, 0.2265203E+02, 0.7870037E+01, 0.6509549E+01,
 0.5500000E+01, 0.2676714E+02, 0.2266983E+02, 0.7873646E+01, 0.6512395E+01,
 0.5502000E+01, 0.2678996E+02, 0.2268763E+02, 0.7877256E+01, 0.6515244E+01,
 0.5504000E+01, 0.2681276E+02, 0.2270543E+02, 0.7880867E+01, 0.6518095E+01,
 0.5506000E+01, 0.2683554E+02, 0.2272323E+02, 0.7884481E+01, 0.6520947E+01,
 0.5508000E+01, 0.2685830E+02, 0.2274103E+02, 0.7888095E+01, 0.6523801E+01,
 0.5510000E+01, 0.2688105E+02, 0.2275883E+02, 0.7891712E+01, 0.6526657E+01,
 0.5512000E+01, 0.2690378E+02, 0.2277663E+02, 0.7895329E+01, 0.6529514E+01,
 0.5514000E+01, 0.2692649E+02, 0.2279444E+02, 0.7898948E+01, 0.6532373E+01,
 0.5516000E+01, 0.2694919E+02, 0.2281224E+02, 0.7902568E+01, 0.6535234E+01,
 0.5518000E+01, 0.2697187E+02, 0.2283004E+02, 0.7906190E+01, 0.6538097E+01,
 0.5520000E+01, 0.2699453E+02, 0.2284785E+02, 0.7909814E+01, 0.6540961E+01,
 0.5522000E+01, 0.2701717E+02, 0.2286565E+02, 0.7913439E+01, 0.6543828E+01,
 0.5524000E+01, 0.2703979E+02, 0.2288345E+02, 0.7917065E+01, 0.6546695E+01,
 0.5526000E+01, 0.2706240E+02, 0.2290126E+02, 0.7920693E+01, 0.6549565E+01,
 0.5528000E+01, 0.2708499E+02, 0.2291907E+02, 0.7924322E+01, 0.6552436E+01,
 0.5530000E+01, 0.2710757E+02, 0.2293687E+02, 0.7927953E+01, 0.6555309E+01,
 0.5532000E+01, 0.2713013E+02, 0.2295468E+02, 0.7931585E+01, 0.6558184E+01,
 0.5534000E+01, 0.2715267E+02, 0.2297249E+02, 0.7935218E+01, 0.6561061E+01,
 0.5536000E+01, 0.2717519E+02, 0.2299030E+02, 0.7938854E+01, 0.6563939E+01,
 0.5538000E+01, 0.2719770E+02, 0.2300811E+02, 0.7942490E+01, 0.6566819E+01,
 0.5540000E+01, 0.2722019E+02, 0.2302592E+02, 0.7946128E+01, 0.6569701E+01,
 0.5542000E+01, 0.2724267E+02, 0.2304374E+02, 0.7949767E+01, 0.6572584E+01,
 0.5544000E+01, 0.2726513E+02, 0.2306155E+02, 0.7953408E+01, 0.6575469E+01,
 0.5546000E+01, 0.2728757E+02, 0.2307937E+02, 0.7957050E+01, 0.6578356E+01,
 0.5548000E+01, 0.2731000E+02, 0.2309718E+02, 0.7960694E+01, 0.6581245E+01,
 0.5550000E+01, 0.2733241E+02, 0.2311500E+02, 0.7964339E+01, 0.6584136E+01,
 0.5552000E+01, 0.2735480E+02, 0.2313282E+02, 0.7967986E+01, 0.6587028E+01,
 0.5554000E+01, 0.2737719E+02, 0.2315064E+02, 0.7971633E+01, 0.6589921E+01,
 0.5556000E+01, 0.2739955E+02, 0.2316846E+02, 0.7975283E+01, 0.6592817E+01,
 0.5558000E+01, 0.2742190E+02, 0.2318628E+02, 0.7978934E+01, 0.6595715E+01,
 0.5560000E+01, 0.2744423E+02, 0.2320411E+02, 0.7982586E+01, 0.6598613E+01,
 0.5562000E+01, 0.2746655E+02, 0.2322193E+02, 0.7986239E+01, 0.6601514E+01,
 0.5564000E+01, 0.2748885E+02, 0.2323976E+02, 0.7989894E+01, 0.6604417E+01,
 0.5566000E+01, 0.2751114E+02, 0.2325759E+02, 0.7993551E+01, 0.6607321E+01,
 0.5568000E+01, 0.2753341E+02, 0.2327542E+02, 0.7997209E+01, 0.6610227E+01,
 0.5570000E+01, 0.2755567E+02, 0.2329325E+02, 0.8000868E+01, 0.6613135E+01,
 0.5572000E+01, 0.2757791E+02, 0.2331108E+02, 0.8004529E+01, 0.6616044E+01,
 0.5574000E+01, 0.2760014E+02, 0.2332892E+02, 0.8008190E+01, 0.6618955E+01,
 0.5576000E+01, 0.2762235E+02, 0.2334676E+02, 0.8011854E+01, 0.6621868E+01,
 0.5578000E+01, 0.2764455E+02, 0.2336459E+02, 0.8015519E+01, 0.6624783E+01,
 0.5580000E+01, 0.2766673E+02, 0.2338243E+02, 0.8019185E+01, 0.6627699E+01,
 0.5582000E+01, 0.2768890E+02, 0.2340027E+02, 0.8022853E+01, 0.6630617E+01,
 0.5584000E+01, 0.2771106E+02, 0.2341812E+02, 0.8026522E+01, 0.6633537E+01,
 0.5586000E+01, 0.2773320E+02, 0.2343596E+02, 0.8030192E+01, 0.6636459E+01,
 0.5588000E+01, 0.2775533E+02, 0.2345381E+02, 0.8033864E+01, 0.6639382E+01,
 0.5590000E+01, 0.2777744E+02, 0.2347166E+02, 0.8037538E+01, 0.6642307E+01,
 0.5592000E+01, 0.2779954E+02, 0.2348951E+02, 0.8041212E+01, 0.6645234E+01,
 0.5594000E+01, 0.2782162E+02, 0.2350736E+02, 0.8044888E+01, 0.6648162E+01,
 0.5596000E+01, 0.2784369E+02, 0.2352522E+02, 0.8048565E+01, 0.6651093E+01,
 0.5598000E+01, 0.2786575E+02, 0.2354307E+02, 0.8052243E+01, 0.6654024E+01,
 0.5600000E+01, 0.2788779E+02, 0.2356093E+02, 0.8055923E+01, 0.6656958E+01,
 0.5602000E+01, 0.2790982E+02, 0.2357879E+02, 0.8059605E+01, 0.6659894E+01,
 0.5604000E+01, 0.2793183E+02, 0.2359665E+02, 0.8063288E+01, 0.6662830E+01,
 0.5606000E+01, 0.2795383E+02, 0.2361452E+02, 0.8066972E+01, 0.6665769E+01,
 0.5608000E+01, 0.2797582E+02, 0.2363239E+02, 0.8070658E+01, 0.6668710E+01,
 0.5610000E+01, 0.2799780E+02, 0.2365025E+02, 0.8074345E+01, 0.6671652E+01,
 0.5612000E+01, 0.2801976E+02, 0.2366813E+02, 0.8078032E+01, 0.6674596E+01,
 0.5614000E+01, 0.2804170E+02, 0.2368600E+02, 0.8081722E+01, 0.6677542E+01,
 0.5616000E+01, 0.2806364E+02, 0.2370387E+02, 0.8085413E+01, 0.6680489E+01,
 0.5618000E+01, 0.2808556E+02, 0.2372175E+02, 0.8089105E+01, 0.6683438E+01,
 0.5620000E+01, 0.2810747E+02, 0.2373963E+02, 0.8092798E+01, 0.6686389E+01,
 0.5622000E+01, 0.2812936E+02, 0.2375751E+02, 0.8096494E+01, 0.6689342E+01,
 0.5624000E+01, 0.2815125E+02, 0.2377540E+02, 0.8100190E+01, 0.6692296E+01,
 0.5626000E+01, 0.2817311E+02, 0.2379329E+02, 0.8103888E+01, 0.6695252E+01,
 0.5628000E+01, 0.2819497E+02, 0.2381118E+02, 0.8107587E+01, 0.6698210E+01,
 0.5630000E+01, 0.2821682E+02, 0.2382907E+02, 0.8111287E+01, 0.6701169E+01,
 0.5632000E+01, 0.2823865E+02, 0.2384696E+02, 0.8114988E+01, 0.6704131E+01,
 0.5634000E+01, 0.2826047E+02, 0.2386486E+02, 0.8118691E+01, 0.6707094E+01,
 0.5636000E+01, 0.2828227E+02, 0.2388276E+02, 0.8122396E+01, 0.6710058E+01,
 0.5638000E+01, 0.2830407E+02, 0.2390066E+02, 0.8126101E+01, 0.6713025E+01,
 0.5640000E+01, 0.2832585E+02, 0.2391857E+02, 0.8129808E+01, 0.6715993E+01,
 0.5642000E+01, 0.2834762E+02, 0.2393648E+02, 0.8133516E+01, 0.6718963E+01,
 0.5644000E+01, 0.2836938E+02, 0.2395439E+02, 0.8137226E+01, 0.6721934E+01,
 0.5646000E+01, 0.2839112E+02, 0.2397230E+02, 0.8140937E+01, 0.6724907E+01,
 0.5648000E+01, 0.2841286E+02, 0.2399022E+02, 0.8144649E+01, 0.6727882E+01,
 0.5650000E+01, 0.2843458E+02, 0.2400813E+02, 0.8148362E+01, 0.6730859E+01,
 0.5652000E+01, 0.2845629E+02, 0.2402605E+02, 0.8152077E+01, 0.6733838E+01,
 0.5654000E+01, 0.2847798E+02, 0.2404398E+02, 0.8155793E+01, 0.6736818E+01,
 0.5656000E+01, 0.2849967E+02, 0.2406190E+02, 0.8159511E+01, 0.6739799E+01,
 0.5658000E+01, 0.2852134E+02, 0.2407983E+02, 0.8163229E+01, 0.6742783E+01,
 0.5660000E+01, 0.2854300E+02, 0.2409777E+02, 0.8166949E+01, 0.6745769E+01,
 0.5662000E+01, 0.2856466E+02, 0.2411570E+02, 0.8170671E+01, 0.6748755E+01,
 0.5664000E+01, 0.2858629E+02, 0.2413364E+02, 0.8174393E+01, 0.6751744E+01,
 0.5666000E+01, 0.2860792E+02, 0.2415158E+02, 0.8178117E+01, 0.6754735E+01,
 0.5668000E+01, 0.2862954E+02, 0.2416953E+02, 0.8181842E+01, 0.6757727E+01,
 0.5670000E+01, 0.2865114E+02, 0.2418747E+02, 0.8185569E+01, 0.6760720E+01,
 0.5672000E+01, 0.2867274E+02, 0.2420542E+02, 0.8189296E+01, 0.6763716E+01,
 0.5674000E+01, 0.2869432E+02, 0.2422338E+02, 0.8193025E+01, 0.6766713E+01,
 0.5676000E+01, 0.2871589E+02, 0.2424133E+02, 0.8196755E+01, 0.6769712E+01,
 0.5678000E+01, 0.2873745E+02, 0.2425929E+02, 0.8200487E+01, 0.6772713E+01,
 0.5680000E+01, 0.2875900E+02, 0.2427726E+02, 0.8204220E+01, 0.6775715E+01,
 0.5682000E+01, 0.2878053E+02, 0.2429522E+02, 0.8207953E+01, 0.6778719E+01,
 0.5684000E+01, 0.2880206E+02, 0.2431319E+02, 0.8211689E+01, 0.6781725E+01,
 0.5686000E+01, 0.2882357E+02, 0.2433116E+02, 0.8215425E+01, 0.6784733E+01,
 0.5688000E+01, 0.2884508E+02, 0.2434914E+02, 0.8219164E+01, 0.6787742E+01,
 0.5690000E+01, 0.2886657E+02, 0.2436712E+02, 0.8222902E+01, 0.6790753E+01,
 0.5692000E+01, 0.2888806E+02, 0.2438510E+02, 0.8226643E+01, 0.6793766E+01,
 0.5694000E+01, 0.2890953E+02, 0.2440308E+02, 0.8230385E+01, 0.6796780E+01,
 0.5696000E+01, 0.2893099E+02, 0.2442107E+02, 0.8234127E+01, 0.6799797E+01,
 0.5698000E+01, 0.2895244E+02, 0.2443906E+02, 0.8237871E+01, 0.6802814E+01,
 0.5700000E+01, 0.2897388E+02, 0.2445706E+02, 0.8241617E+01, 0.6805834E+01,
 0.5702000E+01, 0.2899531E+02, 0.2447506E+02, 0.8245363E+01, 0.6808855E+01,
 0.5704000E+01, 0.2901673E+02, 0.2449306E+02, 0.8249111E+01, 0.6811878E+01,
 0.5706000E+01, 0.2903814E+02, 0.2451107E+02, 0.8252860E+01, 0.6814903E+01,
 0.5708000E+01, 0.2905954E+02, 0.2452908E+02, 0.8256611E+01, 0.6817929E+01,
 0.5710000E+01, 0.2908093E+02, 0.2454709E+02, 0.8260362E+01, 0.6820957E+01,
 0.5712000E+01, 0.2910231E+02, 0.2456510E+02, 0.8264114E+01, 0.6823987E+01,
 0.5714000E+01, 0.2912368E+02, 0.2458312E+02, 0.8267869E+01, 0.6827018E+01,
 0.5716000E+01, 0.2914503E+02, 0.2460115E+02, 0.8271624E+01, 0.6830051E+01,
 0.5718000E+01, 0.2916638E+02, 0.2461917E+02, 0.8275380E+01, 0.6833086E+01,
 0.5720000E+01, 0.2918772E+02, 0.2463721E+02, 0.8279139E+01, 0.6836123E+01,
 0.5722000E+01, 0.2920905E+02, 0.2465524E+02, 0.8282897E+01, 0.6839161E+01,
 0.5724000E+01, 0.2923037E+02, 0.2467328E+02, 0.8286657E+01, 0.6842201E+01,
 0.5726000E+01, 0.2925168E+02, 0.2469132E+02, 0.8290419E+01, 0.6845243E+01,
 0.5728000E+01, 0.2927298E+02, 0.2470936E+02, 0.8294181E+01, 0.6848286E+01,
 0.5730000E+01, 0.2929427E+02, 0.2472741E+02, 0.8297945E+01, 0.6851331E+01,
 0.5732000E+01, 0.2931554E+02, 0.2474546E+02, 0.8301709E+01, 0.6854378E+01,
 0.5734000E+01, 0.2933681E+02, 0.2476352E+02, 0.8305475E+01, 0.6857427E+01,
 0.5736000E+01, 0.2935807E+02, 0.2478158E+02, 0.8309243E+01, 0.6860477E+01,
 0.5738000E+01, 0.2937933E+02, 0.2479964E+02, 0.8313011E+01, 0.6863529E+01,
 0.5740000E+01, 0.2940057E+02, 0.2481771E+02, 0.8316781E+01, 0.6866582E+01,
 0.5742000E+01, 0.2942180E+02, 0.2483578E+02, 0.8320552E+01, 0.6869637E+01,
 0.5744000E+01, 0.2944302E+02, 0.2485386E+02, 0.8324324E+01, 0.6872694E+01,
 0.5746000E+01, 0.2946423E+02, 0.2487194E+02, 0.8328097E+01, 0.6875753E+01,
 0.5748000E+01, 0.2948544E+02, 0.2489002E+02, 0.8331872E+01, 0.6878814E+01,
 0.5750000E+01, 0.2950663E+02, 0.2490811E+02, 0.8335648E+01, 0.6881876E+01,
 0.5752000E+01, 0.2952782E+02, 0.2492620E+02, 0.8339424E+01, 0.6884940E+01,
 0.5754000E+01, 0.2954899E+02, 0.2494430E+02, 0.8343202E+01, 0.6888005E+01,
 0.5756000E+01, 0.2957016E+02, 0.2496240E+02, 0.8346981E+01, 0.6891072E+01,
 0.5758000E+01, 0.2959132E+02, 0.2498050E+02, 0.8350761E+01, 0.6894141E+01,
 0.5760000E+01, 0.2961246E+02, 0.2499861E+02, 0.8354543E+01, 0.6897212E+01,
 0.5762000E+01, 0.2963360E+02, 0.2501672E+02, 0.8358326E+01, 0.6900284E+01,
 0.5764000E+01, 0.2965474E+02, 0.2503484E+02, 0.8362109E+01, 0.6903358E+01,
 0.5766000E+01, 0.2967586E+02, 0.2505296E+02, 0.8365894E+01, 0.6906434E+01,
 0.5768000E+01, 0.2969697E+02, 0.2507108E+02, 0.8369680E+01, 0.6909511E+01,
 0.5770000E+01, 0.2971807E+02, 0.2508921E+02, 0.8373467E+01, 0.6912590E+01,
 0.5772000E+01, 0.2973917E+02, 0.2510734E+02, 0.8377256E+01, 0.6915671E+01,
 0.5774000E+01, 0.2976026E+02, 0.2512548E+02, 0.8381045E+01, 0.6918753E+01,
 0.5776000E+01, 0.2978133E+02, 0.2514362E+02, 0.8384836E+01, 0.6921837E+01,
 0.5778000E+01, 0.2980240E+02, 0.2516176E+02, 0.8388628E+01, 0.6924923E+01,
 0.5780000E+01, 0.2982346E+02, 0.2517991E+02, 0.8392421E+01, 0.6928010E+01,
 0.5782000E+01, 0.2984452E+02, 0.2519806E+02, 0.8396215E+01, 0.6931100E+01,
 0.5784000E+01, 0.2986556E+02, 0.2521622E+02, 0.8400010E+01, 0.6934191E+01,
 0.5786000E+01, 0.2988659E+02, 0.2523438E+02, 0.8403807E+01, 0.6937284E+01,
 0.5788000E+01, 0.2990762E+02, 0.2525255E+02, 0.8407604E+01, 0.6940378E+01,
 0.5790000E+01, 0.2992864E+02, 0.2527072E+02, 0.8411403E+01, 0.6943473E+01,
 0.5792000E+01, 0.2994965E+02, 0.2528890E+02, 0.8415203E+01, 0.6946571E+01,
 0.5794000E+01, 0.2997065E+02, 0.2530708E+02, 0.8419003E+01, 0.6949670E+01,
 0.5796000E+01, 0.2999164E+02, 0.2532526E+02, 0.8422806E+01, 0.6952772E+01,
 0.5798000E+01, 0.3001263E+02, 0.2534345E+02, 0.8426609E+01, 0.6955874E+01,
 0.5800000E+01, 0.3003361E+02, 0.2536164E+02, 0.8430413E+01, 0.6958979E+01,
