@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.5802000E+01, 0.3005457E+02, 0.2537984E+02, 0.8434218E+01, 0.6962085E+01,
 0.5804000E+01, 0.3007553E+02, 0.2539804E+02, 0.8438025E+01, 0.6965192E+01,
 0.5806000E+01, 0.3009649E+02, 0.2541625E+02, 0.8441833E+01, 0.6968302E+01,
 0.5808000E+01, 0.3011743E+02, 0.2543446E+02, 0.8445641E+01, 0.6971413E+01,
 0.5810000E+01, 0.3013837E+02, 0.2545267E+02, 0.8449450E+01, 0.6974525E+01,
 0.5812000E+01, 0.3015930E+02, 0.2547090E+02, 0.8453261E+01, 0.6977640E+01,
 0.5814000E+01, 0.3018022E+02, 0.2548912E+02, 0.8457073E+01, 0.6980756E+01,
 0.5816000E+01, 0.3020113E+02, 0.2550735E+02, 0.8460887E+01, 0.6983874E+01,
 0.5818000E+01, 0.3022203E+02, 0.2552558E+02, 0.8464701E+01, 0.6986994E+01,
 0.5820000E+01, 0.3024293E+02, 0.2554382E+02, 0.8468515E+01, 0.6990115E+01,
 0.5822000E+01, 0.3026382E+02, 0.2556207E+02, 0.8472332E+01, 0.6993237E+01,
 0.5824000E+01, 0.3028470E+02, 0.2558031E+02, 0.8476150E+01, 0.6996362E+01,
 0.5826000E+01, 0.3030557E+02, 0.2559857E+02, 0.8479968E+01, 0.6999488E+01,
 0.5828000E+01, 0.3032644E+02, 0.2561682E+02, 0.8483788E+01, 0.7002616E+01,
 0.5830000E+01, 0.3034730E+02, 0.2563509E+02, 0.8487608E+01, 0.7005746E+01,
 0.5832000E+01, 0.3036815E+02, 0.2565335E+02, 0.8491429E+01, 0.7008877E+01,
 0.5834000E+01, 0.3038899E+02, 0.2567162E+02, 0.8495253E+01, 0.7012010E+01,
 0.5836000E+01, 0.3040983E+02, 0.2568990E+02, 0.8499076E+01, 0.7015145E+01,
 0.5838000E+01, 0.3043065E+02, 0.2570818E+02, 0.8502901E+01, 0.7018281E+01,
 0.5840000E+01, 0.3045148E+02, 0.2572647E+02, 0.8506727E+01, 0.7021419E+01,
 0.5842000E+01, 0.3047229E+02, 0.2574476E+02, 0.8510553E+01, 0.7024559E+01,
 0.5844000E+01, 0.3049309E+02, 0.2576305E+02, 0.8514381E+01, 0.7027700E+01,
 0.5846000E+01, 0.3051389E+02, 0.2578135E+02, 0.8518210E+01, 0.7030843E+01,
 0.5848000E+01, 0.3053468E+02, 0.2579966E+02, 0.8522041E+01, 0.7033988E+01,
 0.5850000E+01, 0.3055547E+02, 0.2581797E+02, 0.8525872E+01, 0.7037134E+01,
 0.5852000E+01, 0.3057624E+02, 0.2583628E+02, 0.8529704E+01, 0.7040282E+01,
 0.5854000E+01, 0.3059701E+02, 0.2585460E+02, 0.8533538E+01, 0.7043431E+01,
 0.5856000E+01, 0.3061777E+02, 0.2587293E+02, 0.8537372E+01, 0.7046583E+01,
 0.5858000E+01, 0.3063853E+02, 0.2589126E+02, 0.8541207E+01, 0.7049736E+01,
 0.5860000E+01, 0.3065928E+02, 0.2590960E+02, 0.8545043E+01, 0.7052890E+01,
 0.5862000E+01, 0.3068002E+02, 0.2592793E+02, 0.8548881E+01, 0.7056047E+01,
 0.5864000E+01, 0.3070075E+02, 0.2594628E+02, 0.8552719E+01, 0.7059205E+01,
 0.5866000E+01, 0.3072147E+02, 0.2596463E+02, 0.8556559E+01, 0.7062365E+01,
 0.5868000E+01, 0.3074219E+02, 0.2598299E+02, 0.8560399E+01, 0.7065526E+01,
 0.5870000E+01, 0.3076291E+02, 0.2600135E+02, 0.8564240E+01, 0.7068689E+01,
 0.5872000E+01, 0.3078361E+02, 0.2601971E+02, 0.8568083E+01, 0.7071853E+01,
 0.5874000E+01, 0.3080431E+02, 0.2603808E+02, 0.8571926E+01, 0.7075020E+01,
 0.5876000E+01, 0.3082500E+02, 0.2605646E+02, 0.8575770E+01, 0.7078187E+01,
 0.5878000E+01, 0.3084569E+02, 0.2607484E+02, 0.8579617E+01, 0.7081357E+01,
 0.5880000E+01, 0.3086636E+02, 0.2609322E+02, 0.8583463E+01, 0.7084528E+01,
 0.5882000E+01, 0.3088703E+02, 0.2611161E+02, 0.8587310E+01, 0.7087701E+01,
 0.5884000E+01, 0.3090770E+02, 0.2613001E+02, 0.8591159E+01, 0.7090876E+01,
 0.5886000E+01, 0.3092836E+02, 0.2614841E+02, 0.8595008E+01, 0.7094052E+01,
 0.5888000E+01, 0.3094901E+02, 0.2616682E+02, 0.8598859E+01, 0.7097230E+01,
 0.5890000E+01, 0.3096965E+02, 0.2618523E+02, 0.8602710E+01, 0.7100410E+01,
 0.5892000E+01, 0.3099029E+02, 0.2620365E+02, 0.8606563E+01, 0.7103591E+01,
 0.5894000E+01, 0.3101092E+02, 0.2622207E+02, 0.8610415E+01, 0.7106774E+01,
 0.5896000E+01, 0.3103154E+02, 0.2624050E+02, 0.8614270E+01, 0.7109959E+01,
 0.5898000E+01, 0.3105216E+02, 0.2625893E+02, 0.8618126E+01, 0.7113145E+01,
 0.5900000E+01, 0.3107277E+02, 0.2627737E+02, 0.8621982E+01, 0.7116333E+01,
 0.5902000E+01, 0.3109337E+02, 0.2629581E+02, 0.8625839E+01, 0.7119523E+01,
 0.5904000E+01, 0.3111397E+02, 0.2631426E+02, 0.8629698E+01, 0.7122714E+01,
 0.5906000E+01, 0.3113456E+02, 0.2633272E+02, 0.8633556E+01, 0.7125906E+01,
 0.5908000E+01, 0.3115515E+02, 0.2635118E+02, 0.8637417E+01, 0.7129101E+01,
 0.5910000E+01, 0.3117573E+02, 0.2636964E+02, 0.8641278E+01, 0.7132297E+01,
 0.5912000E+01, 0.3119630E+02, 0.2638811E+02, 0.8645141E+01, 0.7135495E+01,
 0.5914000E+01, 0.3121687E+02, 0.2640659E+02, 0.8649003E+01, 0.7138694E+01,
 0.5916000E+01, 0.3123742E+02, 0.2642507E+02, 0.8652867E+01, 0.7141895E+01,
 0.5918000E+01, 0.3125798E+02, 0.2644355E+02, 0.8656733E+01, 0.7145098E+01,
 0.5920000E+01, 0.3127853E+02, 0.2646204E+02, 0.8660599E+01, 0.7148303E+01,
 0.5922000E+01, 0.3129907E+02, 0.2648054E+02, 0.8664465E+01, 0.7151509E+01,
 0.5924000E+01, 0.3131960E+02, 0.2649904E+02, 0.8668333E+01, 0.7154716E+01,
 0.5926000E+01, 0.3134013E+02, 0.2651755E+02, 0.8672202E+01, 0.7157926E+01,
 0.5928000E+01, 0.3136065E+02, 0.2653607E+02, 0.8676071E+01, 0.7161137E+01,
 0.5930000E+01, 0.3138117E+02, 0.2655459E+02, 0.8679942E+01, 0.7164350E+01,
 0.5932000E+01, 0.3140168E+02, 0.2657311E+02, 0.8683814E+01, 0.7167563E+01,
 0.5934000E+01, 0.3142218E+02, 0.2659164E+02, 0.8687686E+01, 0.7170780E+01,
 0.5936000E+01, 0.3144268E+02, 0.2661018E+02, 0.8691560E+01, 0.7173997E+01,
 0.5938000E+01, 0.3146317E+02, 0.2662872E+02, 0.8695434E+01, 0.7177217E+01,
 0.5940000E+01, 0.3148366E+02, 0.2664727E+02, 0.8699309E+01, 0.7180437E+01,
 0.5942000E+01, 0.3150414E+02, 0.2666582E+02, 0.8703185E+01, 0.7183660E+01,
 0.5944000E+01, 0.3152461E+02, 0.2668438E+02, 0.8707063E+01, 0.7186884E+01,
 0.5946000E+01, 0.3154508E+02, 0.2670294E+02, 0.8710940E+01, 0.7190110E+01,
 0.5948000E+01, 0.3156554E+02, 0.2672151E+02, 0.8714819E+01, 0.7193337E+01,
 0.5950000E+01, 0.3158599E+02, 0.2674009E+02, 0.8718699E+01, 0.7196566E+01,
 0.5952000E+01, 0.3160644E+02, 0.2675867E+02, 0.8722580E+01, 0.7199797E+01,
 0.5954000E+01, 0.3162689E+02, 0.2677725E+02, 0.8726461E+01, 0.7203029E+01,
 0.5956000E+01, 0.3164733E+02, 0.2679585E+02, 0.8730344E+01, 0.7206263E+01,
 0.5958000E+01, 0.3166776E+02, 0.2681444E+02, 0.8734227E+01, 0.7209499E+01,
 0.5960000E+01, 0.3168818E+02, 0.2683305E+02, 0.8738111E+01, 0.7212736E+01,
 0.5962000E+01, 0.3170861E+02, 0.2685165E+02, 0.8741997E+01, 0.7215975E+01,
 0.5964000E+01, 0.3172902E+02, 0.2687027E+02, 0.8745883E+01, 0.7219215E+01,
 0.5966000E+01, 0.3174943E+02, 0.2688889E+02, 0.8749770E+01, 0.7222457E+01,
 0.5968000E+01, 0.3176983E+02, 0.2690752E+02, 0.8753657E+01, 0.7225701E+01,
 0.5970000E+01, 0.3179023E+02, 0.2692615E+02, 0.8757546E+01, 0.7228947E+01,
 0.5972000E+01, 0.3181063E+02, 0.2694479E+02, 0.8761436E+01, 0.7232193E+01,
 0.5974000E+01, 0.3183101E+02, 0.2696343E+02, 0.8765326E+01, 0.7235442E+01,
 0.5976000E+01, 0.3185139E+02, 0.2698208E+02, 0.8769217E+01, 0.7238693E+01,
 0.5978000E+01, 0.3187177E+02, 0.2700074E+02, 0.8773109E+01, 0.7241945E+01,
 0.5980000E+01, 0.3189214E+02, 0.2701940E+02, 0.8777002E+01, 0.7245198E+01,
 0.5982000E+01, 0.3191250E+02, 0.2703806E+02, 0.8780896E+01, 0.7248453E+01,
 0.5984000E+01, 0.3193286E+02, 0.2705674E+02, 0.8784791E+01, 0.7251710E+01,
 0.5986000E+01, 0.3195322E+02, 0.2707541E+02, 0.8788687E+01, 0.7254969E+01,
 0.5988000E+01, 0.3197356E+02, 0.2709410E+02, 0.8792583E+01, 0.7258229E+01,
 0.5990000E+01, 0.3199391E+02, 0.2711279E+02, 0.8796481E+01, 0.7261490E+01,
 0.5992000E+01, 0.3201424E+02, 0.2713149E+02, 0.8800379E+01, 0.7264753E+01,
 0.5994000E+01, 0.3203458E+02, 0.2715019E+02, 0.8804277E+01, 0.7268019E+01,
 0.5996000E+01, 0.3205490E+02, 0.2716890E+02, 0.8808178E+01, 0.7271285E+01,
 0.5998000E+01, 0.3207522E+02, 0.2718761E+02, 0.8812078E+01, 0.7274553E+01,
 0.6000000E+01, 0.3209554E+02, 0.2720633E+02, 0.8815980E+01, 0.7277823E+01,
 0.6002000E+01, 0.3211585E+02, 0.2722506E+02, 0.8819882E+01, 0.7281095E+01,
 0.6004000E+01, 0.3213615E+02, 0.2724379E+02, 0.8823785E+01, 0.7284368E+01,
 0.6006000E+01, 0.3215645E+02, 0.2726253E+02, 0.8827689E+01, 0.7287642E+01,
 0.6008000E+01, 0.3217675E+02, 0.2728127E+02, 0.8831594E+01, 0.7290918E+01,
 0.6010000E+01, 0.3219704E+02, 0.2730002E+02, 0.8835500E+01, 0.7294196E+01,
 0.6012000E+01, 0.3221732E+02, 0.2731878E+02, 0.8839406E+01, 0.7297476E+01,
 0.6014000E+01, 0.3223760E+02, 0.2733754E+02, 0.8843313E+01, 0.7300757E+01,
 0.6016000E+01, 0.3225787E+02, 0.2735631E+02, 0.8847221E+01, 0.7304039E+01,
 0.6018000E+01, 0.3227814E+02, 0.2737508E+02, 0.8851130E+01, 0.7307324E+01,
 0.6020000E+01, 0.3229840E+02, 0.2739386E+02, 0.8855040E+01, 0.7310610E+01,
 0.6022000E+01, 0.3231866E+02, 0.2741265E+02, 0.8858951E+01, 0.7313898E+01,
 0.6024000E+01, 0.3233892E+02, 0.2743144E+02, 0.8862862E+01, 0.7317187E+01,
 0.6026000E+01, 0.3235916E+02, 0.2745024E+02, 0.8866774E+01, 0.7320477E+01,
 0.6028000E+01, 0.3237941E+02, 0.2746904E+02, 0.8870687E+01, 0.7323770E+01,
 0.6030000E+01, 0.3239964E+02, 0.2748785E+02, 0.8874600E+01, 0.7327064E+01,
 0.6032000E+01, 0.3241988E+02, 0.2750667E+02, 0.8878514E+01, 0.7330359E+01,
 0.6034000E+01, 0.3244010E+02, 0.2752549E+02, 0.8882430E+01, 0.7333657E+01,
 0.6036000E+01, 0.3246033E+02, 0.2754432E+02, 0.8886346E+01, 0.7336956E+01,
 0.6038000E+01, 0.3248054E+02, 0.2756315E+02, 0.8890263E+01, 0.7340256E+01,
 0.6040000E+01, 0.3250076E+02, 0.2758200E+02, 0.8894180E+01, 0.7343558E+01,
 0.6042000E+01, 0.3252096E+02, 0.2760084E+02, 0.8898098E+01, 0.7346862E+01,
 0.6044000E+01, 0.3254116E+02, 0.2761970E+02, 0.8902018E+01, 0.7350167E+01,
 0.6046000E+01, 0.3256136E+02, 0.2763856E+02, 0.8905937E+01, 0.7353474E+01,
 0.6048000E+01, 0.3258155E+02, 0.2765742E+02, 0.8909858E+01, 0.7356782E+01,
 0.6050000E+01, 0.3260175E+02, 0.2767629E+02, 0.8913779E+01, 0.7360092E+01,
 0.6052000E+01, 0.3262193E+02, 0.2769517E+02, 0.8917702E+01, 0.7363404E+01,
 0.6054000E+01, 0.3264211E+02, 0.2771406E+02, 0.8921624E+01, 0.7366717E+01,
 0.6056000E+01, 0.3266228E+02, 0.2773295E+02, 0.8925548E+01, 0.7370032E+01,
 0.6058000E+01, 0.3268245E+02, 0.2775184E+02, 0.8929473E+01, 0.7373349E+01,
 0.6060000E+01, 0.3270261E+02, 0.2777074E+02, 0.8933397E+01, 0.7376667E+01,
 0.6062000E+01, 0.3272277E+02, 0.2778965E+02, 0.8937324E+01, 0.7379986E+01,
 0.6064000E+01, 0.3274292E+02, 0.2780857E+02, 0.8941250E+01, 0.7383307E+01,
 0.6066000E+01, 0.3276307E+02, 0.2782749E+02, 0.8945178E+01, 0.7386631E+01,
 0.6068000E+01, 0.3278322E+02, 0.2784642E+02, 0.8949105E+01, 0.7389955E+01,
 0.6070000E+01, 0.3280336E+02, 0.2786535E+02, 0.8953034E+01, 0.7393281E+01,
 0.6072000E+01, 0.3282349E+02, 0.2788429E+02, 0.8956964E+01, 0.7396608E+01,
 0.6074000E+01, 0.3284362E+02, 0.2790324E+02, 0.8960895E+01, 0.7399938E+01,
 0.6076000E+01, 0.3286375E+02, 0.2792219E+02, 0.8964826E+01, 0.7403268E+01,
 0.6078000E+01, 0.3288387E+02, 0.2794115E+02, 0.8968758E+01, 0.7406601E+01,
 0.6080000E+01, 0.3290398E+02, 0.2796012E+02, 0.8972690E+01, 0.7409935E+01,
 0.6082000E+01, 0.3292410E+02, 0.2797909E+02, 0.8976623E+01, 0.7413270E+01,
 0.6084000E+01, 0.3294420E+02, 0.2799807E+02, 0.8980556E+01, 0.7416607E+01,
 0.6086000E+01, 0.3296431E+02, 0.2801706E+02, 0.8984491E+01, 0.7419946E+01,
 0.6088000E+01, 0.3298441E+02, 0.2803605E+02, 0.8988427E+01, 0.7423286E+01,
 0.6090000E+01, 0.3300450E+02, 0.2805504E+02, 0.8992363E+01, 0.7426629E+01,
 0.6092000E+01, 0.3302459E+02, 0.2807405E+02, 0.8996300E+01, 0.7429972E+01,
 0.6094000E+01, 0.3304467E+02, 0.2809306E+02, 0.9000237E+01, 0.7433317E+01,
 0.6096000E+01, 0.3306475E+02, 0.2811207E+02, 0.9004175E+01, 0.7436664E+01,
 0.6098000E+01, 0.3308482E+02, 0.2813110E+02, 0.9008114E+01, 0.7440012E+01,
 0.6100000E+01, 0.3310490E+02, 0.2815013E+02, 0.9012053E+01, 0.7443362E+01,
 0.6102000E+01, 0.3312496E+02, 0.2816916E+02, 0.9015993E+01, 0.7446713E+01,
 0.6104000E+01, 0.3314502E+02, 0.2818821E+02, 0.9019935E+01, 0.7450067E+01,
 0.6106000E+01, 0.3316508E+02, 0.2820725E+02, 0.9023876E+01, 0.7453421E+01,
 0.6108000E+01, 0.3318513E+02, 0.2822631E+02, 0.9027818E+01, 0.7456777E+01,
 0.6110000E+01, 0.3320518E+02, 0.2824537E+02, 0.9031761E+01, 0.7460135E+01,
 0.6112000E+01, 0.3322523E+02, 0.2826444E+02, 0.9035705E+01, 0.7463494E+01,
 0.6114000E+01, 0.3324527E+02, 0.2828351E+02, 0.9039649E+01, 0.7466855E+01,
 0.6116000E+01, 0.3326530E+02, 0.2830260E+02, 0.9043593E+01, 0.7470217E+01,
 0.6118000E+01, 0.3328533E+02, 0.2832168E+02, 0.9047540E+01, 0.7473581E+01,
 0.6120000E+01, 0.3330536E+02, 0.2834078E+02, 0.9051486E+01, 0.7476947E+01,
 0.6122000E+01, 0.3332538E+02, 0.2835988E+02, 0.9055432E+01, 0.7480314E+01,
 0.6124000E+01, 0.3334540E+02, 0.2837898E+02, 0.9059381E+01, 0.7483683E+01,
 0.6126000E+01, 0.3336541E+02, 0.2839810E+02, 0.9063329E+01, 0.7487053E+01,
 0.6128000E+01, 0.3338542E+02, 0.2841722E+02, 0.9067277E+01, 0.7490425E+01,
 0.6130000E+01, 0.3340542E+02, 0.2843634E+02, 0.9071227E+01, 0.7493799E+01,
 0.6132000E+01, 0.3342542E+02, 0.2845548E+02, 0.9075177E+01, 0.7497174E+01,
 0.6134000E+01, 0.3344542E+02, 0.2847462E+02, 0.9079127E+01, 0.7500550E+01,
 0.6136000E+01, 0.3346541E+02, 0.2849376E+02, 0.9083079E+01, 0.7503928E+01,
 0.6138000E+01, 0.3348540E+02, 0.2851291E+02, 0.9087031E+01, 0.7507308E+01,
 0.6140000E+01, 0.3350538E+02, 0.2853207E+02, 0.9090983E+01, 0.7510689E+01,
 0.6142000E+01, 0.3352536E+02, 0.2855124E+02, 0.9094937E+01, 0.7514072E+01,
 0.6144000E+01, 0.3354533E+02, 0.2857041E+02, 0.9098891E+01, 0.7517457E+01,
 0.6146000E+01, 0.3356531E+02, 0.2858959E+02, 0.9102845E+01, 0.7520843E+01,
 0.6148000E+01, 0.3358527E+02, 0.2860878E+02, 0.9106801E+01, 0.7524230E+01,
 0.6150000E+01, 0.3360524E+02, 0.2862797E+02, 0.9110757E+01, 0.7527619E+01,
 0.6152000E+01, 0.3362519E+02, 0.2864717E+02, 0.9114713E+01, 0.7531010E+01,
 0.6154000E+01, 0.3364515E+02, 0.2866637E+02, 0.9118670E+01, 0.7534402E+01,
 0.6156000E+01, 0.3366510E+02, 0.2868558E+02, 0.9122627E+01, 0.7537796E+01,
 0.6158000E+01, 0.3368504E+02, 0.2870480E+02, 0.9126586E+01, 0.7541191E+01,
 0.6160000E+01, 0.3370498E+02, 0.2872403E+02, 0.9130545E+01, 0.7544588E+01,
 0.6162000E+01, 0.3372492E+02, 0.2874326E+02, 0.9134504E+01, 0.7547986E+01,
 0.6164000E+01, 0.3374485E+02, 0.2876250E+02, 0.9138464E+01, 0.7551386E+01,
 0.6166000E+01, 0.3376478E+02, 0.2878174E+02, 0.9142425E+01, 0.7554788E+01,
 0.6168000E+01, 0.3378471E+02, 0.2880099E+02, 0.9146386E+01, 0.7558191E+01,
 0.6170000E+01, 0.3380463E+02, 0.2882025E+02, 0.9150348E+01, 0.7561595E+01,
 0.6172000E+01, 0.3382454E+02, 0.2883952E+02, 0.9154310E+01, 0.7565001E+01,
 0.6174000E+01, 0.3384446E+02, 0.2885879E+02, 0.9158274E+01, 0.7568409E+01,
 0.6176000E+01, 0.3386436E+02, 0.2887807E+02, 0.9162237E+01, 0.7571818E+01,
 0.6178000E+01, 0.3388427E+02, 0.2889735E+02, 0.9166202E+01, 0.7575229E+01,
 0.6180000E+01, 0.3390417E+02, 0.2891664E+02, 0.9170166E+01, 0.7578641E+01,
 0.6182000E+01, 0.3392407E+02, 0.2893594E+02, 0.9174131E+01, 0.7582056E+01,
 0.6184000E+01, 0.3394396E+02, 0.2895524E+02, 0.9178097E+01, 0.7585471E+01,
 0.6186000E+01, 0.3396385E+02, 0.2897456E+02, 0.9182064E+01, 0.7588888E+01,
 0.6188000E+01, 0.3398373E+02, 0.2899387E+02, 0.9186030E+01, 0.7592307E+01,
 0.6190000E+01, 0.3400361E+02, 0.2901320E+02, 0.9189999E+01, 0.7595726E+01,
 0.6192000E+01, 0.3402349E+02, 0.2903253E+02, 0.9193966E+01, 0.7599148E+01,
 0.6194000E+01, 0.3404336E+02, 0.2905187E+02, 0.9197935E+01, 0.7602571E+01,
 0.6196000E+01, 0.3406323E+02, 0.2907121E+02, 0.9201904E+01, 0.7605996E+01,
 0.6198000E+01, 0.3408310E+02, 0.2909056E+02, 0.9205874E+01, 0.7609422E+01,
 0.6200000E+01, 0.3410296E+02, 0.2910992E+02, 0.9209845E+01, 0.7612850E+01,
 0.6202000E+01, 0.3412281E+02, 0.2912929E+02, 0.9213815E+01, 0.7616279E+01,
 0.6204000E+01, 0.3414267E+02, 0.2914866E+02, 0.9217787E+01, 0.7619710E+01,
 0.6206000E+01, 0.3416252E+02, 0.2916804E+02, 0.9221759E+01, 0.7623142E+01,
 0.6208000E+01, 0.3418236E+02, 0.2918742E+02, 0.9225731E+01, 0.7626576E+01,
 0.6210000E+01, 0.3420220E+02, 0.2920682E+02, 0.9229704E+01, 0.7630012E+01,
 0.6212000E+01, 0.3422204E+02, 0.2922622E+02, 0.9233678E+01, 0.7633449E+01,
 0.6214000E+01, 0.3424187E+02, 0.2924562E+02, 0.9237652E+01, 0.7636887E+01,
 0.6216000E+01, 0.3426170E+02, 0.2926503E+02, 0.9241626E+01, 0.7640327E+01,
 0.6218000E+01, 0.3428153E+02, 0.2928445E+02, 0.9245602E+01, 0.7643769E+01,
 0.6220000E+01, 0.3430135E+02, 0.2930388E+02, 0.9249577E+01, 0.7647212E+01,
 0.6222000E+01, 0.3432117E+02, 0.2932331E+02, 0.9253553E+01, 0.7650656E+01,
 0.6224000E+01, 0.3434098E+02, 0.2934275E+02, 0.9257529E+01, 0.7654102E+01,
 0.6226000E+01, 0.3436079E+02, 0.2936220E+02, 0.9261507E+01, 0.7657550E+01,
 0.6228000E+01, 0.3438060E+02, 0.2938165E+02, 0.9265485E+01, 0.7660999E+01,
 0.6230000E+01, 0.3440041E+02, 0.2940111E+02, 0.9269463E+01, 0.7664450E+01,
 0.6232000E+01, 0.3442020E+02, 0.2942058E+02, 0.9273441E+01, 0.7667902E+01,
 0.6234000E+01, 0.3444000E+02, 0.2944005E+02, 0.9277420E+01, 0.7671356E+01,
 0.6236000E+01, 0.3445979E+02, 0.2945953E+02, 0.9281400E+01, 0.7674811E+01,
 0.6238000E+01, 0.3447958E+02, 0.2947902E+02, 0.9285380E+01, 0.7678268E+01,
 0.6240000E+01, 0.3449936E+02, 0.2949851E+02, 0.9289361E+01, 0.7681726E+01,
 0.6242000E+01, 0.3451914E+02, 0.2951801E+02, 0.9293342E+01, 0.7685186E+01,
 0.6244000E+01, 0.3453892E+02, 0.2953752E+02, 0.9297323E+01, 0.7688647E+01,
 0.6246000E+01, 0.3455869E+02, 0.2955703E+02, 0.9301306E+01, 0.7692110E+01,
 0.6248000E+01, 0.3457846E+02, 0.2957655E+02, 0.9305288E+01, 0.7695574E+01,
 0.6250000E+01, 0.3459823E+02, 0.2959608E+02, 0.9309271E+01, 0.7699040E+01,
 0.6252000E+01, 0.3461799E+02, 0.2961562E+02, 0.9313254E+01, 0.7702507E+01,
 0.6254000E+01, 0.3463774E+02, 0.2963516E+02, 0.9317239E+01, 0.7705976E+01,
 0.6256000E+01, 0.3465750E+02, 0.2965471E+02, 0.9321223E+01, 0.7709447E+01,
 0.6258000E+01, 0.3467725E+02, 0.2967426E+02, 0.9325208E+01, 0.7712919E+01,
 0.6260000E+01, 0.3469700E+02, 0.2969382E+02, 0.9329193E+01, 0.7716392E+01,
 0.6262000E+01, 0.3471674E+02, 0.2971339E+02, 0.9333179E+01, 0.7719867E+01,
 0.6264000E+01, 0.3473648E+02, 0.2973297E+02, 0.9337166E+01, 0.7723343E+01,
 0.6266000E+01, 0.3475622E+02, 0.2975255E+02, 0.9341152E+01, 0.7726821E+01,
 0.6268000E+01, 0.3477595E+02, 0.2977214E+02, 0.9345140E+01, 0.7730300E+01,
 0.6270000E+01, 0.3479568E+02, 0.2979174E+02, 0.9349127E+01, 0.7733781E+01,
 0.6272000E+01, 0.3481540E+02, 0.2981134E+02, 0.9353115E+01, 0.7737264E+01,
 0.6274000E+01, 0.3483512E+02, 0.2983095E+02, 0.9357103E+01, 0.7740748E+01,
 0.6276000E+01, 0.3485484E+02, 0.2985057E+02, 0.9361093E+01, 0.7744233E+01,
 0.6278000E+01, 0.3487456E+02, 0.2987019E+02, 0.9365082E+01, 0.7747720E+01,
 0.6280000E+01, 0.3489426E+02, 0.2988982E+02, 0.9369072E+01, 0.7751208E+01,
 0.6282000E+01, 0.3491397E+02, 0.2990946E+02, 0.9373062E+01, 0.7754698E+01,
 0.6284000E+01, 0.3493368E+02, 0.2992910E+02, 0.9377052E+01, 0.7758190E+01,
 0.6286000E+01, 0.3495338E+02, 0.2994875E+02, 0.9381043E+01, 0.7761683E+01,
 0.6288000E+01, 0.3497307E+02, 0.2996841E+02, 0.9385036E+01, 0.7765177E+01,
 0.6290000E+01, 0.3499276E+02, 0.2998808E+02, 0.9389027E+01, 0.7768673E+01,
 0.6292000E+01, 0.3501245E+02, 0.3000775E+02, 0.9393020E+01, 0.7772170E+01,
 0.6294000E+01, 0.3503214E+02, 0.3002743E+02, 0.9397012E+01, 0.7775669E+01,
 0.6296000E+01, 0.3505182E+02, 0.3004711E+02, 0.9401005E+01, 0.7779170E+01,
 0.6298000E+01, 0.3507150E+02, 0.3006681E+02, 0.9404999E+01, 0.7782671E+01,
 0.6300000E+01, 0.3509117E+02, 0.3008651E+02, 0.9408993E+01, 0.7786174E+01,
 0.6302000E+01, 0.3511084E+02, 0.3010621E+02, 0.9412987E+01, 0.7789679E+01,
 0.6304000E+01, 0.3513051E+02, 0.3012593E+02, 0.9416982E+01, 0.7793186E+01,
 0.6306000E+01, 0.3515017E+02, 0.3014565E+02, 0.9420977E+01, 0.7796693E+01,
 0.6308000E+01, 0.3516983E+02, 0.3016537E+02, 0.9424973E+01, 0.7800202E+01,
 0.6310000E+01, 0.3518949E+02, 0.3018511E+02, 0.9428968E+01, 0.7803713E+01,
 0.6312000E+01, 0.3520914E+02, 0.3020485E+02, 0.9432964E+01, 0.7807225E+01,
 0.6314000E+01, 0.3522879E+02, 0.3022460E+02, 0.9436961E+01, 0.7810739E+01,
 0.6316000E+01, 0.3524844E+02, 0.3024435E+02, 0.9440958E+01, 0.7814254E+01,
 0.6318000E+01, 0.3526809E+02, 0.3026411E+02, 0.9444956E+01, 0.7817771E+01,
 0.6320000E+01, 0.3528772E+02, 0.3028388E+02, 0.9448954E+01, 0.7821289E+01,
 0.6322000E+01, 0.3530736E+02, 0.3030366E+02, 0.9452951E+01, 0.7824809E+01,
 0.6324000E+01, 0.3532699E+02, 0.3032344E+02, 0.9456950E+01, 0.7828330E+01,
 0.6326000E+01, 0.3534662E+02, 0.3034323E+02, 0.9460949E+01, 0.7831852E+01,
 0.6328000E+01, 0.3536625E+02, 0.3036303E+02, 0.9464949E+01, 0.7835376E+01,
 0.6330000E+01, 0.3538587E+02, 0.3038283E+02, 0.9468948E+01, 0.7838902E+01,
 0.6332000E+01, 0.3540549E+02, 0.3040264E+02, 0.9472948E+01, 0.7842429E+01,
 0.6334000E+01, 0.3542510E+02, 0.3042246E+02, 0.9476949E+01, 0.7845957E+01,
 0.6336000E+01, 0.3544471E+02, 0.3044228E+02, 0.9480949E+01, 0.7849487E+01,
 0.6338000E+01, 0.3546432E+02, 0.3046211E+02, 0.9484950E+01, 0.7853018E+01,
 0.6340000E+01, 0.3548392E+02, 0.3048195E+02, 0.9488952E+01, 0.7856551E+01,
 0.6342000E+01, 0.3550352E+02, 0.3050179E+02, 0.9492953E+01, 0.7860085E+01,
 0.6344000E+01, 0.3552312E+02, 0.3052165E+02, 0.9496955E+01, 0.7863621E+01,
 0.6346000E+01, 0.3554272E+02, 0.3054151E+02, 0.9500957E+01, 0.7867158E+01,
