@TE [keV]  vs r@
X,TE_1,TE_2,TE_3,TE_4,TE_5,TE_6,TE_7,TE_8,TE_9,TE_10,TE_11,TE_12,TE_13,TE_14,TE_15,TE_16,TE_17,TE_18,TE_19,TE_20,TE_21,TE_22,TE_23,TE_24,TE_25,TE_26,TE_27,TE_28,TE_29,TE_30,TE_31,TE_32,TE_33,TE_34,TE_35,TE_36,TE_37,TE_38,TE_39,TE_40,TE_41,TE_42,TE_43,TE_44,TE_45,TE_46,TE_47,TE_48,TE_49,TE_50,TE_51,TE_52,TE_53,TE_54,TE_55,TE_56,TE_57,TE_58,TE_59,TE_60,TE_61,TE_62,TE_63,TE_64,TE_65,TE_66,TE_67,TE_68,TE_69,TE_70,TE_71,TE_72,TE_73,TE_74,TE_75,TE_76,TE_77,TE_78,TE_79,TE_80,TE_81,TE_82,TE_83,TE_84,TE_85,TE_86,TE_87,TE_88,TE_89,TE_90,TE_91,TE_92,TE_93,TE_94,TE_95,TE_96,TE_97,TE_98,TE_99,TE_100,TE_101,TE_102,TE_103
 0.4500000E+00, 0.8177500E+00, 0.1199111E+01, 0.1393409E+01, 0.1507186E+01, 0.1579406E+01, 0.1624672E+01, 0.1651810E+01, 0.1669456E+01, 0.1681543E+01, 0.1689751E+01, 0.1695697E+01, 0.1700390E+01, 0.1704322E+01, 0.1707538E+01, 0.1710203E+01, 0.1712498E+01, 0.1712498E+01, 0.3805978E+01, 0.4362540E+01, 0.4812705E+01, 0.5281775E+01, 0.5681970E+01, 0.5980771E+01, 0.6188278E+01, 0.6326723E+01, 0.6416996E+01, 0.6475075E+01, 0.6512144E+01, 0.6535688E+01, 0.6550599E+01, 0.6560024E+01, 0.6565975E+01, 0.6569730E+01, 0.6572098E+01, 0.6573591E+01, 0.6574533E+01, 0.6575126E+01, 0.6575126E+01, 0.6575500E+01, 0.6575736E+01, 0.6575884E+01, 0.6575978E+01, 0.6576036E+01, 0.6576074E+01, 0.6576097E+01, 0.6576112E+01, 0.6576121E+01, 0.6576127E+01, 0.6576131E+01, 0.6576133E+01, 0.6576135E+01, 0.6576136E+01, 0.6576136E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01, 0.6576137E+01,
 0.4700000E+00, 0.8011900E+00, 0.1097273E+01, 0.1280267E+01, 0.1388818E+01, 0.1458065E+01, 0.1501653E+01, 0.1527863E+01, 0.1544706E+01, 0.1556165E+01, 0.1563939E+01, 0.1569514E+01, 0.1573868E+01, 0.1577497E+01, 0.1580470E+01, 0.1582927E+01, 0.1585034E+01, 0.1585034E+01, 0.3420501E+01, 0.3961558E+01, 0.4385788E+01, 0.4826165E+01, 0.5201986E+01, 0.5482563E+01, 0.5677383E+01, 0.5807351E+01, 0.5892092E+01, 0.5946611E+01, 0.5981407E+01, 0.6003508E+01, 0.6017504E+01, 0.6026351E+01, 0.6031938E+01, 0.6035462E+01, 0.6037685E+01, 0.6039087E+01, 0.6039970E+01, 0.6040527E+01, 0.6040527E+01, 0.6040879E+01, 0.6041100E+01, 0.6041239E+01, 0.6041327E+01, 0.6041382E+01, 0.6041418E+01, 0.6041440E+01, 0.6041453E+01, 0.6041462E+01, 0.6041468E+01, 0.6041471E+01, 0.6041473E+01, 0.6041474E+01, 0.6041475E+01, 0.6041476E+01, 0.6041476E+01, 0.6041476E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01, 0.6041477E+01,
 0.4900000E+00, 0.7839100E+00, 0.1008919E+01, 0.1178358E+01, 0.1281067E+01, 0.1347008E+01, 0.1388672E+01, 0.1413805E+01, 0.1429795E+01, 0.1440604E+01, 0.1447930E+01, 0.1453139E+01, 0.1457169E+01, 0.1460508E+01, 0.1463249E+01, 0.1465508E+01, 0.1467439E+01, 0.1467439E+01, 0.3070712E+01, 0.3590930E+01, 0.3987553E+01, 0.4398939E+01, 0.4750541E+01, 0.5013136E+01, 0.5195477E+01, 0.5317118E+01, 0.5396429E+01, 0.5447453E+01, 0.5480020E+01, 0.5500704E+01, 0.5513803E+01, 0.5522083E+01, 0.5527312E+01, 0.5530611E+01, 0.5532691E+01, 0.5534003E+01, 0.5534830E+01, 0.5535351E+01, 0.5535351E+01, 0.5535679E+01, 0.5535886E+01, 0.5536017E+01, 0.5536099E+01, 0.5536151E+01, 0.5536184E+01, 0.5536204E+01, 0.5536217E+01, 0.5536225E+01, 0.5536231E+01, 0.5536234E+01, 0.5536236E+01, 0.5536237E+01, 0.5536238E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01, 0.5536239E+01,
 0.5100000E+00, 0.7659100E+00, 0.9328557E+00, 0.1086675E+01, 0.1183003E+01, 0.1245343E+01, 0.1284874E+01, 0.1308798E+01, 0.1323893E+01, 0.1334034E+01, 0.1340901E+01, 0.1345749E+01, 0.1349466E+01, 0.1352529E+01, 0.1355047E+01, 0.1357119E+01, 0.1358884E+01, 0.1358884E+01, 0.2768010E+01, 0.3262757E+01, 0.3629763E+01, 0.4011038E+01, 0.4337831E+01, 0.4582153E+01, 0.4751869E+01, 0.4865106E+01, 0.4938944E+01, 0.4986451E+01, 0.5016773E+01, 0.5036032E+01, 0.5048229E+01, 0.5055939E+01, 0.5060807E+01, 0.5063879E+01, 0.5065816E+01, 0.5067038E+01, 0.5067808E+01, 0.5068293E+01, 0.5068293E+01, 0.5068599E+01, 0.5068791E+01, 0.5068913E+01, 0.5068990E+01, 0.5069038E+01, 0.5069068E+01, 0.5069088E+01, 0.5069099E+01, 0.5069107E+01, 0.5069112E+01, 0.5069115E+01, 0.5069117E+01, 0.5069118E+01, 0.5069119E+01, 0.5069119E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01, 0.5069120E+01,
 0.5300000E+00, 0.7471900E+00, 0.8674300E+00, 0.1004009E+01, 0.1093534E+01, 0.1152039E+01, 0.1189272E+01, 0.1211880E+01, 0.1226047E+01, 0.1235509E+01, 0.1241911E+01, 0.1246402E+01, 0.1249819E+01, 0.1252620E+01, 0.1254924E+01, 0.1256817E+01, 0.1258426E+01, 0.1258426E+01, 0.2503340E+01, 0.2970107E+01, 0.3307110E+01, 0.3658200E+01, 0.3960210E+01, 0.4186336E+01, 0.4343506E+01, 0.4448401E+01, 0.4516812E+01, 0.4560831E+01, 0.4588927E+01, 0.4606774E+01, 0.4618077E+01, 0.4625221E+01, 0.4629733E+01, 0.4632579E+01, 0.4634375E+01, 0.4635507E+01, 0.4636220E+01, 0.4636670E+01, 0.4636670E+01, 0.4636953E+01, 0.4637132E+01, 0.4637245E+01, 0.4637315E+01, 0.4637360E+01, 0.4637388E+01, 0.4637406E+01, 0.4637417E+01, 0.4637424E+01, 0.4637429E+01, 0.4637432E+01, 0.4637434E+01, 0.4637434E+01, 0.4637435E+01, 0.4637435E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01, 0.4637436E+01,
 0.5500000E+00, 0.7277500E+00, 0.8109407E+00, 0.9292941E+00, 0.1011722E+01, 0.1066218E+01, 0.1101029E+01, 0.1122239E+01, 0.1135453E+01, 0.1144232E+01, 0.1150166E+01, 0.1154308E+01, 0.1157437E+01, 0.1159989E+01, 0.1162089E+01, 0.1163813E+01, 0.1165275E+01, 0.1165275E+01, 0.2269092E+01, 0.2706865E+01, 0.3014585E+01, 0.3336188E+01, 0.3613924E+01, 0.3822221E+01, 0.3967103E+01, 0.4063831E+01, 0.4126927E+01, 0.4167531E+01, 0.4193450E+01, 0.4209915E+01, 0.4220342E+01, 0.4226933E+01, 0.4231095E+01, 0.4233721E+01, 0.4235378E+01, 0.4236422E+01, 0.4237080E+01, 0.4237495E+01, 0.4237495E+01, 0.4237757E+01, 0.4237922E+01, 0.4238026E+01, 0.4238091E+01, 0.4238132E+01, 0.4238158E+01, 0.4238174E+01, 0.4238185E+01, 0.4238192E+01, 0.4238195E+01, 0.4238198E+01, 0.4238200E+01, 0.4238201E+01, 0.4238202E+01, 0.4238202E+01, 0.4238202E+01, 0.4238202E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01, 0.4238203E+01,
 0.5700000E+00, 0.7075900E+00, 0.7616086E+00, 0.8615696E+00, 0.9367428E+00, 0.9871160E+00, 0.1019422E+01, 0.1039172E+01, 0.1051421E+01, 0.1059519E+01, 0.1064988E+01, 0.1068788E+01, 0.1071641E+01, 0.1073956E+01, 0.1075863E+01, 0.1077427E+01, 0.1078750E+01, 0.1078750E+01, 0.2059505E+01, 0.2468213E+01, 0.2748040E+01, 0.3041373E+01, 0.3295689E+01, 0.3486745E+01, 0.3619733E+01, 0.3708554E+01, 0.3766504E+01, 0.3803801E+01, 0.3827611E+01, 0.3842736E+01, 0.3852315E+01, 0.3858371E+01, 0.3862195E+01, 0.3864607E+01, 0.3866129E+01, 0.3867088E+01, 0.3867693E+01, 0.3868074E+01, 0.3868074E+01, 0.3868315E+01, 0.3868466E+01, 0.3868562E+01, 0.3868622E+01, 0.3868659E+01, 0.3868683E+01, 0.3868698E+01, 0.3868708E+01, 0.3868714E+01, 0.3868718E+01, 0.3868720E+01, 0.3868721E+01, 0.3868722E+01, 0.3868723E+01, 0.3868723E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01, 0.3868724E+01,
 0.5900000E+00, 0.6867100E+00, 0.7175903E+00, 0.7999105E+00, 0.8678096E+00, 0.9140091E+00, 0.9437662E+00, 0.9620203E+00, 0.9733005E+00, 0.9807243E+00, 0.9857345E+00, 0.9892029E+00, 0.9917923E+00, 0.9938841E+00, 0.9956074E+00, 0.9970201E+00, 0.9982122E+00, 0.9982122E+00, 0.1870220E+01, 0.2250324E+01, 0.2503991E+01, 0.2770579E+01, 0.3002553E+01, 0.3177105E+01, 0.3298692E+01, 0.3379927E+01, 0.3432937E+01, 0.3467059E+01, 0.3488843E+01, 0.3502682E+01, 0.3511447E+01, 0.3516988E+01, 0.3520487E+01, 0.3522695E+01, 0.3524087E+01, 0.3524965E+01, 0.3525518E+01, 0.3525867E+01, 0.3525867E+01, 0.3526087E+01, 0.3526226E+01, 0.3526313E+01, 0.3526368E+01, 0.3526403E+01, 0.3526425E+01, 0.3526438E+01, 0.3526447E+01, 0.3526453E+01, 0.3526456E+01, 0.3526458E+01, 0.3526460E+01, 0.3526460E+01, 0.3526461E+01, 0.3526461E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01, 0.3526462E+01,
 0.6100000E+00, 0.6651100E+00, 0.6772436E+00, 0.7434862E+00, 0.8042247E+00, 0.8462571E+00, 0.8734565E+00, 0.8901993E+00, 0.9005167E+00, 0.9072801E+00, 0.9118411E+00, 0.9149889E+00, 0.9173273E+00, 0.9192083E+00, 0.9207582E+00, 0.9220283E+00, 0.9230980E+00, 0.9230980E+00, 0.1697973E+01, 0.2050193E+01, 0.2279553E+01, 0.2521065E+01, 0.2731908E+01, 0.2890787E+01, 0.3001526E+01, 0.3075536E+01, 0.3123840E+01, 0.3154935E+01, 0.3174788E+01, 0.3187401E+01, 0.3195389E+01, 0.3200439E+01, 0.3203628E+01, 0.3205640E+01, 0.3206909E+01, 0.3207710E+01, 0.3208214E+01, 0.3208532E+01, 0.3208532E+01, 0.3208732E+01, 0.3208858E+01, 0.3208938E+01, 0.3208988E+01, 0.3209020E+01, 0.3209040E+01, 0.3209052E+01, 0.3209060E+01, 0.3209065E+01, 0.3209069E+01, 0.3209070E+01, 0.3209072E+01, 0.3209073E+01, 0.3209073E+01, 0.3209073E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01, 0.3209074E+01,
 0.6300000E+00, 0.6427900E+00, 0.6393008E+00, 0.6915593E+00, 0.7453691E+00, 0.7832941E+00, 0.8079591E+00, 0.8231950E+00, 0.8325645E+00, 0.8386852E+00, 0.8428099E+00, 0.8456495E+00, 0.8477497E+00, 0.8494324E+00, 0.8508191E+00, 0.8519551E+00, 0.8529104E+00, 0.8529104E+00, 0.1540319E+01, 0.1865469E+01, 0.2072354E+01, 0.2290498E+01, 0.2481478E+01, 0.2625565E+01, 0.2726043E+01, 0.2793213E+01, 0.2837058E+01, 0.2865285E+01, 0.2883308E+01, 0.2894758E+01, 0.2902011E+01, 0.2906596E+01, 0.2909491E+01, 0.2911318E+01, 0.2912470E+01, 0.2913196E+01, 0.2913654E+01, 0.2913943E+01, 0.2913943E+01, 0.2914124E+01, 0.2914239E+01, 0.2914311E+01, 0.2914357E+01, 0.2914386E+01, 0.2914404E+01, 0.2914415E+01, 0.2914423E+01, 0.2914427E+01, 0.2914430E+01, 0.2914432E+01, 0.2914433E+01, 0.2914433E+01, 0.2914434E+01, 0.2914434E+01, 0.2914434E+01, 0.2914434E+01, 0.2914434E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01, 0.2914435E+01,
 0.6500000E+00, 0.6197500E+00, 0.6029472E+00, 0.6435012E+00, 0.6907105E+00, 0.7246332E+00, 0.7468143E+00, 0.7605647E+00, 0.7690086E+00, 0.7745081E+00, 0.7782121E+00, 0.7807568E+00, 0.7826315E+00, 0.7841284E+00, 0.7853618E+00, 0.7863722E+00, 0.7872207E+00, 0.7872207E+00, 0.1395399E+01, 0.1694303E+01, 0.1880444E+01, 0.2076887E+01, 0.2249277E+01, 0.2379464E+01, 0.2470285E+01, 0.2531010E+01, 0.2570651E+01, 0.2596173E+01, 0.2612469E+01, 0.2622823E+01, 0.2629381E+01, 0.2633526E+01, 0.2636144E+01, 0.2637796E+01, 0.2638838E+01, 0.2639495E+01, 0.2639909E+01, 0.2640170E+01, 0.2640170E+01, 0.2640334E+01, 0.2640438E+01, 0.2640503E+01, 0.2640544E+01, 0.2640570E+01, 0.2640587E+01, 0.2640597E+01, 0.2640604E+01, 0.2640608E+01, 0.2640610E+01, 0.2640612E+01, 0.2640613E+01, 0.2640614E+01, 0.2640614E+01, 0.2640614E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01, 0.2640615E+01,
 0.6700000E+00, 0.5959900E+00, 0.5677644E+00, 0.5988066E+00, 0.6398135E+00, 0.6698762E+00, 0.6896468E+00, 0.7019473E+00, 0.7094944E+00, 0.7143973E+00, 0.7176979E+00, 0.7199617E+00, 0.7216238E+00, 0.7229468E+00, 0.7240369E+00, 0.7249298E+00, 0.7256786E+00, 0.7256786E+00, 0.1261801E+01, 0.1535261E+01, 0.1702256E+01, 0.1878582E+01, 0.2033625E+01, 0.2150800E+01, 0.2232565E+01, 0.2287240E+01, 0.2322934E+01, 0.2345915E+01, 0.2360589E+01, 0.2369911E+01, 0.2375816E+01, 0.2379549E+01, 0.2381907E+01, 0.2383394E+01, 0.2384332E+01, 0.2384923E+01, 0.2385296E+01, 0.2385531E+01, 0.2385531E+01, 0.2385679E+01, 0.2385773E+01, 0.2385832E+01, 0.2385869E+01, 0.2385892E+01, 0.2385907E+01, 0.2385916E+01, 0.2385922E+01, 0.2385926E+01, 0.2385928E+01, 0.2385929E+01, 0.2385930E+01, 0.2385931E+01, 0.2385931E+01, 0.2385931E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01, 0.2385932E+01,
