@EZ [V/m]  vs r@
X,EZ_1,EZ_2,EZ_3,EZ_4,EZ_5,EZ_6,EZ_7,EZ_8,EZ_9,EZ_10,EZ_11,EZ_12,EZ_13,EZ_14,EZ_15,EZ_16,EZ_17,EZ_18,EZ_19,EZ_20,EZ_21,EZ_22,EZ_23,EZ_24,EZ_25,EZ_26,EZ_27,EZ_28,EZ_29,EZ_30,EZ_31,EZ_32,EZ_33,EZ_34,EZ_35,EZ_36,EZ_37,EZ_38,EZ_39,EZ_40,EZ_41,EZ_42,EZ_43,EZ_44,EZ_45,EZ_46,EZ_47,EZ_48,EZ_49,EZ_50,EZ_51,EZ_52,EZ_53,EZ_54,EZ_55,EZ_56,EZ_57,EZ_58,EZ_59,EZ_60,EZ_61,EZ_62,EZ_63,EZ_64,EZ_65,EZ_66,EZ_67,EZ_68,EZ_69,EZ_70,EZ_71,EZ_72,EZ_73,EZ_74,EZ_75,EZ_76,EZ_77,EZ_78,EZ_79,EZ_80,EZ_81,EZ_82,EZ_83,EZ_84,EZ_85,EZ_86,EZ_87,EZ_88,EZ_89,EZ_90,EZ_91,EZ_92,EZ_93,EZ_94,EZ_95,EZ_96,EZ_97,EZ_98,EZ_99,EZ_100,EZ_101,EZ_102,EZ_103
 0.4500000E+00, 0.1925205E-01, 0.1197313E-01, 0.9996817E-02, 0.9091414E-02, 0.8588999E-02, 0.8298764E-02, 0.8133047E-02, 0.8027667E-02, 0.7956589E-02, 0.7908919E-02, 0.7874495E-02, 0.7847350E-02, 0.7824669E-02, 0.7806216E-02, 0.7790959E-02, 0.7777835E-02, 0.5995020E-02, 0.1530430E-02, 0.1154347E-02, 0.9110326E-03, 0.7123354E-03, 0.5750534E-03, 0.4872845E-03, 0.4324482E-03, 0.3983170E-03, 0.3770357E-03, 0.3637294E-03, 0.3553893E-03, 0.3501525E-03, 0.3468600E-03, 0.3447883E-03, 0.3434840E-03, 0.3426625E-03, 0.3421450E-03, 0.3418189E-03, 0.3416135E-03, 0.3414840E-03, 0.3414840E-03, 0.3414024E-03, 0.3413510E-03, 0.3413186E-03, 0.3412982E-03, 0.3412853E-03, 0.3412772E-03, 0.3412721E-03, 0.3412689E-03, 0.3412669E-03, 0.3412656E-03, 0.3412648E-03, 0.3412642E-03, 0.3412639E-03, 0.3412637E-03, 0.3412636E-03, 0.3412635E-03, 0.3412635E-03, 0.3412635E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03, 0.3412634E-03,
 0.4700000E+00, 0.1893496E-01, 0.1281415E-01, 0.1065434E-01, 0.9661954E-02, 0.9111343E-02, 0.8792761E-02, 0.8610676E-02, 0.8496460E-02, 0.8419977E-02, 0.8368739E-02, 0.8332142E-02, 0.8303599E-02, 0.8279876E-02, 0.8260533E-02, 0.8244592E-02, 0.8230932E-02, 0.7924314E-02, 0.2520057E-02, 0.2002724E-02, 0.1684897E-02, 0.1423014E-02, 0.1240255E-02, 0.1122710E-02, 0.1048997E-02, 0.1003006E-02, 0.9742856E-03, 0.9563104E-03, 0.9450367E-03, 0.9379550E-03, 0.9335016E-03, 0.9306988E-03, 0.9289341E-03, 0.9278225E-03, 0.9271223E-03, 0.9266812E-03, 0.9264032E-03, 0.9262279E-03, 0.9262279E-03, 0.9261175E-03, 0.9260480E-03, 0.9260041E-03, 0.9259765E-03, 0.9259591E-03, 0.9259481E-03, 0.9259412E-03, 0.9259369E-03, 0.9259341E-03, 0.9259324E-03, 0.9259313E-03, 0.9259306E-03, 0.9259302E-03, 0.9259299E-03, 0.9259297E-03, 0.9259296E-03, 0.9259295E-03, 0.9259295E-03, 0.9259295E-03, 0.9259295E-03, 0.9259295E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03, 0.9259294E-03,
 0.4900000E+00, 0.1796755E-01, 0.1310955E-01, 0.1088763E-01, 0.9852105E-02, 0.9276428E-02, 0.8942867E-02, 0.8751950E-02, 0.8633554E-02, 0.8554811E-02, 0.8502113E-02, 0.8464817E-02, 0.8436015E-02, 0.8412199E-02, 0.8392749E-02, 0.8376759E-02, 0.8363104E-02, 0.8355875E-02, 0.2877042E-02, 0.2277057E-02, 0.1922564E-02, 0.1631557E-02, 0.1428711E-02, 0.1298461E-02, 0.1216888E-02, 0.1166038E-02, 0.1134302E-02, 0.1114446E-02, 0.1101995E-02, 0.1094175E-02, 0.1089258E-02, 0.1086164E-02, 0.1084215E-02, 0.1082988E-02, 0.1082215E-02, 0.1081728E-02, 0.1081421E-02, 0.1081228E-02, 0.1081228E-02, 0.1081106E-02, 0.1081029E-02, 0.1080981E-02, 0.1080950E-02, 0.1080931E-02, 0.1080919E-02, 0.1080911E-02, 0.1080906E-02, 0.1080903E-02, 0.1080901E-02, 0.1080900E-02, 0.1080899E-02, 0.1080899E-02, 0.1080899E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02, 0.1080898E-02,
 0.5100000E+00, 0.1762091E-01, 0.1375339E-01, 0.1145670E-01, 0.1035487E-01, 0.9739418E-02, 0.9382173E-02, 0.9177301E-02, 0.9051483E-02, 0.8968351E-02, 0.8912773E-02, 0.8873749E-02, 0.8843883E-02, 0.8819321E-02, 0.8799234E-02, 0.8782751E-02, 0.8768721E-02, 0.8768698E-02, 0.3203162E-02, 0.2517786E-02, 0.2126958E-02, 0.1806186E-02, 0.1582439E-02, 0.1438883E-02, 0.1349062E-02, 0.1293111E-02, 0.1258207E-02, 0.1236376E-02, 0.1222691E-02, 0.1214096E-02, 0.1208692E-02, 0.1205291E-02, 0.1203150E-02, 0.1201802E-02, 0.1200952E-02, 0.1200417E-02, 0.1200080E-02, 0.1199867E-02, 0.1199867E-02, 0.1199733E-02, 0.1199649E-02, 0.1199596E-02, 0.1199562E-02, 0.1199541E-02, 0.1199528E-02, 0.1199519E-02, 0.1199514E-02, 0.1199511E-02, 0.1199509E-02, 0.1199507E-02, 0.1199506E-02, 0.1199506E-02, 0.1199506E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02, 0.1199505E-02,
 0.5300000E+00, 0.1738581E-01, 0.1438837E-01, 0.1207250E-01, 0.1090915E-01, 0.1025432E-01, 0.9873346E-02, 0.9654340E-02, 0.9520929E-02, 0.9433323E-02, 0.9374806E-02, 0.9333997E-02, 0.9303018E-02, 0.9277678E-02, 0.9256930E-02, 0.9239931E-02, 0.9225504E-02, 0.9225504E-02, 0.3549513E-02, 0.2776569E-02, 0.2350058E-02, 0.1998923E-02, 0.1753266E-02, 0.1595561E-02, 0.1496898E-02, 0.1435452E-02, 0.1397128E-02, 0.1373161E-02, 0.1358137E-02, 0.1348703E-02, 0.1342771E-02, 0.1339038E-02, 0.1336688E-02, 0.1335208E-02, 0.1334276E-02, 0.1333688E-02, 0.1333318E-02, 0.1333085E-02, 0.1333085E-02, 0.1332938E-02, 0.1332845E-02, 0.1332787E-02, 0.1332750E-02, 0.1332727E-02, 0.1332712E-02, 0.1332703E-02, 0.1332697E-02, 0.1332694E-02, 0.1332691E-02, 0.1332690E-02, 0.1332689E-02, 0.1332688E-02, 0.1332688E-02, 0.1332688E-02, 0.1332688E-02, 0.1332688E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02, 0.1332687E-02,
 0.5500000E+00, 0.1723100E-01, 0.1498998E-01, 0.1272018E-01, 0.1150325E-01, 0.1081083E-01, 0.1040677E-01, 0.1017384E-01, 0.1003289E-01, 0.9940855E-02, 0.9879436E-02, 0.9836845E-02, 0.9804752E-02, 0.9778636E-02, 0.9757233E-02, 0.9739717E-02, 0.9724893E-02, 0.9724893E-02, 0.3918285E-02, 0.3054892E-02, 0.2593012E-02, 0.2210873E-02, 0.1942314E-02, 0.1769630E-02, 0.1661539E-02, 0.1594211E-02, 0.1552214E-02, 0.1525950E-02, 0.1509486E-02, 0.1499147E-02, 0.1492646E-02, 0.1488556E-02, 0.1485980E-02, 0.1484358E-02, 0.1483336E-02, 0.1482692E-02, 0.1482287E-02, 0.1482031E-02, 0.1482031E-02, 0.1481870E-02, 0.1481769E-02, 0.1481705E-02, 0.1481664E-02, 0.1481639E-02, 0.1481623E-02, 0.1481613E-02, 0.1481606E-02, 0.1481602E-02, 0.1481600E-02, 0.1481598E-02, 0.1481597E-02, 0.1481597E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02, 0.1481596E-02,
 0.5700000E+00, 0.1720671E-01, 0.1561164E-01, 0.1344512E-01, 0.1218017E-01, 0.1145026E-01, 0.1102267E-01, 0.1077540E-01, 0.1062655E-01, 0.1052987E-01, 0.1046539E-01, 0.1042090E-01, 0.1038759E-01, 0.1036063E-01, 0.1033851E-01, 0.1032043E-01, 0.1030516E-01, 0.1030516E-01, 0.4330602E-02, 0.3369142E-02, 0.2869848E-02, 0.2454342E-02, 0.2160733E-02, 0.1971504E-02, 0.1852938E-02, 0.1779048E-02, 0.1732947E-02, 0.1704112E-02, 0.1686034E-02, 0.1674681E-02, 0.1667543E-02, 0.1663051E-02, 0.1660223E-02, 0.1658442E-02, 0.1657319E-02, 0.1656612E-02, 0.1656167E-02, 0.1655886E-02, 0.1655886E-02, 0.1655709E-02, 0.1655598E-02, 0.1655528E-02, 0.1655483E-02, 0.1655456E-02, 0.1655438E-02, 0.1655427E-02, 0.1655420E-02, 0.1655416E-02, 0.1655413E-02, 0.1655411E-02, 0.1655410E-02, 0.1655409E-02, 0.1655409E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02, 0.1655408E-02,
 0.5900000E+00, 0.1721952E-01, 0.1618736E-01, 0.1418118E-01, 0.1288105E-01, 0.1211784E-01, 0.1166863E-01, 0.1140791E-01, 0.1125161E-01, 0.1115054E-01, 0.1108321E-01, 0.1103692E-01, 0.1100247E-01, 0.1097471E-01, 0.1095193E-01, 0.1093332E-01, 0.1091764E-01, 0.1091764E-01, 0.4767206E-02, 0.3703141E-02, 0.3166058E-02, 0.2716438E-02, 0.2396857E-02, 0.2190326E-02, 0.2060751E-02, 0.1979944E-02, 0.1929507E-02, 0.1897952E-02, 0.1878166E-02, 0.1865740E-02, 0.1857926E-02, 0.1853009E-02, 0.1849913E-02, 0.1847963E-02, 0.1846735E-02, 0.1845961E-02, 0.1845473E-02, 0.1845166E-02, 0.1845166E-02, 0.1844972E-02, 0.1844850E-02, 0.1844773E-02, 0.1844725E-02, 0.1844694E-02, 0.1844675E-02, 0.1844663E-02, 0.1844655E-02, 0.1844650E-02, 0.1844647E-02, 0.1844645E-02, 0.1844644E-02, 0.1844643E-02, 0.1844643E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02, 0.1844642E-02,
 0.6100000E+00, 0.1725923E-01, 0.1672888E-01, 0.1492133E-01, 0.1360013E-01, 0.1280882E-01, 0.1234039E-01, 0.1206744E-01, 0.1190429E-01, 0.1179923E-01, 0.1172927E-01, 0.1168133E-01, 0.1164585E-01, 0.1161737E-01, 0.1159401E-01, 0.1157492E-01, 0.1155886E-01, 0.1155886E-01, 0.5228766E-02, 0.4056938E-02, 0.3481308E-02, 0.2996697E-02, 0.2650212E-02, 0.2425642E-02, 0.2284538E-02, 0.2196469E-02, 0.2141473E-02, 0.2107055E-02, 0.2085471E-02, 0.2071913E-02, 0.2063388E-02, 0.2058022E-02, 0.2054644E-02, 0.2052516E-02, 0.2051176E-02, 0.2050331E-02, 0.2049799E-02, 0.2049464E-02, 0.2049464E-02, 0.2049252E-02, 0.2049119E-02, 0.2049035E-02, 0.2048982E-02, 0.2048949E-02, 0.2048928E-02, 0.2048915E-02, 0.2048906E-02, 0.2048901E-02, 0.2048898E-02, 0.2048896E-02, 0.2048895E-02, 0.2048894E-02, 0.2048893E-02, 0.2048893E-02, 0.2048893E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02, 0.2048892E-02,
 0.6300000E+00, 0.1728563E-01, 0.1721943E-01, 0.1563038E-01, 0.1430501E-01, 0.1349303E-01, 0.1300914E-01, 0.1272595E-01, 0.1255703E-01, 0.1244862E-01, 0.1237647E-01, 0.1232716E-01, 0.1229083E-01, 0.1226179E-01, 0.1223795E-01, 0.1221848E-01, 0.1220214E-01, 0.1220214E-01, 0.5703709E-02, 0.4420916E-02, 0.3806755E-02, 0.3287079E-02, 0.2913416E-02, 0.2670523E-02, 0.2517670E-02, 0.2422183E-02, 0.2362523E-02, 0.2325175E-02, 0.2301747E-02, 0.2287030E-02, 0.2277775E-02, 0.2271950E-02, 0.2268282E-02, 0.2265972E-02, 0.2264517E-02, 0.2263600E-02, 0.2263022E-02, 0.2262658E-02, 0.2262658E-02, 0.2262428E-02, 0.2262284E-02, 0.2262193E-02, 0.2262135E-02, 0.2262099E-02, 0.2262076E-02, 0.2262062E-02, 0.2262053E-02, 0.2262047E-02, 0.2262044E-02, 0.2262041E-02, 0.2262040E-02, 0.2262039E-02, 0.2262038E-02, 0.2262038E-02, 0.2262038E-02, 0.2262038E-02, 0.2262038E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02, 0.2262037E-02,
 0.6500000E+00, 0.1726737E-01, 0.1764414E-01, 0.1627640E-01, 0.1496533E-01, 0.1414200E-01, 0.1364761E-01, 0.1335690E-01, 0.1318368E-01, 0.1307283E-01, 0.1299908E-01, 0.1294879E-01, 0.1291188E-01, 0.1288249E-01, 0.1285836E-01, 0.1283865E-01, 0.1282213E-01, 0.1282213E-01, 0.6179754E-02, 0.4785035E-02, 0.4133106E-02, 0.3579015E-02, 0.3178507E-02, 0.2917434E-02, 0.2752890E-02, 0.2650007E-02, 0.2585691E-02, 0.2545414E-02, 0.2520146E-02, 0.2504269E-02, 0.2494284E-02, 0.2488000E-02, 0.2484042E-02, 0.2481550E-02, 0.2479979E-02, 0.2478990E-02, 0.2478366E-02, 0.2477974E-02, 0.2477974E-02, 0.2477726E-02, 0.2477570E-02, 0.2477472E-02, 0.2477410E-02, 0.2477371E-02, 0.2477346E-02, 0.2477331E-02, 0.2477321E-02, 0.2477315E-02, 0.2477311E-02, 0.2477308E-02, 0.2477307E-02, 0.2477306E-02, 0.2477305E-02, 0.2477305E-02, 0.2477305E-02, 0.2477305E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02, 0.2477304E-02,
 0.6700000E+00, 0.1727661E-01, 0.1808755E-01, 0.1692581E-01, 0.1564127E-01, 0.1481306E-01, 0.1431148E-01, 0.1401502E-01, 0.1383844E-01, 0.1372570E-01, 0.1365070E-01, 0.1359963E-01, 0.1356229E-01, 0.1353265E-01, 0.1350831E-01, 0.1348843E-01, 0.1347179E-01, 0.1347179E-01, 0.6686339E-02, 0.5172956E-02, 0.4481005E-02, 0.3890606E-02, 0.3461777E-02, 0.3181504E-02, 0.3004599E-02, 0.2893890E-02, 0.2824645E-02, 0.2781266E-02, 0.2754046E-02, 0.2736941E-02, 0.2726182E-02, 0.2719411E-02, 0.2715146E-02, 0.2712460E-02, 0.2710768E-02, 0.2709702E-02, 0.2709030E-02, 0.2708607E-02, 0.2708607E-02, 0.2708340E-02, 0.2708172E-02, 0.2708066E-02, 0.2707999E-02, 0.2707957E-02, 0.2707931E-02, 0.2707914E-02, 0.2707904E-02, 0.2707897E-02, 0.2707893E-02, 0.2707890E-02, 0.2707888E-02, 0.2707887E-02, 0.2707887E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02, 0.2707886E-02,
