@PIN,POH,PNB,PRF,PNF,PEX [MW]  vs t@
X,PIN,POH,PNB,PRF,PNF,PEX
 0.7616000E+01, 0.6770464E+03, 0.1319630E+02, 0.0000000E+00, 0.1050000E+03, 0.5588501E+03, 0.1050000E+03,
 0.7618000E+01, 0.6773009E+03, 0.1318571E+02, 0.0000000E+00, 0.1050000E+03, 0.5591152E+03, 0.1050000E+03,
 0.7620000E+01, 0.6775552E+03, 0.1317517E+02, 0.0000000E+00, 0.1050000E+03, 0.5593801E+03, 0.1050000E+03,
 0.7622000E+01, 0.6778094E+03, 0.1316467E+02, 0.0000000E+00, 0.1050000E+03, 0.5596447E+03, 0.1050000E+03,
 0.7624000E+01, 0.6780635E+03, 0.1315423E+02, 0.0000000E+00, 0.1050000E+03, 0.5599092E+03, 0.1050000E+03,
 0.7626000E+01, 0.6783174E+03, 0.1314384E+02, 0.0000000E+00, 0.1050000E+03, 0.5601735E+03, 0.1050000E+03,
 0.7628000E+01, 0.6785712E+03, 0.1313349E+02, 0.0000000E+00, 0.1050000E+03, 0.5604377E+03, 0.1050000E+03,
 0.7630000E+01, 0.6788248E+03, 0.1312319E+02, 0.0000000E+00, 0.1050000E+03, 0.5607016E+03, 0.1050000E+03,
 0.7632000E+01, 0.6790782E+03, 0.1311294E+02, 0.0000000E+00, 0.1050000E+03, 0.5609653E+03, 0.1050000E+03,
 0.7634000E+01, 0.6793316E+03, 0.1310274E+02, 0.0000000E+00, 0.1050000E+03, 0.5612288E+03, 0.1050000E+03,
 0.7636000E+01, 0.6795848E+03, 0.1309259E+02, 0.0000000E+00, 0.1050000E+03, 0.5614922E+03, 0.1050000E+03,
 0.7638000E+01, 0.6798378E+03, 0.1308248E+02, 0.0000000E+00, 0.1050000E+03, 0.5617553E+03, 0.1050000E+03,
 0.7640000E+01, 0.6800907E+03, 0.1307241E+02, 0.0000000E+00, 0.1050000E+03, 0.5620183E+03, 0.1050000E+03,
 0.7642000E+01, 0.6803434E+03, 0.1306239E+02, 0.0000000E+00, 0.1050000E+03, 0.5622811E+03, 0.1050000E+03,
 0.7644000E+01, 0.6805960E+03, 0.1305242E+02, 0.0000000E+00, 0.1050000E+03, 0.5625436E+03, 0.1050000E+03,
 0.7646000E+01, 0.6808485E+03, 0.1304249E+02, 0.0000000E+00, 0.1050000E+03, 0.5628060E+03, 0.1050000E+03,
 0.7648000E+01, 0.6811008E+03, 0.1303261E+02, 0.0000000E+00, 0.1050000E+03, 0.5630682E+03, 0.1050000E+03,
 0.7650000E+01, 0.6813529E+03, 0.1302277E+02, 0.0000000E+00, 0.1050000E+03, 0.5633301E+03, 0.1050000E+03,
 0.7652000E+01, 0.6816049E+03, 0.1301297E+02, 0.0000000E+00, 0.1050000E+03, 0.5635920E+03, 0.1050000E+03,
 0.7654000E+01, 0.6818568E+03, 0.1300322E+02, 0.0000000E+00, 0.1050000E+03, 0.5638536E+03, 0.1050000E+03,
 0.7656000E+01, 0.6821085E+03, 0.1299351E+02, 0.0000000E+00, 0.1050000E+03, 0.5641149E+03, 0.1050000E+03,
 0.7658000E+01, 0.6823600E+03, 0.1298384E+02, 0.0000000E+00, 0.1050000E+03, 0.5643762E+03, 0.1050000E+03,
 0.7660000E+01, 0.6826114E+03, 0.1297421E+02, 0.0000000E+00, 0.1050000E+03, 0.5646372E+03, 0.1050000E+03,
 0.7662000E+01, 0.6828626E+03, 0.1296463E+02, 0.0000000E+00, 0.1050000E+03, 0.5648980E+03, 0.1050000E+03,
 0.7664000E+01, 0.6831137E+03, 0.1295508E+02, 0.0000000E+00, 0.1050000E+03, 0.5651586E+03, 0.1050000E+03,
 0.7666000E+01, 0.6833646E+03, 0.1294558E+02, 0.0000000E+00, 0.1050000E+03, 0.5654191E+03, 0.1050000E+03,
 0.7668000E+01, 0.6836154E+03, 0.1293612E+02, 0.0000000E+00, 0.1050000E+03, 0.5656793E+03, 0.1050000E+03,
 0.7670000E+01, 0.6838660E+03, 0.1292670E+02, 0.0000000E+00, 0.1050000E+03, 0.5659393E+03, 0.1050000E+03,
 0.7672000E+01, 0.6841165E+03, 0.1291732E+02, 0.0000000E+00, 0.1050000E+03, 0.5661992E+03, 0.1050000E+03,
 0.7674000E+01, 0.6843668E+03, 0.1290798E+02, 0.0000000E+00, 0.1050000E+03, 0.5664589E+03, 0.1050000E+03,
 0.7676000E+01, 0.6846170E+03, 0.1289868E+02, 0.0000000E+00, 0.1050000E+03, 0.5667183E+03, 0.1050000E+03,
 0.7678000E+01, 0.6848670E+03, 0.1288941E+02, 0.0000000E+00, 0.1050000E+03, 0.5669776E+03, 0.1050000E+03,
 0.7680000E+01, 0.6851168E+03, 0.1288019E+02, 0.0000000E+00, 0.1050000E+03, 0.5672366E+03, 0.1050000E+03,
 0.7682000E+01, 0.6853665E+03, 0.1287100E+02, 0.0000000E+00, 0.1050000E+03, 0.5674955E+03, 0.1050000E+03,
 0.7684000E+01, 0.6856161E+03, 0.1286186E+02, 0.0000000E+00, 0.1050000E+03, 0.5677542E+03, 0.1050000E+03,
 0.7686000E+01, 0.6858655E+03, 0.1285275E+02, 0.0000000E+00, 0.1050000E+03, 0.5680127E+03, 0.1050000E+03,
 0.7688000E+01, 0.6861147E+03, 0.1284367E+02, 0.0000000E+00, 0.1050000E+03, 0.5682710E+03, 0.1050000E+03,
 0.7690000E+01, 0.6863638E+03, 0.1283464E+02, 0.0000000E+00, 0.1050000E+03, 0.5685291E+03, 0.1050000E+03,
 0.7692000E+01, 0.6866127E+03, 0.1282564E+02, 0.0000000E+00, 0.1050000E+03, 0.5687870E+03, 0.1050000E+03,
 0.7694000E+01, 0.6868614E+03, 0.1281668E+02, 0.0000000E+00, 0.1050000E+03, 0.5690447E+03, 0.1050000E+03,
 0.7696000E+01, 0.6871100E+03, 0.1280776E+02, 0.0000000E+00, 0.1050000E+03, 0.5693022E+03, 0.1050000E+03,
 0.7698000E+01, 0.6873584E+03, 0.1279887E+02, 0.0000000E+00, 0.1050000E+03, 0.5695596E+03, 0.1050000E+03,
 0.7700000E+01, 0.6876067E+03, 0.1279001E+02, 0.0000000E+00, 0.1050000E+03, 0.5698167E+03, 0.1050000E+03,
 0.7702000E+01, 0.6878548E+03, 0.1278120E+02, 0.0000000E+00, 0.1050000E+03, 0.5700736E+03, 0.1050000E+03,
 0.7704000E+01, 0.6881028E+03, 0.1277241E+02, 0.0000000E+00, 0.1050000E+03, 0.5703303E+03, 0.1050000E+03,
 0.7706000E+01, 0.6883505E+03, 0.1276367E+02, 0.0000000E+00, 0.1050000E+03, 0.5705869E+03, 0.1050000E+03,
 0.7708000E+01, 0.6885982E+03, 0.1275495E+02, 0.0000000E+00, 0.1050000E+03, 0.5708433E+03, 0.1050000E+03,
 0.7710000E+01, 0.6888456E+03, 0.1274627E+02, 0.0000000E+00, 0.1050000E+03, 0.5710994E+03, 0.1050000E+03,
 0.7712000E+01, 0.6890930E+03, 0.1273763E+02, 0.0000000E+00, 0.1050000E+03, 0.5713553E+03, 0.1050000E+03,
 0.7714000E+01, 0.6893401E+03, 0.1272902E+02, 0.0000000E+00, 0.1050000E+03, 0.5716111E+03, 0.1050000E+03,
 0.7716000E+01, 0.6895871E+03, 0.1272044E+02, 0.0000000E+00, 0.1050000E+03, 0.5718667E+03, 0.1050000E+03,
 0.7718000E+01, 0.6898339E+03, 0.1271190E+02, 0.0000000E+00, 0.1050000E+03, 0.5721221E+03, 0.1050000E+03,
 0.7720000E+01, 0.6900806E+03, 0.1270339E+02, 0.0000000E+00, 0.1050000E+03, 0.5723773E+03, 0.1050000E+03,
 0.7722000E+01, 0.6903271E+03, 0.1269491E+02, 0.0000000E+00, 0.1050000E+03, 0.5726322E+03, 0.1050000E+03,
 0.7724000E+01, 0.6905735E+03, 0.1268647E+02, 0.0000000E+00, 0.1050000E+03, 0.5728870E+03, 0.1050000E+03,
 0.7726000E+01, 0.6908196E+03, 0.1267806E+02, 0.0000000E+00, 0.1050000E+03, 0.5731416E+03, 0.1050000E+03,
 0.7728000E+01, 0.6910657E+03, 0.1266968E+02, 0.0000000E+00, 0.1050000E+03, 0.5733960E+03, 0.1050000E+03,
 0.7730000E+01, 0.6913115E+03, 0.1266133E+02, 0.0000000E+00, 0.1050000E+03, 0.5736502E+03, 0.1050000E+03,
 0.7732000E+01, 0.6915573E+03, 0.1265301E+02, 0.0000000E+00, 0.1050000E+03, 0.5739042E+03, 0.1050000E+03,
 0.7734000E+01, 0.6918028E+03, 0.1264473E+02, 0.0000000E+00, 0.1050000E+03, 0.5741581E+03, 0.1050000E+03,
 0.7736000E+01, 0.6920482E+03, 0.1263647E+02, 0.0000000E+00, 0.1050000E+03, 0.5744117E+03, 0.1050000E+03,
 0.7738000E+01, 0.6922933E+03, 0.1262825E+02, 0.0000000E+00, 0.1050000E+03, 0.5746651E+03, 0.1050000E+03,
 0.7740000E+01, 0.6925384E+03, 0.1262006E+02, 0.0000000E+00, 0.1050000E+03, 0.5749183E+03, 0.1050000E+03,
 0.7742000E+01, 0.6927833E+03, 0.1261190E+02, 0.0000000E+00, 0.1050000E+03, 0.5751714E+03, 0.1050000E+03,
 0.7744000E+01, 0.6930280E+03, 0.1260377E+02, 0.0000000E+00, 0.1050000E+03, 0.5754243E+03, 0.1050000E+03,
 0.7746000E+01, 0.6932726E+03, 0.1259567E+02, 0.0000000E+00, 0.1050000E+03, 0.5756769E+03, 0.1050000E+03,
 0.7748000E+01, 0.6935170E+03, 0.1258760E+02, 0.0000000E+00, 0.1050000E+03, 0.5759294E+03, 0.1050000E+03,
 0.7750000E+01, 0.6937612E+03, 0.1257956E+02, 0.0000000E+00, 0.1050000E+03, 0.5761816E+03, 0.1050000E+03,
 0.7752000E+01, 0.6940052E+03, 0.1257155E+02, 0.0000000E+00, 0.1050000E+03, 0.5764337E+03, 0.1050000E+03,
 0.7754000E+01, 0.6942491E+03, 0.1256356E+02, 0.0000000E+00, 0.1050000E+03, 0.5766856E+03, 0.1050000E+03,
 0.7756000E+01, 0.6944929E+03, 0.1255561E+02, 0.0000000E+00, 0.1050000E+03, 0.5769373E+03, 0.1050000E+03,
 0.7758000E+01, 0.6947365E+03, 0.1254769E+02, 0.0000000E+00, 0.1050000E+03, 0.5771888E+03, 0.1050000E+03,
 0.7760000E+01, 0.6949799E+03, 0.1253979E+02, 0.0000000E+00, 0.1050000E+03, 0.5774401E+03, 0.1050000E+03,
 0.7762000E+01, 0.6952231E+03, 0.1253192E+02, 0.0000000E+00, 0.1050000E+03, 0.5776912E+03, 0.1050000E+03,
 0.7764000E+01, 0.6954662E+03, 0.1252409E+02, 0.0000000E+00, 0.1050000E+03, 0.5779421E+03, 0.1050000E+03,
 0.7766000E+01, 0.6957091E+03, 0.1251627E+02, 0.0000000E+00, 0.1050000E+03, 0.5781928E+03, 0.1050000E+03,
 0.7768000E+01, 0.6959518E+03, 0.1250849E+02, 0.0000000E+00, 0.1050000E+03, 0.5784434E+03, 0.1050000E+03,
 0.7770000E+01, 0.6961945E+03, 0.1250074E+02, 0.0000000E+00, 0.1050000E+03, 0.5786937E+03, 0.1050000E+03,
 0.7772000E+01, 0.6964368E+03, 0.1249301E+02, 0.0000000E+00, 0.1050000E+03, 0.5789438E+03, 0.1050000E+03,
 0.7774000E+01, 0.6966791E+03, 0.1248531E+02, 0.0000000E+00, 0.1050000E+03, 0.5791938E+03, 0.1050000E+03,
 0.7776000E+01, 0.6969212E+03, 0.1247764E+02, 0.0000000E+00, 0.1050000E+03, 0.5794435E+03, 0.1050000E+03,
 0.7778000E+01, 0.6971631E+03, 0.1246999E+02, 0.0000000E+00, 0.1050000E+03, 0.5796931E+03, 0.1050000E+03,
 0.7780000E+01, 0.6974048E+03, 0.1246237E+02, 0.0000000E+00, 0.1050000E+03, 0.5799425E+03, 0.1050000E+03,
 0.7782000E+01, 0.6976464E+03, 0.1245478E+02, 0.0000000E+00, 0.1050000E+03, 0.5801917E+03, 0.1050000E+03,
 0.7784000E+01, 0.6978879E+03, 0.1244721E+02, 0.0000000E+00, 0.1050000E+03, 0.5804407E+03, 0.1050000E+03,
 0.7786000E+01, 0.6981292E+03, 0.1243967E+02, 0.0000000E+00, 0.1050000E+03, 0.5806895E+03, 0.1050000E+03,
 0.7788000E+01, 0.6983702E+03, 0.1243216E+02, 0.0000000E+00, 0.1050000E+03, 0.5809380E+03, 0.1050000E+03,
 0.7790000E+01, 0.6986111E+03, 0.1242467E+02, 0.0000000E+00, 0.1050000E+03, 0.5811865E+03, 0.1050000E+03,
 0.7792000E+01, 0.6988519E+03, 0.1241720E+02, 0.0000000E+00, 0.1050000E+03, 0.5814347E+03, 0.1050000E+03,
 0.7794000E+01, 0.6990925E+03, 0.1240977E+02, 0.0000000E+00, 0.1050000E+03, 0.5816827E+03, 0.1050000E+03,
 0.7796000E+01, 0.6993329E+03, 0.1240236E+02, 0.0000000E+00, 0.1050000E+03, 0.5819305E+03, 0.1050000E+03,
 0.7798000E+01, 0.6995732E+03, 0.1239497E+02, 0.0000000E+00, 0.1050000E+03, 0.5821782E+03, 0.1050000E+03,
 0.7800000E+01, 0.6998132E+03, 0.1238761E+02, 0.0000000E+00, 0.1050000E+03, 0.5824257E+03, 0.1050000E+03,
 0.7802000E+01, 0.7000532E+03, 0.1238027E+02, 0.0000000E+00, 0.1050000E+03, 0.5826729E+03, 0.1050000E+03,
 0.7804000E+01, 0.7002930E+03, 0.1237296E+02, 0.0000000E+00, 0.1050000E+03, 0.5829200E+03, 0.1050000E+03,
 0.7806000E+01, 0.7005325E+03, 0.1236567E+02, 0.0000000E+00, 0.1050000E+03, 0.5831669E+03, 0.1050000E+03,
 0.7808000E+01, 0.7007720E+03, 0.1235841E+02, 0.0000000E+00, 0.1050000E+03, 0.5834136E+03, 0.1050000E+03,
 0.7810000E+01, 0.7010112E+03, 0.1235117E+02, 0.0000000E+00, 0.1050000E+03, 0.5836600E+03, 0.1050000E+03,
 0.7812000E+01, 0.7012503E+03, 0.1234395E+02, 0.0000000E+00, 0.1050000E+03, 0.5839064E+03, 0.1050000E+03,
 0.7814000E+01, 0.7014893E+03, 0.1233676E+02, 0.0000000E+00, 0.1050000E+03, 0.5841525E+03, 0.1050000E+03,
 0.7816000E+01, 0.7017280E+03, 0.1232959E+02, 0.0000000E+00, 0.1050000E+03, 0.5843984E+03, 0.1050000E+03,
 0.7818000E+01, 0.7019666E+03, 0.1232245E+02, 0.0000000E+00, 0.1050000E+03, 0.5846441E+03, 0.1050000E+03,
 0.7820000E+01, 0.7022050E+03, 0.1231533E+02, 0.0000000E+00, 0.1050000E+03, 0.5848896E+03, 0.1050000E+03,
 0.7822000E+01, 0.7024432E+03, 0.1230823E+02, 0.0000000E+00, 0.1050000E+03, 0.5851350E+03, 0.1050000E+03,
 0.7824000E+01, 0.7026813E+03, 0.1230116E+02, 0.0000000E+00, 0.1050000E+03, 0.5853802E+03, 0.1050000E+03,
 0.7826000E+01, 0.7029193E+03, 0.1229411E+02, 0.0000000E+00, 0.1050000E+03, 0.5856252E+03, 0.1050000E+03,
 0.7828000E+01, 0.7031570E+03, 0.1228708E+02, 0.0000000E+00, 0.1050000E+03, 0.5858699E+03, 0.1050000E+03,
 0.7830000E+01, 0.7033946E+03, 0.1228008E+02, 0.0000000E+00, 0.1050000E+03, 0.5861146E+03, 0.1050000E+03,
 0.7832000E+01, 0.7036320E+03, 0.1227309E+02, 0.0000000E+00, 0.1050000E+03, 0.5863589E+03, 0.1050000E+03,
 0.7834000E+01, 0.7038693E+03, 0.1226613E+02, 0.0000000E+00, 0.1050000E+03, 0.5866031E+03, 0.1050000E+03,
 0.7836000E+01, 0.7041064E+03, 0.1225919E+02, 0.0000000E+00, 0.1050000E+03, 0.5868472E+03, 0.1050000E+03,
 0.7838000E+01, 0.7043433E+03, 0.1225228E+02, 0.0000000E+00, 0.1050000E+03, 0.5870910E+03, 0.1050000E+03,
 0.7840000E+01, 0.7045800E+03, 0.1224538E+02, 0.0000000E+00, 0.1050000E+03, 0.5873347E+03, 0.1050000E+03,
 0.7842000E+01, 0.7048166E+03, 0.1223851E+02, 0.0000000E+00, 0.1050000E+03, 0.5875781E+03, 0.1050000E+03,
 0.7844000E+01, 0.7050530E+03, 0.1223166E+02, 0.0000000E+00, 0.1050000E+03, 0.5878214E+03, 0.1050000E+03,
 0.7846000E+01, 0.7052892E+03, 0.1222483E+02, 0.0000000E+00, 0.1050000E+03, 0.5880645E+03, 0.1050000E+03,
 0.7848000E+01, 0.7055253E+03, 0.1221803E+02, 0.0000000E+00, 0.1050000E+03, 0.5883073E+03, 0.1050000E+03,
 0.7850000E+01, 0.7057612E+03, 0.1221124E+02, 0.0000000E+00, 0.1050000E+03, 0.5885500E+03, 0.1050000E+03,
 0.7852000E+01, 0.7059970E+03, 0.1220447E+02, 0.0000000E+00, 0.1050000E+03, 0.5887925E+03, 0.1050000E+03,
 0.7854000E+01, 0.7062325E+03, 0.1219773E+02, 0.0000000E+00, 0.1050000E+03, 0.5890349E+03, 0.1050000E+03,
 0.7856000E+01, 0.7064680E+03, 0.1219101E+02, 0.0000000E+00, 0.1050000E+03, 0.5892770E+03, 0.1050000E+03,
 0.7858000E+01, 0.7067032E+03, 0.1218431E+02, 0.0000000E+00, 0.1050000E+03, 0.5895189E+03, 0.1050000E+03,
 0.7860000E+01, 0.7069383E+03, 0.1217762E+02, 0.0000000E+00, 0.1050000E+03, 0.5897607E+03, 0.1050000E+03,
 0.7862000E+01, 0.7071732E+03, 0.1217096E+02, 0.0000000E+00, 0.1050000E+03, 0.5900023E+03, 0.1050000E+03,
 0.7864000E+01, 0.7074079E+03, 0.1216432E+02, 0.0000000E+00, 0.1050000E+03, 0.5902436E+03, 0.1050000E+03,
 0.7866000E+01, 0.7076425E+03, 0.1215770E+02, 0.0000000E+00, 0.1050000E+03, 0.5904848E+03, 0.1050000E+03,
 0.7868000E+01, 0.7078769E+03, 0.1215110E+02, 0.0000000E+00, 0.1050000E+03, 0.5907258E+03, 0.1050000E+03,
 0.7870000E+01, 0.7081111E+03, 0.1214452E+02, 0.0000000E+00, 0.1050000E+03, 0.5909666E+03, 0.1050000E+03,
 0.7872000E+01, 0.7083452E+03, 0.1213796E+02, 0.0000000E+00, 0.1050000E+03, 0.5912072E+03, 0.1050000E+03,
 0.7874000E+01, 0.7085791E+03, 0.1213142E+02, 0.0000000E+00, 0.1050000E+03, 0.5914477E+03, 0.1050000E+03,
 0.7876000E+01, 0.7088128E+03, 0.1212490E+02, 0.0000000E+00, 0.1050000E+03, 0.5916879E+03, 0.1050000E+03,
 0.7878000E+01, 0.7090464E+03, 0.1211840E+02, 0.0000000E+00, 0.1050000E+03, 0.5919280E+03, 0.1050000E+03,
 0.7880000E+01, 0.7092798E+03, 0.1211192E+02, 0.0000000E+00, 0.1050000E+03, 0.5921678E+03, 0.1050000E+03,
 0.7882000E+01, 0.7095130E+03, 0.1210546E+02, 0.0000000E+00, 0.1050000E+03, 0.5924075E+03, 0.1050000E+03,
 0.7884000E+01, 0.7097460E+03, 0.1209901E+02, 0.0000000E+00, 0.1050000E+03, 0.5926470E+03, 0.1050000E+03,
 0.7886000E+01, 0.7099789E+03, 0.1209259E+02, 0.0000000E+00, 0.1050000E+03, 0.5928864E+03, 0.1050000E+03,
 0.7888000E+01, 0.7102117E+03, 0.1208619E+02, 0.0000000E+00, 0.1050000E+03, 0.5931255E+03, 0.1050000E+03,
 0.7890000E+01, 0.7104442E+03, 0.1207980E+02, 0.0000000E+00, 0.1050000E+03, 0.5933644E+03, 0.1050000E+03,
 0.7892000E+01, 0.7106766E+03, 0.1207343E+02, 0.0000000E+00, 0.1050000E+03, 0.5936031E+03, 0.1050000E+03,
 0.7894000E+01, 0.7109088E+03, 0.1206708E+02, 0.0000000E+00, 0.1050000E+03, 0.5938417E+03, 0.1050000E+03,
 0.7896000E+01, 0.7111409E+03, 0.1206075E+02, 0.0000000E+00, 0.1050000E+03, 0.5940801E+03, 0.1050000E+03,
 0.7898000E+01, 0.7113727E+03, 0.1205444E+02, 0.0000000E+00, 0.1050000E+03, 0.5943183E+03, 0.1050000E+03,
 0.7900000E+01, 0.7116044E+03, 0.1204815E+02, 0.0000000E+00, 0.1050000E+03, 0.5945563E+03, 0.1050000E+03,
 0.7902000E+01, 0.7118360E+03, 0.1204188E+02, 0.0000000E+00, 0.1050000E+03, 0.5947941E+03, 0.1050000E+03,
 0.7904000E+01, 0.7120674E+03, 0.1203562E+02, 0.0000000E+00, 0.1050000E+03, 0.5950317E+03, 0.1050000E+03,
 0.7906000E+01, 0.7122986E+03, 0.1202938E+02, 0.0000000E+00, 0.1050000E+03, 0.5952692E+03, 0.1050000E+03,
 0.7908000E+01, 0.7125296E+03, 0.1202316E+02, 0.0000000E+00, 0.1050000E+03, 0.5955065E+03, 0.1050000E+03,
 0.7910000E+01, 0.7127605E+03, 0.1201696E+02, 0.0000000E+00, 0.1050000E+03, 0.5957435E+03, 0.1050000E+03,
 0.7912000E+01, 0.7129912E+03, 0.1201077E+02, 0.0000000E+00, 0.1050000E+03, 0.5959804E+03, 0.1050000E+03,
 0.7914000E+01, 0.7132217E+03, 0.1200461E+02, 0.0000000E+00, 0.1050000E+03, 0.5962172E+03, 0.1050000E+03,
 0.7916000E+01, 0.7134521E+03, 0.1199846E+02, 0.0000000E+00, 0.1050000E+03, 0.5964537E+03, 0.1050000E+03,
 0.7918000E+01, 0.7136823E+03, 0.1199232E+02, 0.0000000E+00, 0.1050000E+03, 0.5966900E+03, 0.1050000E+03,
 0.7920000E+01, 0.7139124E+03, 0.1198621E+02, 0.0000000E+00, 0.1050000E+03, 0.5969261E+03, 0.1050000E+03,
 0.7922000E+01, 0.7141422E+03, 0.1198011E+02, 0.0000000E+00, 0.1050000E+03, 0.5971621E+03, 0.1050000E+03,
 0.7924000E+01, 0.7143719E+03, 0.1197403E+02, 0.0000000E+00, 0.1050000E+03, 0.5973979E+03, 0.1050000E+03,
 0.7926000E+01, 0.7146014E+03, 0.1196797E+02, 0.0000000E+00, 0.1050000E+03, 0.5976335E+03, 0.1050000E+03,
 0.7928000E+01, 0.7148308E+03, 0.1196192E+02, 0.0000000E+00, 0.1050000E+03, 0.5978689E+03, 0.1050000E+03,
 0.7930000E+01, 0.7150600E+03, 0.1195589E+02, 0.0000000E+00, 0.1050000E+03, 0.5981041E+03, 0.1050000E+03,
 0.7932000E+01, 0.7152891E+03, 0.1194988E+02, 0.0000000E+00, 0.1050000E+03, 0.5983392E+03, 0.1050000E+03,
 0.7934000E+01, 0.7155179E+03, 0.1194388E+02, 0.0000000E+00, 0.1050000E+03, 0.5985740E+03, 0.1050000E+03,
 0.7936000E+01, 0.7157466E+03, 0.1193790E+02, 0.0000000E+00, 0.1050000E+03, 0.5988087E+03, 0.1050000E+03,
 0.7938000E+01, 0.7159751E+03, 0.1193194E+02, 0.0000000E+00, 0.1050000E+03, 0.5990432E+03, 0.1050000E+03,
 0.7940000E+01, 0.7162035E+03, 0.1192599E+02, 0.0000000E+00, 0.1050000E+03, 0.5992775E+03, 0.1050000E+03,
 0.7942000E+01, 0.7164316E+03, 0.1192006E+02, 0.0000000E+00, 0.1050000E+03, 0.5995116E+03, 0.1050000E+03,
 0.7944000E+01, 0.7166597E+03, 0.1191415E+02, 0.0000000E+00, 0.1050000E+03, 0.5997455E+03, 0.1050000E+03,
 0.7946000E+01, 0.7168876E+03, 0.1190825E+02, 0.0000000E+00, 0.1050000E+03, 0.5999793E+03, 0.1050000E+03,
 0.7948000E+01, 0.7171152E+03, 0.1190237E+02, 0.0000000E+00, 0.1050000E+03, 0.6002129E+03, 0.1050000E+03,
 0.7950000E+01, 0.7173428E+03, 0.1189650E+02, 0.0000000E+00, 0.1050000E+03, 0.6004462E+03, 0.1050000E+03,
 0.7952000E+01, 0.7175701E+03, 0.1189065E+02, 0.0000000E+00, 0.1050000E+03, 0.6006794E+03, 0.1050000E+03,
 0.7954000E+01, 0.7177973E+03, 0.1188482E+02, 0.0000000E+00, 0.1050000E+03, 0.6009125E+03, 0.1050000E+03,
 0.7956000E+01, 0.7180243E+03, 0.1187900E+02, 0.0000000E+00, 0.1050000E+03, 0.6011453E+03, 0.1050000E+03,
 0.7958000E+01, 0.7182512E+03, 0.1187320E+02, 0.0000000E+00, 0.1050000E+03, 0.6013780E+03, 0.1050000E+03,
 0.7960000E+01, 0.7184778E+03, 0.1186741E+02, 0.0000000E+00, 0.1050000E+03, 0.6016104E+03, 0.1050000E+03,
 0.7962000E+01, 0.7187043E+03, 0.1186164E+02, 0.0000000E+00, 0.1050000E+03, 0.6018427E+03, 0.1050000E+03,
 0.7964000E+01, 0.7189307E+03, 0.1185588E+02, 0.0000000E+00, 0.1050000E+03, 0.6020748E+03, 0.1050000E+03,
 0.7966000E+01, 0.7191569E+03, 0.1185014E+02, 0.0000000E+00, 0.1050000E+03, 0.6023068E+03, 0.1050000E+03,
 0.7968000E+01, 0.7193829E+03, 0.1184441E+02, 0.0000000E+00, 0.1050000E+03, 0.6025385E+03, 0.1050000E+03,
 0.7970000E+01, 0.7196088E+03, 0.1183870E+02, 0.0000000E+00, 0.1050000E+03, 0.6027701E+03, 0.1050000E+03,
 0.7972000E+01, 0.7198344E+03, 0.1183301E+02, 0.0000000E+00, 0.1050000E+03, 0.6030014E+03, 0.1050000E+03,
 0.7974000E+01, 0.7200599E+03, 0.1182733E+02, 0.0000000E+00, 0.1050000E+03, 0.6032326E+03, 0.1050000E+03,
 0.7976000E+01, 0.7202853E+03, 0.1182166E+02, 0.0000000E+00, 0.1050000E+03, 0.6034636E+03, 0.1050000E+03,
 0.7978000E+01, 0.7205105E+03, 0.1181601E+02, 0.0000000E+00, 0.1050000E+03, 0.6036945E+03, 0.1050000E+03,
 0.7980000E+01, 0.7207355E+03, 0.1181037E+02, 0.0000000E+00, 0.1050000E+03, 0.6039251E+03, 0.1050000E+03,
 0.7982000E+01, 0.7209603E+03, 0.1180475E+02, 0.0000000E+00, 0.1050000E+03, 0.6041556E+03, 0.1050000E+03,
 0.7984000E+01, 0.7211850E+03, 0.1179915E+02, 0.0000000E+00, 0.1050000E+03, 0.6043859E+03, 0.1050000E+03,
 0.7986000E+01, 0.7214095E+03, 0.1179355E+02, 0.0000000E+00, 0.1050000E+03, 0.6046160E+03, 0.1050000E+03,
 0.7988000E+01, 0.7216339E+03, 0.1178798E+02, 0.0000000E+00, 0.1050000E+03, 0.6048459E+03, 0.1050000E+03,
 0.7990000E+01, 0.7218580E+03, 0.1178241E+02, 0.0000000E+00, 0.1050000E+03, 0.6050756E+03, 0.1050000E+03,
 0.7992000E+01, 0.7220821E+03, 0.1177686E+02, 0.0000000E+00, 0.1050000E+03, 0.6053052E+03, 0.1050000E+03,
 0.7994000E+01, 0.7223059E+03, 0.1177133E+02, 0.0000000E+00, 0.1050000E+03, 0.6055346E+03, 0.1050000E+03,
 0.7996000E+01, 0.7225296E+03, 0.1176581E+02, 0.0000000E+00, 0.1050000E+03, 0.6057638E+03, 0.1050000E+03,
 0.7998000E+01, 0.7227531E+03, 0.1176030E+02, 0.0000000E+00, 0.1050000E+03, 0.6059928E+03, 0.1050000E+03,
 0.8000000E+01, 0.7229764E+03, 0.1175481E+02, 0.0000000E+00, 0.1050000E+03, 0.6062216E+03, 0.1050000E+03,
 0.8002000E+01, 0.7231996E+03, 0.1174933E+02, 0.0000000E+00, 0.1050000E+03, 0.6064503E+03, 0.1050000E+03,
 0.8004000E+01, 0.7234227E+03, 0.1174386E+02, 0.0000000E+00, 0.1050000E+03, 0.6066788E+03, 0.1050000E+03,
 0.8006000E+01, 0.7236455E+03, 0.1173841E+02, 0.0000000E+00, 0.1050000E+03, 0.6069071E+03, 0.1050000E+03,
