@AJBS [MA/m^2]  vs r@
X,AJBS_1,AJBS_2,AJBS_3,AJBS_4,AJBS_5,AJBS_6,AJBS_7,AJBS_8,AJBS_9,AJBS_10,AJBS_11,AJBS_12,AJBS_13,AJBS_14,AJBS_15,AJBS_16,AJBS_17,AJBS_18,AJBS_19,AJBS_20,AJBS_21,AJBS_22,AJBS_23,AJBS_24,AJBS_25,AJBS_26,AJBS_27,AJBS_28,AJBS_29,AJBS_30,AJBS_31,AJBS_32,AJBS_33,AJBS_34,AJBS_35,AJBS_36,AJBS_37,AJBS_38,AJBS_39,AJBS_40,AJBS_41,AJBS_42,AJBS_43,AJBS_44,AJBS_45,AJBS_46,AJBS_47,AJBS_48,AJBS_49,AJBS_50,AJBS_51,AJBS_52,AJBS_53,AJBS_54,AJBS_55,AJBS_56,AJBS_57,AJBS_58,AJBS_59,AJBS_60,AJBS_61,AJBS_62,AJBS_63,AJBS_64,AJBS_65,AJBS_66,AJBS_67,AJBS_68,AJBS_69,AJBS_70,AJBS_71,AJBS_72,AJBS_73,AJBS_74,AJBS_75,AJBS_76,AJBS_77,AJBS_78,AJBS_79,AJBS_80,AJBS_81,AJBS_82,AJBS_83,AJBS_84,AJBS_85,AJBS_86,AJBS_87,AJBS_88,AJBS_89,AJBS_90,AJBS_91,AJBS_92,AJBS_93,AJBS_94,AJBS_95,AJBS_96,AJBS_97,AJBS_98,AJBS_99,AJBS_100,AJBS_101,AJBS_102,AJBS_103
 0.4500000E+00, 0.6346147E-01, 0.6716003E-01, 0.8871455E-01, 0.1017483E+00, 0.1083403E+00, 0.1118036E+00, 0.1146159E+00, 0.1172243E+00, 0.1196179E+00, 0.1218028E+00, 0.1238066E+00, 0.1256579E+00, 0.1273803E+00, 0.1289926E+00, 0.1305095E+00, 0.1319411E+00, 0.1319411E+00, 0.1332863E+00, 0.1345625E+00, 0.1357815E+00, 0.1369512E+00, 0.1380778E+00, 0.1391679E+00, 0.1402286E+00, 0.1412687E+00, 0.1422988E+00, 0.1433145E+00, 0.1437281E+00, 0.1440093E+00, 0.1447971E+00, 0.1455309E+00, 0.1461854E+00, 0.1470178E+00, 0.1478758E+00, 0.1487238E+00, 0.1496644E+00, 0.1506450E+00, 0.1506450E+00, 0.1516679E+00, 0.1527700E+00, 0.1539265E+00, 0.1551649E+00, 0.1564776E+00, 0.1578751E+00, 0.1593546E+00, 0.1609191E+00, 0.1625675E+00, 0.1643019E+00, 0.1661224E+00, 0.1680279E+00, 0.1700178E+00, 0.1720943E+00, 0.1742610E+00, 0.1765198E+00, 0.1788681E+00, 0.1813012E+00, 0.1838146E+00, 0.1864040E+00, 0.1890643E+00, 0.1917896E+00, 0.1945731E+00, 0.1974075E+00, 0.2002853E+00, 0.2031990E+00, 0.2061413E+00, 0.2091054E+00, 0.2120848E+00, 0.2150732E+00, 0.2180648E+00, 0.2210541E+00, 0.2240360E+00, 0.2270054E+00, 0.2299575E+00, 0.2328878E+00, 0.2357907E+00, 0.2380331E+00, 0.2401329E+00, 0.2435859E+00, 0.2472746E+00, 0.2509151E+00, 0.2544419E+00, 0.2578447E+00, 0.2611278E+00, 0.2642990E+00, 0.2673662E+00, 0.2703361E+00, 0.2732143E+00, 0.2760052E+00, 0.2787120E+00, 0.2813375E+00, 0.2838836E+00, 0.2863521E+00, 0.2887442E+00, 0.2910611E+00, 0.2933038E+00, 0.2954733E+00, 0.2975706E+00, 0.2995967E+00, 0.3015527E+00, 0.3034396E+00, 0.3052586E+00, 0.3070109E+00, 0.3086979E+00,
 0.4700000E+00, 0.6414028E-01, 0.6751399E-01, 0.8409137E-01, 0.9568325E-01, 0.1016799E+00, 0.1048525E+00, 0.1073763E+00, 0.1097461E+00, 0.1119633E+00, 0.1140198E+00, 0.1159283E+00, 0.1177069E+00, 0.1193717E+00, 0.1209364E+00, 0.1224122E+00, 0.1238072E+00, 0.1238072E+00, 0.1251203E+00, 0.1263646E+00, 0.1275508E+00, 0.1286859E+00, 0.1297756E+00, 0.1308253E+00, 0.1318408E+00, 0.1328285E+00, 0.1337958E+00, 0.1347410E+00, 0.1352788E+00, 0.1356230E+00, 0.1363579E+00, 0.1370887E+00, 0.1377516E+00, 0.1385498E+00, 0.1393797E+00, 0.1402075E+00, 0.1411117E+00, 0.1420547E+00, 0.1420547E+00, 0.1430387E+00, 0.1440943E+00, 0.1452017E+00, 0.1463850E+00, 0.1476390E+00, 0.1489724E+00, 0.1503843E+00, 0.1518768E+00, 0.1534499E+00, 0.1551052E+00, 0.1568432E+00, 0.1586629E+00, 0.1605641E+00, 0.1625485E+00, 0.1646193E+00, 0.1667789E+00, 0.1690254E+00, 0.1713544E+00, 0.1737619E+00, 0.1762438E+00, 0.1787954E+00, 0.1814109E+00, 0.1840839E+00, 0.1868076E+00, 0.1895745E+00, 0.1923776E+00, 0.1952096E+00, 0.1980639E+00, 0.2009339E+00, 0.2038137E+00, 0.2066974E+00, 0.2095797E+00, 0.2124555E+00, 0.2153197E+00, 0.2181678E+00, 0.2209949E+00, 0.2237954E+00, 0.2256902E+00, 0.2275444E+00, 0.2310150E+00, 0.2347183E+00, 0.2383465E+00, 0.2418401E+00, 0.2451955E+00, 0.2484220E+00, 0.2515309E+00, 0.2545325E+00, 0.2574352E+00, 0.2602456E+00, 0.2629689E+00, 0.2656090E+00, 0.2681689E+00, 0.2706510E+00, 0.2730571E+00, 0.2753887E+00, 0.2776469E+00, 0.2798329E+00, 0.2819477E+00, 0.2839922E+00, 0.2859675E+00, 0.2878746E+00, 0.2897146E+00, 0.2914885E+00, 0.2931977E+00, 0.2948432E+00,
 0.4900000E+00, 0.6424763E-01, 0.6879074E-01, 0.8091121E-01, 0.9063759E-01, 0.9585603E-01, 0.9866823E-01, 0.1008876E+00, 0.1030104E+00, 0.1050425E+00, 0.1069620E+00, 0.1087670E+00, 0.1104651E+00, 0.1120652E+00, 0.1135756E+00, 0.1150042E+00, 0.1163570E+00, 0.1163570E+00, 0.1176327E+00, 0.1188407E+00, 0.1199907E+00, 0.1210889E+00, 0.1221404E+00, 0.1231499E+00, 0.1241220E+00, 0.1250619E+00, 0.1259746E+00, 0.1268592E+00, 0.1274607E+00, 0.1278569E+00, 0.1285487E+00, 0.1292617E+00, 0.1299210E+00, 0.1306845E+00, 0.1314809E+00, 0.1322807E+00, 0.1331452E+00, 0.1340467E+00, 0.1340467E+00, 0.1349871E+00, 0.1359928E+00, 0.1370476E+00, 0.1381725E+00, 0.1393646E+00, 0.1406310E+00, 0.1419723E+00, 0.1433902E+00, 0.1448850E+00, 0.1464583E+00, 0.1481108E+00, 0.1498419E+00, 0.1516512E+00, 0.1535403E+00, 0.1555122E+00, 0.1575693E+00, 0.1597103E+00, 0.1619315E+00, 0.1642291E+00, 0.1665992E+00, 0.1690374E+00, 0.1715384E+00, 0.1740960E+00, 0.1767037E+00, 0.1793544E+00, 0.1820412E+00, 0.1847571E+00, 0.1874955E+00, 0.1902502E+00, 0.1930151E+00, 0.1957847E+00, 0.1985537E+00, 0.2013170E+00, 0.2040698E+00, 0.2068074E+00, 0.2095251E+00, 0.2122168E+00, 0.2137249E+00, 0.2153519E+00, 0.2188206E+00, 0.2225130E+00, 0.2261052E+00, 0.2295445E+00, 0.2328337E+00, 0.2359867E+00, 0.2390179E+00, 0.2419396E+00, 0.2447615E+00, 0.2474914E+00, 0.2501349E+00, 0.2526966E+00, 0.2551797E+00, 0.2575869E+00, 0.2599200E+00, 0.2621807E+00, 0.2643703E+00, 0.2664898E+00, 0.2685403E+00, 0.2705229E+00, 0.2724384E+00, 0.2742879E+00, 0.2760724E+00, 0.2777931E+00, 0.2794510E+00, 0.2810473E+00,
 0.5100000E+00, 0.6442657E-01, 0.7027165E-01, 0.7879975E-01, 0.8644099E-01, 0.9076007E-01, 0.9316498E-01, 0.9507610E-01, 0.9695385E-01, 0.9880195E-01, 0.1005844E+00, 0.1022857E+00, 0.1039029E+00, 0.1054379E+00, 0.1068940E+00, 0.1082754E+00, 0.1095859E+00, 0.1095859E+00, 0.1108240E+00, 0.1119962E+00, 0.1131108E+00, 0.1141735E+00, 0.1151889E+00, 0.1161610E+00, 0.1170940E+00, 0.1179916E+00, 0.1188577E+00, 0.1196915E+00, 0.1203219E+00, 0.1207579E+00, 0.1214147E+00, 0.1221038E+00, 0.1227521E+00, 0.1234821E+00, 0.1242442E+00, 0.1250129E+00, 0.1258377E+00, 0.1266979E+00, 0.1266979E+00, 0.1275940E+00, 0.1285505E+00, 0.1295534E+00, 0.1306212E+00, 0.1317528E+00, 0.1329539E+00, 0.1342265E+00, 0.1355718E+00, 0.1369906E+00, 0.1384844E+00, 0.1400539E+00, 0.1416990E+00, 0.1434193E+00, 0.1452160E+00, 0.1470920E+00, 0.1490497E+00, 0.1510884E+00, 0.1532049E+00, 0.1553956E+00, 0.1576569E+00, 0.1599847E+00, 0.1623740E+00, 0.1648189E+00, 0.1673132E+00, 0.1698501E+00, 0.1724230E+00, 0.1750250E+00, 0.1776498E+00, 0.1802913E+00, 0.1829435E+00, 0.1856010E+00, 0.1882586E+00, 0.1909113E+00, 0.1935545E+00, 0.1961834E+00, 0.1987934E+00, 0.2013780E+00, 0.2024663E+00, 0.2039121E+00, 0.2073821E+00, 0.2110581E+00, 0.2146087E+00, 0.2179891E+00, 0.2212086E+00, 0.2242856E+00, 0.2272372E+00, 0.2300775E+00, 0.2328177E+00, 0.2354662E+00, 0.2380295E+00, 0.2405123E+00, 0.2429182E+00, 0.2452501E+00, 0.2475101E+00, 0.2496997E+00, 0.2518204E+00, 0.2538733E+00, 0.2558594E+00, 0.2577798E+00, 0.2596354E+00, 0.2614271E+00, 0.2631561E+00, 0.2648233E+00, 0.2664298E+00, 0.2679766E+00,
 0.5300000E+00, 0.6462200E-01, 0.7159463E-01, 0.7733788E-01, 0.8286188E-01, 0.8622219E-01, 0.8819334E-01, 0.8980029E-01, 0.9144043E-01, 0.9310944E-01, 0.9475802E-01, 0.9635767E-01, 0.9789561E-01, 0.9936665E-01, 0.1007693E+00, 0.1021044E+00, 0.1033735E+00, 0.1033735E+00, 0.1045746E+00, 0.1057118E+00, 0.1067923E+00, 0.1078211E+00, 0.1088023E+00, 0.1097398E+00, 0.1106369E+00, 0.1114969E+00, 0.1123226E+00, 0.1131133E+00, 0.1137521E+00, 0.1142156E+00, 0.1148426E+00, 0.1155055E+00, 0.1161375E+00, 0.1168351E+00, 0.1175630E+00, 0.1182994E+00, 0.1190851E+00, 0.1199046E+00, 0.1199046E+00, 0.1207573E+00, 0.1216658E+00, 0.1226184E+00, 0.1236308E+00, 0.1247041E+00, 0.1258423E+00, 0.1270489E+00, 0.1283242E+00, 0.1296700E+00, 0.1310873E+00, 0.1325771E+00, 0.1341394E+00, 0.1357738E+00, 0.1374816E+00, 0.1392653E+00, 0.1411271E+00, 0.1430671E+00, 0.1450823E+00, 0.1471695E+00, 0.1493254E+00, 0.1515460E+00, 0.1538267E+00, 0.1561619E+00, 0.1585457E+00, 0.1609716E+00, 0.1634331E+00, 0.1659238E+00, 0.1684374E+00, 0.1709679E+00, 0.1735095E+00, 0.1760570E+00, 0.1786052E+00, 0.1811493E+00, 0.1836847E+00, 0.1862067E+00, 0.1887108E+00, 0.1911898E+00, 0.1918219E+00, 0.1931348E+00, 0.1966076E+00, 0.2002607E+00, 0.2037631E+00, 0.2070794E+00, 0.2102254E+00, 0.2132232E+00, 0.2160928E+00, 0.2188499E+00, 0.2215068E+00, 0.2240728E+00, 0.2265546E+00, 0.2289576E+00, 0.2312855E+00, 0.2335414E+00, 0.2357274E+00, 0.2378453E+00, 0.2398964E+00, 0.2418820E+00, 0.2438031E+00, 0.2456607E+00, 0.2474557E+00, 0.2491891E+00, 0.2508619E+00, 0.2524750E+00, 0.2540294E+00, 0.2555262E+00,
 0.5500000E+00, 0.6520098E-01, 0.7275704E-01, 0.7633486E-01, 0.7983191E-01, 0.8222359E-01, 0.8375057E-01, 0.8506333E-01, 0.8647799E-01, 0.8797736E-01, 0.8949941E-01, 0.9100350E-01, 0.9246744E-01, 0.9387933E-01, 0.9523297E-01, 0.9652579E-01, 0.9775733E-01, 0.9775733E-01, 0.9892490E-01, 0.1000307E+00, 0.1010807E+00, 0.1020793E+00, 0.1030303E+00, 0.1039373E+00, 0.1048033E+00, 0.1056312E+00, 0.1064230E+00, 0.1071781E+00, 0.1078151E+00, 0.1082968E+00, 0.1088988E+00, 0.1095361E+00, 0.1101500E+00, 0.1108174E+00, 0.1115136E+00, 0.1122189E+00, 0.1129682E+00, 0.1137500E+00, 0.1137500E+00, 0.1145623E+00, 0.1154265E+00, 0.1163327E+00, 0.1172941E+00, 0.1183137E+00, 0.1193942E+00, 0.1205400E+00, 0.1217512E+00, 0.1230299E+00, 0.1243769E+00, 0.1257935E+00, 0.1272797E+00, 0.1288353E+00, 0.1304614E+00, 0.1321601E+00, 0.1339339E+00, 0.1357829E+00, 0.1377048E+00, 0.1396966E+00, 0.1417551E+00, 0.1438768E+00, 0.1460570E+00, 0.1482908E+00, 0.1505722E+00, 0.1528953E+00, 0.1552537E+00, 0.1576411E+00, 0.1600515E+00, 0.1624789E+00, 0.1649179E+00, 0.1673632E+00, 0.1698098E+00, 0.1722530E+00, 0.1746882E+00, 0.1771110E+00, 0.1795166E+00, 0.1818974E+00, 0.1820434E+00, 0.1832904E+00, 0.1867825E+00, 0.1904200E+00, 0.1938807E+00, 0.1971394E+00, 0.2002186E+00, 0.2031445E+00, 0.2059393E+00, 0.2086205E+00, 0.2112014E+00, 0.2136919E+00, 0.2160995E+00, 0.2184297E+00, 0.2206866E+00, 0.2228732E+00, 0.2249919E+00, 0.2270445E+00, 0.2290324E+00, 0.2309569E+00, 0.2328189E+00, 0.2346195E+00, 0.2363595E+00, 0.2380400E+00, 0.2396618E+00, 0.2412259E+00, 0.2427333E+00, 0.2441847E+00,
 0.5700000E+00, 0.6626580E-01, 0.7371619E-01, 0.7556715E-01, 0.7719359E-01, 0.7864374E-01, 0.7972824E-01, 0.8075981E-01, 0.8196270E-01, 0.8330312E-01, 0.8470698E-01, 0.8612240E-01, 0.8751833E-01, 0.8887643E-01, 0.9018596E-01, 0.9144117E-01, 0.9263947E-01, 0.9263947E-01, 0.9377746E-01, 0.9485577E-01, 0.9587909E-01, 0.9685143E-01, 0.9777634E-01, 0.9865703E-01, 0.9949644E-01, 0.1002971E+00, 0.1010607E+00, 0.1017866E+00, 0.1024169E+00, 0.1029100E+00, 0.1034907E+00, 0.1041044E+00, 0.1046998E+00, 0.1053398E+00, 0.1060070E+00, 0.1066836E+00, 0.1073997E+00, 0.1081472E+00, 0.1081472E+00, 0.1089228E+00, 0.1097466E+00, 0.1106109E+00, 0.1115263E+00, 0.1124973E+00, 0.1135258E+00, 0.1146166E+00, 0.1157700E+00, 0.1169880E+00, 0.1182716E+00, 0.1196220E+00, 0.1210395E+00, 0.1225239E+00, 0.1240760E+00, 0.1256979E+00, 0.1273920E+00, 0.1291586E+00, 0.1309959E+00, 0.1329012E+00, 0.1348714E+00, 0.1369031E+00, 0.1389921E+00, 0.1411335E+00, 0.1433218E+00, 0.1455512E+00, 0.1478155E+00, 0.1501087E+00, 0.1524249E+00, 0.1547584E+00, 0.1571036E+00, 0.1594556E+00, 0.1618094E+00, 0.1641605E+00, 0.1665042E+00, 0.1688363E+00, 0.1711520E+00, 0.1734430E+00, 0.1730772E+00, 0.1743336E+00, 0.1778665E+00, 0.1815001E+00, 0.1849293E+00, 0.1881407E+00, 0.1911632E+00, 0.1940271E+00, 0.1967571E+00, 0.1993722E+00, 0.2018868E+00, 0.2043114E+00, 0.2066541E+00, 0.2089207E+00, 0.2111154E+00, 0.2132416E+00, 0.2153016E+00, 0.2172972E+00, 0.2192301E+00, 0.2211013E+00, 0.2229120E+00, 0.2246630E+00, 0.2263554E+00, 0.2279900E+00, 0.2295677E+00, 0.2310894E+00, 0.2325561E+00, 0.2339684E+00,
 0.5900000E+00, 0.6746302E-01, 0.7435323E-01, 0.7479560E-01, 0.7474767E-01, 0.7531512E-01, 0.7597117E-01, 0.7673734E-01, 0.7774261E-01, 0.7893418E-01, 0.8022690E-01, 0.8155879E-01, 0.8289070E-01, 0.8419823E-01, 0.8546639E-01, 0.8668640E-01, 0.8785366E-01, 0.8785366E-01, 0.8896398E-01, 0.9001664E-01, 0.9101526E-01, 0.9196341E-01, 0.9286434E-01, 0.9372113E-01, 0.9453653E-01, 0.9531289E-01, 0.9605174E-01, 0.9675245E-01, 0.9737317E-01, 0.9787196E-01, 0.9843326E-01, 0.9902463E-01, 0.9960122E-01, 0.1002154E+00, 0.1008555E+00, 0.1015048E+00, 0.1021899E+00, 0.1029053E+00, 0.1029053E+00, 0.1036469E+00, 0.1044333E+00, 0.1052587E+00, 0.1061316E+00, 0.1070575E+00, 0.1080379E+00, 0.1090779E+00, 0.1101777E+00, 0.1113396E+00, 0.1125644E+00, 0.1138535E+00, 0.1152072E+00, 0.1166253E+00, 0.1181087E+00, 0.1196593E+00, 0.1212791E+00, 0.1229690E+00, 0.1247273E+00, 0.1265516E+00, 0.1284391E+00, 0.1303865E+00, 0.1323898E+00, 0.1344444E+00, 0.1365450E+00, 0.1386861E+00, 0.1408617E+00, 0.1430659E+00, 0.1452930E+00, 0.1475374E+00, 0.1497939E+00, 0.1520574E+00, 0.1543232E+00, 0.1565867E+00, 0.1588436E+00, 0.1610895E+00, 0.1633196E+00, 0.1655252E+00, 0.1646188E+00, 0.1659481E+00, 0.1695302E+00, 0.1731611E+00, 0.1765599E+00, 0.1797255E+00, 0.1826936E+00, 0.1854981E+00, 0.1881661E+00, 0.1907182E+00, 0.1931696E+00, 0.1955316E+00, 0.1978127E+00, 0.2000188E+00, 0.2021546E+00, 0.2042233E+00, 0.2062276E+00, 0.2081693E+00, 0.2100500E+00, 0.2118708E+00, 0.2136328E+00, 0.2153370E+00, 0.2169842E+00, 0.2185754E+00, 0.2201114E+00, 0.2215930E+00, 0.2230212E+00, 0.2243966E+00,
 0.6100000E+00, 0.6865238E-01, 0.7464820E-01, 0.7390863E-01, 0.7239357E-01, 0.7215711E-01, 0.7240843E-01, 0.7292751E-01, 0.7375008E-01, 0.7480314E-01, 0.7599163E-01, 0.7724476E-01, 0.7851602E-01, 0.7977554E-01, 0.8100432E-01, 0.8219080E-01, 0.8332845E-01, 0.8332845E-01, 0.8441231E-01, 0.8544052E-01, 0.8641571E-01, 0.8734100E-01, 0.8821942E-01, 0.8905389E-01, 0.8984710E-01, 0.9060124E-01, 0.9131778E-01, 0.9199620E-01, 0.9260561E-01, 0.9310577E-01, 0.9364900E-01, 0.9421913E-01, 0.9477703E-01, 0.9536670E-01, 0.9598122E-01, 0.9660494E-01, 0.9726081E-01, 0.9794617E-01, 0.9794617E-01, 0.9865610E-01, 0.9940746E-01, 0.1001966E+00, 0.1010300E+00, 0.1019140E+00, 0.1028498E+00, 0.1038425E+00, 0.1048926E+00, 0.1060022E+00, 0.1071723E+00, 0.1084042E+00, 0.1096983E+00, 0.1110547E+00, 0.1124738E+00, 0.1139575E+00, 0.1155079E+00, 0.1171258E+00, 0.1188099E+00, 0.1205581E+00, 0.1223676E+00, 0.1242354E+00, 0.1261576E+00, 0.1281300E+00, 0.1301475E+00, 0.1322046E+00, 0.1342957E+00, 0.1364152E+00, 0.1385573E+00, 0.1407167E+00, 0.1428883E+00, 0.1450672E+00, 0.1472487E+00, 0.1494283E+00, 0.1516020E+00, 0.1537652E+00, 0.1559132E+00, 0.1580366E+00, 0.1565627E+00, 0.1580222E+00, 0.1616571E+00, 0.1652829E+00, 0.1686494E+00, 0.1717683E+00, 0.1746818E+00, 0.1774273E+00, 0.1800341E+00, 0.1825241E+00, 0.1849135E+00, 0.1872141E+00, 0.1894348E+00, 0.1915818E+00, 0.1936599E+00, 0.1956726E+00, 0.1976225E+00, 0.1995115E+00, 0.2013411E+00, 0.2031127E+00, 0.2048272E+00, 0.2064856E+00, 0.2080887E+00, 0.2096375E+00, 0.2111327E+00, 0.2125752E+00, 0.2139657E+00, 0.2153049E+00,
 0.6300000E+00, 0.6991737E-01, 0.7463984E-01, 0.7286832E-01, 0.7008348E-01, 0.6913019E-01, 0.6900655E-01, 0.6929831E-01, 0.6995365E-01, 0.7087906E-01, 0.7197069E-01, 0.7315017E-01, 0.7436452E-01, 0.7557885E-01, 0.7677051E-01, 0.7792535E-01, 0.7903509E-01, 0.7903509E-01, 0.8009395E-01, 0.8109911E-01, 0.8205231E-01, 0.8295625E-01, 0.8381373E-01, 0.8462758E-01, 0.8540040E-01, 0.8613432E-01, 0.8683077E-01, 0.8748939E-01, 0.8808701E-01, 0.8858576E-01, 0.8911221E-01, 0.8966248E-01, 0.9020246E-01, 0.9076934E-01, 0.9136007E-01, 0.9195998E-01, 0.9258892E-01, 0.9324645E-01, 0.9324645E-01, 0.9392722E-01, 0.9464645E-01, 0.9540223E-01, 0.9619946E-01, 0.9704501E-01, 0.9793987E-01, 0.9888918E-01, 0.9989356E-01, 0.1009552E+00, 0.1020750E+00, 0.1032543E+00, 0.1044936E+00, 0.1057929E+00, 0.1071528E+00, 0.1085749E+00, 0.1100610E+00, 0.1116123E+00, 0.1132277E+00, 0.1149053E+00, 0.1166424E+00, 0.1184361E+00, 0.1202830E+00, 0.1221787E+00, 0.1241185E+00, 0.1260971E+00, 0.1281092E+00, 0.1301492E+00, 0.1322116E+00, 0.1342912E+00, 0.1363830E+00, 0.1384822E+00, 0.1405844E+00, 0.1426851E+00, 0.1447802E+00, 0.1468655E+00, 0.1489361E+00, 0.1509817E+00, 0.1489221E+00, 0.1505726E+00, 0.1542675E+00, 0.1578899E+00, 0.1612256E+00, 0.1643002E+00, 0.1671617E+00, 0.1698512E+00, 0.1724000E+00, 0.1748312E+00, 0.1771619E+00, 0.1794046E+00, 0.1815682E+00, 0.1836594E+00, 0.1856832E+00, 0.1876430E+00, 0.1895416E+00, 0.1913809E+00, 0.1931625E+00, 0.1948877E+00, 0.1965574E+00, 0.1981727E+00, 0.1997343E+00, 0.2012432E+00, 0.2027000E+00, 0.2041056E+00, 0.2054608E+00, 0.2067659E+00,
 0.6500000E+00, 0.7142787E-01, 0.7437351E-01, 0.7165646E-01, 0.6778052E-01, 0.6619833E-01, 0.6573304E-01, 0.6581793E-01, 0.6632163E-01, 0.6713040E-01, 0.6813280E-01, 0.6924401E-01, 0.7040539E-01, 0.7157756E-01, 0.7273459E-01, 0.7385994E-01, 0.7494369E-01, 0.7494369E-01, 0.7597927E-01, 0.7696304E-01, 0.7789592E-01, 0.7878020E-01, 0.7961852E-01, 0.8041357E-01, 0.8116788E-01, 0.8188360E-01, 0.8256212E-01, 0.8320325E-01, 0.8378938E-01, 0.8428517E-01, 0.8479623E-01, 0.8532830E-01, 0.8585158E-01, 0.8639762E-01, 0.8696661E-01, 0.8754485E-01, 0.8814934E-01, 0.8878154E-01, 0.8878154E-01, 0.8943594E-01, 0.9012611E-01, 0.9085166E-01, 0.9161629E-01, 0.9242707E-01, 0.9328501E-01, 0.9419513E-01, 0.9515824E-01, 0.9617649E-01, 0.9725083E-01, 0.9838255E-01, 0.9957226E-01, 0.1008200E+00, 0.1021263E+00, 0.1034924E+00, 0.1049204E+00, 0.1064112E+00, 0.1079643E+00, 0.1095776E+00, 0.1112488E+00, 0.1129751E+00, 0.1147531E+00, 0.1165788E+00, 0.1184477E+00, 0.1203545E+00, 0.1222942E+00, 0.1242614E+00, 0.1262507E+00, 0.1282571E+00, 0.1302756E+00, 0.1323017E+00, 0.1343309E+00, 0.1363590E+00, 0.1383819E+00, 0.1403956E+00, 0.1423948E+00, 0.1443688E+00, 0.1417201E+00, 0.1436306E+00, 0.1474001E+00, 0.1510272E+00, 0.1543397E+00, 0.1573772E+00, 0.1601942E+00, 0.1628351E+00, 0.1653331E+00, 0.1677128E+00, 0.1699919E+00, 0.1721834E+00, 0.1742968E+00, 0.1763390E+00, 0.1783148E+00, 0.1802282E+00, 0.1820817E+00, 0.1838774E+00, 0.1856169E+00, 0.1873014E+00, 0.1889320E+00, 0.1905096E+00, 0.1920349E+00, 0.1935090E+00, 0.1949323E+00, 0.1963059E+00, 0.1976303E+00, 0.1989059E+00,
 0.6700000E+00, 0.7307930E-01, 0.7383267E-01, 0.7022074E-01, 0.6542078E-01, 0.6329856E-01, 0.6252868E-01, 0.6242824E-01, 0.6279573E-01, 0.6349842E-01, 0.6441844E-01, 0.6546578E-01, 0.6657704E-01, 0.6770895E-01, 0.6883265E-01, 0.6992948E-01, 0.7098804E-01, 0.7098804E-01, 0.7200101E-01, 0.7296405E-01, 0.7387732E-01, 0.7474273E-01, 0.7556275E-01, 0.7633995E-01, 0.7707684E-01, 0.7777552E-01, 0.7843741E-01, 0.7906248E-01, 0.7963718E-01, 0.8012870E-01, 0.8062534E-01, 0.8114036E-01, 0.8164789E-01, 0.8217459E-01, 0.8272340E-01, 0.8328161E-01, 0.8386359E-01, 0.8447241E-01, 0.8447241E-01, 0.8510262E-01, 0.8576615E-01, 0.8646397E-01, 0.8719879E-01, 0.8797774E-01, 0.8880195E-01, 0.8967622E-01, 0.9060161E-01, 0.9158017E-01, 0.9261291E-01, 0.9370110E-01, 0.9484538E-01, 0.9604586E-01, 0.9730294E-01, 0.9861784E-01, 0.9999239E-01, 0.1014278E+00, 0.1029234E+00, 0.1044776E+00, 0.1060882E+00, 0.1077523E+00, 0.1094668E+00, 0.1112279E+00, 0.1130311E+00, 0.1148715E+00, 0.1167442E+00, 0.1186438E+00, 0.1205653E+00, 0.1225036E+00, 0.1244540E+00, 0.1264121E+00, 0.1283734E+00, 0.1303340E+00, 0.1322898E+00, 0.1342366E+00, 0.1361696E+00, 0.1380767E+00, 0.1348473E+00, 0.1370809E+00, 0.1409355E+00, 0.1445728E+00, 0.1478672E+00, 0.1508728E+00, 0.1536505E+00, 0.1562481E+00, 0.1587008E+00, 0.1610343E+00, 0.1632671E+00, 0.1654127E+00, 0.1674810E+00, 0.1694791E+00, 0.1714120E+00, 0.1732836E+00, 0.1750967E+00, 0.1768534E+00, 0.1785552E+00, 0.1802034E+00, 0.1817991E+00, 0.1833430E+00, 0.1848361E+00, 0.1862792E+00, 0.1876729E+00, 0.1890180E+00, 0.1903151E+00, 0.1915646E+00,
