@BETAa,BETA0,[%],BETAN  vs t@
X,Y1,Y2,Y3
 0.7358000E+01, 0.3063345E+01, 0.2250606E+02, 0.3425900E+01,
 0.7360000E+01, 0.3065368E+01, 0.2251789E+02, 0.3428161E+01,
 0.7362000E+01, 0.3067387E+01, 0.2252972E+02, 0.3430419E+01,
 0.7364000E+01, 0.3069402E+01, 0.2254155E+02, 0.3432673E+01,
 0.7366000E+01, 0.3071414E+01, 0.2255337E+02, 0.3434924E+01,
 0.7368000E+01, 0.3073424E+01, 0.2256520E+02, 0.3437171E+01,
 0.7370000E+01, 0.3075429E+01, 0.2257701E+02, 0.3439414E+01,
 0.7372000E+01, 0.3077432E+01, 0.2258883E+02, 0.3441654E+01,
 0.7374000E+01, 0.3079432E+01, 0.2260065E+02, 0.3443890E+01,
 0.7376000E+01, 0.3081429E+01, 0.2261246E+02, 0.3446123E+01,
 0.7378000E+01, 0.3083423E+01, 0.2262427E+02, 0.3448353E+01,
 0.7380000E+01, 0.3085413E+01, 0.2263607E+02, 0.3450580E+01,
 0.7382000E+01, 0.3087401E+01, 0.2264787E+02, 0.3452803E+01,
 0.7384000E+01, 0.3089386E+01, 0.2265968E+02, 0.3455023E+01,
 0.7386000E+01, 0.3091369E+01, 0.2267148E+02, 0.3457240E+01,
 0.7388000E+01, 0.3093348E+01, 0.2268327E+02, 0.3459454E+01,
 0.7390000E+01, 0.3095325E+01, 0.2269507E+02, 0.3461664E+01,
 0.7392000E+01, 0.3097299E+01, 0.2270686E+02, 0.3463872E+01,
 0.7394000E+01, 0.3099271E+01, 0.2271865E+02, 0.3466077E+01,
 0.7396000E+01, 0.3101239E+01, 0.2273043E+02, 0.3468279E+01,
 0.7398000E+01, 0.3103206E+01, 0.2274222E+02, 0.3470478E+01,
 0.7400000E+01, 0.3105170E+01, 0.2275400E+02, 0.3472674E+01,
 0.7402000E+01, 0.3107131E+01, 0.2276578E+02, 0.3474867E+01,
 0.7404000E+01, 0.3109089E+01, 0.2277755E+02, 0.3477058E+01,
 0.7406000E+01, 0.3111046E+01, 0.2278933E+02, 0.3479245E+01,
 0.7408000E+01, 0.3112999E+01, 0.2280110E+02, 0.3481431E+01,
 0.7410000E+01, 0.3114951E+01, 0.2281286E+02, 0.3483613E+01,
 0.7412000E+01, 0.3116900E+01, 0.2282463E+02, 0.3485793E+01,
 0.7414000E+01, 0.3118847E+01, 0.2283639E+02, 0.3487970E+01,
 0.7416000E+01, 0.3120791E+01, 0.2284815E+02, 0.3490144E+01,
 0.7418000E+01, 0.3122733E+01, 0.2285991E+02, 0.3492316E+01,
 0.7420000E+01, 0.3124673E+01, 0.2287167E+02, 0.3494486E+01,
 0.7422000E+01, 0.3126611E+01, 0.2288342E+02, 0.3496653E+01,
 0.7424000E+01, 0.3128546E+01, 0.2289517E+02, 0.3498817E+01,
 0.7426000E+01, 0.3130480E+01, 0.2290691E+02, 0.3500979E+01,
 0.7428000E+01, 0.3132410E+01, 0.2291866E+02, 0.3503139E+01,
 0.7430000E+01, 0.3134339E+01, 0.2293040E+02, 0.3505296E+01,
 0.7432000E+01, 0.3136266E+01, 0.2294214E+02, 0.3507451E+01,
 0.7434000E+01, 0.3138191E+01, 0.2295387E+02, 0.3509604E+01,
 0.7436000E+01, 0.3140114E+01, 0.2296561E+02, 0.3511754E+01,
 0.7438000E+01, 0.3142034E+01, 0.2297734E+02, 0.3513902E+01,
 0.7440000E+01, 0.3143953E+01, 0.2298907E+02, 0.3516047E+01,
 0.7442000E+01, 0.3145869E+01, 0.2300079E+02, 0.3518191E+01,
 0.7444000E+01, 0.3147784E+01, 0.2301252E+02, 0.3520332E+01,
 0.7446000E+01, 0.3149696E+01, 0.2302423E+02, 0.3522471E+01,
 0.7448000E+01, 0.3151607E+01, 0.2303595E+02, 0.3524607E+01,
 0.7450000E+01, 0.3153516E+01, 0.2304767E+02, 0.3526742E+01,
 0.7452000E+01, 0.3155423E+01, 0.2305938E+02, 0.3528875E+01,
 0.7454000E+01, 0.3157327E+01, 0.2307109E+02, 0.3531005E+01,
 0.7456000E+01, 0.3159230E+01, 0.2308280E+02, 0.3533133E+01,
 0.7458000E+01, 0.3161132E+01, 0.2309450E+02, 0.3535259E+01,
 0.7460000E+01, 0.3163031E+01, 0.2310620E+02, 0.3537383E+01,
 0.7462000E+01, 0.3164928E+01, 0.2311790E+02, 0.3539505E+01,
 0.7464000E+01, 0.3166824E+01, 0.2312959E+02, 0.3541625E+01,
 0.7466000E+01, 0.3168718E+01, 0.2314128E+02, 0.3543743E+01,
 0.7468000E+01, 0.3170610E+01, 0.2315298E+02, 0.3545859E+01,
 0.7470000E+01, 0.3172500E+01, 0.2316466E+02, 0.3547973E+01,
 0.7472000E+01, 0.3174389E+01, 0.2317635E+02, 0.3550086E+01,
 0.7474000E+01, 0.3176275E+01, 0.2318803E+02, 0.3552195E+01,
 0.7476000E+01, 0.3178160E+01, 0.2319971E+02, 0.3554303E+01,
 0.7478000E+01, 0.3180044E+01, 0.2321138E+02, 0.3556410E+01,
 0.7480000E+01, 0.3181925E+01, 0.2322305E+02, 0.3558514E+01,
 0.7482000E+01, 0.3183805E+01, 0.2323472E+02, 0.3560616E+01,
 0.7484000E+01, 0.3185683E+01, 0.2324639E+02, 0.3562717E+01,
 0.7486000E+01, 0.3187560E+01, 0.2325805E+02, 0.3564816E+01,
 0.7488000E+01, 0.3189435E+01, 0.2326971E+02, 0.3566913E+01,
 0.7490000E+01, 0.3191309E+01, 0.2328137E+02, 0.3569008E+01,
 0.7492000E+01, 0.3193180E+01, 0.2329303E+02, 0.3571101E+01,
 0.7494000E+01, 0.3195050E+01, 0.2330468E+02, 0.3573192E+01,
 0.7496000E+01, 0.3196919E+01, 0.2331633E+02, 0.3575282E+01,
 0.7498000E+01, 0.3198786E+01, 0.2332798E+02, 0.3577370E+01,
 0.7500000E+01, 0.3200651E+01, 0.2333962E+02, 0.3579456E+01,
 0.7502000E+01, 0.3202515E+01, 0.2335126E+02, 0.3581541E+01,
 0.7504000E+01, 0.3204377E+01, 0.2336290E+02, 0.3583623E+01,
 0.7506000E+01, 0.3206238E+01, 0.2337453E+02, 0.3585704E+01,
 0.7508000E+01, 0.3208097E+01, 0.2338617E+02, 0.3587783E+01,
 0.7510000E+01, 0.3209955E+01, 0.2339780E+02, 0.3589861E+01,
 0.7512000E+01, 0.3211811E+01, 0.2340942E+02, 0.3591937E+01,
 0.7514000E+01, 0.3213666E+01, 0.2342105E+02, 0.3594011E+01,
 0.7516000E+01, 0.3215518E+01, 0.2343267E+02, 0.3596083E+01,
 0.7518000E+01, 0.3217371E+01, 0.2344428E+02, 0.3598154E+01,
 0.7520000E+01, 0.3219220E+01, 0.2345590E+02, 0.3600223E+01,
 0.7522000E+01, 0.3221069E+01, 0.2346751E+02, 0.3602291E+01,
 0.7524000E+01, 0.3222917E+01, 0.2347912E+02, 0.3604357E+01,
 0.7526000E+01, 0.3224762E+01, 0.2349072E+02, 0.3606421E+01,
 0.7528000E+01, 0.3226607E+01, 0.2350233E+02, 0.3608484E+01,
 0.7530000E+01, 0.3228450E+01, 0.2351393E+02, 0.3610545E+01,
 0.7532000E+01, 0.3230292E+01, 0.2352552E+02, 0.3612605E+01,
 0.7534000E+01, 0.3232132E+01, 0.2353712E+02, 0.3614663E+01,
 0.7536000E+01, 0.3233971E+01, 0.2354871E+02, 0.3616719E+01,
 0.7538000E+01, 0.3235808E+01, 0.2356030E+02, 0.3618774E+01,
 0.7540000E+01, 0.3237644E+01, 0.2357188E+02, 0.3620827E+01,
 0.7542000E+01, 0.3239479E+01, 0.2358346E+02, 0.3622879E+01,
 0.7544000E+01, 0.3241312E+01, 0.2359504E+02, 0.3624929E+01,
 0.7546000E+01, 0.3243144E+01, 0.2360662E+02, 0.3626978E+01,
 0.7548000E+01, 0.3244974E+01, 0.2361819E+02, 0.3629025E+01,
 0.7550000E+01, 0.3246804E+01, 0.2362976E+02, 0.3631071E+01,
 0.7552000E+01, 0.3248632E+01, 0.2364132E+02, 0.3633116E+01,
 0.7554000E+01, 0.3250458E+01, 0.2365289E+02, 0.3635158E+01,
 0.7556000E+01, 0.3252284E+01, 0.2366445E+02, 0.3637200E+01,
 0.7558000E+01, 0.3254108E+01, 0.2367601E+02, 0.3639239E+01,
 0.7560000E+01, 0.3255930E+01, 0.2368756E+02, 0.3641278E+01,
 0.7562000E+01, 0.3257752E+01, 0.2369911E+02, 0.3643315E+01,
 0.7564000E+01, 0.3259573E+01, 0.2371066E+02, 0.3645351E+01,
 0.7566000E+01, 0.3261391E+01, 0.2372221E+02, 0.3647385E+01,
 0.7568000E+01, 0.3263209E+01, 0.2373375E+02, 0.3649417E+01,
 0.7570000E+01, 0.3265025E+01, 0.2374529E+02, 0.3651449E+01,
 0.7572000E+01, 0.3266840E+01, 0.2375682E+02, 0.3653479E+01,
 0.7574000E+01, 0.3268654E+01, 0.2376835E+02, 0.3655508E+01,
 0.7576000E+01, 0.3270467E+01, 0.2377989E+02, 0.3657534E+01,
 0.7578000E+01, 0.3272278E+01, 0.2379141E+02, 0.3659560E+01,
 0.7580000E+01, 0.3274088E+01, 0.2380293E+02, 0.3661585E+01,
 0.7582000E+01, 0.3275897E+01, 0.2381446E+02, 0.3663608E+01,
 0.7584000E+01, 0.3277705E+01, 0.2382597E+02, 0.3665629E+01,
 0.7586000E+01, 0.3279512E+01, 0.2383749E+02, 0.3667650E+01,
 0.7588000E+01, 0.3281317E+01, 0.2384900E+02, 0.3669669E+01,
 0.7590000E+01, 0.3283121E+01, 0.2386051E+02, 0.3671687E+01,
 0.7592000E+01, 0.3284924E+01, 0.2387201E+02, 0.3673703E+01,
 0.7594000E+01, 0.3286726E+01, 0.2388351E+02, 0.3675718E+01,
 0.7596000E+01, 0.3288527E+01, 0.2389501E+02, 0.3677732E+01,
 0.7598000E+01, 0.3290326E+01, 0.2390651E+02, 0.3679744E+01,
 0.7600000E+01, 0.3292124E+01, 0.2391800E+02, 0.3681755E+01,
 0.7602000E+01, 0.3293921E+01, 0.2392949E+02, 0.3683765E+01,
 0.7604000E+01, 0.3295717E+01, 0.2394097E+02, 0.3685773E+01,
 0.7606000E+01, 0.3297512E+01, 0.2395246E+02, 0.3687780E+01,
 0.7608000E+01, 0.3299306E+01, 0.2396394E+02, 0.3689787E+01,
 0.7610000E+01, 0.3301098E+01, 0.2397541E+02, 0.3691791E+01,
 0.7612000E+01, 0.3302890E+01, 0.2398689E+02, 0.3693795E+01,
 0.7614000E+01, 0.3304680E+01, 0.2399836E+02, 0.3695797E+01,
 0.7616000E+01, 0.3306469E+01, 0.2400982E+02, 0.3697798E+01,
 0.7618000E+01, 0.3308257E+01, 0.2402129E+02, 0.3699797E+01,
 0.7620000E+01, 0.3310044E+01, 0.2403275E+02, 0.3701796E+01,
 0.7622000E+01, 0.3311830E+01, 0.2404420E+02, 0.3703793E+01,
 0.7624000E+01, 0.3313615E+01, 0.2405566E+02, 0.3705789E+01,
 0.7626000E+01, 0.3315398E+01, 0.2406711E+02, 0.3707784E+01,
 0.7628000E+01, 0.3317181E+01, 0.2407856E+02, 0.3709778E+01,
 0.7630000E+01, 0.3318963E+01, 0.2409000E+02, 0.3711770E+01,
 0.7632000E+01, 0.3320743E+01, 0.2410144E+02, 0.3713761E+01,
 0.7634000E+01, 0.3322522E+01, 0.2411288E+02, 0.3715751E+01,
 0.7636000E+01, 0.3324301E+01, 0.2412432E+02, 0.3717740E+01,
 0.7638000E+01, 0.3326078E+01, 0.2413575E+02, 0.3719727E+01,
 0.7640000E+01, 0.3327854E+01, 0.2414718E+02, 0.3721714E+01,
 0.7642000E+01, 0.3329629E+01, 0.2415860E+02, 0.3723699E+01,
 0.7644000E+01, 0.3331403E+01, 0.2417002E+02, 0.3725683E+01,
 0.7646000E+01, 0.3333176E+01, 0.2418144E+02, 0.3727666E+01,
 0.7648000E+01, 0.3334949E+01, 0.2419286E+02, 0.3729648E+01,
 0.7650000E+01, 0.3336720E+01, 0.2420427E+02, 0.3731628E+01,
 0.7652000E+01, 0.3338489E+01, 0.2421568E+02, 0.3733608E+01,
 0.7654000E+01, 0.3340258E+01, 0.2422709E+02, 0.3735586E+01,
 0.7656000E+01, 0.3342026E+01, 0.2423849E+02, 0.3737563E+01,
 0.7658000E+01, 0.3343793E+01, 0.2424989E+02, 0.3739539E+01,
 0.7660000E+01, 0.3345559E+01, 0.2426129E+02, 0.3741514E+01,
 0.7662000E+01, 0.3347324E+01, 0.2427268E+02, 0.3743488E+01,
 0.7664000E+01, 0.3349087E+01, 0.2428407E+02, 0.3745460E+01,
 0.7666000E+01, 0.3350851E+01, 0.2429546E+02, 0.3747432E+01,
 0.7668000E+01, 0.3352612E+01, 0.2430684E+02, 0.3749402E+01,
 0.7670000E+01, 0.3354373E+01, 0.2431822E+02, 0.3751372E+01,
 0.7672000E+01, 0.3356133E+01, 0.2432960E+02, 0.3753340E+01,
 0.7674000E+01, 0.3357892E+01, 0.2434097E+02, 0.3755307E+01,
 0.7676000E+01, 0.3359650E+01, 0.2435234E+02, 0.3757273E+01,
 0.7678000E+01, 0.3361407E+01, 0.2436370E+02, 0.3759238E+01,
 0.7680000E+01, 0.3363163E+01, 0.2437507E+02, 0.3761202E+01,
 0.7682000E+01, 0.3364918E+01, 0.2438643E+02, 0.3763164E+01,
 0.7684000E+01, 0.3366672E+01, 0.2439779E+02, 0.3765126E+01,
 0.7686000E+01, 0.3368425E+01, 0.2440914E+02, 0.3767087E+01,
 0.7688000E+01, 0.3370177E+01, 0.2442049E+02, 0.3769046E+01,
 0.7690000E+01, 0.3371929E+01, 0.2443184E+02, 0.3771005E+01,
 0.7692000E+01, 0.3373679E+01, 0.2444318E+02, 0.3772962E+01,
 0.7694000E+01, 0.3375428E+01, 0.2445452E+02, 0.3774918E+01,
 0.7696000E+01, 0.3377177E+01, 0.2446586E+02, 0.3776874E+01,
 0.7698000E+01, 0.3378924E+01, 0.2447720E+02, 0.3778828E+01,
 0.7700000E+01, 0.3380671E+01, 0.2448853E+02, 0.3780782E+01,
 0.7702000E+01, 0.3382416E+01, 0.2449986E+02, 0.3782734E+01,
 0.7704000E+01, 0.3384161E+01, 0.2451118E+02, 0.3784685E+01,
 0.7706000E+01, 0.3385905E+01, 0.2452250E+02, 0.3786635E+01,
 0.7708000E+01, 0.3387648E+01, 0.2453382E+02, 0.3788584E+01,
 0.7710000E+01, 0.3389390E+01, 0.2454513E+02, 0.3790532E+01,
 0.7712000E+01, 0.3391131E+01, 0.2455644E+02, 0.3792479E+01,
 0.7714000E+01, 0.3392871E+01, 0.2456775E+02, 0.3794425E+01,
 0.7716000E+01, 0.3394610E+01, 0.2457906E+02, 0.3796371E+01,
 0.7718000E+01, 0.3396348E+01, 0.2459036E+02, 0.3798314E+01,
 0.7720000E+01, 0.3398086E+01, 0.2460166E+02, 0.3800258E+01,
 0.7722000E+01, 0.3399822E+01, 0.2461295E+02, 0.3802200E+01,
 0.7724000E+01, 0.3401558E+01, 0.2462424E+02, 0.3804141E+01,
 0.7726000E+01, 0.3403293E+01, 0.2463553E+02, 0.3806081E+01,
 0.7728000E+01, 0.3405027E+01, 0.2464681E+02, 0.3808020E+01,
 0.7730000E+01, 0.3406760E+01, 0.2465810E+02, 0.3809958E+01,
 0.7732000E+01, 0.3408492E+01, 0.2466937E+02, 0.3811895E+01,
 0.7734000E+01, 0.3410223E+01, 0.2468065E+02, 0.3813831E+01,
 0.7736000E+01, 0.3411953E+01, 0.2469192E+02, 0.3815767E+01,
 0.7738000E+01, 0.3413683E+01, 0.2470319E+02, 0.3817700E+01,
 0.7740000E+01, 0.3415411E+01, 0.2471445E+02, 0.3819633E+01,
 0.7742000E+01, 0.3417139E+01, 0.2472571E+02, 0.3821566E+01,
 0.7744000E+01, 0.3418866E+01, 0.2473697E+02, 0.3823497E+01,
 0.7746000E+01, 0.3420593E+01, 0.2474823E+02, 0.3825428E+01,
 0.7748000E+01, 0.3422318E+01, 0.2475948E+02, 0.3827358E+01,
 0.7750000E+01, 0.3424042E+01, 0.2477073E+02, 0.3829285E+01,
 0.7752000E+01, 0.3425766E+01, 0.2478197E+02, 0.3831213E+01,
 0.7754000E+01, 0.3427488E+01, 0.2479321E+02, 0.3833140E+01,
 0.7756000E+01, 0.3429210E+01, 0.2480445E+02, 0.3835065E+01,
 0.7758000E+01, 0.3430931E+01, 0.2481569E+02, 0.3836990E+01,
 0.7760000E+01, 0.3432651E+01, 0.2482692E+02, 0.3838913E+01,
 0.7762000E+01, 0.3434371E+01, 0.2483814E+02, 0.3840837E+01,
 0.7764000E+01, 0.3436089E+01, 0.2484937E+02, 0.3842759E+01,
 0.7766000E+01, 0.3437807E+01, 0.2486059E+02, 0.3844679E+01,
 0.7768000E+01, 0.3439523E+01, 0.2487181E+02, 0.3846599E+01,
 0.7770000E+01, 0.3441240E+01, 0.2488302E+02, 0.3848519E+01,
 0.7772000E+01, 0.3442955E+01, 0.2489423E+02, 0.3850437E+01,
 0.7774000E+01, 0.3444669E+01, 0.2490544E+02, 0.3852354E+01,
 0.7776000E+01, 0.3446382E+01, 0.2491665E+02, 0.3854270E+01,
 0.7778000E+01, 0.3448095E+01, 0.2492785E+02, 0.3856186E+01,
 0.7780000E+01, 0.3449807E+01, 0.2493904E+02, 0.3858101E+01,
 0.7782000E+01, 0.3451518E+01, 0.2495024E+02, 0.3860014E+01,
 0.7784000E+01, 0.3453229E+01, 0.2496143E+02, 0.3861927E+01,
 0.7786000E+01, 0.3454938E+01, 0.2497262E+02, 0.3863839E+01,
 0.7788000E+01, 0.3456647E+01, 0.2498380E+02, 0.3865750E+01,
 0.7790000E+01, 0.3458355E+01, 0.2499498E+02, 0.3867660E+01,
 0.7792000E+01, 0.3460062E+01, 0.2500616E+02, 0.3869569E+01,
 0.7794000E+01, 0.3461768E+01, 0.2501733E+02, 0.3871477E+01,
 0.7796000E+01, 0.3463474E+01, 0.2502850E+02, 0.3873384E+01,
 0.7798000E+01, 0.3465178E+01, 0.2503967E+02, 0.3875291E+01,
 0.7800000E+01, 0.3466882E+01, 0.2505083E+02, 0.3877197E+01,
 0.7802000E+01, 0.3468586E+01, 0.2506199E+02, 0.3879101E+01,
 0.7804000E+01, 0.3470288E+01, 0.2507315E+02, 0.3881005E+01,
 0.7806000E+01, 0.3471990E+01, 0.2508430E+02, 0.3882908E+01,
 0.7808000E+01, 0.3473691E+01, 0.2509545E+02, 0.3884810E+01,
 0.7810000E+01, 0.3475390E+01, 0.2510660E+02, 0.3886711E+01,
 0.7812000E+01, 0.3477090E+01, 0.2511775E+02, 0.3888612E+01,
 0.7814000E+01, 0.3478788E+01, 0.2512889E+02, 0.3890511E+01,
 0.7816000E+01, 0.3480486E+01, 0.2514002E+02, 0.3892410E+01,
 0.7818000E+01, 0.3482183E+01, 0.2515115E+02, 0.3894308E+01,
 0.7820000E+01, 0.3483879E+01, 0.2516228E+02, 0.3896205E+01,
 0.7822000E+01, 0.3485574E+01, 0.2517341E+02, 0.3898101E+01,
 0.7824000E+01, 0.3487270E+01, 0.2518453E+02, 0.3899997E+01,
 0.7826000E+01, 0.3488963E+01, 0.2519565E+02, 0.3901891E+01,
 0.7828000E+01, 0.3490657E+01, 0.2520677E+02, 0.3903785E+01,
 0.7830000E+01, 0.3492349E+01, 0.2521788E+02, 0.3905677E+01,
 0.7832000E+01, 0.3494041E+01, 0.2522899E+02, 0.3907569E+01,
 0.7834000E+01, 0.3495732E+01, 0.2524010E+02, 0.3909460E+01,
 0.7836000E+01, 0.3497422E+01, 0.2525120E+02, 0.3911350E+01,
 0.7838000E+01, 0.3499111E+01, 0.2526230E+02, 0.3913239E+01,
 0.7840000E+01, 0.3500800E+01, 0.2527339E+02, 0.3915128E+01,
 0.7842000E+01, 0.3502488E+01, 0.2528448E+02, 0.3917016E+01,
 0.7844000E+01, 0.3504175E+01, 0.2529557E+02, 0.3918903E+01,
 0.7846000E+01, 0.3505861E+01, 0.2530666E+02, 0.3920789E+01,
 0.7848000E+01, 0.3507547E+01, 0.2531774E+02, 0.3922674E+01,
 0.7850000E+01, 0.3509232E+01, 0.2532882E+02, 0.3924558E+01,
 0.7852000E+01, 0.3510916E+01, 0.2533989E+02, 0.3926442E+01,
 0.7854000E+01, 0.3512600E+01, 0.2535096E+02, 0.3928324E+01,
 0.7856000E+01, 0.3514282E+01, 0.2536203E+02, 0.3930207E+01,
 0.7858000E+01, 0.3515964E+01, 0.2537309E+02, 0.3932087E+01,
 0.7860000E+01, 0.3517646E+01, 0.2538416E+02, 0.3933968E+01,
 0.7862000E+01, 0.3519326E+01, 0.2539521E+02, 0.3935847E+01,
 0.7864000E+01, 0.3521006E+01, 0.2540627E+02, 0.3937726E+01,
 0.7866000E+01, 0.3522686E+01, 0.2541732E+02, 0.3939604E+01,
 0.7868000E+01, 0.3524364E+01, 0.2542836E+02, 0.3941481E+01,
 0.7870000E+01, 0.3526042E+01, 0.2543941E+02, 0.3943357E+01,
 0.7872000E+01, 0.3527718E+01, 0.2545045E+02, 0.3945232E+01,
 0.7874000E+01, 0.3529395E+01, 0.2546148E+02, 0.3947107E+01,
 0.7876000E+01, 0.3531070E+01, 0.2547252E+02, 0.3948981E+01,
 0.7878000E+01, 0.3532745E+01, 0.2548355E+02, 0.3950854E+01,
 0.7880000E+01, 0.3534419E+01, 0.2549457E+02, 0.3952726E+01,
 0.7882000E+01, 0.3536093E+01, 0.2550559E+02, 0.3954598E+01,
 0.7884000E+01, 0.3537765E+01, 0.2551661E+02, 0.3956468E+01,
 0.7886000E+01, 0.3539438E+01, 0.2552763E+02, 0.3958339E+01,
 0.7888000E+01, 0.3541109E+01, 0.2553864E+02, 0.3960207E+01,
 0.7890000E+01, 0.3542779E+01, 0.2554965E+02, 0.3962075E+01,
 0.7892000E+01, 0.3544449E+01, 0.2556065E+02, 0.3963943E+01,
 0.7894000E+01, 0.3546118E+01, 0.2557165E+02, 0.3965810E+01,
 0.7896000E+01, 0.3547786E+01, 0.2558265E+02, 0.3967676E+01,
 0.7898000E+01, 0.3549454E+01, 0.2559365E+02, 0.3969541E+01,
 0.7900000E+01, 0.3551121E+01, 0.2560464E+02, 0.3971406E+01,
 0.7902000E+01, 0.3552788E+01, 0.2561562E+02, 0.3973269E+01,
 0.7904000E+01, 0.3554454E+01, 0.2562661E+02, 0.3975132E+01,
 0.7906000E+01, 0.3556118E+01, 0.2563759E+02, 0.3976994E+01,
 0.7908000E+01, 0.3557783E+01, 0.2564856E+02, 0.3978855E+01,
 0.7910000E+01, 0.3559446E+01, 0.2565954E+02, 0.3980716E+01,
 0.7912000E+01, 0.3561109E+01, 0.2567051E+02, 0.3982575E+01,
 0.7914000E+01, 0.3562772E+01, 0.2568147E+02, 0.3984434E+01,
 0.7916000E+01, 0.3564433E+01, 0.2569244E+02, 0.3986293E+01,
 0.7918000E+01, 0.3566094E+01, 0.2570339E+02, 0.3988150E+01,
 0.7920000E+01, 0.3567754E+01, 0.2571435E+02, 0.3990006E+01,
 0.7922000E+01, 0.3569414E+01, 0.2572530E+02, 0.3991863E+01,
 0.7924000E+01, 0.3571073E+01, 0.2573625E+02, 0.3993718E+01,
 0.7926000E+01, 0.3572731E+01, 0.2574719E+02, 0.3995572E+01,
 0.7928000E+01, 0.3574388E+01, 0.2575813E+02, 0.3997426E+01,
 0.7930000E+01, 0.3576045E+01, 0.2576907E+02, 0.3999279E+01,
 0.7932000E+01, 0.3577701E+01, 0.2578001E+02, 0.4001131E+01,
 0.7934000E+01, 0.3579356E+01, 0.2579094E+02, 0.4002982E+01,
 0.7936000E+01, 0.3581011E+01, 0.2580186E+02, 0.4004832E+01,
 0.7938000E+01, 0.3582665E+01, 0.2581279E+02, 0.4006682E+01,
 0.7940000E+01, 0.3584319E+01, 0.2582371E+02, 0.4008532E+01,
 0.7942000E+01, 0.3585971E+01, 0.2583462E+02, 0.4010380E+01,
 0.7944000E+01, 0.3587623E+01, 0.2584554E+02, 0.4012228E+01,
 0.7946000E+01, 0.3589275E+01, 0.2585644E+02, 0.4014074E+01,
 0.7948000E+01, 0.3590925E+01, 0.2586735E+02, 0.4015920E+01,
 0.7950000E+01, 0.3592575E+01, 0.2587825E+02, 0.4017766E+01,
 0.7952000E+01, 0.3594225E+01, 0.2588915E+02, 0.4019610E+01,
 0.7954000E+01, 0.3595873E+01, 0.2590004E+02, 0.4021454E+01,
 0.7956000E+01, 0.3597521E+01, 0.2591093E+02, 0.4023297E+01,
 0.7958000E+01, 0.3599169E+01, 0.2592182E+02, 0.4025139E+01,
 0.7960000E+01, 0.3600816E+01, 0.2593270E+02, 0.4026981E+01,
 0.7962000E+01, 0.3602462E+01, 0.2594359E+02, 0.4028822E+01,
 0.7964000E+01, 0.3604107E+01, 0.2595446E+02, 0.4030662E+01,
 0.7966000E+01, 0.3605752E+01, 0.2596533E+02, 0.4032501E+01,
 0.7968000E+01, 0.3607396E+01, 0.2597620E+02, 0.4034340E+01,
 0.7970000E+01, 0.3609039E+01, 0.2598707E+02, 0.4036178E+01,
 0.7972000E+01, 0.3610682E+01, 0.2599793E+02, 0.4038015E+01,
 0.7974000E+01, 0.3612324E+01, 0.2600879E+02, 0.4039852E+01,
 0.7976000E+01, 0.3613966E+01, 0.2601965E+02, 0.4041687E+01,
 0.7978000E+01, 0.3615607E+01, 0.2603049E+02, 0.4043522E+01,
 0.7980000E+01, 0.3617246E+01, 0.2604134E+02, 0.4045356E+01,
 0.7982000E+01, 0.3618886E+01, 0.2605219E+02, 0.4047190E+01,
 0.7984000E+01, 0.3620525E+01, 0.2606302E+02, 0.4049023E+01,
 0.7986000E+01, 0.3622163E+01, 0.2607386E+02, 0.4050855E+01,
 0.7988000E+01, 0.3623801E+01, 0.2608469E+02, 0.4052687E+01,
 0.7990000E+01, 0.3625438E+01, 0.2609552E+02, 0.4054517E+01,
 0.7992000E+01, 0.3627074E+01, 0.2610635E+02, 0.4056347E+01,
 0.7994000E+01, 0.3628710E+01, 0.2611717E+02, 0.4058176E+01,
 0.7996000E+01, 0.3630344E+01, 0.2612799E+02, 0.4060004E+01,
 0.7998000E+01, 0.3631979E+01, 0.2613880E+02, 0.4061832E+01,
 0.8000000E+01, 0.3633612E+01, 0.2614961E+02, 0.4063659E+01,
 0.8002000E+01, 0.3635245E+01, 0.2616042E+02, 0.4065485E+01,
 0.8004000E+01, 0.3636878E+01, 0.2617122E+02, 0.4067311E+01,
 0.8006000E+01, 0.3638509E+01, 0.2618202E+02, 0.4069136E+01,
 0.8008000E+01, 0.3640141E+01, 0.2619282E+02, 0.4070960E+01,
 0.8010000E+01, 0.3641771E+01, 0.2620361E+02, 0.4072783E+01,
 0.8012000E+01, 0.3643401E+01, 0.2621440E+02, 0.4074606E+01,
 0.8014000E+01, 0.3645030E+01, 0.2622518E+02, 0.4076428E+01,
 0.8016000E+01, 0.3646658E+01, 0.2623597E+02, 0.4078249E+01,
 0.8018000E+01, 0.3648286E+01, 0.2624674E+02, 0.4080070E+01,
 0.8020000E+01, 0.3649914E+01, 0.2625751E+02, 0.4081890E+01,
 0.8022000E+01, 0.3651540E+01, 0.2626828E+02, 0.4083709E+01,
 0.8024000E+01, 0.3653166E+01, 0.2627905E+02, 0.4085527E+01,
 0.8026000E+01, 0.3654791E+01, 0.2628981E+02, 0.4087345E+01,
 0.8028000E+01, 0.3656416E+01, 0.2630057E+02, 0.4089162E+01,
 0.8030000E+01, 0.3658040E+01, 0.2631133E+02, 0.4090978E+01,
 0.8032000E+01, 0.3659664E+01, 0.2632207E+02, 0.4092794E+01,
 0.8034000E+01, 0.3661286E+01, 0.2633282E+02, 0.4094609E+01,
 0.8036000E+01, 0.3662909E+01, 0.2634357E+02, 0.4096423E+01,
