@BETAPa,BETAP0  vs t@
X,BETAPa,BETAP0
 0.8900000E+01, 0.2142313E+00, 0.5167873E+00,
 0.8920000E+01, 0.2142865E+00, 0.5171695E+00,
 0.8940000E+01, 0.2143416E+00, 0.5175512E+00,
 0.8960000E+01, 0.2143964E+00, 0.5179321E+00,
 0.8980000E+01, 0.2144511E+00, 0.5183123E+00,
 0.9000000E+01, 0.2145056E+00, 0.5186919E+00,
 0.9020000E+01, 0.2145599E+00, 0.5190707E+00,
 0.9040000E+01, 0.2146141E+00, 0.5194489E+00,
 0.9060000E+01, 0.2146680E+00, 0.5198265E+00,
 0.9080000E+01, 0.2147218E+00, 0.5202033E+00,
 0.9100000E+01, 0.2147755E+00, 0.5205795E+00,
 0.9120000E+01, 0.2148289E+00, 0.5209550E+00,
 0.9140000E+01, 0.2148822E+00, 0.5213298E+00,
 0.9160000E+01, 0.2149353E+00, 0.5217040E+00,
 0.9180000E+01, 0.2149882E+00, 0.5220774E+00,
 0.9200000E+01, 0.2150410E+00, 0.5224503E+00,
 0.9220000E+01, 0.2150936E+00, 0.5228225E+00,
 0.9240000E+01, 0.2151460E+00, 0.5231940E+00,
 0.9260000E+01, 0.2151983E+00, 0.5235649E+00,
 0.9280000E+01, 0.2152503E+00, 0.5239351E+00,
 0.9300000E+01, 0.2153023E+00, 0.5243047E+00,
 0.9320000E+01, 0.2153540E+00, 0.5246736E+00,
 0.9340000E+01, 0.2154056E+00, 0.5250419E+00,
 0.9360000E+01, 0.2154571E+00, 0.5254096E+00,
 0.9380000E+01, 0.2155084E+00, 0.5257766E+00,
 0.9400000E+01, 0.2155595E+00, 0.5261430E+00,
 0.9420000E+01, 0.2156104E+00, 0.5265087E+00,
 0.9440000E+01, 0.2156612E+00, 0.5268738E+00,
 0.9460000E+01, 0.2157119E+00, 0.5272383E+00,
 0.9480000E+01, 0.2157624E+00, 0.5276021E+00,
 0.9500000E+01, 0.2158127E+00, 0.5279653E+00,
 0.9520000E+01, 0.2158629E+00, 0.5283279E+00,
 0.9540000E+01, 0.2159129E+00, 0.5286899E+00,
 0.9560000E+01, 0.2159628E+00, 0.5290512E+00,
 0.9580000E+01, 0.2160125E+00, 0.5294120E+00,
 0.9600000E+01, 0.2160620E+00, 0.5297721E+00,
 0.9620000E+01, 0.2161114E+00, 0.5301316E+00,
 0.9640000E+01, 0.2161607E+00, 0.5304905E+00,
 0.9660000E+01, 0.2162098E+00, 0.5308487E+00,
 0.9680000E+01, 0.2162588E+00, 0.5312064E+00,
 0.9700000E+01, 0.2163076E+00, 0.5315635E+00,
 0.9720000E+01, 0.2163562E+00, 0.5319200E+00,
 0.9740000E+01, 0.2164048E+00, 0.5322758E+00,
 0.9760000E+01, 0.2164531E+00, 0.5326310E+00,
 0.9780000E+01, 0.2165014E+00, 0.5329857E+00,
 0.9800000E+01, 0.2165495E+00, 0.5333398E+00,
 0.9820000E+01, 0.2165974E+00, 0.5336933E+00,
 0.9840000E+01, 0.2166452E+00, 0.5340461E+00,
 0.9860000E+01, 0.2166929E+00, 0.5343984E+00,
 0.9880000E+01, 0.2167404E+00, 0.5347501E+00,
 0.9900000E+01, 0.2167878E+00, 0.5351012E+00,
 0.9920000E+01, 0.2168350E+00, 0.5354518E+00,
 0.9940000E+01, 0.2168821E+00, 0.5358017E+00,
 0.9960000E+01, 0.2169291E+00, 0.5361511E+00,
 0.9980000E+01, 0.2169759E+00, 0.5364999E+00,
 0.1000000E+02, 0.2170226E+00, 0.5368481E+00,
 0.1002000E+02, 0.2170692E+00, 0.5371957E+00,
 0.1004000E+02, 0.2171156E+00, 0.5375428E+00,
 0.1006000E+02, 0.2171619E+00, 0.5378894E+00,
 0.1008000E+02, 0.2172080E+00, 0.5382352E+00,
 0.1010000E+02, 0.2172540E+00, 0.5385807E+00,
 0.1012000E+02, 0.2172999E+00, 0.5389255E+00,
 0.1014000E+02, 0.2173457E+00, 0.5392697E+00,
 0.1016000E+02, 0.2173913E+00, 0.5396134E+00,
 0.1018000E+02, 0.2174368E+00, 0.5399565E+00,
 0.1020000E+02, 0.2174821E+00, 0.5402991E+00,
 0.1022000E+02, 0.2175274E+00, 0.5406411E+00,
 0.1024000E+02, 0.2175725E+00, 0.5409825E+00,
 0.1026000E+02, 0.2176174E+00, 0.5413234E+00,
 0.1028000E+02, 0.2176623E+00, 0.5416638E+00,
 0.1030000E+02, 0.2177070E+00, 0.5420036E+00,
 0.1032000E+02, 0.2177516E+00, 0.5423429E+00,
 0.1034000E+02, 0.2177960E+00, 0.5426816E+00,
 0.1036000E+02, 0.2178404E+00, 0.5430198E+00,
 0.1038000E+02, 0.2178846E+00, 0.5433574E+00,
 0.1040000E+02, 0.2179287E+00, 0.5436946E+00,
 0.1042000E+02, 0.2179726E+00, 0.5440311E+00,
 0.1044000E+02, 0.2180165E+00, 0.5443671E+00,
 0.1046000E+02, 0.2180602E+00, 0.5447026E+00,
 0.1048000E+02, 0.2181038E+00, 0.5450376E+00,
 0.1050000E+02, 0.2181473E+00, 0.5453720E+00,
 0.1052000E+02, 0.2181906E+00, 0.5457060E+00,
 0.1054000E+02, 0.2182338E+00, 0.5460393E+00,
 0.1056000E+02, 0.2182769E+00, 0.5463722E+00,
 0.1058000E+02, 0.2183199E+00, 0.5467045E+00,
 0.1060000E+02, 0.2183628E+00, 0.5470363E+00,
 0.1062000E+02, 0.2184056E+00, 0.5473676E+00,
 0.1064000E+02, 0.2184482E+00, 0.5476984E+00,
 0.1066000E+02, 0.2184907E+00, 0.5480287E+00,
 0.1068000E+02, 0.2185331E+00, 0.5483584E+00,
 0.1070000E+02, 0.2185754E+00, 0.5486877E+00,
 0.1072000E+02, 0.2186176E+00, 0.5490164E+00,
 0.1074000E+02, 0.2186596E+00, 0.5493446E+00,
 0.1076000E+02, 0.2187015E+00, 0.5496723E+00,
 0.1078000E+02, 0.2187434E+00, 0.5499995E+00,
 0.1080000E+02, 0.2187851E+00, 0.5503262E+00,
 0.1082000E+02, 0.2188267E+00, 0.5506524E+00,
 0.1084000E+02, 0.2188682E+00, 0.5509781E+00,
 0.1086000E+02, 0.2189095E+00, 0.5513033E+00,
 0.1088000E+02, 0.2189508E+00, 0.5516281E+00,
 0.1090000E+02, 0.2189919E+00, 0.5519522E+00,
 0.1092000E+02, 0.2190329E+00, 0.5522760E+00,
 0.1094000E+02, 0.2190739E+00, 0.5525992E+00,
 0.1096000E+02, 0.2191147E+00, 0.5529220E+00,
 0.1098000E+02, 0.2191554E+00, 0.5532442E+00,
 0.1100000E+02, 0.2191960E+00, 0.5535659E+00,
 0.1102000E+02, 0.2192365E+00, 0.5538872E+00,
 0.1104000E+02, 0.2192768E+00, 0.5542080E+00,
 0.1106000E+02, 0.2193171E+00, 0.5545283E+00,
 0.1108000E+02, 0.2193573E+00, 0.5548481E+00,
 0.1110000E+02, 0.2193973E+00, 0.5551674E+00,
 0.1112000E+02, 0.2194373E+00, 0.5554863E+00,
 0.1114000E+02, 0.2194771E+00, 0.5558047E+00,
 0.1116000E+02, 0.2195168E+00, 0.5561226E+00,
 0.1118000E+02, 0.2195565E+00, 0.5564401E+00,
 0.1120000E+02, 0.2195960E+00, 0.5567570E+00,
 0.1122000E+02, 0.2196354E+00, 0.5570735E+00,
 0.1124000E+02, 0.2196747E+00, 0.5573896E+00,
 0.1126000E+02, 0.2197140E+00, 0.5577051E+00,
 0.1128000E+02, 0.2197531E+00, 0.5580202E+00,
 0.1130000E+02, 0.2197921E+00, 0.5583348E+00,
 0.1132000E+02, 0.2198310E+00, 0.5586490E+00,
 0.1134000E+02, 0.2198698E+00, 0.5589627E+00,
 0.1136000E+02, 0.2199085E+00, 0.5592760E+00,
 0.1138000E+02, 0.2199471E+00, 0.5595887E+00,
 0.1140000E+02, 0.2199856E+00, 0.5599011E+00,
 0.1142000E+02, 0.2200240E+00, 0.5602130E+00,
 0.1144000E+02, 0.2200623E+00, 0.5605244E+00,
 0.1146000E+02, 0.2201005E+00, 0.5608354E+00,
 0.1148000E+02, 0.2201386E+00, 0.5611459E+00,
 0.1150000E+02, 0.2201766E+00, 0.5614560E+00,
 0.1152000E+02, 0.2202145E+00, 0.5617656E+00,
 0.1154000E+02, 0.2202523E+00, 0.5620748E+00,
 0.1156000E+02, 0.2202900E+00, 0.5623835E+00,
 0.1158000E+02, 0.2203277E+00, 0.5626918E+00,
 0.1160000E+02, 0.2203652E+00, 0.5629997E+00,
 0.1162000E+02, 0.2204026E+00, 0.5633070E+00,
 0.1164000E+02, 0.2204399E+00, 0.5636140E+00,
 0.1166000E+02, 0.2204772E+00, 0.5639206E+00,
 0.1168000E+02, 0.2205143E+00, 0.5642266E+00,
 0.1170000E+02, 0.2205514E+00, 0.5645323E+00,
 0.1172000E+02, 0.2205883E+00, 0.5648375E+00,
 0.1174000E+02, 0.2206252E+00, 0.5651423E+00,
 0.1176000E+02, 0.2206619E+00, 0.5654467E+00,
 0.1178000E+02, 0.2206986E+00, 0.5657507E+00,
 0.1180000E+02, 0.2207352E+00, 0.5660542E+00,
 0.1182000E+02, 0.2207717E+00, 0.5663573E+00,
 0.1184000E+02, 0.2208081E+00, 0.5666599E+00,
 0.1186000E+02, 0.2208444E+00, 0.5669621E+00,
 0.1188000E+02, 0.2208806E+00, 0.5672639E+00,
 0.1190000E+02, 0.2209167E+00, 0.5675653E+00,
 0.1192000E+02, 0.2209527E+00, 0.5678663E+00,
 0.1194000E+02, 0.2209887E+00, 0.5681669E+00,
 0.1196000E+02, 0.2210245E+00, 0.5684670E+00,
 0.1198000E+02, 0.2210603E+00, 0.5687667E+00,
 0.1200000E+02, 0.2210960E+00, 0.5690660E+00,
 0.1202000E+02, 0.2211316E+00, 0.5693648E+00,
 0.1204000E+02, 0.2211671E+00, 0.5696633E+00,
 0.1206000E+02, 0.2212025E+00, 0.5699614E+00,
 0.1208000E+02, 0.2212378E+00, 0.5702590E+00,
 0.1210000E+02, 0.2212730E+00, 0.5705563E+00,
 0.1212000E+02, 0.2213082E+00, 0.5708532E+00,
 0.1214000E+02, 0.2213432E+00, 0.5711496E+00,
 0.1216000E+02, 0.2213782E+00, 0.5714456E+00,
 0.1218000E+02, 0.2214131E+00, 0.5717413E+00,
 0.1220000E+02, 0.2214479E+00, 0.5720365E+00,
 0.1222000E+02, 0.2214826E+00, 0.5723313E+00,
 0.1224000E+02, 0.2215173E+00, 0.5726258E+00,
 0.1226000E+02, 0.2215518E+00, 0.5729198E+00,
 0.1228000E+02, 0.2215863E+00, 0.5732134E+00,
 0.1230000E+02, 0.2216207E+00, 0.5735067E+00,
 0.1232000E+02, 0.2216550E+00, 0.5737995E+00,
 0.1234000E+02, 0.2216892E+00, 0.5740920E+00,
 0.1236000E+02, 0.2217233E+00, 0.5743840E+00,
 0.1238000E+02, 0.2217574E+00, 0.5746757E+00,
 0.1240000E+02, 0.2217914E+00, 0.5749670E+00,
 0.1242000E+02, 0.2218253E+00, 0.5752578E+00,
 0.1244000E+02, 0.2218591E+00, 0.5755484E+00,
 0.1246000E+02, 0.2218928E+00, 0.5758385E+00,
 0.1248000E+02, 0.2219264E+00, 0.5761282E+00,
 0.1250000E+02, 0.2219600E+00, 0.5764176E+00,
 0.1252000E+02, 0.2219935E+00, 0.5767065E+00,
 0.1254000E+02, 0.2220269E+00, 0.5769951E+00,
 0.1256000E+02, 0.2220602E+00, 0.5772834E+00,
 0.1258000E+02, 0.2220935E+00, 0.5775712E+00,
 0.1260000E+02, 0.2221266E+00, 0.5778587E+00,
 0.1262000E+02, 0.2221597E+00, 0.5781457E+00,
 0.1264000E+02, 0.2221928E+00, 0.5784324E+00,
 0.1266000E+02, 0.2222257E+00, 0.5787188E+00,
 0.1268000E+02, 0.2222586E+00, 0.5790048E+00,
 0.1270000E+02, 0.2222913E+00, 0.5792903E+00,
 0.1272000E+02, 0.2223240E+00, 0.5795755E+00,
 0.1274000E+02, 0.2223567E+00, 0.5798604E+00,
 0.1276000E+02, 0.2223892E+00, 0.5801449E+00,
 0.1278000E+02, 0.2224217E+00, 0.5804290E+00,
 0.1280000E+02, 0.2224541E+00, 0.5807128E+00,
 0.1282000E+02, 0.2224864E+00, 0.5809962E+00,
 0.1284000E+02, 0.2225187E+00, 0.5812792E+00,
 0.1286000E+02, 0.2225509E+00, 0.5815619E+00,
 0.1288000E+02, 0.2225830E+00, 0.5818442E+00,
 0.1290000E+02, 0.2226150E+00, 0.5821261E+00,
 0.1292000E+02, 0.2226469E+00, 0.5824077E+00,
 0.1294000E+02, 0.2226788E+00, 0.5826889E+00,
 0.1296000E+02, 0.2227106E+00, 0.5829698E+00,
 0.1298000E+02, 0.2227424E+00, 0.5832503E+00,
 0.1300000E+02, 0.2227740E+00, 0.5835305E+00,
 0.1302000E+02, 0.2228056E+00, 0.5838103E+00,
 0.1304000E+02, 0.2228371E+00, 0.5840897E+00,
 0.1306000E+02, 0.2228686E+00, 0.5843688E+00,
 0.1308000E+02, 0.2228999E+00, 0.5846476E+00,
 0.1310000E+02, 0.2229312E+00, 0.5849260E+00,
 0.1312000E+02, 0.2229625E+00, 0.5852041E+00,
 0.1314000E+02, 0.2229936E+00, 0.5854818E+00,
 0.1316000E+02, 0.2230247E+00, 0.5857591E+00,
 0.1318000E+02, 0.2230557E+00, 0.5860361E+00,
 0.1320000E+02, 0.2230867E+00, 0.5863128E+00,
 0.1322000E+02, 0.2231175E+00, 0.5865892E+00,
 0.1324000E+02, 0.2231483E+00, 0.5868651E+00,
 0.1326000E+02, 0.2231791E+00, 0.5871408E+00,
 0.1328000E+02, 0.2232097E+00, 0.5874161E+00,
 0.1330000E+02, 0.2232403E+00, 0.5876911E+00,
 0.1332000E+02, 0.2232709E+00, 0.5879657E+00,
 0.1334000E+02, 0.2233013E+00, 0.5882400E+00,
 0.1336000E+02, 0.2233317E+00, 0.5885140E+00,
 0.1338000E+02, 0.2233620E+00, 0.5887876E+00,
 0.1340000E+02, 0.2233923E+00, 0.5890610E+00,
 0.1342000E+02, 0.2234225E+00, 0.5893339E+00,
 0.1344000E+02, 0.2234526E+00, 0.5896065E+00,
 0.1346000E+02, 0.2234827E+00, 0.5898789E+00,
 0.1348000E+02, 0.2235127E+00, 0.5901508E+00,
 0.1350000E+02, 0.2235426E+00, 0.5904225E+00,
 0.1352000E+02, 0.2235724E+00, 0.5906938E+00,
 0.1354000E+02, 0.2236022E+00, 0.5909648E+00,
 0.1356000E+02, 0.2236319E+00, 0.5912355E+00,
 0.1358000E+02, 0.2236616E+00, 0.5915058E+00,
 0.1360000E+02, 0.2236912E+00, 0.5917758E+00,
 0.1362000E+02, 0.2237207E+00, 0.5920455E+00,
 0.1364000E+02, 0.2237502E+00, 0.5923149E+00,
 0.1366000E+02, 0.2237796E+00, 0.5925840E+00,
 0.1368000E+02, 0.2238089E+00, 0.5928527E+00,
 0.1370000E+02, 0.2238382E+00, 0.5931211E+00,
 0.1372000E+02, 0.2238674E+00, 0.5933892E+00,
 0.1374000E+02, 0.2238965E+00, 0.5936570E+00,
 0.1376000E+02, 0.2239256E+00, 0.5939245E+00,
 0.1378000E+02, 0.2239546E+00, 0.5941917E+00,
 0.1380000E+02, 0.2239836E+00, 0.5944585E+00,
 0.1382000E+02, 0.2240125E+00, 0.5947250E+00,
 0.1384000E+02, 0.2240413E+00, 0.5949913E+00,
 0.1386000E+02, 0.2240701E+00, 0.5952572E+00,
 0.1388000E+02, 0.2240988E+00, 0.5955228E+00,
 0.1390000E+02, 0.2241274E+00, 0.5957881E+00,
 0.1392000E+02, 0.2241560E+00, 0.5960530E+00,
 0.1394000E+02, 0.2241845E+00, 0.5963177E+00,
 0.1396000E+02, 0.2242130E+00, 0.5965821E+00,
 0.1398000E+02, 0.2242414E+00, 0.5968461E+00,
 0.1400000E+02, 0.2242697E+00, 0.5971099E+00,
 0.1402000E+02, 0.2242980E+00, 0.5973733E+00,
 0.1404000E+02, 0.2243262E+00, 0.5976365E+00,
 0.1406000E+02, 0.2243544E+00, 0.5978993E+00,
 0.1408000E+02, 0.2243825E+00, 0.5981619E+00,
 0.1410000E+02, 0.2244105E+00, 0.5984241E+00,
 0.1412000E+02, 0.2244385E+00, 0.5986860E+00,
 0.1414000E+02, 0.2244664E+00, 0.5989477E+00,
 0.1416000E+02, 0.2244942E+00, 0.5992091E+00,
 0.1418000E+02, 0.2245220E+00, 0.5994701E+00,
 0.1420000E+02, 0.2245498E+00, 0.5997309E+00,
 0.1422000E+02, 0.2245775E+00, 0.5999913E+00,
 0.1424000E+02, 0.2246051E+00, 0.6002515E+00,
 0.1426000E+02, 0.2246327E+00, 0.6005114E+00,
 0.1428000E+02, 0.2246602E+00, 0.6007710E+00,
 0.1430000E+02, 0.2246876E+00, 0.6010303E+00,
 0.1432000E+02, 0.2247150E+00, 0.6012893E+00,
 0.1434000E+02, 0.2247423E+00, 0.6015480E+00,
 0.1436000E+02, 0.2247696E+00, 0.6018064E+00,
 0.1438000E+02, 0.2247968E+00, 0.6020645E+00,
 0.1440000E+02, 0.2248240E+00, 0.6023224E+00,
 0.1442000E+02, 0.2248511E+00, 0.6025800E+00,
 0.1444000E+02, 0.2248782E+00, 0.6028372E+00,
 0.1446000E+02, 0.2249051E+00, 0.6030942E+00,
 0.1448000E+02, 0.2249321E+00, 0.6033509E+00,
 0.1450000E+02, 0.2249590E+00, 0.6036074E+00,
 0.1452000E+02, 0.2249858E+00, 0.6038635E+00,
 0.1454000E+02, 0.2250126E+00, 0.6041194E+00,
 0.1456000E+02, 0.2250393E+00, 0.6043749E+00,
 0.1458000E+02, 0.2250659E+00, 0.6046302E+00,
 0.1460000E+02, 0.2250926E+00, 0.6048852E+00,
 0.1462000E+02, 0.2251191E+00, 0.6051400E+00,
 0.1464000E+02, 0.2251456E+00, 0.6053944E+00,
 0.1466000E+02, 0.2251720E+00, 0.6056486E+00,
 0.1468000E+02, 0.2251984E+00, 0.6059025E+00,
 0.1470000E+02, 0.2252248E+00, 0.6061561E+00,
 0.1472000E+02, 0.2252510E+00, 0.6064095E+00,
 0.1474000E+02, 0.2252773E+00, 0.6066626E+00,
 0.1476000E+02, 0.2253034E+00, 0.6069154E+00,
 0.1478000E+02, 0.2253296E+00, 0.6071679E+00,
 0.1480000E+02, 0.2253556E+00, 0.6074201E+00,
 0.1482000E+02, 0.2253816E+00, 0.6076722E+00,
 0.1484000E+02, 0.2254076E+00, 0.6079239E+00,
 0.1486000E+02, 0.2254335E+00, 0.6081753E+00,
 0.1488000E+02, 0.2254594E+00, 0.6084265E+00,
 0.1490000E+02, 0.2254851E+00, 0.6086774E+00,
 0.1492000E+02, 0.2255109E+00, 0.6089280E+00,
 0.1494000E+02, 0.2255366E+00, 0.6091784E+00,
 0.1496000E+02, 0.2255622E+00, 0.6094285E+00,
 0.1498000E+02, 0.2255878E+00, 0.6096784E+00,
 0.1500000E+02, 0.2256134E+00, 0.6099280E+00,
 0.1500000E+02, 0.2256134E+00, 0.6099280E+00,
 0.1502000E+02, 0.2301902E+00, 0.6685335E+00,
 0.1504000E+02, 0.2346139E+00, 0.7242768E+00,
 0.1506000E+02, 0.2389232E+00, 0.7775655E+00,
 0.1508000E+02, 0.2431456E+00, 0.8285251E+00,
 0.1510000E+02, 0.2473001E+00, 0.8772038E+00,
 0.1512000E+02, 0.2514003E+00, 0.9236689E+00,
 0.1514000E+02, 0.2554563E+00, 0.9680319E+00,
 0.1516000E+02, 0.2594755E+00, 0.1010440E+01,
 0.1518000E+02, 0.2634638E+00, 0.1051055E+01,
 0.1520000E+02, 0.2674254E+00, 0.1090038E+01,
 0.1522000E+02, 0.2713638E+00, 0.1127541E+01,
 0.1524000E+02, 0.2752813E+00, 0.1163701E+01,
 0.1526000E+02, 0.2791799E+00, 0.1198639E+01,
 0.1528000E+02, 0.2830607E+00, 0.1232463E+01,
 0.1530000E+02, 0.2869245E+00, 0.1265268E+01,
 0.1532000E+02, 0.2907718E+00, 0.1297138E+01,
 0.1534000E+02, 0.2946025E+00, 0.1328148E+01,
 0.1536000E+02, 0.2984166E+00, 0.1358364E+01,
 0.1538000E+02, 0.3022135E+00, 0.1387844E+01,
 0.1540000E+02, 0.3059927E+00, 0.1416642E+01,
 0.1542000E+02, 0.3097536E+00, 0.1444805E+01,
 0.1544000E+02, 0.3134953E+00, 0.1472376E+01,
 0.1546000E+02, 0.3172170E+00, 0.1499392E+01,
 0.1548000E+02, 0.3209180E+00, 0.1525890E+01,
 0.1550000E+02, 0.3245973E+00, 0.1551900E+01,
 0.1552000E+02, 0.3282543E+00, 0.1577451E+01,
 0.1554000E+02, 0.3318880E+00, 0.1602569E+01,
 0.1556000E+02, 0.3354980E+00, 0.1627278E+01,
 0.1558000E+02, 0.3390834E+00, 0.1651598E+01,
 0.1560000E+02, 0.3426438E+00, 0.1675551E+01,
 0.1562000E+02, 0.3461786E+00, 0.1699152E+01,
 0.1564000E+02, 0.3496875E+00, 0.1722419E+01,
 0.1566000E+02, 0.3531699E+00, 0.1745366E+01,
 0.1568000E+02, 0.3566258E+00, 0.1768008E+01,
 0.1570000E+02, 0.3600548E+00, 0.1790357E+01,
 0.1572000E+02, 0.3634567E+00, 0.1812424E+01,
 0.1574000E+02, 0.3668315E+00, 0.1834221E+01,
 0.1576000E+02, 0.3701791E+00, 0.1855757E+01,
 0.1578000E+02, 0.3734996E+00, 0.1877042E+01,
 0.1580000E+02, 0.3767931E+00, 0.1898085E+01,
 0.1582000E+02, 0.3800596E+00, 0.1918894E+01,
 0.1584000E+02, 0.3832993E+00, 0.1939476E+01,
 0.1586000E+02, 0.3865125E+00, 0.1959841E+01,
 0.1588000E+02, 0.3896994E+00, 0.1979993E+01,
 0.1590000E+02, 0.3928603E+00, 0.1999941E+01,
 0.1592000E+02, 0.3959956E+00, 0.2019691E+01,
 0.1594000E+02, 0.3991055E+00, 0.2039249E+01,
 0.1596000E+02, 0.4021904E+00, 0.2058622E+01,
 0.1598000E+02, 0.4052508E+00, 0.2077815E+01,
 0.1600000E+02, 0.4082872E+00, 0.2096834E+01,
 0.1602000E+02, 0.4112998E+00, 0.2115685E+01,
 0.1604000E+02, 0.4142892E+00, 0.2134373E+01,
 0.1606000E+02, 0.4172559E+00, 0.2152903E+01,
 0.1608000E+02, 0.4202003E+00, 0.2171281E+01,
 0.1610000E+02, 0.4231229E+00, 0.2189512E+01,
 0.1612000E+02, 0.4260242E+00, 0.2207601E+01,
 0.1614000E+02, 0.4289048E+00, 0.2225553E+01,
 0.1616000E+02, 0.4317651E+00, 0.2243372E+01,
 0.1618000E+02, 0.4346057E+00, 0.2261064E+01,
 0.1620000E+02, 0.4374271E+00, 0.2278633E+01,
 0.1622000E+02, 0.4402298E+00, 0.2296083E+01,
 0.1624000E+02, 0.4430143E+00, 0.2313420E+01,
 0.1626000E+02, 0.4457811E+00, 0.2330647E+01,
 0.1628000E+02, 0.4485307E+00, 0.2347768E+01,
 0.1630000E+02, 0.4512638E+00, 0.2364789E+01,
 0.1632000E+02, 0.4539807E+00, 0.2381712E+01,
 0.1634000E+02, 0.4566820E+00, 0.2398542E+01,
 0.1636000E+02, 0.4593681E+00, 0.2415284E+01,
 0.1638000E+02, 0.4620397E+00, 0.2431940E+01,
 0.1640000E+02, 0.4646971E+00, 0.2448515E+01,
 0.1642000E+02, 0.4673409E+00, 0.2465011E+01,
 0.1644000E+02, 0.4699714E+00, 0.2481434E+01,
 0.1646000E+02, 0.4725893E+00, 0.2497785E+01,
 0.1648000E+02, 0.4751950E+00, 0.2514069E+01,
 0.1650000E+02, 0.4777888E+00, 0.2530288E+01,
 0.1652000E+02, 0.4803712E+00, 0.2546445E+01,
 0.1654000E+02, 0.4829428E+00, 0.2562544E+01,
 0.1656000E+02, 0.4855038E+00, 0.2578588E+01,
 0.1658000E+02, 0.4880547E+00, 0.2594578E+01,
 0.1660000E+02, 0.4905959E+00, 0.2610518E+01,
 0.1662000E+02, 0.4931278E+00, 0.2626411E+01,
 0.1664000E+02, 0.4956508E+00, 0.2642257E+01,
 0.1666000E+02, 0.4981652E+00, 0.2658061E+01,
 0.1668000E+02, 0.5006713E+00, 0.2673824E+01,
 0.1670000E+02, 0.5031695E+00, 0.2689547E+01,
 0.1672000E+02, 0.5056602E+00, 0.2705234E+01,
 0.1674000E+02, 0.5081437E+00, 0.2720885E+01,
 0.1676000E+02, 0.5106202E+00, 0.2736503E+01,
 0.1678000E+02, 0.5130900E+00, 0.2752090E+01,
 0.1680000E+02, 0.5155534E+00, 0.2767646E+01,
 0.1682000E+02, 0.5180107E+00, 0.2783173E+01,
 0.1684000E+02, 0.5204622E+00, 0.2798673E+01,
 0.1686000E+02, 0.5229080E+00, 0.2814147E+01,
 0.1688000E+02, 0.5253485E+00, 0.2829596E+01,
 0.1690000E+02, 0.5277837E+00, 0.2845021E+01,
 0.1692000E+02, 0.5302140E+00, 0.2860424E+01,
 0.1694000E+02, 0.5326394E+00, 0.2875804E+01,
 0.1696000E+02, 0.5350603E+00, 0.2891164E+01,
 0.1698000E+02, 0.5374767E+00, 0.2906503E+01,
 0.1700000E+02, 0.5398889E+00, 0.2921823E+01,
 0.1702000E+02, 0.5422969E+00, 0.2937124E+01,
 0.1704000E+02, 0.5447009E+00, 0.2952406E+01,
 0.1706000E+02, 0.5471011E+00, 0.2967671E+01,
 0.1708000E+02, 0.5494974E+00, 0.2982918E+01,
 0.1710000E+02, 0.5518902E+00, 0.2998148E+01,
 0.1712000E+02, 0.5542794E+00, 0.3013361E+01,
 0.1714000E+02, 0.5566651E+00, 0.3028558E+01,
 0.1716000E+02, 0.5590475E+00, 0.3043738E+01,
 0.1718000E+02, 0.5614265E+00, 0.3058902E+01,
 0.1720000E+02, 0.5638023E+00, 0.3074050E+01,
 0.1722000E+02, 0.5661749E+00, 0.3089182E+01,
 0.1724000E+02, 0.5685443E+00, 0.3104297E+01,
 0.1726000E+02, 0.5709106E+00, 0.3119396E+01,
 0.1728000E+02, 0.5732739E+00, 0.3134479E+01,
 0.1730000E+02, 0.5756341E+00, 0.3149545E+01,
 0.1732000E+02, 0.5779913E+00, 0.3164594E+01,
 0.1734000E+02, 0.5803455E+00, 0.3179626E+01,
 0.1736000E+02, 0.5826966E+00, 0.3194641E+01,
 0.1738000E+02, 0.5850447E+00, 0.3209638E+01,
 0.1740000E+02, 0.5873898E+00, 0.3224617E+01,
 0.1742000E+02, 0.5897318E+00, 0.3239578E+01,
 0.1744000E+02, 0.5920708E+00, 0.3254519E+01,
 0.1746000E+02, 0.5944067E+00, 0.3269442E+01,
 0.1748000E+02, 0.5967395E+00, 0.3284344E+01,
 0.1750000E+02, 0.5990691E+00, 0.3299227E+01,
 0.1752000E+02, 0.6013957E+00, 0.3314088E+01,
 0.1754000E+02, 0.6037189E+00, 0.3328928E+01,
 0.1756000E+02, 0.6060390E+00, 0.3343747E+01,
 0.1758000E+02, 0.6083557E+00, 0.3358543E+01,
 0.1760000E+02, 0.6106691E+00, 0.3373316E+01,
 0.1762000E+02, 0.6129791E+00, 0.3388066E+01,
 0.1764000E+02, 0.6152856E+00, 0.3402791E+01,
 0.1766000E+02, 0.6175885E+00, 0.3417492E+01,
 0.1768000E+02, 0.6198879E+00, 0.3432167E+01,
 0.1770000E+02, 0.6221837E+00, 0.3446816E+01,
 0.1772000E+02, 0.6244757E+00, 0.3461439E+01,
 0.1774000E+02, 0.6267640E+00, 0.3476034E+01,
 0.1776000E+02, 0.6290483E+00, 0.3490602E+01,
 0.1778000E+02, 0.6313288E+00, 0.3505141E+01,
 0.1780000E+02, 0.6336053E+00, 0.3519651E+01,
 0.1782000E+02, 0.6358776E+00, 0.3534131E+01,
 0.1784000E+02, 0.6381458E+00, 0.3548581E+01,
 0.1786000E+02, 0.6404098E+00, 0.3562999E+01,
