theta_rad / psi_index,   1,   2,   3,   4,   5,   6,   7,   8,   9,  10,  11,  12,  13,  14,  15,  16,  17,  18,  19,  20,  21,  22,  23,  24,  25,  26,  27,  28,  29,  30,  31,  32,  33,  34,  35,  36,  37,  38,  39,  40,  41,  42,  43,  44,  45,  46,  47,  48,  49,  50
  0.46142142E+01,  0.88825232E+00,  0.82101971E+00,  0.75317359E+00,  0.68432117E+00,  0.61599505E+00,  0.54830039E+00,  0.48139763E+00,  0.41491523E+00,  0.34824833E+00,  0.28098929E+00,  0.21274972E+00,  0.14345764E+00,  0.73195249E-01,  0.18141053E-02, -0.70816427E-01, -0.14460586E+00, -0.21965350E+00, -0.29665580E+00, -0.37463567E+00, -0.45209673E+00, -0.53248864E+00, -0.61149985E+00, -0.68033272E+00, -0.74588859E+00, -0.81501353E+00, -0.88799506E+00, -0.96420479E+00, -0.10442718E+01, -0.11287335E+01, -0.12177436E+01, -0.13117818E+01, -0.14114015E+01, -0.15172251E+01, -0.16301050E+01, -0.17511473E+01, -0.18819246E+01, -0.20246861E+01, -0.21825893E+01, -0.23599179E+01, -0.25645506E+01, -0.28096583E+01, -0.31185579E+01, -0.35210681E+01, -0.39153037E+01, -0.39804134E+01, -0.40455232E+01, -0.41106334E+01, -0.41757431E+01, -0.42408528E+01, -0.43059630E+01
  0.47123890E+01,  0.88825232E+00,  0.82051939E+00,  0.75222188E+00,  0.68300778E+00,  0.61439037E+00,  0.54642004E+00,  0.47926697E+00,  0.41254213E+00,  0.34566092E+00,  0.27821204E+00,  0.20980275E+00,  0.14037316E+00,  0.70001043E-01, -0.14755803E-02, -0.74164994E-01, -0.14797585E+00, -0.22303531E+00, -0.30004543E+00, -0.37793931E+00, -0.45541894E+00, -0.53604746E+00, -0.61491138E+00, -0.68373066E+00, -0.74978137E+00, -0.81928015E+00, -0.89204967E+00, -0.96799618E+00, -0.10476809E+01, -0.11314189E+01, -0.12194535E+01, -0.13122103E+01, -0.14101703E+01, -0.15138819E+01, -0.16240804E+01, -0.17417002E+01, -0.18680470E+01, -0.20049386E+01, -0.21548700E+01, -0.23210607E+01, -0.25093434E+01, -0.27290554E+01, -0.29959424E+01, -0.33405321E+01, -0.37004528E+01, -0.37619898E+01, -0.38235269E+01, -0.38850639E+01, -0.39466009E+01, -0.40081377E+01, -0.40696750E+01
  0.48105638E+01,  0.88825232E+00,  0.82115322E+00,  0.75352275E+00,  0.68502063E+00,  0.61710739E+00,  0.54982799E+00,  0.48332760E+00,  0.41726610E+00,  0.35105503E+00,  0.28431228E+00,  0.21666586E+00,  0.14802383E+00,  0.78478083E-01,  0.78831287E-02, -0.63900024E-01, -0.13681430E+00, -0.21082118E+00, -0.28651676E+00, -0.36354095E+00, -0.43994418E+00, -0.51817513E+00, -0.59754407E+00, -0.66729200E+00, -0.73200113E+00, -0.79990190E+00, -0.87180334E+00, -0.94643736E+00, -0.10243359E+01, -0.11060026E+01, -0.11915855E+01, -0.12814271E+01, -0.13759618E+01, -0.14756490E+01, -0.15810971E+01, -0.16930909E+01, -0.18126783E+01, -0.19413525E+01, -0.20810513E+01, -0.22343528E+01, -0.24059258E+01, -0.26033471E+01, -0.28394620E+01, -0.31428635E+01, -0.34684069E+01, -0.35260851E+01, -0.35837634E+01, -0.36414413E+01, -0.36991196E+01, -0.37567978E+01, -0.38144760E+01
  0.49087385E+01,  0.88825232E+00,  0.82284600E+00,  0.75691414E+00,  0.69011801E+00,  0.62382948E+00,  0.55812764E+00,  0.49311525E+00,  0.42854300E+00,  0.36382756E+00,  0.29860863E+00,  0.23256785E+00,  0.16555761E+00,  0.97660281E-01,  0.28805718E-01, -0.41174214E-01, -0.11232980E+00, -0.18458793E+00, -0.25794363E+00, -0.33281535E+00, -0.40817234E+00, -0.48308164E+00, -0.55874389E+00, -0.63011152E+00, -0.69493562E+00, -0.76001179E+00, -0.82932508E+00, -0.90199602E+00, -0.97726917E+00, -0.10558137E+01, -0.11379893E+01, -0.12239363E+01, -0.13140352E+01, -0.14087105E+01, -0.15084651E+01, -0.16139586E+01, -0.17260867E+01, -0.18460914E+01, -0.19756138E+01, -0.21168087E+01, -0.22736712E+01, -0.24527423E+01, -0.26652443E+01, -0.29372230E+01, -0.32307572E+01, -0.32844834E+01, -0.33382096E+01, -0.33919358E+01, -0.34456618E+01, -0.34993880E+01, -0.35531142E+01
  0.50069133E+01,  0.88825232E+00,  0.82543194E+00,  0.76206470E+00,  0.69782251E+00,  0.63395596E+00,  0.57061100E+00,  0.50785738E+00,  0.44550464E+00,  0.38303471E+00,  0.32006660E+00,  0.25635183E+00,  0.19172722E+00,  0.12620582E+00,  0.59792150E-01, -0.76411460E-02, -0.76154172E-01, -0.14587703E+00, -0.21670692E+00, -0.28828487E+00, -0.36071181E+00, -0.43450138E+00, -0.50657535E+00, -0.57329363E+00, -0.63713598E+00, -0.70170474E+00, -0.76821893E+00, -0.83750135E+00, -0.90961802E+00, -0.98457992E+00, -0.10626692E+01, -0.11441658E+01, -0.12293433E+01, -0.13185627E+01, -0.14122795E+01, -0.15110651E+01, -0.16157026E+01, -0.17272791E+01, -0.18472428E+01, -0.19774809E+01, -0.21215687E+01, -0.22852700E+01, -0.24786932E+01, -0.27254481E+01, -0.29907873E+01, -0.30405228E+01, -0.30902584E+01, -0.31399939E+01, -0.31897295E+01, -0.32394650E+01, -0.32892005E+01
  0.51050881E+01,  0.88825232E+00,  0.82872272E+00,  0.76860732E+00,  0.70760524E+00,  0.64683700E+00,  0.58651447E+00,  0.52670139E+00,  0.46720004E+00,  0.40762445E+00,  0.34755626E+00,  0.28678221E+00,  0.22518064E+00,  0.16271383E+00,  0.99351473E-01,  0.35034090E-01, -0.30248152E-01, -0.96504703E-01, -0.16396090E+00, -0.23252247E+00, -0.30127847E+00, -0.37044093E+00, -0.44012681E+00, -0.50522679E+00, -0.56564981E+00, -0.62653208E+00, -0.69012743E+00, -0.75621063E+00, -0.82456905E+00, -0.89544606E+00, -0.96914655E+00, -0.10458624E+01, -0.11258454E+01, -0.12094253E+01, -0.12970054E+01, -0.13890973E+01, -0.14863987E+01, -0.15898904E+01, -0.17008631E+01, -0.18210503E+01, -0.19537299E+01, -0.21041555E+01, -0.22815804E+01, -0.25071559E+01, -0.27484963E+01, -0.27942026E+01, -0.28399088E+01, -0.28856153E+01, -0.29313216E+01, -0.29770279E+01, -0.30227344E+01
  0.52032628E+01,  0.88825232E+00,  0.83255184E+00,  0.77622187E+00,  0.71901304E+00,  0.66191453E+00,  0.60516453E+00,  0.54885745E+00,  0.49276337E+00,  0.43661603E+00,  0.38000897E+00,  0.32272026E+00,  0.26465484E+00,  0.20579745E+00,  0.14608282E+00,  0.85446313E-01,  0.23876304E-01, -0.38625684E-01, -0.10206105E+00, -0.16639856E+00, -0.23130375E+00, -0.29717648E+00, -0.36269209E+00, -0.42327163E+00, -0.48039278E+00, -0.53841770E+00, -0.59851056E+00, -0.66059548E+00, -0.72477019E+00, -0.79127336E+00, -0.86027640E+00, -0.93196291E+00, -0.10065727E+01, -0.10843972E+01, -0.11657982E+01, -0.12512389E+01, -0.13413497E+01, -0.14370238E+01, -0.15394267E+01, -0.16501567E+01, -0.17722086E+01, -0.19105035E+01, -0.20737007E+01, -0.22812052E+01, -0.25025384E+01, -0.25441546E+01, -0.25857708E+01, -0.26273870E+01, -0.26690030E+01, -0.27106192E+01, -0.27522354E+01
  0.53014376E+01,  0.88825232E+00,  0.83678812E+00,  0.78465807E+00,  0.73168552E+00,  0.67871958E+00,  0.62599754E+00,  0.57365501E+00,  0.52145976E+00,  0.46918482E+00,  0.41649985E+00,  0.36317185E+00,  0.30910647E+00,  0.25428995E+00,  0.19868238E+00,  0.14221090E+00,  0.84893182E-01,  0.26742628E-01, -0.32369930E-01, -0.92435397E-01, -0.15287255E+00, -0.21382008E+00, -0.27469158E+00, -0.33154470E+00, -0.38504905E+00, -0.43919629E+00, -0.49513125E+00, -0.55289334E+00, -0.61256558E+00, -0.67434508E+00, -0.73836124E+00, -0.80478740E+00, -0.87384081E+00, -0.94577974E+00, -0.10209311E+01, -0.10997131E+01, -0.11826966E+01, -0.12706959E+01, -0.13647840E+01, -0.14664299E+01, -0.15783403E+01, -0.17050943E+01, -0.18549597E+01, -0.20457938E+01, -0.22499492E+01, -0.22873650E+01, -0.23247807E+01, -0.23621964E+01, -0.23996119E+01, -0.24370277E+01, -0.24744434E+01
  0.53996124E+01,  0.88825232E+00,  0.84133309E+00,  0.79373032E+00,  0.74533683E+00,  0.69687551E+00,  0.64856172E+00,  0.60055739E+00,  0.55267024E+00,  0.50466752E+00,  0.45628154E+00,  0.40730536E+00,  0.35764551E+00,  0.30728322E+00,  0.25617522E+00,  0.20426701E+00,  0.15156420E+00,  0.98104902E-01,  0.43796349E-01, -0.11339962E-01, -0.66803820E-01, -0.12292438E+00, -0.17913152E+00, -0.23143958E+00, -0.28063196E+00, -0.33040479E+00, -0.38186723E+00, -0.43497038E+00, -0.48980016E+00, -0.54653114E+00, -0.60527354E+00, -0.66618532E+00, -0.72946489E+00, -0.79534179E+00, -0.86411178E+00, -0.93615222E+00, -0.10119803E+01, -0.10923299E+01, -0.11781803E+01, -0.12708720E+01, -0.13729036E+01, -0.14884752E+01, -0.16255445E+01, -0.18002374E+01, -0.19866457E+01, -0.20196829E+01, -0.20527198E+01, -0.20857570E+01, -0.21187942E+01, -0.21518312E+01, -0.21848683E+01
  0.54977871E+01,  0.88825232E+00,  0.84611362E+00,  0.80329770E+00,  0.75974655E+00,  0.71608818E+00,  0.67249680E+00,  0.62914777E+00,  0.58589011E+00,  0.54250193E+00,  0.49874398E+00,  0.45444748E+00,  0.40952232E+00,  0.36395159E+00,  0.31770274E+00,  0.27071506E+00,  0.22301163E+00,  0.17463897E+00,  0.12547889E+00,  0.75517923E-01,  0.25243973E-01, -0.25609229E-01, -0.76582395E-01, -0.12403183E+00, -0.16848710E+00, -0.21357134E+00, -0.26025385E+00, -0.30835423E+00, -0.35801378E+00, -0.40938792E+00, -0.46256021E+00, -0.51768172E+00, -0.57493001E+00, -0.63451183E+00, -0.69669563E+00, -0.76182222E+00, -0.83036125E+00, -0.90297347E+00, -0.98055214E+00, -0.10642833E+01, -0.11565095E+01, -0.12609334E+01, -0.13847808E+01, -0.15436696E+01, -0.17124051E+01, -0.17408817E+01, -0.17693583E+01, -0.17978349E+01, -0.18263115E+01, -0.18547881E+01, -0.18832647E+01
  0.55959619E+01,  0.88825232E+00,  0.85107499E+00,  0.81325114E+00,  0.77475125E+00,  0.73613024E+00,  0.69751871E+00,  0.65909374E+00,  0.62072104E+00,  0.58222353E+00,  0.54338318E+00,  0.50404817E+00,  0.46414596E+00,  0.42365953E+00,  0.38256326E+00,  0.34080029E+00,  0.29838976E+00,  0.25537920E+00,  0.21165557E+00,  0.16720630E+00,  0.12249731E+00,  0.77280588E-01,  0.31879779E-01, -0.10332841E-01, -0.49826711E-01, -0.89973025E-01, -0.13152218E+00, -0.17431985E+00, -0.21851891E+00, -0.26423532E+00, -0.31154650E+00, -0.36059132E+00, -0.41152635E+00, -0.46453714E+00, -0.51986486E+00, -0.57781774E+00, -0.63881934E+00, -0.70346707E+00, -0.77256435E+00, -0.84719819E+00, -0.92942619E+00, -0.10226902E+01, -0.11334823E+01, -0.12750541E+01, -0.14263777E+01, -0.14500977E+01, -0.14738178E+01, -0.14975379E+01, -0.15212579E+01, -0.15449780E+01, -0.15686980E+01
  0.56941367E+01,  0.88825232E+00,  0.85617548E+00,  0.82350534E+00,  0.79022628E+00,  0.75682342E+00,  0.72340107E+00,  0.69011521E+00,  0.65685022E+00,  0.62346667E+00,  0.58977485E+00,  0.55564314E+00,  0.52100873E+00,  0.48585886E+00,  0.45016763E+00,  0.41388676E+00,  0.37703434E+00,  0.33966076E+00,  0.30166900E+00,  0.26303402E+00,  0.22417210E+00,  0.18486877E+00,  0.14534602E+00,  0.10863003E+00,  0.74278586E-01,  0.39369918E-01,  0.32337639E-02, -0.33998467E-01, -0.72455555E-01, -0.11223458E+00, -0.15340641E+00, -0.19609196E+00, -0.24042819E+00, -0.28657866E+00, -0.33475554E+00, -0.38523039E+00, -0.43837693E+00, -0.49472609E+00, -0.55499053E+00, -0.62014866E+00, -0.69203073E+00, -0.77365518E+00, -0.87106156E+00, -0.99616724E+00, -0.11295557E+01, -0.11483397E+01, -0.11671238E+01, -0.11859078E+01, -0.12046919E+01, -0.12234759E+01, -0.12422600E+01
  0.57923115E+01,  0.88825232E+00,  0.86138278E+00,  0.83399230E+00,  0.80607069E+00,  0.77802855E+00,  0.74995905E+00,  0.72198373E+00,  0.69401026E+00,  0.66592526E+00,  0.63756979E+00,  0.60883802E+00,  0.57967460E+00,  0.55006659E+00,  0.51999730E+00,  0.48942721E+00,  0.45836970E+00,  0.42686576E+00,  0.39482635E+00,  0.36223069E+00,  0.32944065E+00,  0.29629400E+00,  0.26299921E+00,  0.23201853E+00,  0.20298807E+00,  0.17353287E+00,  0.14304908E+00,  0.11162124E+00,  0.79156362E-01,  0.45569193E-01,  0.10797225E-01, -0.25260933E-01, -0.62722869E-01, -0.10172875E+00, -0.14246045E+00, -0.18515086E+00, -0.23012158E+00, -0.27782544E+00, -0.32887447E+00, -0.38410830E+00, -0.44510618E+00, -0.51451957E+00, -0.59736651E+00, -0.70440596E+00, -0.81934083E+00, -0.83296615E+00, -0.84659141E+00, -0.86021674E+00, -0.87384200E+00, -0.88746732E+00, -0.90109265E+00
  0.58904862E+01,  0.88825232E+00,  0.86667097E+00,  0.84465653E+00,  0.82220030E+00,  0.79963470E+00,  0.77703965E+00,  0.75450993E+00,  0.73197204E+00,  0.70933366E+00,  0.68647069E+00,  0.66329825E+00,  0.63977152E+00,  0.61588371E+00,  0.59161919E+00,  0.56693822E+00,  0.54185164E+00,  0.51639855E+00,  0.49053276E+00,  0.46422049E+00,  0.43770999E+00,  0.41084239E+00,  0.38389534E+00,  0.35895461E+00,  0.33554047E+00,  0.31170315E+00,  0.28704786E+00,  0.26163357E+00,  0.23537771E+00,  0.20820762E+00,  0.18007034E+00,  0.15088472E+00,  0.12055335E+00,  0.88960901E-01,  0.55957589E-01,  0.21351935E-01, -0.15120186E-01, -0.53831927E-01, -0.95288448E-01, -0.14018308E+00, -0.18982361E+00, -0.24640469E+00, -0.31409425E+00, -0.40157312E+00, -0.49568942E+00, -0.50393254E+00, -0.51217562E+00, -0.52041876E+00, -0.52866185E+00, -0.53690499E+00, -0.54514807E+00
  0.59886610E+01,  0.88825232E+00,  0.87201875E+00,  0.85545176E+00,  0.83854312E+00,  0.82154423E+00,  0.80451757E+00,  0.78753364E+00,  0.77053988E+00,  0.75346410E+00,  0.73621500E+00,  0.71872765E+00,  0.70096910E+00,  0.68293589E+00,  0.66461140E+00,  0.64596909E+00,  0.62702233E+00,  0.60780185E+00,  0.58825439E+00,  0.56834483E+00,  0.54831660E+00,  0.52808040E+00,  0.50769866E+00,  0.48871401E+00,  0.47100800E+00,  0.45304501E+00,  0.43440223E+00,  0.41516897E+00,  0.39530122E+00,  0.37474003E+00,  0.35344106E+00,  0.33134216E+00,  0.30836880E+00,  0.28443226E+00,  0.25941733E+00,  0.23317662E+00,  0.20550653E+00,  0.17611897E+00,  0.14462458E+00,  0.11048672E+00,  0.72707370E-01,  0.29557467E-01, -0.22138616E-01, -0.89138441E-01, -0.16134192E+00, -0.16402496E+00, -0.16670801E+00, -0.16939107E+00, -0.17207411E+00, -0.17475717E+00, -0.17744021E+00
  0.60868358E+01,  0.88825232E+00,  0.87740833E+00,  0.86633855E+00,  0.85503596E+00,  0.84366918E+00,  0.83228046E+00,  0.82091683E+00,  0.80954474E+00,  0.79811531E+00,  0.78656799E+00,  0.77485865E+00,  0.76296574E+00,  0.75088620E+00,  0.73860848E+00,  0.72611785E+00,  0.71342325E+00,  0.70054018E+00,  0.68742836E+00,  0.67408389E+00,  0.66066438E+00,  0.64706153E+00,  0.63334751E+00,  0.62067544E+00,  0.60884953E+00,  0.59677470E+00,  0.58425784E+00,  0.57135963E+00,  0.55803043E+00,  0.54422945E+00,  0.52993083E+00,  0.51509273E+00,  0.49966344E+00,  0.48358279E+00,  0.46677265E+00,  0.44913253E+00,  0.43052444E+00,  0.41075203E+00,  0.38954708E+00,  0.36654669E+00,  0.34107417E+00,  0.31195530E+00,  0.27692920E+00,  0.23140392E+00,  0.18250033E+00,  0.18553524E+00,  0.18857014E+00,  0.19160505E+00,  0.19463995E+00,  0.19767486E+00,  0.20070976E+00
  0.61850105E+01,  0.88825232E+00,  0.88282424E+00,  0.87728232E+00,  0.87162262E+00,  0.86592954E+00,  0.86022431E+00,  0.85453045E+00,  0.84883165E+00,  0.84310329E+00,  0.83731526E+00,  0.83144516E+00,  0.82548237E+00,  0.81942505E+00,  0.81326777E+00,  0.80700344E+00,  0.80063552E+00,  0.79417056E+00,  0.78759187E+00,  0.78089988E+00,  0.77416271E+00,  0.76732796E+00,  0.76046062E+00,  0.75411403E+00,  0.74816370E+00,  0.74210030E+00,  0.73582339E+00,  0.72934848E+00,  0.72265500E+00,  0.71572495E+00,  0.70854372E+00,  0.70108986E+00,  0.69333750E+00,  0.68525624E+00,  0.67680657E+00,  0.66793770E+00,  0.65857983E+00,  0.64863390E+00,  0.63796550E+00,  0.62639201E+00,  0.61356479E+00,  0.59889573E+00,  0.58127636E+00,  0.55833173E+00,  0.53352052E+00,  0.54239273E+00,  0.55126500E+00,  0.56013721E+00,  0.56900942E+00,  0.57788163E+00,  0.58675390E+00
